name,price,year,state
ford explorer,46900,2020,virginia
ford door,2800,2013,florida
ford escape,16200,2019,nevada
ford escape,25200,2020,virginia
ford max,34800,2019,nevada
ford srw,52000,2019,texas
ford door,26000,2017,texas
ford expedition,40600,2019,nevada
ford srw,55000,2019,texas
ford door,5000,2015,texas
ford max,36400,2019,nevada
ford door,7500,2015,texas
ford escape,14700,2019,nevada
ford explorer,43900,2020,south carolina
ford door,6400,2013,texas
ford expedition,41100,2019,nevada
ford door,23000,2013,texas
ford escape,13900,2019,nevada
ford door,19000,2012,texas
ford max,34800,2019,nevada
ford door,22000,2012,texas
ford escape,16300,2019,nevada
ford escape,18800,2019,virginia
ford cab,13000,2012,texas
ford max,40900,2019,nevada
ford expedition,47000,2019,virginia
ford door,12800,2017,wisconsin
ford explorer,25500,2019,nevada
ford escape,17800,2019,virginia
ford f-150,25700,2019,nevada
ford escape,17200,2019,virginia
ford srw,35000,2019,new jersey
ford f-150,28800,2019,nevada
ford max,39200,2019,tennessee
ford escape,13600,2019,pennsylvania
ford f-150,24200,2019,nevada
ford max,46900,2019,virginia
ford f-150,26500,2019,pennsylvania
ford explorer,24700,2019,nevada
ford focus,12600,2017,new jersey
ford f-150,31800,2019,nevada
ford f-150,24500,2019,nevada
ford f-150,26000,2019,virginia
ford f-150,21000,2017,pennsylvania
ford f-150,22500,2019,nevada
ford door,7700,2017,pennsylvania
ford f-150,23100,2019,nevada
ford door,9200,2017,pennsylvania
ford mustang,19600,2019,nevada
ford door,11700,2016,pennsylvania
ford mustang,27300,2019,nevada
ford edge,14300,2016,pennsylvania
ford transit,23600,2019,nevada
ford door,6200,2016,pennsylvania
ford wagon,22400,2019,nevada
ford door,5700,2016,pennsylvania
ford transit,23600,2019,nevada
ford door,4600,2016,pennsylvania
ford srw,37500,2019,nevada
ford van,10700,2016,pennsylvania
ford srw,31900,2019,nevada
ford mustang,31600,2019,georgia
ford escape,12600,2018,nevada
ford door,5300,2013,pennsylvania
ford fiesta,3900,2018,nevada
ford edge,13000,2015,florida
ford ecosport,11800,2018,nevada
ford edge,24600,2019,georgia
ford door,14500,2014,florida
ford explorer,24300,2018,nevada
ford fusion,12300,2018,nevada
ford door,14800,2016,new jersey
ford mustang,17100,2018,nevada
ford door,6800,2016,new jersey
ford explorer,20300,2018,connecticut
ford f-150,26300,2018,new york
ford door,22500,2016,nevada
ford srw,41200,2019,tennessee
ford door,20400,2017,florida
ford drw,49900,2019,virginia
ford escape,12100,2017,new york
ford door,24000,2016,florida
ford escape,9500,2017,new york
ford door,9000,2017,new jersey
ford escape,9800,2017,new jersey
ford door,7800,2017,connecticut
ford f-150,17200,2017,new york
ford explorer,18800,2017,new york
ford door,9800,2014,california
ford door,7000,2013,florida
ford max,44000,2019,nevada
ford transit,23400,2019,texas
ford transit,30700,2019,texas
ford escape,15600,2019,south carolina
ford f-150,22600,2019,texas
ford f-150,22900,2019,south carolina
ford f-150,22800,2019,texas
ford f-150,22700,2019,south carolina
ford f-150,23000,2019,texas
ford f-150,22700,2019,south carolina
ford f-150,23000,2019,north carolina
ford f-150,34400,2019,south carolina
ford srw,36500,2016,nevada
ford f-150,23100,2019,south carolina
ford f-150,23300,2019,south carolina
ford f-150,22600,2019,north carolina
ford door,4500,2016,mississippi
ford f-150,23000,2019,north carolina
ford door,8000,2014,mississippi
ford fiesta,11500,2019,north carolina
ford door,9400,2017,south carolina
ford f-150,23000,2019,north carolina
ford door,2800,2012,california
ford transit,22600,2019,north carolina
ford transit,23000,2019,north carolina
ford door,5200,2016,south carolina
ford door,19200,2017,texas
ford door,10100,2017,texas
ford door,6200,2015,south carolina
ford explorer,14000,2016,texas
ford door,5000,2015,south carolina
ford door,9200,2016,texas
ford door,14700,2016,texas
ford door,3000,2014,south carolina
ford door,30200,2015,texas
ford door,3800,2013,south carolina
ford door,3200,2013,south carolina
ford van,21500,2015,texas
ford door,4900,2016,california
ford expedition,23000,2017,colorado
ford door,11200,2014,texas
ford door,10400,2014,california
ford door,13200,2014,texas
ford door,5200,2013,texas
ford door,10500,2015,new jersey
ford bus,11900,2013,california
ford door,21200,2014,texas
ford door,23500,2013,california
ford door,4700,2013,texas
ford door,11100,2014,texas
ford door,22000,2015,colorado
ford door,14000,2013,colorado
ford door,9200,2013,texas
ford edge,23300,2019,minnesota
ford door,21700,2012,texas
ford door,11200,2012,texas
ford escape,11300,2018,north carolina
ford cutaway,4200,2015,illinois
ford focus,10900,2018,north carolina
ford max,42300,2019,florida
ford door,10500,2014,idaho
ford max,43400,2019,florida
ford door,12500,2016,idaho
ford escape,15900,2019,minnesota
ford max,42500,2019,florida
ford door,15000,2015,texas
ford edge,24700,2019,florida
ford door,15500,2015,texas
ford expedition,49000,2019,minnesota
ford door,29000,2017,tennessee
ford escape,16800,2019,florida
ford max,51000,2019,minnesota
ford escape,16500,2019,florida
ford d,10000,2016,texas
ford explorer,27900,2019,florida
ford edge,23700,2019,florida
ford dr,20000,2012,california
ford max,45600,2019,florida
ford cab,6000,2012,virginia
ford escape,15600,2019,florida
ford explorer,25000,2017,michigan
ford explorer,28500,2019,florida
ford cutaway,8000,2014,florida
ford doors,19990,2016,connecticut
ford max,34400,2019,florida
ford doors,30999,2016,connecticut
ford expedition,41000,2019,florida
ford doors,27999,2016,massachusetts
ford expedition,42000,2019,florida
ford cutaway,8000,2013,new jersey
ford doors,29795,2016,connecticut
ford edge,24700,2019,florida
ford doors,13995,2016,new jersey
ford door,2900,2015,florida
ford max,35400,2019,florida
ford doors,24549,2016,new york
ford door,8900,2014,florida
ford escape,15800,2019,florida
ford doors,18500,2016,new york
ford f-150,32000,2019,minnesota
ford explorer,28300,2019,florida
ford d,10500,2019,florida
ford doors,24970,2016,new york
ford fusion,13800,2019,minnesota
ford door,2580,2012,florida
ford f-150,59975,2019,florida
ford door,2500,2012,indiana
ford doors,28990,2016,massachusetts
ford max,50000,2019,minnesota
ford door,33800,2014,kentucky
ford f-150,59975,2019,florida
ford door,2500,2013,minnesota
ford doors,46999,2016,new jersey
ford fusion,16700,2019,minnesota
ford door,34700,2013,kentucky
ford f-150,28900,2019,florida
ford doors,30800,2016,new jersey
ford f-150,27100,2019,minnesota
ford door,13388,2012,louisiana
ford f-150,26000,2019,florida
ford doors,17900,2016,massachusetts
ford flex,23400,2019,minnesota
ford mustang,29800,2016,illinois
ford flex,23700,2019,florida
ford door,1725,2012,illinois
ford doors,33995,2016,new jersey
ford flex,23500,2019,minnesota
ford explorer,32500,2019,florida
ford door,2500,2016,mississippi
ford f-150,39000,2019,minnesota
ford focus,11000,2018,massachusetts
ford explorer,32500,2019,florida
ford door,800,2012,mississippi
ford f-150,26900,2019,minnesota
ford edge,11200,2016,new york
ford doors,21000,2018,new york
ford f-150,32000,2019,minnesota
ford door,7300,2016,connecticut
ford escape,12800,2018,missouri
ford doors,24190,2018,massachusetts
ford f-150,29100,2019,minnesota
ford door,29000,2017,massachusetts
ford door,17300,2016,new york
ford doors,19888,2018,new jersey
ford f-150,31000,2019,minnesota
ford door,37200,2017,massachusetts
ford door,8600,2016,new jersey
ford doors,24857,2018,massachusetts
ford flex,23500,2019,minnesota
ford f-150,26100,2018,mississippi
ford hybrid,10800,2016,new york
ford doors,20995,2018,new york
ford f-150,29300,2019,minnesota
ford f-150,33100,2018,mississippi
ford door,13800,2016,new jersey
ford doors,19498,2018,new york
ford fusion,14900,2019,minnesota
ford door,8700,2016,massachusetts
ford mustang,20600,2019,florida
ford door,5000,2018,oklahoma
ford doors,19995,2018,new york
ford fusion,14900,2019,minnesota
ford door,19500,2016,massachusetts
ford wagon,24500,2019,florida
ford fusion,15000,2018,california
ford doors,26985,2018,new york
ford f-150,31000,2019,minnesota
ford explorer,24300,2017,mississippi
ford fusion,16800,2019,florida
ford mustang,17200,2018,california
ford doors,34995,2018,new york
ford wagon,24300,2019,minnesota
ford explorer,26400,2017,mississippi
ford fusion,16800,2019,florida
ford escape,15500,2018,california
ford doors,19440,2018,new york
ford fusion,16700,2019,minnesota
ford door,29000,2017,alabama
ford hybrid,16100,2019,florida
ford mustang,17200,2018,california
ford doors,20950,2018,new hampshire
ford door,46200,2017,alabama
ford mustang,29400,2019,florida
ford door,2825,2014,montana
ford doors,32999,2018,new jersey
ford door,6600,2014,new jersey
ford door,50200,2017,alabama
ford ranger,28300,2019,florida
ford door,12000,2017,california
ford doors,32999,2018,new jersey
ford door,12600,2014,new jersey
ford focus,5200,2017,alabama
ford mustang,20500,2019,florida
ford door,1200,2012,virginia
ford doors,35999,2018,new jersey
ford srw,41000,2019,minnesota
ford door,33100,2017,mississippi
ford ranger,23500,2019,florida
ford doors,18799,2015,connecticut
ford doors,33999,2018,new jersey
ford srw,35000,2019,minnesota
ford wagon,26100,2017,mississippi
ford fusion,15400,2019,florida
ford doors,25998,2015,new york
ford doors,31831,2018,new jersey
ford srw,40400,2019,minnesota
ford door,15400,2013,connecticut
ford hybrid,13500,2019,florida
ford doors,25995,2015,new hampshire
ford doors,27990,2018,new york
ford doors,23985,2015,new jersey
ford doors,27995,2018,pennsylvania
ford doors,13995,2015,new york
ford doors,29988,2018,pennsylvania
ford doors,12995,2015,new jersey
ford doors,21687,2018,pennsylvania
ford door,25200,2016,alabama
ford doors,29590,2015,new york
ford doors,28999,2018,pennsylvania
ford doors,13942,2015,new jersey
ford taurus,15300,2018,utah
ford ranger,35400,2020,ohio
ford door,32700,2016,alabama
ford doors,13995,2015,new york
ford door,1850,2014,michigan
ford door,15800,2012,florida
ford door,36000,2016,mississippi
ford doors,15495,2015,new york
ford door,21500,2012,florida
ford door,7200,2016,alabama
ford doors,17589,2015,new jersey
ford door,31700,2015,alabama
ford doors,31790,2015,new york
ford van,18100,2015,mississippi
ford doors,14495,2015,new jersey
ford fusion,15000,2020,illinois
ford door,26400,2015,mississippi
ford doors,27990,2015,massachusetts
ford expedition,19700,2015,mississippi
ford doors,15300,2015,massachusetts
ford door,22000,2014,mississippi
ford doors,23999,2015,new jersey
ford doors,16488,2015,new york
ford doors,12784,2015,new jersey
ford doors,23400,2015,new jersey
ford door,9705,2017,arkansas
ford doors,25999,2015,new jersey
ford doors,34977,2015,pennsylvania
ford doors,19000,2015,new jersey
ford doors,15995,2015,new york
ford doors,13487,2015,new york
ford doors,18707,2015,connecticut
ford doors,15290,2015,new york
ford doors,15600,2015,new york
ford expedition,47000,2019,illinois
ford doors,16080,2015,connecticut
ford max,50000,2019,illinois
ford doors,15268,2015,new york
ford max,47500,2019,illinois
ford doors,18497,2015,massachusetts
ford escape,10000,2019,illinois
ford suv,19995,2015,pennsylvania
ford max,49000,2019,illinois
ford doors,17150,2015,new jersey
ford expedition,45000,2019,illinois
ford doors,14295,2015,new jersey
ford max,49000,2019,illinois
ford doors,16190,2015,new york
ford expedition,49000,2019,illinois
ford doors,17899,2015,new york
ford flex,26000,2019,illinois
ford doors,14000,2015,new jersey
ford flex,15500,2019,illinois
ford doors,16888,2015,new york
ford f-150,28000,2019,illinois
ford door,8305,2014,arkansas
ford doors,21822,2015,new jersey
ford mustang,15500,2019,illinois
ford door,12500,2015,arkansas
ford doors,15995,2015,new york
ford transit,16000,2019,illinois
ford max,38200,2018,north carolina
ford doors,12995,2015,new york
ford doors,14488,2015,massachusetts
ford door,17500,2016,florida
ford doors,21995,2015,massachusetts
ford connect,8500,2015,florida
ford doors,16593,2015,massachusetts
ford door,13000,2017,illinois
ford doors,14247,2015,pennsylvania
ford door,23500,2017,illinois
ford doors,16999,2015,pennsylvania
ford door,25000,2017,illinois
ford doors,20159,2015,new jersey
ford door,31000,2017,illinois
ford edge,22500,2018,colorado
ford door,29500,2017,illinois
ford max,59900,2020,ohio
ford f-150,24000,2017,illinois
ford f-150,20500,2017,illinois
ford explorer,27200,2019,north carolina
ford f-150,24900,2018,virginia
ford door,24500,2017,illinois
ford expedition,34000,2018,virginia
ford door,28000,2017,illinois
ford f-150,27000,2017,illinois
ford wagon,34000,2018,virginia
ford door,42500,2017,illinois
ford explorer,33000,2018,pennsylvania
ford escape,10200,2018,pennsylvania
ford explorer,25600,2019,north carolina
ford f-150,16300,2018,texas
ford door,26500,2016,illinois
ford f-150,36500,2018,pennsylvania
ford explorer,25900,2019,north carolina
ford door,22500,2016,illinois
ford f-150,29000,2018,pennsylvania
ford door,825,2012,pennsylvania
ford door,10500,2016,illinois
ford f-150,32000,2018,pennsylvania
ford f-650,27700,2015,texas
ford door,4000,2015,illinois
ford f-150,38800,2018,pennsylvania
ford f-650,26200,2015,texas
ford wagon,19500,2018,wisconsin
ford escape,11700,2015,illinois
ford f-150,34000,2018,pennsylvania
ford srw,38600,2019,florida
ford door,21500,2015,illinois
ford f-150,38500,2018,pennsylvania
ford f-150,38500,2018,pennsylvania
ford taurus,12000,2017,missouri
ford f-150,30500,2018,pennsylvania
ford door,11300,2016,missouri
ford f-150,29500,2018,pennsylvania
ford expedition,16100,2014,missouri
ford f-150,32500,2018,pennsylvania
ford mustang,29000,2019,texas
ford f-150,30000,2018,pennsylvania
ford explorer,26000,2019,north carolina
ford f-150,26000,2018,pennsylvania
ford escape,18500,2019,north carolina
ford door,12000,2017,texas
ford f-150,30000,2018,pennsylvania
ford escape,14700,2019,north carolina
ford door,25000,2017,texas
ford f-150,26550,2018,pennsylvania
ford explorer,27000,2019,north carolina
ford door,34000,2016,texas
ford f-150,27500,2018,pennsylvania
ford f-150,25500,2018,pennsylvania
ford ecosport,13500,2019,north carolina
ford door,4000,2015,texas
ford f-150,25700,2018,pennsylvania
ford door,29000,2015,texas
ford f-150,30500,2018,pennsylvania
ford f-150,30000,2018,pennsylvania
ford door,9000,2014,texas
ford f-150,19000,2018,pennsylvania
ford explorer,25800,2019,north carolina
ford f-150,26500,2018,pennsylvania
ford explorer,29300,2019,north carolina
ford fiesta,6300,2018,pennsylvania
ford explorer,25400,2019,north carolina
ford f-150,26000,2018,pennsylvania
ford focus,7000,2017,north carolina
ford f-150,25900,2018,pennsylvania
ford fiesta,9700,2019,north carolina
ford f-150,27000,2018,pennsylvania
ford fiesta,9100,2019,north carolina
ford f-150,28000,2018,pennsylvania
ford flex,25700,2019,north carolina
ford f-150,27500,2018,pennsylvania
ford fiesta,9400,2019,north carolina
ford f-150,25500,2018,pennsylvania
ford flex,20500,2019,north carolina
ford f-150,21500,2018,pennsylvania
ford hybrid,12800,2019,north carolina
ford f-150,23900,2018,pennsylvania
ford fiesta,9400,2019,north carolina
ford f-150,26900,2018,pennsylvania
ford flex,25500,2019,north carolina
ford f-150,27000,2018,pennsylvania
ford fiesta,9300,2019,north carolina
ford fusion,14400,2018,pennsylvania
ford flex,19000,2019,north carolina
ford fusion,14000,2018,pennsylvania
ford fusion,13600,2019,north carolina
ford transit,19200,2018,pennsylvania
ford fusion,13600,2019,north carolina
ford transit,18600,2018,pennsylvania
ford fusion,13700,2019,north carolina
ford transit,18200,2018,pennsylvania
ford fusion,13800,2019,north carolina
ford wagon,22000,2018,pennsylvania
ford fusion,13700,2019,north carolina
ford wagon,28000,2018,pennsylvania
ford fusion,13800,2019,north carolina
ford transit,18600,2018,pennsylvania
ford fusion,13700,2019,north carolina
ford fusion,13700,2019,north carolina
ford fusion,13800,2019,north carolina
ford hybrid,17700,2019,north carolina
ford fusion,13900,2019,north carolina
ford fusion,13900,2019,north carolina
ford f-650,50500,2018,pennsylvania
ford fusion,13600,2019,north carolina
ford srw,55000,2018,pennsylvania
ford fusion,13800,2019,north carolina
ford srw,56000,2018,pennsylvania
ford fusion,13800,2019,north carolina
ford srw,45800,2018,pennsylvania
ford fusion,13800,2019,north carolina
nissan sentra,5500,2018,north carolina
nissan altima,14400,2020,arizona
nissan sport,11450,2018,florida
nissan sport,11000,2018,florida
nissan sport,11450,2018,florida
nissan sport,11000,2018,florida
nissan sport,11200,2018,florida
nissan sport,11400,2018,florida
nissan sport,11450,2018,florida
nissan sport,11050,2018,florida
nissan sport,11400,2018,florida
nissan sport,11050,2018,florida
nissan sport,10850,2018,florida
nissan sport,10900,2018,florida
nissan sport,10450,2018,florida
nissan sport,10800,2018,florida
nissan sport,10850,2018,florida
nissan sport,10800,2018,florida
nissan sport,10850,2018,florida
nissan sport,10800,2018,florida
nissan sport,10900,2018,florida
nissan sport,10400,2018,florida
nissan sport,10500,2018,florida
nissan sport,10800,2018,florida
nissan sport,10800,2018,florida
nissan frontier,11200,2019,arizona
nissan rogue,11100,2019,arizona
nissan maxima,12200,2019,arizona
nissan sentra,4000,2019,arizona
nissan versa,9000,2019,arizona
nissan rogue,14900,2019,arizona
nissan rogue,4600,2019,arizona
nissan versa,6400,2019,arizona
nissan note,10400,2019,arizona
nissan versa,7800,2019,arizona
nissan sport,12300,2019,arizona
nissan sentra,10900,2019,arizona
nissan versa,8500,2019,arizona
nissan versa,7300,2019,arizona
nissan versa,5900,2019,arizona
nissan armada,20000,2017,texas
nissan altima,11200,2018,wisconsin
nissan rogue,14400,2018,wisconsin
nissan pathfinder,16500,2018,wisconsin
nissan rogue,13400,2017,wisconsin
nissan door,12500,2017,wisconsin
nissan door,6500,2013,illinois
nissan pathfinder,19800,2018,florida
nissan versa,8800,2018,florida
nissan rogue,12800,2018,florida
nissan versa,8800,2018,florida
nissan altima,3500,2019,missouri
nissan sentra,750,2018,missouri
nissan door,10800,2017,florida
nissan titan,22300,2017,texas
nissan sedan,8300,2018,california
nissan sedan,8300,2018,california
nissan sedan,8000,2018,california
nissan frontier,15200,2018,alabama
nissan sedan,6700,2017,california
nissan door,7500,2017,connecticut
nissan door,10500,2017,connecticut
nissan juke,8400,2017,connecticut
nissan door,7000,2015,florida
nissan armada,25500,2020,california
nissan door,4100,2017,florida
nissan altima,13900,2020,california
nissan door,1900,2015,florida
nissan pathfinder,14700,2017,connecticut
nissan door,1900,2013,ohio
nissan titan,18800,2017,missouri
nissan versa,7800,2018,california
nissan door,13500,2016,louisiana
nissan versa,8000,2018,california
nissan door,3300,2013,louisiana
nissan sentra,7200,2017,connecticut
nissan door,8000,2017,california
nissan door,1280,2012,indiana
nissan rogue,14000,2018,florida
nissan door,3500,2015,california
nissan door,600,2012,kansas
nissan sport,12500,2018,california
nissan door,5800,2013,texas
nissan versa,8000,2018,california
nissan door,2200,2015,texas
nissan versa,8300,2018,california
nissan door,7500,2016,missouri
nissan versa,8000,2018,california
nissan door,3500,2012,missouri
nissan versa,8000,2018,california
nissan door,2000,2012,oklahoma
nissan versa,7800,2018,california
nissan versa,8000,2018,california
nissan frontier,18500,2019,california
nissan versa,8000,2018,california
nissan frontier,18300,2019,california
nissan versa,7500,2018,california
nissan armada,29800,2019,california
nissan rogue,21100,2020,south carolina
nissan rogue,16200,2019,california
nissan doors,6998,2015,vermont
nissan rogue,14700,2020,pennsylvania
nissan cargo,19000,2020,california
nissan door,7500,2016,texas
nissan doors,7998,2015,vermont
nissan doors,10999,2015,massachusetts
nissan door,2900,2012,north carolina
nissan doors,8495,2015,new hampshire
nissan murano,19925,2016,alabama
nissan sentra,9500,2018,new jersey
nissan doors,12750,2015,massachusetts
nissan door,22800,2015,alabama
nissan doors,11621,2015,rhode island
nissan doors,11590,2015,new hampshire
nissan door,4700,2012,alabama
nissan doors,11390,2015,new york
nissan rogue,14500,2017,tennessee
nissan rogue,12000,2020,ohio
nissan altima,15000,2020,ohio
nissan door,7500,2016,georgia
nissan armada,28000,2018,pennsylvania
nissan maxima,17500,2018,pennsylvania
nissan maxima,18000,2018,pennsylvania
nissan sport,13200,2018,pennsylvania
nissan altima,17000,2018,texas
nissan xterra,6700,2012,georgia
nissan murano,23300,2018,texas
nissan titan,26800,2018,new mexico
nissan sport,18200,2018,tennessee
nissan rogue,18700,2018,virginia
nissan door,12900,2016,new jersey
nissan rogue,16000,2018,virginia
nissan rogue,19400,2020,minnesota
nissan sentra,10900,2018,tennessee
nissan sport,15800,2018,virginia
nissan rogue,19800,2020,minnesota
nissan rogue,19000,2018,virginia
nissan rogue,18000,2020,minnesota
nissan rogue,19800,2020,minnesota
nissan rogue,19700,2020,minnesota
nissan rogue,20100,2020,minnesota
nissan frontier,19700,2019,minnesota
nissan frontier,23400,2019,minnesota
nissan frontier,23300,2019,minnesota
nissan altima,17500,2019,minnesota
nissan altima,17100,2019,minnesota
nissan altima,15800,2019,minnesota
nissan altima,13600,2019,minnesota
nissan altima,14400,2019,minnesota
nissan frontier,19800,2019,minnesota
nissan altima,17200,2019,minnesota
nissan frontier,20300,2019,minnesota
nissan frontier,20500,2019,minnesota
nissan altima,16500,2019,minnesota
nissan altima,16000,2019,minnesota
nissan altima,14600,2019,minnesota
nissan rogue,16300,2019,minnesota
nissan sport,15400,2019,minnesota
nissan rogue,15800,2019,minnesota
nissan sport,15800,2019,minnesota
nissan murano,21400,2018,georgia
nissan kicks,15300,2019,minnesota
nissan pathfinder,20100,2019,minnesota
nissan sentra,11300,2019,minnesota
nissan sentra,10700,2019,minnesota
nissan rogue,16000,2018,south carolina
nissan rogue,16600,2019,minnesota
nissan sport,15800,2019,minnesota
nissan sentra,11600,2019,minnesota
nissan rogue,15000,2017,virginia
nissan rogue,17600,2019,minnesota
nissan xd,36300,2017,virginia
nissan sport,15600,2019,minnesota
nissan rogue,14000,2017,virginia
nissan rogue,16600,2019,minnesota
nissan sentra,12600,2017,tennessee
nissan pathfinder,20900,2019,minnesota
nissan door,12700,2017,tennessee
nissan sport,15600,2019,minnesota
nissan rogue,18900,2019,minnesota
nissan sport,15700,2019,minnesota
nissan pathfinder,21900,2019,minnesota
nissan pathfinder,21700,2019,minnesota
nissan rogue,14600,2016,virginia
nissan sentra,12000,2019,minnesota
nissan pathfinder,21000,2019,minnesota
nissan door,12500,2017,pennsylvania
nissan rogue,15900,2019,minnesota
nissan door,11800,2017,pennsylvania
nissan versa,9900,2019,minnesota
nissan sentra,10600,2018,minnesota
nissan sentra,10100,2018,minnesota
nissan sport,13300,2018,minnesota
nissan sentra,10100,2018,minnesota
nissan sentra,10300,2018,minnesota
nissan sentra,10300,2018,minnesota
nissan sentra,10300,2018,minnesota
nissan murano,24000,2018,minnesota
nissan sentra,10400,2018,minnesota
nissan sentra,10200,2018,minnesota
nissan versa,9500,2018,minnesota
nissan sentra,10500,2018,minnesota
nissan sentra,10500,2018,minnesota
nissan door,3500,2016,pennsylvania
nissan versa,9300,2018,minnesota
nissan rogue,14100,2016,pennsylvania
nissan door,2425,2012,tennessee
nissan door,925,2012,tennessee
nissan rogue,11000,2016,pennsylvania
nissan rogue,11000,2016,pennsylvania
nissan door,2100,2013,tennessee
nissan door,800,2012,florida
nissan pathfinder,20400,2018,south carolina
nissan door,375,2017,north carolina
nissan door,3000,2015,pennsylvania
nissan rogue,15100,2017,south carolina
nissan door,4000,2015,north carolina
nissan door,19500,2017,south carolina
nissan titan,22600,2017,south carolina
nissan door,6500,2014,pennsylvania
nissan door,11800,2012,pennsylvania
nissan pathfinder,20500,2017,missouri
nissan rogue,14200,2018,ohio
nissan frontier,22000,2018,ohio
nissan frontier,16200,2018,ohio
nissan door,4800,2016,texas
nissan sport,16000,2018,ohio
nissan sport,14300,2018,ohio
nissan pathfinder,16800,2019,florida
nissan sentra,11900,2018,ohio
nissan door,3000,2015,south carolina
nissan rogue,15000,2019,florida
nissan rogue,15200,2019,florida
nissan door,18000,2017,ohio
nissan nvp,22700,2016,ohio
nissan door,3800,2015,texas
nissan door,5475,2018,connecticut
nissan sentra,11400,2018,illinois
nissan pathfinder,28100,2018,illinois
nissan sentra,3500,2017,illinois
nissan murano,15200,2016,illinois
nissan door,1950,2015,california
nissan rogue,13400,2016,illinois
nissan altima,12500,2018,florida
nissan pathfinder,16500,2018,florida
nissan pathfinder,16500,2018,florida
nissan pathfinder,16500,2018,florida
nissan rogue,13900,2018,florida
nissan rogue,13900,2018,florida
nissan door,1500,2013,maryland
nissan pathfinder,16500,2018,florida
nissan rogue,13900,2018,florida
nissan pathfinder,16500,2018,florida
nissan rogue,13900,2018,florida
nissan altima,12400,2018,florida
nissan altima,13000,2018,florida
nissan pathfinder,16500,2018,florida
nissan rogue,13900,2018,florida
nissan pathfinder,16500,2018,florida
nissan rogue,13900,2018,florida
nissan rogue,13900,2018,florida
nissan rogue,13900,2018,florida
nissan altima,12100,2018,florida
nissan pathfinder,16500,2018,florida
nissan pathfinder,16500,2018,florida
nissan rogue,13900,2018,florida
nissan door,3700,2015,illinois
nissan pathfinder,18800,2019,north carolina
nissan versa,9200,2018,florida
nissan titan,30100,2019,north carolina
nissan versa,9200,2018,florida
nissan sentra,11100,2019,north carolina
nissan rogue,13900,2018,florida
nissan versa,9100,2018,florida
nissan frontier,22800,2019,illinois
nissan rogue,13900,2018,florida
nissan altima,12600,2019,california
nissan versa,9200,2018,florida
nissan altima,12100,2019,california
nissan versa,9200,2018,florida
nissan frontier,2300,2019,california
nissan rogue,13900,2018,florida
nissan sentra,9500,2019,california
nissan rogue,13900,2018,florida
nissan note,1700,2019,california
nissan rogue,13900,2018,florida
nissan sentra,10400,2019,california
nissan versa,9200,2018,florida
nissan versa,7400,2019,california
nissan versa,9200,2018,florida
nissan versa,7800,2019,california
nissan versa,9200,2018,florida
nissan versa,9200,2018,florida
nissan versa,9200,2018,florida
nissan versa,9200,2018,florida
