name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Wembley Library,Brent Civic Centre Engineers Way,,,,,,,,,-0.2814509103471971,51.5589132033094,519229.8115887138,185846.76843330555,04/11/2021
Kilburn,Salusbury Road,,,Brent,,202046410.0,E09000005,Queens Park,E05000098,-0.2053763293332811,51.53511482705903,524567.9662526551,183326.92311962732,04/11/2021
Bradmore Green,Bradmore Way,Coulsdon,,Croydon,,200001206439.0,E09000008,Old Coulsdon,E05011474,-0.1239772175451508,51.30756461822491,530860.9645413605,158164.92995614704,04/11/2021
Biggin Hill Memorial Library and Pool,Church Road,Biggin Hill,,Bromley,,10070007971.0,E09000006,Biggin Hill,E05000107,0.0347294516258238,51.31223601174208,541907.9615396087,158978.9297364323,04/11/2021
Coulsdon,Brighton Road,Coulsdon,,Croydon,,100023534265.0,E09000008,Coulsdon Town,E05011466,-0.1386686585240973,51.32000217846126,529801.9648335783,159521.92959059807,04/11/2021
Purley,Banstead Road,Purley,,Croydon,,200001215992.0,E09000008,Purley & Woodcote,E05011476,-0.1186688135808091,51.33914397993314,531140.9644692251,161685.929001303,04/11/2021
Sanderstead,Farm Fields,South Croydon,,Croydon,,200001205396.0,E09000008,Sanderstead,E05011478,-0.0855333875454376,51.34081940061432,533443.96384029,161931.92893322825,04/11/2021
New Addington,Central Parade,Croydon,,Croydon,,100023534498.0,E09000008,New Addington South,E05011471,-0.0163510610347158,51.34092774434316,538261.9625296631,162071.92889801445,04/11/2021
Selsdon,Addington Road,South Croydon,,Croydon,,10014054952.0,E09000008,Selsdon Vale & Forestdale,E05011481,-0.0623478883954002,51.342461480457935,535053.9634036969,162156.92887238384,04/11/2021
Library @ the Phoenix Centre,Mollison Drive,Wallington,,Sutton,,5870113095.0,E09000029,Beddington South,E05000556,-0.1332588469893319,51.35321724607274,530084.9647557805,163224.92858171667,04/11/2021
Wallington Library,Shotfield,Wallington,,Sutton,,5870076858.0,E09000029,Wallington South,E05000570,-0.1507948795061701,51.3578476060317,528850.9650905905,163708.92845009896,04/11/2021
Cheam Library,Church Road,Cheam,,Sutton,,5870018019.0,E09000029,Cheam,E05000560,-0.2166917309211636,51.360101195676606,524256.9663366689,163845.92841352138,04/11/2021
Sutton Central Library,St Nicholas Way,Sutton,,Sutton,,5870113864.0,E09000029,Sutton Central,E05000564,-0.1951546137070101,51.36207338999041,525750.9659322376,164101.92834462988,04/11/2021
Hook and Chessington Library,Hook Road,Chessington,,Kingston upon Thames,,10091803267.0,E09000021,Chessington North and Hook,E05000404,-0.3060341047403558,51.36791922606943,518016.968033959,164567.92821594898,04/11/2021
Library @ Westcroft Centre,Westcroft Road,Carshalton,,Sutton,,5870122731.0,E09000029,Wallington North,E05000569,-0.15811688654644,51.36795395710612,528312.9652386562,164819.92815183848,04/11/2021
Croydon central library,Katharine Street,Croydon,,Croydon,,100022917682.0,E09000008,Fairfield,E05011468,-0.0995104525480366,51.371910542400165,532380.9641287995,165363.9280014406,04/11/2021
Worcester Park Library,Windsor Road,Worcester Park,,Sutton,,5870109125.0,E09000029,Nonsuch,E05000561,-0.2413712460314148,51.37805466953304,522490.9668195736,165800.92788285785,04/11/2021
Shirley,Wickham Road,Croydon,,Croydon,,100022908481.0,E09000008,Shirly South,E05011483,-0.0451319740338749,51.37517898317513,536155.9631051893,165826.92787814775,04/11/2021
West Wickham Library,Glebe Way,West Wickham,,Bromley,,100022897598.0,E09000006,West Wickham,E05000127,-0.0138927950667699,51.37585929263627,538327.9625117598,165960.92783982732,04/11/2021
Library @ The Life Centre,Alcorn Close,Sutton,,Sutton,,5870120544.0,E09000029,Stonecot,E05000563,-0.2018215405565947,51.37890231066054,525240.9660735055,165961.92784000194,04/11/2021
Tolworth Community Library,Tolworth Broadway,Tolworth,,Kingston upon Thames,,128002519.0,E09000021,Alexandra,E05000400,-0.2822544790724609,51.38108014701093,519637.9675951399,166069.92780973046,04/11/2021
Hayes Library,Hayes Street,Bromley,,Bromley,,100022891892.0,E09000006,Hayes and Coney Hall,E05000119,0.018088029995157,51.37739052904857,540548.9619074931,166191.92777719192,04/11/2021
Orpington Library,The Walnuts,Orpington,,Bromley,,10070009943.0,E09000006,Orpington,E05000122,0.1011727237033759,51.37613703808181,546334.9603391006,166214.92777105176,04/11/2021
Old Malden Library,Church Road,Worcester Park,,Kingston upon Thames,,128004320.0,E09000021,Old Malden,E05000410,-0.2548774165774243,51.38376017554562,521535.9670773079,166412.92771742097,04/11/2021
Ashburton,Shirley Road,Croydon,,Croydon,,10014052814.0,E09000008,Addiscombe East,E05011462,-0.0631193946474109,51.383076776552286,534880.9634499047,166671.92764797847,04/11/2021
The Circle Library,Green Wrythe Lane,Carshalton,,Sutton,,5870120398.0,E09000029,Wandle Valley,E05000571,-0.1744684917950393,51.38558359428003,527125.9655590327,166751.92762424907,04/11/2021
Broad Green,Canterbury Road,Croydon,,Croydon,,10000104509.0,E09000008,Broad Green,E05011465,-0.117133064188369,51.38537829481495,531115.9644717035,166829.9276038088,04/11/2021
Surbiton Library,Ewell Road,Surbiton,,Kingston upon Thames,,128006816.0,E09000021,Berrylands,E05000401,-0.2978862055774505,51.3928009895525,518519.9679013639,167347.92746048368,04/11/2021
Southborough Library,Southborough Lane,Bromley,,Bromley,,100022892170.0,E09000006,Bickley,E05000106,0.043403617341586,51.38991041626294,542271.9614411067,167632.9273855487,04/11/2021
Petts Wood Library,Frankswood Avenue,Orpington,,Bromley,,100022897997.0,E09000006,Petts Wood and Knoll,E05000124,0.07093331523559,51.390011788807456,544186.9609219648,167697.9273678796,04/11/2021
West Barnes Library,Station Road,New Malden,,Merton,,48085264.0,E09000024,West Barnes,E05000473,-0.239091395418632,51.3951605973236,522603.9667900642,167706.92736526811,04/11/2021
New Malden Library,Kingston Road,New Malden,,Kingston upon Thames,,128010803.0,E09000021,Beverley,E05000402,-0.2607989871591059,51.39929772108322,521082.9672033523,168130.92725095566,04/11/2021
Thornton Heath,Brigstock Road,Thornton Heath,,Croydon,,200001206453.0,E09000008,Bensham Manor,E05011464,-0.1055761195842058,51.396900779739525,531886.9642645293,168131.927248606,04/11/2021
South Norwood,Lawrence Road,,,Croydon,,200001210571.0,E09000008,South Norwood,E05011485,-0.0787059911814098,51.397299431222336,533754.9637548124,168224.92722424015,04/11/2021
Pollards Hill Library,South Lodge Avenue,Mitcham,,Merton,,48065103.0,E09000024,Pollards Hill,E05000467,-0.1318546930269435,51.4000969382812,530049.8747400217,168440.4571313564,04/11/2021
Morden Library,London Road,Morden,,Merton,,48083350.0,E09000024,Merton Park,E05000466,-0.1960175388099903,51.40152859895829,525582.9659790238,168487.92715418822,04/11/2021
Shortlands Library,Shortlands Road,Bromley,,Bromley,,100022891493.0,E09000006,Shortlands,E05000126,-0.0071794854151664,51.39977352925261,538722.9624084048,168632.92711185064,04/11/2021
Norbury,Beatrice Avenue,,,Croydon,,100023319420.0,E09000008,Norbury & Pollards Hill,E05011472,-0.120629872999332,51.40559626545291,530814.9645571063,169071.92699496547,04/11/2021
Bromley Central Library,High Street,Bromley,,Bromley,,100022886980.0,E09000006,Bromley Town,E05000109,0.0144742489057638,51.403764999162505,540216.9620015749,169117.92697948817,04/11/2021
Kingston Library,Fairfield Road,Kingston Upon Th,,Kingston upon Thames,,128019808.0,E09000021,Grove,E05000408,-0.3002491798682071,51.40934611453444,518312.9679544729,169183.92696208414,04/11/2021
Raynes Park Library,Approach Road,,,Merton,,48128562.0,E09000024,Dundonald,E05000459,-0.2277887139928908,51.40910040565223,523352.7665728128,169276.00689552637,04/11/2021
Mitcham Library,London Road,Mitcham,,Merton,,48083196.0,E09000024,Figge's Marsh,E05000460,-0.1624500890413566,51.408623908164046,527897.9653473786,169334.92692026315,04/11/2021
St Pauls Cray Library,Mickleham Road,Orpington,,Bromley,,100022898290.0,E09000006,Cray Valley West,E05000115,0.1032652553782952,51.40454328007679,546389.9603226336,169377.926910726,04/11/2021
Beckenham Library,Beckenham Road,Beckenham,,Bromley,,10003628986.0,E09000006,Clock House,E05000112,-0.0369332721177927,51.40862986300642,536626.9629745265,169561.92686065484,04/11/2021
Hampton,Rosehill,Hampton,,Richmond upon Thames,,100023398181.0,E09000027,Hampton,E05000520,-0.3702867919116321,51.41387532172656,513430.96928190993,169576.92685505108,04/11/2021
Hampton Wick,Bennet Close,Hampton Wick,,Richmond upon Thames,,10002251905.0,E09000027,Hampton Wick,E05000522,-0.3133145785707246,51.413788352127966,517392.9682079052,169656.9268357262,04/11/2021
Penge Library,Green Lane,,,Bromley,,10070007380.0,E09000006,Penge and Cator,E05000123,-0.0511021133343533,51.41392033412289,535625.9632493134,170123.92670712888,04/11/2021
Colliers Wood Library,High Street Collier's Wood,,,Merton,,48121555.0,E09000024,Colliers Wood,E05000457,-0.1774606892907694,51.41862164231011,526826.4255986001,170420.60661889176,04/11/2021
Upper Norwood,Westow Hill,,,Lambeth,,10091838065.0,E09000022,Gipsy Hill,E05000422,-0.0813335714935118,51.42003998782671,533505.9638236926,170748.9265378251,04/11/2021
Wimbledon Library,Wimbledon Hill Road,,,Merton,,48127190.0,E09000024,Hillside,E05000462,-0.2079525489081031,51.42243985745319,524695.9662188458,170792.92652630905,04/11/2021
Burnt Ash Library,Burnt Ash Lane,Bromley,,Bromley,,100022890161.0,E09000006,Plaistow and Sundridge,E05000125,0.0196966466098178,51.41981739697538,540530.9619139191,170912.9264929265,04/11/2021
Hampton Hill,High Street,Hampton Hill,,Richmond upon Thames,,10024344272.0,E09000027,Fulwell and Hampton Hill,E05000518,-0.3559273822102883,51.42651589213666,514397.9690190956,171004.9264666256,04/11/2021
Chislehurst Library,Red Hill,Chislehurst,,Bromley,,100022901114.0,E09000006,Chislehurst,E05000111,0.0647534858764072,51.42003975624142,543662.9610654722,171024.92646037595,04/11/2021
Tudor Drive Library,Tudor Drive,Kingston Upon Th,,Kingston upon Thames,,128039997.0,E09000021,Tudor,E05000415,-0.2975043129604656,51.42631988537038,518459.96791682,171075.92644799832,04/11/2021
Teddington,Waldegrave Road,Teddington,,Richmond upon Thames,,10002264575.0,E09000027,Teddington,E05000530,-0.3343782255970619,51.42774016606845,515892.968613738,171174.92642226105,04/11/2021
Tooting Library,Mitcham Road,,,Wandsworth,,121014131.0,E09000032,Graveney,E05000616,-0.1657588093486111,51.426553631811416,527617.9654241761,171322.92637992097,04/11/2021
Sydenham community library service,Sydenham Road,,,Lewisham,,100023262826.0,E09000023,Sydenham,E05000452,-0.040594374623262,51.42692871607006,536317.9630606032,171589.9263107038,04/11/2021
Downham Library,Moorside Road,Bromley,,Lewisham,,100022890162.0,E09000023,Downham,E05000442,0.0098607064187944,51.427072939198766,539824.9621084176,171700.9262772377,04/11/2021
Sidcup Library,Hadlow Road,Sidcup,,Bexley,,100022918511.0,E09000004,Sidcup,E05011230,0.1050344251506374,51.42584285174532,546444.9603073462,171749.9262663201,04/11/2021
Kingswood Library,Seeley Drive,,,Southwark,,200003436418.0,E09000028,Dulwich Wood,E05011101,-0.0817035029025868,51.43044179347691,533449.9638380159,171904.92622515786,04/11/2021
Streatham,Streatham High Road,,,Lambeth,,100023315960.0,E09000022,Streatham Wells,E05000432,-0.1291453613712909,51.43157773246783,530148.9647351261,171945.92621292872,04/11/2021
Coldharbour Library,William Barefoot Drive,Eltham,,Greenwich,,10010224659.0,E09000011,Coldharbour and New Eltham,E05000217,0.0573172469429651,51.430323322896136,543113.8011795362,172153.9061361276,04/11/2021
Ham,Ham Street,Ham,,Richmond upon Thames,,100023395688.0,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,-0.3132322005670003,51.43788673618039,517336.9682188198,172336.9261058165,04/11/2021
Hanworth Library,Hampton Road West,Feltham,,Hounslow,,100023517802.0,E09000018,Hanworth,E05000353,-0.3888989790557881,51.44034546717658,512071.9696514228,172491.92606236966,04/11/2021
Forest Hill Library,Dartmouth Road,,,Lewisham,,100023257020.0,E09000023,Forest Hill,E05000444,-0.0561814279318095,51.43589345050378,535207.9633615606,172557.92604854185,04/11/2021
Grove Park community library service,Somertrees Avenue,,,Lewisham,,100023232090.0,E09000023,Grove Park,E05000445,0.0234875755027724,51.4359574416333,540744.9618575166,172714.92600374314,04/11/2021
Mottingham Library,Mottingham Road,,,Bromley,,100023283985.0,E09000006,Mottingham and Chislehurst North,E05000121,0.0436116265774889,51.43746092960498,542138.9614779579,172920.9259480709,04/11/2021
Heathfield Library Access Point,Percy Road,Twickenham,,Richmond upon Thames,,100023401561.0,E09000027,Heathfield,E05000523,-0.3644522478496199,51.4439813454894,513761.9691913473,172933.92594354664,04/11/2021
New Eltham Library,Southwood Road,Eltham,,Greenwich,,10010197970.0,E09000011,Coldharbour and New Eltham,E05000217,0.0712980109311056,51.43753031841211,544062.9409351735,172982.69588993036,04/11/2021
Earlsfield Library,Magdalen Road,,,Wandsworth,,100023328731.0,E09000032,Earlsfield,E05000612,-0.1867220566536764,51.44243722287376,526116.9658314805,173052.9259125868,04/11/2021
Feltham Library,High Street,Feltham,,Hounslow,,100023399114.0,E09000018,Feltham West,E05000352,-0.4110704158851389,51.44636331281082,510516.57005115296,173127.52586718474,04/11/2021
Southfields Library,Wimbledon Park Road,,,Wandsworth,,100023335031.0,E09000032,West Hill,E05000628,-0.2087096072358737,51.44354846362488,524585.9662492336,173138.9258870809,04/11/2021
Torridon Road Library,Torridon Road,,,Lewisham,,100023276877.0,E09000023,Catford South,E05000440,-0.0015708882847137,51.44234940047804,538983.962338323,173377.92582294188,04/11/2021
Twickenham,Garfield Road,Twickenham,,Richmond upon Thames,,100023574356.0,E09000027,Twickenham Riverside,E05000531,-0.3278885830697373,51.447484803958986,516293.9685030005,173380.92582255846,04/11/2021
Balham Library,Ramsden Road,,,Wandsworth,,100023306589.0,E09000032,Balham,E05000610,-0.1523365532207369,51.44547974899245,528497.965185466,173450.92580555327,04/11/2021
Catford library,Catford Road,,,Lewisham,,200000556121.0,E09000023,Rushey Green,E05000451,-0.0206692199215291,51.44461571417679,537649.9626981677,173593.92576374905,04/11/2021
Bexley Community Library,Bourne Road,Bexley,,Bexley,,100022922056.0,E09000004,St. Mary's & St. James,E05011229,0.1508400103065884,51.44276353035591,549573.9594555409,173723.92573157488,04/11/2021
Bedfont Library,Staines Road,Feltham,,Hounslow,,100023400018.0,E09000018,Bedfont,E05000346,-0.4342101907969996,51.45205186179584,508895.0704904159,173725.52570352075,04/11/2021
Roehampton Library,Danebury Avenue,,,Wandsworth,,100023314365.0,E09000032,Roehampton and Putney Heath,E05000621,-0.2420845480666362,51.44980882837217,522249.9668854912,173778.92571421777,04/11/2021
Whitton,Nelson Road,Twickenham,,Richmond upon Thames,,100023401915.0,E09000027,Whitton,E05000533,-0.359144796323774,51.45274653435447,514108.9690986928,173916.92567624885,04/11/2021
Dulwich Library,Lordship Lane,,,Southwark,,200003440972.0,E09000028,Dulwich Village,E05011100,-0.0745584439887533,51.44880497853627,533892.9637220181,173959.9256651976,04/11/2021
Blackfen Community Library,Blackfen Road,Sidcup,,Bexley,,10023305013.0,E09000004,Blackfen & Lamorbey,E05011220,0.1044283296231689,51.45018690877323,546325.0103262541,174455.71550655738,04/11/2021
Eltham Centre Library,Eltham High Street,Eltham,,Greenwich,,100023282187.0,E09000011,Eltham North,E05000218,0.0579052962089857,51.45103289017471,543089.9612178477,174457.92552777258,04/11/2021
Northcote Library,Northcote Road,,,Wandsworth,,100023304130.0,E09000032,Northcote,E05000619,-0.1643392757855865,51.455155598721326,527636.9654195373,174505.92551761074,04/11/2021
Wandsworth Town Library,Garratt Lane,,,Wandsworth,,121008322.0,E09000032,Fairfield,E05000614,-0.1924533216466154,51.456185724745694,525680.965952119,174571.9254992552,04/11/2021
Crayford Library,Townhall Square,Dartford,,Bexley,,10090792770.0,E09000004,Crayford,E05011222,0.180103802641422,51.44991417020312,551583.8289072689,174579.17549737834,04/11/2021
Richmond Information and Reference Library. Richmond Local Studies Library.,Whittaker Avenue,Richmond,,Richmond upon Thames,,10002264550.0,E09000027,South Richmond,E05000528,-0.3064131318053781,51.45885770501777,517756.9681062112,174679.92546862114,04/11/2021
Crofton Park community library service,Brockley Road,,,Lewisham,,100023271665.0,E09000023,Crofton Park,E05000441,-0.0362934843707729,51.45544509695252,536531.9630004575,174768.9254461493,04/11/2021
Manor House Library,Old Road,,,Lewisham,,100023570127.0,E09000023,Lee Green,E05000447,0.0045094148340282,51.45731767101268,539360.9622339455,175053.92536752747,04/11/2021
Richmond Lending Library,Little Green,Richmond,,Richmond upon Thames,,10002249444.0,E09000027,South Richmond,E05000528,-0.3036945700196121,51.46229853418381,517936.968057504,175066.92536325537,04/11/2021
Putney Library,Disraeli Road,,,Wandsworth,,100023313019.0,E09000032,Thamesfield,E05000625,-0.2158847860956793,51.46178720851301,524037.9663987382,175154.92534204206,04/11/2021
Central Library,Townley Road,Bexleyheath,,Bexley,,100022922362.0,E09000004,Bexleyheath,E05011219,0.1437758112223857,51.45599566160382,549039.9595993898,175180.9253326826,04/11/2021
Lewisham Library,Lewisham High Street,,,Lewisham,,100023234441.0,E09000023,Lewisham Central,E05000448,-0.0116572050397859,51.45927449780076,538231.9625396793,175240.9253173179,04/11/2021
Carnegie library (Herne Hill),Herne Hill Road,,,Lambeth,,10091838239.0,E09000022,Herne Hill,E05000423,-0.0965835044126868,51.46078360288202,532327.9641446387,175251.92531237466,04/11/2021
Brixton,Brixton Oval,,,Lambeth,,200000455963.0,E09000022,Coldharbour,E05000420,-0.1147231626272308,51.46110378780804,531066.9644857298,175254.92531360558,04/11/2021
Grove Vale Library,Grove Vale,,,Southwark,,200003443932.0,E09000028,Goose Green,E05011103,-0.0793025935811247,51.46161675820898,533525.9638173911,175375.92527881358,04/11/2021
Clapham,Clapham High Street,,,Lambeth,,10090197569.0,E09000022,Ferndale,E05000421,-0.1336492171970935,51.463106902941135,529746.5948506027,175443.99526808847,04/11/2021
East Sheen,Sheen Lane,,,Richmond upon Thames,,100023310505.0,E09000027,East Sheen,E05000517,-0.2675868630400159,51.46541281685656,520436.96737865405,175471.9252549184,04/11/2021
Battersea Library,Lavender Hill,,,Wandsworth,,100023297401.0,E09000032,Shaftesbury,E05000623,-0.1641418149488592,51.464028301439264,527625.9654222246,175492.92524821288,04/11/2021
Isleworth Library,Twickenham Road,Isleworth,,Hounslow,,100023407264.0,E09000018,Isleworth,E05000362,-0.3301156693406273,51.46690964969812,516089.9685614265,175537.52521190554,04/11/2021
Hounslow Library,High Street,Hounslow,,Hounslow,,100023402396.0,E09000018,Hounslow Central,E05000358,-0.3630253463099741,51.468133526919225,513801.1091357505,175622.0151802436,04/11/2021
Beavers Library,Salisbury Road,Hounslow,,Hounslow,,10093260482.0,E09000018,Cranford,E05000350,-0.3964059440129527,51.47023754309159,511477.4897725192,175804.6751632457,04/11/2021
York Gardens Library,Lavender Road,,,Wandsworth,,10091844398.0,E09000032,Latchmere,E05000617,-0.1777202106438472,51.46722565711844,526673.9656829655,175824.9251566414,04/11/2021
Welling Library,Bellegrove Road,Welling,,Bexley,,100022920830.0,E09000004,Falconwood & Welling,E05011226,0.1061763449714797,51.462531706015504,546406.9603189962,175831.92515727284,04/11/2021
Hurlingham and Chelsea School and Community Library ,Peterborough Road,,,Hammersmith and Fulham,,34063756.0,E09000013,Sands End,E05000262,-0.1965001992063294,51.46782168220948,525367.9660397246,175858.92514789983,04/11/2021
Nunhead Library,Gordon Road,,,Southwark,,200003385977.0,E09000028,Nunhead & Queen's Road,E05011108,-0.0596911884227418,51.46579007526535,534875.9634513928,175875.92514376406,04/11/2021
Blackheath Village community library service,Blackheath Grove,,,Lewisham,,100023268086.0,E09000023,Blackheath,E05000438,0.0095775805375815,51.46619682016089,539685.9621433753,176050.92509520176,04/11/2021
Minet,Knatchbull Road,,,Lambeth,,100021859495.0,E09000022,Vassall,E05000436,-0.1053902335891044,51.471295012314776,531685.9643184426,176404.9250015731,04/11/2021
Battersea Park Library,Battersea Park Road,,,Wandsworth,,100023301848.0,E09000032,Queenstown,E05000620,-0.1544238399420041,51.474388157118845,528271.9652454042,176661.9249297087,04/11/2021
Cranford Library,Bath Road,Hounslow,,Hounslow,,100023405818.0,E09000018,Cranford,E05000350,-0.4064455416865627,51.47815067032317,510761.06998417294,176669.42492911842,04/11/2021
Kew,North Road,Kew,,Richmond upon Thames,,100023410988.0,E09000027,Kew,E05000524,-0.2846345022180666,51.47650840735147,519223.9677066781,176677.92492730194,04/11/2021
Peckham Library,Peckham Hill Street,,,Southwark,,200003394812.0,E09000028,Peckham,E05011110,-0.0693488405978242,51.47438492807344,534179.9636416273,176813.9248893648,04/11/2021
Fulham,Fulham Road,,,Hammersmith and Fulham,,34044300.0,E09000013,Town,E05000264,-0.202680189592064,51.47726891717708,524912.9661624572,176898.9248684743,04/11/2021
Camberwell Library,Camberwell Green,,,Southwark,,10090749181.0,E09000028,Camberwell Green,E05011096,-0.0926165465601637,51.47582706649945,532559.9640800752,176931.92485812766,04/11/2021
