Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,15.12.2017,16.01.2018,GPC12170000014,15.24
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,14.12.2017,16.01.2018,GPC12170000015,21.37
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,13.12.2017,16.01.2018,GPC12170000016,3.63
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,12.12.2017,16.01.2018,GPC12170000017,15.78
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,11.12.2017,16.01.2018,GPC12170000018,31.49
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,08.12.2017,16.01.2018,GPC12170000019,11.96
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,07.12.2017,16.01.2018,GPC12170000020,19.77
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,06.12.2017,16.01.2018,GPC12170000021,12.82
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,05.12.2017,16.01.2018,GPC12170000022,10.97
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,04.12.2017,16.01.2018,GPC12170000023,44.69
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,01.12.2017,16.01.2018,GPC12170000024,24.8
Stockport MBC,Services to People,Childrens & Educational Services,MACDONALD HOTELS MANCH,Travelling Expenses,Human Resources Travel & Subsistence ,13.12.2017,16.01.2018,GPC12170000025,15.0
Stockport MBC,Services to People,Childrens & Educational Services,HALL STREET SERVICE S,Fuel,Vehicle Management Fuel ,14.12.2017,16.01.2018,GPC12170000026,20.0
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44010600,Publicity and Promotion,Arts & Leisure Services  ,30.11.2017,16.01.2018,GPC12170000027,101.66
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU,Information and Communications Technology,Information Communication Technology  ,03.12.2017,16.01.2018,GPC12170000028,73.65
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK CFPQZEWRK2,Publicity and Promotion,Facilities & Management Services  ,31.12.2017,16.01.2018,GPC12170000029,38.0
Stockport MBC,Services to People,Childrens & Educational Services,TWITTER ONLINE ADS,Publicity and Promotion,Facilities & Management Services  ,23.12.2017,16.01.2018,GPC12170000030,20.0
Stockport MBC,Services to People,Childrens & Educational Services,TWITTER ONLINE ADS,Publicity and Promotion,Facilities & Management Services  ,16.12.2017,16.01.2018,GPC12170000031,70.0
Stockport MBC,Services to People,Childrens & Educational Services,TWITTER ONLINE ADS,Publicity and Promotion,Facilities & Management Services  ,09.12.2017,16.01.2018,GPC12170000032,10.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,01.12.2017,16.01.2018,GPC12170000033,113.12
Stockport MBC,Services to People,Childrens & Educational Services,HEATON CHAPEL SST,Travelling Expenses,Human Resources Travel & Subsistence ,06.12.2017,16.01.2018,GPC12170000034,3.9
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,05.12.2017,16.01.2018,GPC12170000035,7.5
Stockport MBC,Services to People,Childrens & Educational Services,SAINSBURYS LOC4053,Expenses and Allowances,Catering  ,01.12.2017,16.01.2018,GPC12170000036,36.85
Stockport MBC,Services to Place,Central Support Costs,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,20.12.2017,16.01.2018,GPC12170000037,5.9
Stockport MBC,Services to Place,Central Support Costs,MANCHESTER OXFORD ROAD,Travelling Expenses,Human Resources Travel & Subsistence ,18.12.2017,16.01.2018,GPC12170000038,5.9
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,12.12.2017,16.01.2018,GPC12170000039,5.9
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,07.12.2017,16.01.2018,GPC12170000040,5.9
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,11.12.2017,16.01.2018,GPC12170000041,68.45
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,11.12.2017,16.01.2018,GPC12170000042,10.48
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Catering Supplies,Catering Food & Beverages ,11.12.2017,16.01.2018,GPC12170000043,13.99
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,09.12.2017,16.01.2018,GPC12170000044,44.82
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 2 773,Catering Supplies,Catering Food & Beverages ,05.12.2017,16.01.2018,GPC12170000045,54.86
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,05.12.2017,16.01.2018,GPC12170000046,13.5
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Furniture and Equipment,Environmental Services Technical Equipment ,30.11.2017,16.01.2018,GPC12170000047,16.35
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,HOTEL IBIS,Expenses and Allowances,Human Resources Travel & Subsistence ,06.12.2017,16.01.2018,GPC12170000048,38.5
Stockport MBC,Corporate and Support Services,Central Support Costs,AMAZON UK RETAIL AMAZO,Office Expenses,Stationery    ,01.12.2017,16.01.2018,GPC12170000049,32.81
Stockport MBC,Services to People,Public Health,FTPE WEBTIS 1,Travelling Expenses,Human Resources Travel & Subsistence ,11.12.2017,16.01.2018,GPC12170000050,31.4
Stockport MBC,Services to People,Public Health,FTPE WEBTIS 1,Travelling Expenses,Human Resources Travel & Subsistence ,11.12.2017,16.01.2018,GPC12170000051,31.4
Stockport MBC,Corporate and Support Services,Planning Services,AMAZON UK MARKETPLACE,Publicity and Promotion,Arts & Leisure Services  ,20.12.2017,16.01.2018,GPC12170000052,11.34
Stockport MBC,Corporate and Support Services,Planning Services,TESCO STORES 3378,Publicity and Promotion,Arts & Leisure Services  ,11.12.2017,16.01.2018,GPC12170000053,18.89
Stockport MBC,Corporate and Support Services,Planning Services,APL /EUROLYNX,Publicity and Promotion,Arts & Leisure Services  ,11.12.2017,16.01.2018,GPC12170000054,20.45
Stockport MBC,Corporate and Support Services,Planning Services,APL /EUROLYNX,Publicity and Promotion,Arts & Leisure Services  ,11.12.2017,16.01.2018,GPC12170000055,17.05
Stockport MBC,Corporate and Support Services,Planning Services,APL /EUROLYNX,Publicity and Promotion,Arts & Leisure Services  ,11.12.2017,16.01.2018,GPC12170000056,4.4
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON PRIME,Office Expenses,Stationery    ,20.12.2017,16.01.2018,GPC12170000057,79.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.GL-EDUCATION.C,Library Equipment,Education Library Books ,01.12.2017,16.01.2018,GPC12170000058,173.44
Stockport MBC,Services to People,Childrens & Educational Services,OSCARS CHEADLE HULME,Furniture and Equipment,Environmental Services Technical Equipment ,21.12.2017,16.01.2018,GPC12170000059,18.99
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,21.12.2017,16.01.2018,GPC12170000060,30.64
Stockport MBC,Services to People,Childrens & Educational Services,CINEWORLD MAN CP,Fees and Charges,Education  ,19.12.2017,16.01.2018,GPC12170000061,18.0
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,19.12.2017,16.01.2018,GPC12170000062,5.77
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,18.12.2017,16.01.2018,GPC12170000063,6.71
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 2 773,Catering Supplies,Catering Food & Beverages ,18.12.2017,16.01.2018,GPC12170000064,28.67
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,18.12.2017,16.01.2018,GPC12170000065,16.74
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Furniture and Equipment,Environmental Services Technical Equipment ,18.12.2017,16.01.2018,GPC12170000066,9.97
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,13.12.2017,16.01.2018,GPC12170000067,3.78
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 2 773,Catering Supplies,Catering Food & Beverages ,13.12.2017,16.01.2018,GPC12170000068,28.32
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 2 773,Furniture and Equipment,Environmental Services Technical Equipment ,13.12.2017,16.01.2018,GPC12170000069,2.99
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Office Expenses,Mail Services   ,13.12.2017,16.01.2018,GPC12170000070,107.52
Stockport MBC,Services to People,Childrens & Educational Services,STG TRAVEL LTD,Furniture and Equipment,Environmental Services Technical Equipment ,11.12.2017,16.01.2018,GPC12170000071,16.26
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Furniture and Equipment,Environmental Services Technical Equipment ,11.12.2017,16.01.2018,GPC12170000072,76.76
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,04.12.2017,16.01.2018,GPC12170000073,2.15
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,04.12.2017,16.01.2018,GPC12170000074,2.0
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,04.12.2017,16.01.2018,GPC12170000075,10.01
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TENPIN.CO.UK,Fees and Charges,Education  ,21.12.2017,16.01.2018,GPC12170000076,63.13
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Office Expenses,Mail Services   ,20.12.2017,16.01.2018,GPC12170000077,11.92
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TENPIN.CO.UK,Fees and Charges,Education  ,18.12.2017,16.01.2018,GPC12170000078,63.0
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Office Expenses,Mail Services   ,14.12.2017,16.01.2018,GPC12170000079,9.08
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,14.12.2017,16.01.2018,GPC12170000080,30.0
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,14.12.2017,16.01.2018,GPC12170000081,56.0
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,14.12.2017,16.01.2018,GPC12170000082,10.0
Stockport MBC,Services to People,Childrens & Educational Services,B&M RETAIL LTD,Catering Supplies,Catering Food & Beverages ,14.12.2017,16.01.2018,GPC12170000083,33.89
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TENPIN.CO.UK,Fees and Charges,Education  ,06.12.2017,16.01.2018,GPC12170000084,61.65
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,03.12.2017,16.01.2018,GPC12170000085,18.99
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,14.12.2017,16.01.2018,GPC12170000086,4.36
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,08.12.2017,16.01.2018,GPC12170000087,14.52
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK,Furniture and Equipment,Furniture & Soft Furnishings  ,10.12.2017,16.01.2018,GPC12170000088,15.98
Stockport MBC,Services to People,Childrens & Educational Services,SPORTSDIRECT.COM,Furniture and Equipment,Environmental Services Technical Equipment ,20.12.2017,16.01.2018,GPC12170000089,20.05
Stockport MBC,Services to People,Childrens & Educational Services,LIFE LEISURE,Fees and Charges,Education  ,19.12.2017,16.01.2018,GPC12170000090,12.0
Stockport MBC,Services to People,Childrens & Educational Services,HOME BARGAINS,Catering Supplies,Catering Food & Beverages ,08.12.2017,16.01.2018,GPC12170000091,9.97
Stockport MBC,Services to People,Childrens & Educational Services,B&M RETAIL LTD,Catering Supplies,Catering Food & Beverages ,08.12.2017,16.01.2018,GPC12170000092,7.32
Stockport MBC,Services to People,Childrens & Educational Services,HOME BARGAINS,Catering Supplies,Catering Food & Beverages ,08.12.2017,16.01.2018,GPC12170000093,12.09
Stockport MBC,Services to People,Childrens & Educational Services,LIFE LEISURE,Fees and Charges,Education  ,05.12.2017,16.01.2018,GPC12170000094,12.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,22.12.2017,16.01.2018,GPC12170000095,48.25
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ARGOS.CO.UK,Furniture and Equipment,Furniture & Soft Furnishings  ,19.12.2017,16.01.2018,GPC12170000096,806.94
Stockport MBC,Services to People,Childrens & Educational Services,FLYBEA0NC A0NC92,Care Payments,Social Community Care Supplies & Services  ,19.12.2017,16.01.2018,GPC12170000097,296.92
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT BED & SO,Furniture and Equipment,Furniture & Soft Furnishings  ,18.12.2017,16.01.2018,GPC12170000098,160.0
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT BED & SO,Care Payments,Social Community Care Supplies & Services  ,18.12.2017,16.01.2018,GPC12170000099,160.0
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,18.12.2017,16.01.2018,GPC12170000100,64.97
Stockport MBC,Services to People,Childrens & Educational Services,THE FREE TEST COMP,Publicity and Promotion,Arts & Leisure Services  ,14.12.2017,16.01.2018,GPC12170000101,155.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,14.12.2017,16.01.2018,GPC12170000102,21.78
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN 44536900,Care Payments,Social Community Care Supplies & Services  ,13.12.2017,16.01.2018,GPC12170000103,211.97
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN 44536900,Care Payments,Social Community Care Supplies & Services  ,13.12.2017,16.01.2018,GPC12170000104,44.95
Stockport MBC,Services to People,Childrens & Educational Services,FLYBEGMQD GMQDZW,Care Payments,Social Community Care Supplies & Services  ,13.12.2017,16.01.2018,GPC12170000105,156.51
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44028665,Staff Training,Human Resources  ,12.12.2017,16.01.2018,GPC12170000106,76.49
Stockport MBC,Services to People,Childrens & Educational Services,AVIS RENT-A-CAR,Care Payments,Social Community Care Supplies & Services  ,12.12.2017,16.01.2018,GPC12170000107,31.44
Stockport MBC,Services to People,Childrens & Educational Services,WWW.MANCHESTER.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,12.12.2017,16.01.2018,GPC12170000108,22.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAVELODGE GB0000,Care Payments,Social Community Care Supplies & Services  ,12.12.2017,16.01.2018,GPC12170000109,54.5
Stockport MBC,Services to People,Childrens & Educational Services,FLYBEGDMC GDMCPP,Care Payments,Social Community Care Supplies & Services  ,12.12.2017,16.01.2018,GPC12170000110,250.46
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,12.12.2017,16.01.2018,GPC12170000111,24.43
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,11.12.2017,16.01.2018,GPC12170000112,15.45
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN 44536900,Care Payments,Social Community Care Supplies & Services  ,07.12.2017,16.01.2018,GPC12170000113,356.5
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN 44536900,Care Payments,Social Community Care Supplies & Services  ,08.12.2017,16.01.2018,GPC12170000114,171.98
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ARGOS.CO.UK,Care Payments,Social Community Care Supplies & Services  ,08.12.2017,16.01.2018,GPC12170000115,93.94
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,08.12.2017,16.01.2018,GPC12170000116,204.77
Stockport MBC,Services to People,Childrens & Educational Services,TESCO - SELLER_IST_1_2,Care Payments,Social Community Care Supplies & Services  ,07.12.2017,16.01.2018,GPC12170000117,110.94
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STOCKPORT.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,06.12.2017,16.01.2018,GPC12170000118,50.0
Stockport MBC,Services to People,Childrens & Educational Services,AVIS RENT-A-CAR,Care Payments,Social Community Care Supplies & Services  ,04.12.2017,16.01.2018,GPC12170000119,35.78
Stockport MBC,Services to People,Childrens & Educational Services,HMCOURTS-SERVICE.G,Care Payments,Social Community Care Supplies & Services  ,05.12.2017,16.01.2018,GPC12170000120,50.0
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE.COM E2H48P       0,Care Payments,Social Community Care Supplies & Services  ,04.12.2017,16.01.2018,GPC12170000121,187.84
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,04.12.2017,16.01.2018,GPC12170000122,17.9
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,04.12.2017,16.01.2018,GPC12170000123,35.34
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,29.12.2017,16.01.2018,GPC12170000124,75.0
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,19.12.2017,16.01.2018,GPC12170000125,75.0
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,18.12.2017,16.01.2018,GPC12170000126,97.43
Stockport MBC,Services to People,Childrens & Educational Services,HESKETH TAVERN LTD,Fees and Charges,Education  ,15.12.2017,16.01.2018,GPC12170000127,28.5
Stockport MBC,Services to People,Childrens & Educational Services,HESKETH TAVERN LTD,Fees and Charges,Education  ,13.12.2017,16.01.2018,GPC12170000128,30.0
Stockport MBC,Services to People,Childrens & Educational Services,ASDA SUPERSTORE,Furniture and Equipment,Furniture & Soft Furnishings  ,07.12.2017,16.01.2018,GPC12170000129,10.0
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,04.12.2017,16.01.2018,GPC12170000130,67.26
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,11.12.2017,16.01.2018,GPC12170000131,-42.0
Stockport MBC,Services to People,Childrens & Educational Services,KFC,Catering Supplies,Catering Food & Beverages ,19.12.2017,16.01.2018,GPC12170000132,26.99
Stockport MBC,Services to People,Childrens & Educational Services,PIZZA HUT 774,Catering Supplies,Catering Food & Beverages ,18.12.2017,16.01.2018,GPC12170000133,43.28
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,07.12.2017,16.01.2018,GPC12170000134,6.0
Stockport MBC,Services to People,Childrens & Educational Services,MAN MET UNI,Expenses and Allowances,Human Resources Training & Conferences ,19.12.2017,16.01.2018,GPC12170000135,140.0
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,08.12.2017,16.01.2018,GPC12170000136,32.79
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,27.12.2017,16.01.2018,GPC12170000137,106.39
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,20.12.2017,16.01.2018,GPC12170000138,214.71
Stockport MBC,Services to People,Childrens & Educational Services,FLYBEA0FR A0FRQ0,Care Payments,Social Community Care Supplies & Services  ,19.12.2017,16.01.2018,GPC12170000139,445.38
Stockport MBC,Services to People,Childrens & Educational Services,LCC TELEPHONE PAYMENT,Care Payments,Social Community Care Supplies & Services  ,01.12.2017,16.01.2018,GPC12170000140,60.0
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Furniture and Equipment,Furniture & Soft Furnishings  ,12.12.2017,16.01.2018,GPC12170000141,32.2
Stockport MBC,Services to People,Childrens & Educational Services,ST JOHN AMBULANCE,Furniture and Equipment,Furniture & Soft Furnishings  ,05.12.2017,16.01.2018,GPC12170000142,-162.0
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 84 773,Catering Supplies,Catering Food & Beverages ,20.12.2017,16.01.2018,GPC12170000143,6.34
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,18.12.2017,16.01.2018,GPC12170000144,78.62
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 5128,Catering Supplies,Catering Food & Beverages ,13.12.2017,16.01.2018,GPC12170000145,6.0
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,11.12.2017,16.01.2018,GPC12170000146,76.27
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,11.12.2017,16.01.2018,GPC12170000147,58.82
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,11.12.2017,16.01.2018,GPC12170000148,-2.15
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,09.12.2017,16.01.2018,GPC12170000149,11.8
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,04.12.2017,16.01.2018,GPC12170000150,49.36
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,04.12.2017,16.01.2018,GPC12170000151,68.95
Stockport MBC,Services to People,Childrens & Educational Services,ALDI 2 773,Catering Supplies,Catering Food & Beverages ,29.12.2017,16.01.2018,GPC12170000152,149.95
Stockport MBC,Services to People,Childrens & Educational Services,NETFLIX.COM,Care Payments,Social Community Care Supplies & Services  ,26.12.2017,16.01.2018,GPC12170000153,8.33
Stockport MBC,Services to People,Childrens & Educational Services,PRIMARK 669,Care Payments,Social Community Care Supplies & Services  ,20.12.2017,16.01.2018,GPC12170000154,72.6
Stockport MBC,Services to People,Childrens & Educational Services,LA REDOUTE,Care Payments,Social Community Care Supplies & Services  ,21.12.2017,16.01.2018,GPC12170000155,15.0
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STITCHDESIGN.CO.UK,Care Payments,Social Community Care Supplies & Services  ,20.12.2017,16.01.2018,GPC12170000156,27.55
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ICELAND.CO.UK,Catering Supplies,Catering Food & Beverages ,19.12.2017,16.01.2018,GPC12170000157,327.76
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Care Payments,Social Community Care Supplies & Services  ,18.12.2017,16.01.2018,GPC12170000158,167.95
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ARGOS.CO.UK,Care Payments,Social Community Care Supplies & Services  ,18.12.2017,16.01.2018,GPC12170000159,183.94
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Publicity and Promotion,Arts & Leisure Services  ,18.12.2017,16.01.2018,GPC12170000160,205.83
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Catering Supplies,Catering Food & Beverages ,18.12.2017,16.01.2018,GPC12170000161,33.92
Stockport MBC,Services to People,Childrens & Educational Services,WWW.SMYTHSTOYS.COM,Care Payments,Social Community Care Supplies & Services  ,18.12.2017,16.01.2018,GPC12170000162,23.99
Stockport MBC,Services to People,Childrens & Educational Services,WWW.SKATEHUT.CO.UK,Care Payments,Social Community Care Supplies & Services  ,15.12.2017,16.01.2018,GPC12170000163,95.8
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Care Payments,Social Community Care Supplies & Services  ,16.12.2017,16.01.2018,GPC12170000164,13.58
Stockport MBC,Services to People,Childrens & Educational Services,CALENDAR CLUB LTD,Care Payments,Social Community Care Supplies & Services  ,16.12.2017,16.01.2018,GPC12170000165,9.74
