Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant
Yorkshire Dales National Park Authority,05/02/2019,PCARD-2019/11,50.0,J T ATKINSON & SONS LTD,S0045,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,06/02/2019,PCARD-2019/11,18.32,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,06/02/2019,PCARD-2019/11,37.98,SNAPFISH,,Interpretation,Materials,Y,,,
Yorkshire Dales National Park Authority,06/02/2019,PCARD-2019/11,68.0,ULTRA SPORT EUROPE,,Tourism - changes to D400 1-4-19,Printing,Y,,,
Yorkshire Dales National Park Authority,07/02/2019,PCARD-2019/11,300.0,COLUMBIA SPORTSWEAR COMPANY LIMITED,S5182,NPC General,Clothing,Y,,,
Yorkshire Dales National Park Authority,07/02/2019,PCARD-2019/11,241.0,FIBREGRID LIMITED,,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,25.0,BRITISH TRUST FOR ORNITHOLOGY,S4891,Biodiversity,Conferences and Seminars,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,5.0,AMAZON.CO.UK,S1426,Reeth NPC,Materials,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,5.98,AMAZON.CO.UK,S1426,Reeth NPC,Materials,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,6.4,AMAZON.CO.UK,S1426,Reeth NPC,Materials,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,7.47,BAKER ROSS LTD,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,16.67,HOBBYCRAFT,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,27.8,ID & C LTD,,Reeth NPC,Materials,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,33.25,PATTESONS GLASS LTD,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,08/02/2019,PCARD-2019/11,11.92,UPPINGHAM YARNS,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,09/02/2019,PCARD-2019/11,9.92,AMAZON.CO.UK,S1426,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,10/02/2019,PCARD-2019/11,9.98,AMAZON.CO.UK,S1426,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,10/02/2019,PCARD-2019/11,9.54,AMAZON.CO.UK,S1426,Reeth NPC,Materials,Y,,,
Yorkshire Dales National Park Authority,11/02/2019,Jan 19 TRANSACTIONS Vatable,75.0,BARCLAYS BANK PLC - DD,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,11/02/2019,Jan 19 TRANSACTIONS Exempt,96.1,BARCLAYS BANK PLC - DD,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,11/02/2019,PCARD-2019/11,13.1,BOOTS,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,11/02/2019,PCARD-2019/11,30.05,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,11/02/2019,PCARD-2019/11,9.11,NEXT DAY OFFICE LTM,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,11/02/2019,PC136628,-93.75,NHBS LTD,S2270,Biodiversity,Materials,,,,
Yorkshire Dales National Park Authority,11/02/2019,PI136582,93.75,NHBS LTD,S2270,Biodiversity,Materials,,,,
Yorkshire Dales National Park Authority,11/02/2019,PI136498,21.48,BRITISH TELECOM PLC - DD,S0023,IT Development,Telephone,,,,
Yorkshire Dales National Park Authority,11/02/2019,PI136617,221.0,BRITISH TELECOM PLC - DD,S0023,IT Development,Telephone,,,,
Yorkshire Dales National Park Authority,12/02/2019,PCARD-2019/11,29.17,HOBBYCRAFT,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,12/02/2019,PCARD-2019/11,34.92,MERRITT & FRYERS LTD,S0051,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,12/02/2019,PCARD-2019/11,51.19,MERRITT & FRYERS LTD,S0051,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,12/02/2019,PCARD-2019/11,14.11,PARTY PIECES,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,12/02/2019,PCARD-2019/11,25.5,UNIQUE YARNS CO,,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,13/02/2019,PCARD-2019/11,6.1,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,13/02/2019,PCARD-2019/11,140.21,MERRITT & FRYERS LTD,S0051,Contracts - Planned Maintenance Office,Materials,Y,,,
Yorkshire Dales National Park Authority,13/02/2019,PCARD-2019/11,5.62,HERMES,,Support Services,Postage,Y,,,
Yorkshire Dales National Park Authority,14/02/2019,PCARD-2019/11,6.38,AMAZON.CO.UK,S1426,Reeth NPC,Materials,Y,,,
Yorkshire Dales National Park Authority,14/02/2019,PCARD-2019/11,5.46,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,14/02/2019,PCARD-2019/11,27.76,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,14/02/2019,PI136638,6.0,LAND REGISTRY - DD,S3091,Development Management,Research & Surveys,,,,
Yorkshire Dales National Park Authority,14/02/2019,PI136638,12.0,LAND REGISTRY - DD,S3091,Development Management,Research & Surveys,,,,
Yorkshire Dales National Park Authority,14/02/2019,PCARD-2019/11,33.33,PACKPRO LIMITED,,Biodiversity,Signage and Displays,Y,,,
Yorkshire Dales National Park Authority,14/02/2019,PCARD-2019/11,100.0,FIELD STUDIES COUNCIL,S1847,Training,Training,Y,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136601,199.0,DESTINATION UK LIMITED,S5254,Dales Countryside Museum,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136634,236.6,TMP (UK) LTD,S5155,Definitive Map - changes to C700 1-4-19,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136743,126.28,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136742,130.8,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136635,151.96,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136762,217.0,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136741,219.4,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136636,219.4,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136670,234.58,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136746,294.46,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136673,95.0,CRONER-I LIMITED,S5041,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136770,50.6,MASON BROS,S0329,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136690,200.0,PLANNING JUNGLE LTD,S3674,Development Management,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136674,121.0,DALES DAIRIES,S4895,Support Services,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136740,105.61,DM & SL WHITE,S0664,Support Services,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136703,13.65,J W COCKETT & SON,S1881,Dales Countryside Museum,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136734,5.94,PEACOCKS WHOLESALE PROVISIONS LTD,S3784,Support Services,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136731,11.0,R & J TOWNSON,S1630,Southern Dales (Craven  Lancs),Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136760,105.0,THREE HARES CAFE & THE MOOCHER,S4960,Farmed Land,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136760,315.0,THREE HARES CAFE & THE MOOCHER,S4960,Farmed Land,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136648,901.33,BULLOUGHS CLEANING SERVICES LTD,S0260,Office Accomodation,Cleaning,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136649,1278.33,BULLOUGHS CLEANING SERVICES LTD,S0260,Office Accomodation,Cleaning,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136623,3126.0,KINGDOM SERVICES GROUP LTD,S4939,NPC General,Cleaning,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136623,2333.16,KINGDOM SERVICES GROUP LTD,S4939,Toilets - Cleaning,Cleaning,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136748,450.0,S MAWSON & SON,S4839,Contracts - Access Rangers,Cleaning,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136747,8.99,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136747,109.99,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136747,219.98,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136747,329.97,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136747,329.97,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136747,329.97,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,56.9,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,56.9,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,67.76,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,67.76,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,67.76,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,67.76,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,79.11,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,79.11,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,79.11,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,79.11,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,89.0,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,89.0,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,89.0,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,92.76,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,113.8,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,113.8,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,124.6,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,124.6,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,135.52,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136744,271.04,THE OUTDOORS COMPANY,S2561,NPC General,Clothing,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136783,993.2,DAY CUMMINS LIMITED,S5050,Contracts - Planned Maintenance DCM,Consultancy,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136672,50.0,FARMOOR SERVICES,S4508,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136727,1095.0,LAKE FINANCIAL SYSTEMS,S0221,IT Development,Consultancy,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136727,1695.0,LAKE FINANCIAL SYSTEMS,S0221,IT Development,Consultancy,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136675,24.75,DALES DAIRIES,S4895,Dales Countryside Museum,Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136766,1.29,ORTON VILLAGE STORE & POST OFFICE,S4748,Western Dales (Cumbria),Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136766,7.95,ORTON VILLAGE STORE & POST OFFICE,S4748,Western Dales (Cumbria),Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136766,17.12,ORTON VILLAGE STORE & POST OFFICE,S4748,Western Dales (Cumbria),Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136734,35.55,PEACOCKS WHOLESALE PROVISIONS LTD,S3784,Office Accomodation,Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136658,11.05,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136671,67.0,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136654,25.6,SETTLE COAL COMPANY LTD,S0052,Three Peaks,Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136656,76.8,SETTLE COAL COMPANY LTD,S0052,Three Peaks,Consumables,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136631,180.0,H CLARKE & SONS LTD,S1549,Toilets,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136687,80.0,HOWSONS LTD,S2177,Contracts - Planned Maintenance DCM,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136771,2839.89,MICHAEL MUDD LTD,S3629,Western Dales (Cumbria),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136699,1060.0,P M IVESON,S0122,Green Lanes,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136796,274.8,S K DRAINAGE SOLUTIONS LTD,S5214,Contracts - Planned Maintenance DCM,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136764,110.55,A2B PR,S4957,Tourism - changes to D400 1-4-19,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136797,40.0,CURRICULUM KITCHEN,S0550,Dales Countryside Museum,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136639,565.0,STRUCTURAL & CIVIL CONSULTANTS LTD,S1513,Ranger Services,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136639,623.0,STRUCTURAL & CIVIL CONSULTANTS LTD,S1513,Ranger Services,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136639,636.0,STRUCTURAL & CIVIL CONSULTANTS LTD,S1513,Ranger Services,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136639,637.0,STRUCTURAL & CIVIL CONSULTANTS LTD,S1513,Ranger Services,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136639,712.0,STRUCTURAL & CIVIL CONSULTANTS LTD,S1513,Ranger Services,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136639,722.0,STRUCTURAL & CIVIL CONSULTANTS LTD,S1513,Ranger Services,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136639,769.0,STRUCTURAL & CIVIL CONSULTANTS LTD,S1513,Ranger Services,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136678,500.0,TONY WHITING PUBLIC RELATIONS,S2323,Communications,Contractors (Others),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136291,5.0,GARDNERS BOOKS,S4535,Trading Account,Delivery Charges,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136642,20.0,JOHN BINNS & SON (SPRINGS) LTD,S0837,Northern Dales (Richmondshire),Delivery Charges,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136756,50.0,RSPB SALES LTD,S0370,Biodiversity,Delivery Charges,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136749,200.0,T & P METCALFE & SON LTD,S5219,Three Peaks,Delivery Charges,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136748,79.06,S MAWSON & SON,S4839,Contracts - Access Rangers,Electricity,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136758,3.72,COMPUTERSHARE VOUCHER SERVICES,S4143,Corporate Other Staff Costs,Employee Benefits Schemes  Admin Costs,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136645,80.0,CHIPPINDALE PLANT LTD,S2050,Pennine way,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136646,80.0,CHIPPINDALE PLANT LTD,S2050,Pennine way,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136643,99.56,CHIPPINDALE PLANT LTD,S2050,Pennine way,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136647,99.66,CHIPPINDALE PLANT LTD,S2050,Pennine way,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136644,125.94,CHIPPINDALE PLANT LTD,S2050,Pennine way,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136643,200.1,CHIPPINDALE PLANT LTD,S2050,Pennine way,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136745,552.0,SIMON WINSTANLEY LTD,S0123,Contracts - Planned Maintenance DCM,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136669,441.0,SKIPTON HIRE CENTRE LTD,S0055,Green Lanes,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136749,800.0,T & P METCALFE & SON LTD,S5219,Three Peaks,Equipment Hire,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136641,78.0,FLOWBIRD SMART CITY UK LIMITED,S4821,Car Parks,Equipment Repairs and Maint,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136641,90.0,FLOWBIRD SMART CITY UK LIMITED,S4821,Car Parks,Equipment Repairs and Maint,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136757,821.74,AMP CLEAN ENERGY,S4141,Dales Countryside Museum,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136789,10.46,RICHARD SPEAK & CO LTD,S2733,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136789,35.54,RICHARD SPEAK & CO LTD,S2733,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136632,830.4,BAYFORD OIL,S2215,Dales Countryside Museum,Heating Oil,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136737,1026.68,BAYFORD OIL,S2215,Malham NPC,Heating Oil,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136781,156.25,HOME BARN FOODS,S3811,Farmed Land,Hospitality (External),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136780,220.0,ORTON VILLAGE STORE & POST OFFICE,S4748,Farmed Land,Hospitality (External),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136765,240.0,THE ROYAL OAK,S1534,Farmed Land,Hospitality (External),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136676,262.5,THE WENSLEYDALE PANTRY,S1241,Farmed Land,Hospitality (External),,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136750,5442.0,EXEGESIS SDM LTD,S0244,National Trails,IT- Software/Licence Purchases,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136735,171.31,CEMEX UK MATERIALS LTD,S0955,Western Dales (Cumbria),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PCARD-2019/11,33.07,DICK LEIGH CHAINSAW SPECIALIST,S5024,Southern Dales (Craven  Lancs),Materials,Y,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136733,270.0,FAIRHURST STONE MERCHANTS LTD,S3038,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PCARD-2019/11,38.5,HARTLINGTON FENCING SUPPLIES,S0058,Southern Dales (Craven  Lancs),Materials,Y,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136629,120.0,HARTLINGTON FENCING SUPPLIES,S0058,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136629,130.0,HARTLINGTON FENCING SUPPLIES,S0058,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136629,140.0,HARTLINGTON FENCING SUPPLIES,S0058,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136736,11.43,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136736,14.22,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136736,21.34,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136736,35.1,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136736,38.88,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136736,53.89,J T ATKINSON & SONS LTD,S0045,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136642,364.0,JOHN BINNS & SON (SPRINGS) LTD,S0837,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136642,364.0,JOHN BINNS & SON (SPRINGS) LTD,S0837,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136726,91.67,MUSGROVE WILLOWS LIMITED,S5259,Tourism - changes to D400 1-4-19,Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PCARD-2019/11,40.0,NATIONAL ARCHIVES,,Interpretation,Materials,Y,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136651,25.6,SETTLE COAL COMPANY LTD,S0052,Pennine way,Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136661,0.8,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,15/02/2019,PI136661,2.38,SETTLE COAL COMPANY LTD,S0052,Southern Dales (Craven  Lancs),Materials,,,,
