CREATED,BIC NUMBER,ACCOUNT NAME,CITY,STATE,MARKET,APPLICATION TYPE
04/01/2021,BMM-7,"FORT MEAT, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
10/26/2020,FFM-149,DISTINGUISHED SEAFOOD LLC,NEW YORK,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/17/2018,HPA-11,REYES PRODUCE CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/19/2019,HPP-149,EUGENE TRAPP,BRONX,NY,Hunts Point Produce Market,Market Business
04/08/2021,BMM-501999,SAMARA PRODUCE LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
11/15/2019,HPP-34,FRUITCO CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/29/2019,HPA-35,"BEL CANTO FOODS, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/23/2019,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/30/2018,HPM-14,FOOD BANK FOR NEW YORK CITY,NEW YORK,NY,Hunts Point Meat Market,Public Wholesale Market
11/23/2018,HPP-49,INTERCONTINENTAL TRUCK BROKERAGE CORP.,JERICHO,NY,Hunts Point Produce Market,Market Business
12/13/2018,FFM-493912,"UNITED NATURAL FOODS, INC.",MONTGOMERY,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/05/2020,BMM-499482,ROMAN PRODUCE INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
09/13/2019,HPA-72,NO. 1 FISH INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/01/2020,HPP-503592,"CANYON SALES COMPANY, LLC",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/15/2019,FFM-103,JMS SEASONAL SEAFOOD CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/22/2020,HPM-485211,GLATT BOYS KOSHER MEAT INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/10/2017,GMM-490040,HIGHLINE WHOLESALE INC.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
05/27/2019,HPA-483494,US FRESH CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/11/2020,HPP-57,"S.KATZMAN PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/24/2020,BMM-1,"CHOW TRADING CO., INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
06/27/2019,HPM-498083,"TOMOE FOOD SERVICES, INC.",HARRISON,NY,Hunts Point Meat Market,Public Wholesale Market
09/15/2020,HPP-494848,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL NO. 202,BRONX,NY,Hunts Point Produce Market,Union
12/06/2018,HPA-492186,LOS POLINES PRODUCE CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/12/2017,HPP-486084,"K & S BUYING SERVICE, INC.",WHITESTONE,NY,Hunts Point Produce Market,Market Business
02/05/2019,HPP-71,"MENDEZ INTERNATIONAL TROPICAL FOODS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/20/2020,FFM-124,NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,BRONX,NY,Hunts Point New Fulton Fish Market,Trade Association
10/09/2019,HPA-64,"AGROSON'S, LLC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/03/2018,HPP-6,"A.J. TRUCCO, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/18/2021,HPP-480238,"FADARO FANCY FOODS, CORP.",HAWORTH,NJ,Hunts Point Produce Market,Public Wholesale Market
01/14/2019,FFM-87,MONTAUK SEAFOOD CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
12/26/2018,HPP-181,3 J'S TRUCKING LLC,BRONX,NY,Hunts Point Produce Market,Market Business
04/16/2019,HPP-480238,"FADARO FANCY FOODS, CORP.",HAWORTH,NJ,Hunts Point Produce Market,Public Wholesale Market
03/01/2021,FFM-490015,"CROWN FISH, LLC",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/19/2017,HPP-148,MABIJO PACKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/31/2018,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/12/2017,BMM-28,NISSIM GOURMET KOSHER FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
09/11/2018,FFM-119,NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,BRONX,NY,Hunts Point New Fulton Fish Market,Unloader
01/12/2018,BMM-5,ALEX'S MEAT DISTRIBUTORS CORP,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
05/14/2019,HPM-14,FOOD BANK FOR NEW YORK CITY,NEW YORK,NY,Hunts Point Meat Market,Public Wholesale Market
05/18/2020,FFM-493912,"UNITED NATURAL FOODS, INC.",MONTGOMERY,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
12/14/2020,HPA-498877,CASEIFICIO ITALIA CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/29/2017,HPM-27,"MARKET MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/08/2020,FFM-135,LOCKWOOD & WINANT SEAFOOD LLC,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
09/25/2017,FFM-111,"THIRD GENERATION SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/04/2017,HPA-490701,VAL'S OCEAN PACIFIC SEA FOOD INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
12/27/2017,HPP-84,"ROBT. T. COCHRAN & CO., INCORPORATED",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/17/2020,FFM-9,BLUE RIBBON FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/23/2020,HPA-490701,VAL'S OCEAN PACIFIC SEA FOOD INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
06/22/2018,HPA-9,"FLAMINGO SMOKED MEATS, INC.",BRONX,NY,Public Wholesale Market,2018-06-22
05/27/2021,BMM-4,"ORAZIO & SONS MEATS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
04/27/2017,BMM-20,"ALEX MEAT & PROVISION, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
12/09/2020,HPM-489580,"GROW AND BEHOLD FOODS, LLC",ROCHESTER,NY,Hunts Point Meat Market,Public Wholesale Market
09/28/2018,FFM-488936,ALBATROSS FISH CORP.,E. ELMHURST,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
01/24/2018,HPP-34,FRUITCO CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/28/2018,HPA-2,P. EAST TRADING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/01/2018,FFM-97,SLIP KIDS LOADING INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Loader
02/13/2019,HPM-490846,TROCHEZ MEAT CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
02/06/2018,FFM-41,EMERALD SEA FOOD COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/22/2017,GMM-8,INTERSTATE FOODS INC.,BRONX,NY,Gansevoort Meat Market,Public Wholesale Market
10/29/2020,HPP-71,"MENDEZ INTERNATIONAL TROPICAL FOODS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/28/2017,HPP-489049,COBBLE STREET SALES LLC,BRONX,NY,Hunts Point Produce Market,Market Business
10/08/2018,HPA-69,BRONX FREIGHT & FISH CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/14/2019,HPA-24,MIRON PRODUCE INC,BROOKLYN,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/19/2018,HPA-71,MR. G INTERNATIONAL PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/15/2018,HPP-94,YOLA FRUIT & PRODUCE DIST. INC.,GARDEN CITY,NY,Hunts Point Produce Market,Public Wholesale Market
05/21/2021,HPM-13,"FANCY FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/27/2019,HPP-47,"HPTM PRODUCE COOP ASSO., INC.",BRONX,NY,Hunts Point Produce Market,Trade Association
11/02/2017,HPA-491200,KWABENA ASANTE AFRIYIE,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/06/2019,GMM-490040,HIGHLINE WHOLESALE INC.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
08/15/2018,BMM-22,R&C BEEF & POULTRY INC.,GREAT RIVER,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/21/2018,HPA-9,"FLAMINGO SMOKED MEATS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/12/2020,HPA-35,"BEL CANTO FOODS, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/12/2021,HPP-485304,JAMES PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/18/2018,HPP-113,"C AND J BROTHERS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/31/2018,HPA-60,"SNOW FRESH FOODS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/28/2020,FFM-85,"MT. SINAI FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
10/26/2017,GMM-487693,TCL TRADING INC.,New York,NY,Gansevoort Meat Market,Public Wholesale Market
03/26/2021,HPM-31,MTV FOODS INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
04/11/2019,HPP-71,"MENDEZ INTERNATIONAL TROPICAL FOODS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/09/2018,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
05/02/2019,HPP-164,ESKAY TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/04/2017,HPP-99,TOP BANANA LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/02/2018,HPA-73,"UOYA, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/04/2018,HPA-491968,"EBEN WHOLESALE, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/03/2020,HPA-64,"AGROSON'S, LLC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/19/2017,HPM-34,"PLYMOUTH BEEF CO.,INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/15/2017,FFM-25,SOUTH STREET SEAFOOD CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
02/13/2020,FFM-488936,ALBATROSS FISH CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
08/13/2020,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/18/2018,HPP-494739,"ROMY'S PRODUCE, INC.",ELMONT,NY,Hunts Point Produce Market,Public Wholesale Market
05/22/2020,HPA-18,BLUE STAR MEAT CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/09/2020,HPM-489909,"DAVID MOSNER, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
04/02/2020,HPP-489661,SEYDI OZGUR,EAST MEADOW,NY,Hunts Point Produce Market,Market Business
10/19/2017,HPM-44,"WESTSIDE FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/27/2017,HPP-120,"D.M. ROTHMAN CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/28/2019,HPA-490701,VAL'S OCEAN PACIFIC SEA FOOD INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
01/31/2018,HPP-150,LEE'S HUNTS POINT ORIENTAL MARKET,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/09/2019,HPA-3,CARIBBEAN PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/01/2021,BMM-7,"FORT MEAT, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
04/18/2018,HPA-18,BLUE STAR MEAT CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/03/2020,HPP-495275,LEE'S HUNTS POINT ORIENTAL INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/22/2017,FFM-149,DISTINGUISHED SEAFOOD LLC,NEW YORK,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/27/2018,HPP-99,TOP BANANA LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/30/2017,FFM-9,BLUE RIBBON FISH CO.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
02/08/2018,HPP-130,"GOLD MEDAL PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/31/2017,HPA-36,DAIRYLAND USA CORPORATION,RIDGEFIELD,CT,Adjacent to Hunts Point Market,Public Wholesale Market
04/23/2018,HPP-28,"FIERMAN PRODUCE EXCHANGE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/01/2017,HPP-94,YOLA FRUIT & PRODUCE DIST. INC.,GARDEN CITY,NY,Hunts Point Produce Market,Public Wholesale Market
08/22/2018,HPP-53,"J. RENELLA PRODUCE, INC.",POUND RIDGE,NY,Hunts Point Produce Market,Public Wholesale Market
03/27/2019,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/12/2017,BMM-28,NISSIM GOURMET KOSHER FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
01/20/2021,HPM-41,SCHUSTER MEAT CORPORATION,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
03/08/2021,HPM-2,"HUNTS POINT COOPERATIVE MARKET, INC.",BRONX,NY,Hunts Point Meat Market,Trade Association
02/26/2019,HPM-43,VISTA FOOD EXCHANGE INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
03/20/2018,FFM-14,"CARL'S SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
12/04/2020,HPM-491193,"FRIENDLY FOOD PROVISIONS, INC.",BAYSIDE,NY,Hunts Point Meat Market,Public Wholesale Market
10/31/2019,FFM-9,BLUE RIBBON FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
12/06/2017,HPP-119,NATIONAL FARM WHOLESALE FRUIT & VEGETABLES CORP.,ASTORIA,NY,Hunts Point Produce Market,Public Wholesale Market
10/20/2017,FFM-4,CLEARWATER FISH COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/26/2018,HPP-6,"A.J. TRUCCO, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/25/2018,HPM-42,TONY'S FISH & SEAFOOD CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/26/2017,FFM-113,FRANK W. WILKISSON INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/02/2018,HPM-490846,TROCHEZ MEAT CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
10/25/2017,HPP-490709,"D&J PRODUCE BROKERS, LLC",NEW HAVEN,CT,Hunts Point Produce Market,Market Business
02/06/2019,HPM-490995,CCM FOOD SERVICE LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
03/22/2019,HPA-35,"BEL CANTO FOODS, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/18/2018,FFM-110,"G & G SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/29/2018,HPA-2,P. EAST TRADING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/13/2019,HPM-31,MTV FOODS INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/28/2018,HPP-74,"NEW YORK PRODUCE TRADE ASSOCIATION, INC.",BRONX,NY,Hunts Point Produce Market,Trade Association
10/19/2018,HPA-66,PREMIUM OCEAN LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/06/2020,FFM-490171,PACIFIC GOLD SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
09/06/2017,GMM-9,"JOHN W. WILLIAMS, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
08/25/2017,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/20/2020,BMM-4,"ORAZIO & SONS MEATS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
02/12/2020,HPA-6,FLM RADICCHIO KING INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/18/2019,GMM-3,LONDON MANHATTAN CORP.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
08/04/2017,FFM-17,MERMAID SEA PRODUCTS INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/29/2019,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/18/2021,HPP-103,"J. MARGIOTTA COMPANY, LLC",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/06/2019,HPA-3,CARIBBEAN PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/03/2020,HPP-162,LD LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
08/28/2019,HPM-51,"NATION'S BEST MEAT WHOLESALERS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/12/2018,HPP-78,PAUL STEINBERG ASSOCIATES INC.,BRONX,NY,Hunts Point Produce Market,Market Business
12/18/2018,BMM-25,CREPINI LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
12/13/2019,GMM-12,"J.T. JOBBAGY, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
03/24/2021,BMM-25,CREPINI LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
06/02/2017,HPA-490701,VAL'S OCEAN PACIFIC SEA FOOD INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
10/15/2020,HPP-103,"J. MARGIOTTA COMPANY, LLC",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/10/2017,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/24/2019,FFM-87,MONTAUK SEAFOOD CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/26/2018,FFM-130,"MEAT WITHOUT FEET, LLC.",BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood Delivery
01/25/2019,HPP-78,PAUL STEINBERG ASSOCIATES INC.,BRONX,NY,Hunts Point Produce Market,Market Business
12/30/2020,HPA-32,"HUNTS POINT FLOWER MARKET, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/30/2018,BMM-24,AGRI STAR DISTRIBUTION LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/20/2020,FFM-134,J & K SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
09/27/2019,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
02/03/2020,HPA-486520,SA-MF ENTERPRISES INC.,Bronx,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/20/2018,HPA-485080,"REBECCA AMOAH COMPANY, INC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/05/2018,HPM-34,"PLYMOUTH BEEF CO.,INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/24/2018,HPP-67,"M & R TOMATO DISTRIBUTORS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/03/2020,FFM-134,J & K SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/08/2017,HPM-16,GIRANDOLA & SHUTKIND CONSTRUCTION CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
08/17/2017,HPM-27,"MARKET MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/01/2019,HPA-11,REYES PRODUCE CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/24/2017,HPM-2,HUNTS POINT COOPERATIVE MARKET INC.,BRONX,NY,Hunts Point Meat Market,Trade Association
04/02/2019,FFM-490171,PACIFIC GOLD SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
07/03/2019,HPP-127,"LEELOI INDUSTRIES, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/15/2019,BMM-25,CREPINI LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
07/03/2017,HPP-47,"HPTM PRODUCE COOP ASSO., INC.",BRONX,NY,Hunts Point Produce Market,Trade Association
06/01/2017,HPA-11,REYES PRODUCE CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/19/2019,HPM-34,"PLYMOUTH BEEF CO.,INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/04/2018,HPP-156,EDWARD PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/01/2017,FFM-85,"MT. SINAI FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/29/2017,HPP-490709,"D&J PRODUCE BROKERS, LLC",NEW HAVEN,CT,Hunts Point Produce Market,Market Business
02/22/2021,HPP-485532,HANA BUYING SERVICE CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
10/16/2019,HPM-15,"GARDEN MANOR FARMS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/11/2019,HPA-66,PREMIUM OCEAN LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/13/2018,HPA-59,SPATOLA MOZARELLA LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/05/2018,HPM-490846,TROCHEZ MEAT CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
07/16/2020,HPP-159,"J & J BROS. TRUCKING, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
06/01/2017,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/24/2020,HPM-60,R & W PROVISIONS CO. INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/03/2020,FFM-28,TONY CRAB KING INC.,W. BABYLON,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/22/2017,HPP-105,ISSAM KANAWI CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/25/2020,FFM-488936,ALBATROSS FISH CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
02/08/2018,HPA-489178,"TROPICAL EXPRESS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/05/2019,BMM-1,"CHOW TRADING CO., INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
12/11/2019,BMM-27,HERCULES FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
01/09/2019,HPP-164,ESKAY TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/28/2020,HPP-503222,BLAIR ABSOLUTE SOLUTIONS LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/20/2018,HPM-31,"MTV FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/27/2017,HPM-15,"GARDEN MANOR FARMS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/09/2020,HPP-486574,"TITUS BUYING SERVICE, INC.",ROSLYN HEIGHTS,NY,Hunts Point Produce Market,Market Business
09/11/2020,BMM-27,HERCULES FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
05/31/2019,HPP-119,NATIONAL FARM WHOLESALE FRUIT & VEGETABLES CORP.,ASTORIA,NY,Hunts Point Produce Market,Public Wholesale Market
01/09/2020,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/04/2020,FFM-136,"CAPTAIN BLUE, LLC",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/10/2019,HPP-486895,LEXI LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
01/19/2021,HPP-499813,FADARO FOODS CORP.,HAWORTH,NJ,Hunts Point Produce Market,Public Wholesale Market
04/30/2020,HPM-41,SCHUSTER MEAT CORPORATION,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/26/2017,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/08/2019,FFM-109,M. SLAVIN & SONS LTD.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/20/2020,HPP-25,"E. ARMATA, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/26/2020,HPP-489049,COBBLE STREET SALES LLC,BRONX,NY,Hunts Point Produce Market,Market Business
12/10/2019,HPP-121,PORRICELLI INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/28/2017,FFM-100,FAIR FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
