CREATED,BIC NUMBER,ACCOUNT NAME,CITY,STATE,MARKET,APPLICATION TYPE
06/23/2020,HPP-162,LD LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
03/01/2018,HPP-485218,IGUA PRODUCE INC.,BROOKLYN,NY,Hunts Point Produce Market,Market Business
04/28/2021,BMM-501999,SAMARA PRODUCE LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
11/08/2018,BMM-7,FORT MEAT INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
11/12/2019,HPP-173,"FRES CO, LLC",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/02/2018,FFM-28,TONY CRAB KING INC.,W. BABYLON,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/14/2018,BMM-27,HERCULES FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
01/10/2020,HPA-64,"AGROSON'S, LLC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/04/2018,FFM-488936,ALBATROSS FISH CORP.,E. ELMHURST,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
10/26/2017,HPP-172,UNITED STATES PRODUCE BROKERS INC,BRONX,NY,Hunts Point Produce Market,Market Business
11/10/2020,FFM-137,"FIVE STAR SEAFOOD, INC.",GLENWOOD,NJ,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/19/2020,HPA-491200,KWABENA ASANTE AFRIYIE,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/13/2018,HPP-105,ISSAM KANAWI CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/08/2018,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/18/2017,HPA-2,P. EAST TRADING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/20/2018,HPP-56,KATZMAN  BERRY CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/18/2020,HPM-13,"FANCY FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/24/2018,HPP-485218,IGUA PRODUCE INC.,BROOKLYN,NY,Hunts Point Produce Market,Market Business
07/31/2017,FFM-103,JMS SEASONAL SEAFOOD CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
12/16/2020,HPM-51,"NATION'S BEST MEAT WHOLESALERS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/11/2018,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/09/2019,HPM-2,HUNTS POINT COOPERATIVE MARKET INC.,BRONX,NY,Hunts Point Meat Market,Trade Association
08/25/2017,HPP-71,"MENDEZ INTERNATIONAL TROPICAL FOODS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/21/2019,BMM-32,SPRINGFIELD GROUP INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
05/06/2019,HPA-76,THE LOBSTER PLACE INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
02/13/2019,HPP-174,MIL - ART TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
05/18/2017,HPP-160,LANCE KRAVIS,COMMACK,NY,Hunts Point Produce Market,Market Business
09/26/2017,FFM-17,MERMAID SEA PRODUCTS INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/19/2017,HPA-42,CARAVEO PAPAYAS INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/24/2018,HPP-171,"VEG-PAK DIST. CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/17/2018,GMM-487693,TCL TRADING INC.,New York,NY,Gansevoort Meat Market,Public Wholesale Market
04/19/2019,FFM-41,EMERALD SEA FOOD COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/24/2020,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/15/2017,HPA-50,J & J NY DISTRIBUTORS CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/18/2020,HPP-489049,COBBLE STREET SALES LLC,BRONX,NY,Hunts Point Produce Market,Market Business
06/29/2020,HPP-130,"GOLD MEDAL PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/21/2021,HPP-84,"ROBT. T. COCHRAN & CO., INCORPORATED",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/31/2018,BMM-28,NISSIM GOURMET KOSHER FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
10/31/2019,HPA-36,DAIRYLAND USA CORPORATION,RIDGEFIELD,CT,Adjacent to Hunts Point Market,Public Wholesale Market
10/26/2020,HPM-60,R & W PROVISIONS CO. INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
02/20/2019,BMM-1,"CHOW TRADING CO., INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
06/28/2017,HPP-121,PORRICELLI INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/10/2018,GMM-3,LONDON MANHATTAN CORP.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
05/15/2018,HPA-491968,"EBEN WHOLESALE, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/05/2021,HPP-40,RUBIN BROS. PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/11/2017,HPP-489049,COBBLE STREET SALES LLC,BRONX,NY,Hunts Point Produce Market,Market Business
01/19/2018,BMM-16,"LANCASTER QUALITY PORK, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
09/20/2019,HPM-13,"FANCY FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/04/2018,HPP-159,"J & J BROS. TRUCKING, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
01/20/2021,HPA-502297,GREEN EXPLOSION INC,MIAMI,FL,Adjacent to Hunts Point Market,Public Wholesale Market
07/16/2020,HPA-499101,"PRONTO PRODUCE, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/19/2018,HPP-99,TOP BANANA LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/16/2021,HPM-43,VISTA FOOD EXCHANGE INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/13/2021,HPA-488113,VT PRODUCE INC.,VALLEY STREAM,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/21/2021,HPA-485080,"REBECCA AMOAH COMPANY, INC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/20/2017,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/13/2020,HPM-27,"MARKET MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/28/2018,HPP-56,KATZMAN  BERRY CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/21/2018,BMM-5,"ALEX'S MEAT DISTRIBUTORS, CORP.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
05/29/2017,HPP-160,LANCE KRAVIS,COMMACK,NY,Hunts Point Produce Market,Market Business
04/19/2018,HPA-72,NO. 1 FISH INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/31/2017,HPA-3,CARIBBEAN PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/30/2017,HPM-36,"NEW YORK MEAT, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/01/2017,HPP-124,"MR. SPROUT, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/25/2019,HPP-99,TOP BANANA LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/25/2018,HPP-490299,YOO DELIVERY SERVICE INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/14/2019,FFM-37,"CALEB HALEY & CO., LLC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/02/2018,HPM-490846,TROCHEZ MEAT CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
12/04/2020,HPA-36,DAIRYLAND USA CORPORATION,RIDGEFIELD,CT,Adjacent to Hunts Point Market,Public Wholesale Market
12/19/2017,BMM-1,"CHOW TRADING CO., INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
07/21/2020,FFM-106,"MONTE'S SEAFOOD EMPORIUM, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/10/2021,HPM-33,"NEBRASKALAND, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/28/2017,HPP-28,"FIERMAN PRODUCE EXCHANGE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/17/2017,HPP-69,"M & R TRADING CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/02/2017,HPP-167,RIGHT CHOICE PAPERS INC.,BRONX,NY,Hunts Point Produce Market,Market Business
06/03/2019,FFM-87,MONTAUK SEAFOOD CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/02/2017,BMM-4,"ORAZIO & SONS MEATS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
01/23/2019,HPP-40,RUBIN BROS. PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/31/2018,BMM-490341,"JJ TRADING, LLC",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
07/22/2020,HPP-156,EDWARD PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/08/2019,HPP-483195,"GLOBAL BLOOM, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
01/11/2018,FFM-135,"LOCKWOOD & WINANT SEAFOOD, LLC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/26/2017,HPP-49,INTERCONTINENTAL TRUCK BROKERAGE CORP.,JERICHO,NY,Hunts Point Produce Market,Market Business
02/14/2019,GMM-9,"JOHN W. WILLIAMS, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
12/12/2018,HPP-485218,IGUA PRODUCE INC.,BROOKLYN,NY,Hunts Point Produce Market,Market Business
03/12/2018,HPP-476284,SOUTH SIDE GOURMET CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/19/2017,HPP-489661,SEYDI OZGUR,EAST MEADOW,NY,Hunts Point Produce Market,Market Business
03/26/2019,HPM-50,WESTERN WHOLESALE MEATS INC.,SPARTA,NJ,Hunts Point Meat Market,Public Wholesale Market
07/18/2018,GMM-9,"JOHN W. WILLIAMS, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
09/19/2018,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/04/2019,FFM-87,MONTAUK SEAFOOD CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/04/2018,HPP-120,"D.M. ROTHMAN CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/27/2020,FFM-490171,PACIFIC GOLD SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
10/19/2018,HPM-27,"MARKET MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/18/2018,HPA-66,PREMIUM OCEAN LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/25/2019,HPP-483195,"GLOBAL BLOOM, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
10/28/2020,HPP-98,"TED GEORGALLAS TOMATO & PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/08/2018,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/12/2017,HPM-480003,FINE FOODS WHOLESALE DISTRIBUTORS INC.,JAMAICA,NY,Hunts Point Meat Market,Public Wholesale Market
11/06/2017,FFM-109,M. SLAVIN & SONS LTD.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/02/2021,HPA-491968,"EBEN WHOLESALE, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/21/2018,FFM-143,FULTON CAF INC,BRONX,NY,Hunts Point New Fulton Fish Market,Market Business
02/06/2018,GMM-9,"JOHN W. WILLIAMS, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
02/15/2021,BMM-2,"RUBY FREEMAN, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
07/26/2018,FFM-135,"LOCKWOOD & WINANT SEAFOOD, LLC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
02/17/2021,GMM-5,GANSEVOORT MARKET COFFEE SHOP INC.,New York,NY,Gansevoort Meat Market,Market Business
05/19/2017,HPP-485235,ABRAHAM PRODUCE CORP.,LITTLE NECK,NY,Hunts Point Produce Market,Public Wholesale Market
04/27/2018,FFM-100,"FAIR FISH CO., INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/12/2021,BMM-29,PIERLESS FISH CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
01/15/2021,FFM-124,NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,BRONX,NY,Hunts Point New Fulton Fish Market,Trade Association
02/04/2021,HPA-68,"DOWN EAST & SEAFOOD, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/19/2017,BMM-24,AGRI STAR DISTRIBUTION LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
06/15/2018,HPA-2,P. EAST TRADING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/19/2018,HPA-9,"FLAMINGO SMOKED MEATS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/24/2018,HPP-162,LD LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
08/22/2018,HPM-34,"PLYMOUTH BEEF CO.,INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/19/2019,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",WESTBURY,NY,Hunts Point Meat Market,Public Wholesale Market
05/19/2017,HPA-53,PSK AFRICAN MARKET INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/18/2017,HPA-10,"BANANA DISTRIBUTORS OF NEW YORK, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/06/2018,HPP-495275,LEE'S HUNTS POINT ORIENTAL INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/29/2017,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/04/2020,HPM-487825,"MOORES SPECIALTY MEAT PRODUCTS, INC.",Bronx,NY,Hunts Point Meat Market,Public Wholesale Market
06/26/2017,FFM-490015,CROWN FISH COMPANY,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/25/2020,FFM-7,"BEYER LIGHTNING FISH CO., INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/26/2021,HPM-501962,JAPAN PREMIUM BEEF INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/21/2018,HPA-52,LITTLE MEXICO WHOLESALE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/20/2020,HPA-499205,OUT OF THE BLUE WHOLESALE LLC,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
12/14/2018,HPA-38,"CARIVE IMPORTS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/06/2018,HPM-489909,"DAVID MOSNER, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/27/2017,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/03/2017,GMM-2,"WEICHSEL BEEF CO., INC.",NEW YORK CITY,NY,Gansevoort Meat Market,Public Wholesale Market
05/17/2018,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
03/29/2021,HPA-498613,GREEN FIELD PRODUCE LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/27/2018,HPM-31,"MTV FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/04/2018,HPA-64,"AGROSON'S, LLC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/05/2017,HPA-71,MR. G INTERNATIONAL PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/13/2020,HPA-491200,KWABENA ASANTE AFRIYIE,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/07/2020,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
07/14/2017,BMM-20,"ALEX MEAT & PROVISION, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
11/30/2020,HPM-31,MTV FOODS INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
03/19/2019,HPM-489580,GROW AND BEHOLD FOODS LLC,ROCHESTER,NY,Hunts Point Meat Market,Public Wholesale Market
03/27/2020,HPP-159,"J & J BROS. TRUCKING, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
11/26/2018,HPP-149,EA COMPANY,BRONX,NY,Hunts Point Produce Market,Market Business
05/19/2017,HPP-490237,"A & Z TRUCKING, INC.",VAILS GATE,NY,Hunts Point Produce Market,Public Wholesale Market
11/22/2018,HPA-498613,GREEN FIELD PRODUCE LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/09/2017,BMM-22,R&C BEEF & POULTRY INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/24/2018,HPA-18,BLUE STAR MEAT CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/07/2019,HPP-105,ISSAM KANAWI CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/14/2017,FFM-111,"THIRD GENERATION SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/10/2018,HPA-55,LUCERO PRODUCE II CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/21/2018,HPA-55,LUCERO PRODUCE II CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/19/2020,HPA-3,CARIBBEAN PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/08/2017,BMM-28,NISSIM GOURMET KOSHER FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
04/05/2021,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/07/2019,HPA-64,"AGROSON'S, LLC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/26/2019,HPA-154,GRAMERCY PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/22/2020,HPA-3,CARIBBEAN PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/19/2018,HPP-488037,LILY PRODUCE INC.,Port Washington,NY,Hunts Point Produce Market,Public Wholesale Market
08/07/2017,HPP-485532,HANA BUYING SERVICE CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
10/16/2020,HPA-42,CARAVEO PAPAYAS INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/22/2018,HPA-491764,WILD EDIBLES INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
02/06/2020,HPP-503222,BLAIR ABSOLUTE SOLUTIONS LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/05/2017,HPP-23,"D'ARRIGO BROS. CO. OF NEW YORK, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/22/2017,FFM-136,"CAPTAIN BLUE, LLC",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/22/2021,FFM-136,"CAPTAIN BLUE, LLC",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
02/08/2021,HPA-55,LUCERO PRODUCE II CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/26/2020,HPP-501464,"JY PRODUCE, INC.",GREAT NECK,NY,Hunts Point Produce Market,Public Wholesale Market
06/01/2018,HPA-483494,US FRESH CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/13/2018,HPA-35,"BEL CANTO FOODS, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/10/2017,HPA-50,J & J NY DISTRIBUTORS CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/16/2018,HPM-490849,"PALENQUE MEAT, CORP.",BRONX,NY,Hunts Point Meat Market,Market Business
08/13/2018,HPP-25,"E. ARMATA, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/31/2020,HPP-149,EUGENE TRAPP,BRONX,NY,Hunts Point Produce Market,Market Business
04/15/2021,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/03/2020,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/30/2018,HPA-155,SALANAR TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Market Business
07/30/2020,HPP-57,"S.KATZMAN PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/01/2018,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/13/2020,HPA-46,VICTORY FOODSERVICE DISTRIBUTORS CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/12/2019,HPM-491193,"FRIENDLY FOOD PROVISIONS, INC.",BAYSIDE,NY,Hunts Point Meat Market,Public Wholesale Market
11/15/2018,HPP-92,"NATHEL & NATHEL, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/16/2020,FFM-137,"FIVE STAR SEAFOOD, INC.",GLENWOOD,NJ,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/08/2017,HPM-14,FOOD BANK FOR NEW YORK CITY,NEW YORK,NY,Hunts Point Meat Market,Public Wholesale Market
11/26/2018,HPP-42,"HENRY HAAS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/11/2019,GMM-2,WEICHSEL BEEF CO. INC.,NEW YORK CITY,NY,Gansevoort Meat Market,Public Wholesale Market
12/13/2019,FFM-137,"FIVE STAR SEAFOOD, INC.",GLENWOOD,NJ,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/22/2018,HPP-493942,AJ BUYING SERVICE INC.,HISKSVILLE,NY,Hunts Point Produce Market,Market Business
07/03/2019,HPP-103,"J. MARGIOTTA COMPANY, LLC",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/12/2020,HPA-32,"HUNTS POINT FLOWER MARKET, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/08/2018,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/18/2020,HPP-94,"YOLA FRUIT & PRODUCE DISTRIBUTORS, INC.",GARDEN CITY,NY,Hunts Point Produce Market,Public Wholesale Market
11/14/2018,HPP-159,"J & J BROS. TRUCKING, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
10/14/2020,BMM-2,"RUBY FREEMAN, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
11/30/2017,HPP-172,UNITED STATES PRODUCE BROKERS INC,BRONX,NY,Hunts Point Produce Market,Market Business
04/07/2017,HPP-181,3 J'S TRUCKING LLC,BRONX,NY,Hunts Point Produce Market,Market Business
09/13/2017,HPP-67,"M & R TOMATO DISTRIBUTORS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/21/2017,HPM-2,HUNTS POINT COOPERATIVE MARKET INC.,BRONX,NY,Hunts Point Meat Market,Trade Association
07/04/2018,HPM-50,WESTERN WHOLESALE MEATS INC.,SPARTA,NJ,Hunts Point Meat Market,Public Wholesale Market
07/28/2020,HPP-489049,COBBLE STREET SALES LLC,BRONX,NY,Hunts Point Produce Market,Market Business
07/02/2020,HPP-503981,POPPY'S PRODUCE CORP.,BROOKLYN,NY,Hunts Point Produce Market,Public Wholesale Market
05/27/2020,HPA-489178,"TROPICAL EXPRESS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/23/2017,FFM-17,MERMAID SEA PRODUCTS INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
10/24/2018,HPA-32,"HUNTS POINT FLOWER MARKET, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/16/2020,HPP-167,RIGHT CHOICE PAPERS INC.,BRONX,NY,Hunts Point Produce Market,Market Business
06/29/2020,HPP-105,ISSAM KANAWI CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/14/2018,HPM-489580,GROW AND BEHOLD FOODS LLC,ROCHESTER,NY,Hunts Point Meat Market,Public Wholesale Market
11/21/2017,FFM-76,"LOU'S FISH MARKET, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/29/2017,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/14/2019,HPP-486895,LEXI LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
07/23/2019,HPP-120,"D.M. ROTHMAN CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/17/2017,HPA-10,"BANANA DISTRIBUTORS OF NEW YORK, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/02/2017,HPP-488037,LILY PRODUCE INC.,Port Washington,NY,Hunts Point Produce Market,Public Wholesale Market
02/12/2019,HPM-70,BETTER MEAT WHOLESALE CORP.,TEANECK,NJ,Hunts Point Meat Market,Market Business
12/26/2017,FFM-153,"PURE FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
11/15/2017,HPA-72,NO. 1 FISH INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/15/2017,HPA-488113,VT PRODUCE INC.,Valley Stream,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/07/2021,HPM-60,R & W PROVISIONS CO. INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/19/2020,HPA-498613,GREEN FIELD PRODUCE LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/13/2017,BMM-24,AGRI STAR DISTRIBUTION LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
01/19/2018,FFM-153,"PURE FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
01/30/2020,FFM-488936,ALBATROSS FISH CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
