animal_id,animal_type,primary_color,secondary_color,breed_group,animal_identity,age_now,age_long,tag_no,tag_type,vaccine
A535006,CAT,BLACK,,SHORTHAIR,449849.0,,NO AGE,L16-047196,LIC ALTERED,
A570119,DOG,BLACK,BROWN,COLLIE,485062.0,5Y,5 YEARS,985112002765338,MICROCHIP ADO,MAS
A630359,DOG,BROWN,,TOY,544992.0,11Y,11 YEARS,L17-003965,LIC ALTERED,
A552589,DOG,BLACK,WHITE,SPANIEL,467498.0,8Y,8 YEARS,L18-015019,LIC 3Y,
A590666,DOG,WHITE,,TOY,505580.0,,NO AGE,,,
A556378,DOG,WHITE,,MASTIFF,471291.0,4Y,4 YEARS,L15-035357,LIC ALTERED,
A570392,DOG,SABLE,,COLLIE,485336.0,6Y,6 YEARS,L15-016688,LIC ALTERED,BARBOUR
A608797,DOG,RED,WHITE,HOUND,523632.0,6Y,6 YEARS,L17-054557,LIC ALTERED,
A574330,DOG,TRICOLOR,,HOUND,489275.0,7Y,7 YEARS,R16-1505,RAB VAC CERT.,MAS
A603261,DOG,WHITE,BROWN,TOY,518166.0,3Y,3 YEARS,982000402184755,MICROCHIP,
A613427,DOG,BLACK,TAN,TOY,528189.0,2Y,2 YEARS,L16-023198,LIC ALTERED,
A481252,DOG,BROWN,WHITE,COLLIE,395730.0,10Y,10 YEARS,L15-044594,LIC ALTERED,
A581635,DOG,BLACK,,HOUND,496591.0,8Y,8 YEARS,L15-037629,LIC ALTERED,
A556408,DOG,BROWN,,MASTIFF,471321.0,4Y,4 YEARS,L15-035329,LIC ALTERED,
A591463,CAT,ORG TIGER,WHITE,SHORTHAIR,506376.0,2Y,2 YEARS,,,
A580499,DOG,BROWN,WHITE,MASTIFF,495452.0,8Y,8 YEARS,L17-015666,LIC ALTERED,
A630203,CAT,ORG TABBY,WHITE,SHORTHAIR,544835.0,4M,4 MONTHS,L17-009861,LIC ALTERED,LMAS
A225512,CAT,ORANGE,,SHORTHAIR,99263.0,13Y,13 YEARS,C08-01321,LIC ALTERED,JEFFERSON
A559736,DOG,BLACK,,HOUND,474653.0,5Y,5 YEARS,U15-002313,RABIES CERT,
A594157,CAT,UNKNOWN,,LONGHAIR,509081.0,,NO AGE,,,
A620897,DOG,TAN,,SETTER/RETRIEVE,535619.0,8Y,8 YEARS,L17-019497,LIC ALTERED,
A534488,DOG,WHITE,BROWN,HOUND,449330.0,,NO AGE,L17-006980,LIC ALTERED,
A625562,DOG,WHITE,TAN,TOY,540297.0,8Y,8 YEARS,L17-005825,LIC ALTERED,
A605967,CAT,TORTIE,,SHORTHAIR,520817.0,1Y 9M,1 YEAR 9 MONTHS,985113000788084,MICROCHIP ADO,
A627313,DOG,BLACK,WHITE,MASTIFF,541987.0,8M,8 MONTHS,L17-021748,LIC ALTERED,
A613314,DOG,BLACK,,MIX,528076.0,,NO AGE,L16-021304,LIC ALTERED,GAILOR
A573934,DOG,BLACK,TAN,TOY,488878.0,,NO AGE,L16-029585,LIC ALTERED,DAVIS
A623643,CAT,ORG TABBY,WHITE,LONGHAIR,538372.0,6M,6 MONTHS,,,
A575555,CAT,WHITE,GRAY,SHORTHAIR,490502.0,3Y,3 YEARS,L15-050244,LIC ALTERED,MAS
A334456,DOG,BLACK,BROWN,TERRIER,197401.0,10Y,10 YEARS,D08-029204,LIC ALTERED,ANCHORAGE
A570545,CAT,BLACK,,SHORTHAIR,485489.0,8Y,8 YEARS,U15-003826,RABIES CERT,
A615294,DOG,BLACK,BROWN,SHEPHERD,530039.0,1Y 3M,1 YEAR 3 MONTHS,RAB0145596,RABIES CERT,BANFIELD
A628297,DOG,WHITE,,TERRIER,542972.0,9M,9 MONTHS,L17-014799,LIC ALTERED,
A571857,CAT,WHITE,ORANGE,SHORTHAIR,486800.0,1Y 10M,1 YEAR 10 MONTHS,L17-043080,LIC ALTERED,BCAH
A534930,DOG,BLACK,,SHEPHERD,449773.0,,NO AGE,985112003043267,MICROCHIP,
A594707,CAT,WHITE,,SHORTHAIR,509599.0,8Y,8 YEARS,U17-47273,RABIES CERT,
A555564,DOG,TAN,WHITE,MASTIFF,470476.0,4Y,4 YEARS,L15-001148,LIC UNALTERED,
A626779,DOG,YELLOW,,SETTER/RETRIEVE,541492.0,11Y,11 YEARS,L17-043862,LIC ALTERED,
A564652,DOG,BLUE,WHITE,MASTIFF,479581.0,4Y,4 YEARS,L15-026200,LIC ALTERED,MAS
A568097,DOG,UNKNOWN,,,483037.0,,NO AGE,L15-057691,LIC ALTERED,
A465578,DOG,TRICOLOR,TRICOLOR,HOUND,379843.0,8Y,8 YEARS,L15-050391,LIC 3YSR,DR SIMS
A630420,DOG,BLACK,WHITE,MASTIFF,545053.0,8M,8 MONTHS,L17-030427,LIC ALTERED,
A518404,DOG,FAWN,,MASTIFF,433179.0,4Y,4 YEARS,L15-008452,LIC ALTERED,
A585701,DOG,BL BRINDLE,,SPANIEL,500659.0,4Y,4 YEARS,956000004542101,MICROCHIP,
A596935,DOG,BLACK,TAN,HOUND,511860.0,2Y,2 YEARS,L15-064968,LIC UNALTERED,
A603717,CAT,WHITE,ORANGE,SHORTHAIR,518623.0,2Y,2 YEARS,982000407532057,MICROCHIP,
A618263,DOG,BR BRINDLE,WHITE,MASTIFF,533024.0,2Y,2 YEARS,L17-044896,LIC ALTERED,LMAS
A552986,DOG,UNKNOWN,,SPITZ,467900.0,,NO AGE,,,
A572753,CAT,BLACK,WHITE,SHORTHAIR,487694.0,,NO AGE,,,
A558513,DOG,UNKNOWN,,SETTER/RETRIEVE,473431.0,,NO AGE,,,
A590078,DOG,TRICOLOR,,HOUND,504992.0,8Y,8 YEARS,0A12475C46,MICROCHIP,
A624730,DOG,BROWN,,TOY,539463.0,2Y,2 YEARS,L17-021155,LIC ALTERED,
A615266,CAT,BLACK,WHITE,SHORTHAIR,530011.0,4Y,4 YEARS,L17-014044,LIC ALTERED,SNIP
A568544,DOG,BLACK,WHITE,COLLIE,483485.0,,NO AGE,L17-054050,LIC ALTERED,
A603131,CAT,BLACK,GRAY,LONGHAIR,518034.0,1Y 9M,1 YEAR 9 MONTHS,U16-46232,RAB VAC CERT.,
A623371,DOG,YELLOW,,SETTER/RETRIEVE,538101.0,8Y,8 YEARS,985113001061343,MICROCHIP RTO,
A549578,DOG,BLUE MERLE,,TOY,464473.0,3Y,3 YEARS,L14-063103,LIC ALTERED,
A552470,DOG,WHITE,BROWN,COLLIE,467379.0,3Y,3 YEARS,U15-000799,RABIES CERT,
A612672,DOG,WHITE,BROWN,TOY,527438.0,10Y,10 YEARS,L17-044378,LIC ALTERED,LMAS
A614830,DOG,BLACK,,SETTER/RETRIEVE,529577.0,4Y,4 YEARS,L17-039757,LIC ALTERED,
A070338,DOG,CHOCOLATE,,SETTER/RETRIEVE,116479.0,18Y,18 YEARS,D06-038033,LIC ALTERED,EAST LOU
A379204,DOG,TAN,WHITE,TOY,291823.0,10Y,10 YEARS,L14-014609,LIC SR,
A632916,DOG,TAN,WHITE,SIGHTHOUND,547540.0,3Y,3 YEARS,L17-023513,LIC ALTERED,
A584945,DOG,WHITE,,TOY,499901.0,2Y,2 YEARS,985112006345280,MICROCHIP,
A561244,DOG,BLACK,,MASTIFF,476164.0,3Y,3 YEARS,981020013325735,MICROCHIP,
A620593,DOG,WHITE,,SPITZ,535321.0,3Y,3 YEARS,L17-006790,LIC ALTERED,
A568359,DOG,BROWN,WHITE,HOUND,483300.0,4Y,4 YEARS,982000364989416,MICROCHIP,
A536225,DOG,TAN,,TOY,451071.0,11Y,11 YEARS,L15-035436,LIC ALTERED,
A566609,CAT,BLACK,WHITE,SHORTHAIR,481544.0,2Y,2 YEARS,,,
A586272,DOG,TAN,BLACK,MASTIFF,501227.0,7Y,7 YEARS,L16-002949,LIC 3Y,
A554604,CAT,BLACK,WHITE,SHORTHAIR,469521.0,,NO AGE,982000357718989,MICROCHIP,
A610419,DOG,CREAM,WHITE,MASTIFF,525228.0,1Y 4M,1 YEAR 4 MONTHS,RAB0145500,RABIES CERT,BANFIELD
A496487,DOG,CREAM,,TOY,411121.0,6Y,6 YEARS,D13-005581,LIC ALTERED,GRIMES
A557925,DOG,WHITE,,POODLE,472840.0,4Y,4 YEARS,L16-001095,LIC ALTERED,KHS
A582318,DOG,BLACK,,TOY,497275.0,3Y,3 YEARS,L15-027407,LIC ALTERED,
A512001,DOG,TAN,,TOY,426732.0,12Y,12 YEARS,L15-036644,LIC ALTERED,
A563067,LIVESTOCK,WHITE,,EQUINE,477992.0,31Y,31 YEARS,,,
A613633,DOG,WHITE,,TOY,528393.0,11Y,11 YEARS,L17-042122,LIC ALTERED,
A584246,DOG,BLACK,,SETTER/RETRIEVE,499205.0,3Y,3 YEARS,985112006431461,MICROCHIP,
A303136,DOG,TRICOLOR,TAN,HOUND,210285.0,11Y,11 YEARS,D12-038534,LIC SR,BULLITT CO
A615845,CAT,WHITE,TRICOLOR,SHORTHAIR,530597.0,1Y 9M,1 YEAR 9 MONTHS,,,
A599859,DOG,TAN,,SPANIEL,514763.0,3Y,3 YEARS,L16-007440,LIC ALTERED,
A115216,DOG,WHITE,,POODLE,80255.0,17Y,17 YEARS,L14-008071,LIC SR,
A628896,DOG,WHITE,BROWN,HOUND,543535.0,5Y,5 YEARS,L17-048493,LIC ALTERED,KHS
A485453,DOG,BLACK,,POODLE,400007.0,5Y,5 YEARS,L14-031143,LIC 3Y,LYNDON
A616845,CAT,TORTIE,ORG TABBY,SHORTHAIR,531599.0,1Y 1M,1 YEAR 1 MONTH,L17-011038,LIC ALTERED,HOMEWARD
A623408,DOG,TAN,RED,SETTER/RETRIEVE,538138.0,11M,11 MONTHS,L17-046718,LIC ALTERED,
A170478,DOG,BROWN,,SETTER/RETRIEVE,142641.0,15Y,15 YEARS,D12-052066,LIC ALTERED,FAIRLEIGH
A559565,DOG,BLACK,WHITE,TERRIER,474483.0,4Y,4 YEARS,U15-002049,RABIES CERT,
A576412,CAT,BLACK,,SHORTHAIR,491361.0,3Y,3 YEARS,,,
A628243,DOG,BLACK,BROWN,HOUND,542918.0,1Y 9M,1 YEAR 9 MONTHS,L17-047769,LIC ALTERED,MAS
A631305,DOG,GOLD,,SETTER/RETRIEVE,545927.0,,NO AGE,L17-027931,LIC ALTERED,
A593057,DOG,BLACK,TAN,SETTER/RETRIEVE,507980.0,4Y,4 YEARS,15-062843,LIC ALTERED,BARBOUR
A568211,CAT,BLACK,,SHORTHAIR,483152.0,,NO AGE,,,
A627092,CAT,GRAY,WHITE,SHORTHAIR,541780.0,6M,6 MONTHS,985113001279352,MICROCHIP ADO,
A603581,DOG,WHITE,BLACK,MASTIFF,518486.0,1Y 9M,1 YEAR 9 MONTHS,L17-022539,LIC ALTERED,
A617446,DOG,BLACK,,MASTIFF,532203.0,1Y 3M,1 YEAR 3 MONTHS,L17-041331,LIC ALTERED,
A579108,CAT,ORANGE,,SHORTHAIR,494059.0,11Y,11 YEARS,L17-010874,LIC ALTERED,
A583681,DOG,FAWN,,MASTIFF,498646.0,2Y,2 YEARS,U16-006652,RABIES CERT,
A595642,DOG,BLACK,TAN,TERRIER,510554.0,7Y,7 YEARS,R16-3367,RAB VAC CERT.,MAS
A583359,DOG,CHOCOLATE,WHITE,HOUND,498323.0,2Y,2 YEARS,982000402881946,MICROCHIP,
A564163,DOG,WHITE,,POODLE,479089.0,9Y,9 YEARS,L16-047162,LIC ALTERED,
A554660,CAT,SEAL PT,,SHORTHAIR,469577.0,3Y,3 YEARS,985112005138825,MICROCHIP ADO,
A495560,DOG,BROWN,,TOY,410192.0,9Y,9 YEARS,L17-054864,LIC 3YSR,
A606386,DOG,FAWN,,TOY,521239.0,,NO AGE,L16-031852,LIC 3Y,
A558608,DOG,BR BRINDLE,,MASTIFF,473526.0,4Y,4 YEARS,,,
A553778,DOG,WHITE,,POODLE,468693.0,3Y,3 YEARS,L16-050707,LIC 3YSR,JENSON'S
A556948,DOG,WHITE,BLACK,COLLIE,471861.0,4Y,4 YEARS,L15-011503,LIC 3YSR,
A565442,DOG,TAN,,TOY,480373.0,3Y,3 YEARS,,,
A626663,DOG,BLACK,,SHEPHERD,541378.0,6Y,6 YEARS,L17-032215,LIC ALTERED,
A617850,DOG,UNKNOWN,,MASTIFF,532609.0,,NO AGE,,,
A271199,CAT,BROWN,TRICOLOR,LONGHAIR,60611.0,20Y,20 YEARS,C07-001251,LIC ALTERED,HICKEY
A589061,DOG,WHITE,BROWN,TERRIER,503979.0,3Y,3 YEARS,L17-006979,LIC ALTERED,
A552603,DOG,TAN,WHITE,COLLIE,467512.0,3Y,3 YEARS,982000357730957,MICROCHIP,
A602566,DOG,BLACK,TAN,TERRIER,517469.0,5Y,5 YEARS,985112008103329,MICROCHIP ADO,
A620197,DOG,GRAY,WHITE,SPITZ,534926.0,1Y 1M,1 YEAR 1 MONTH,U17-53258,RAB VAC CERT.,
A560121,DOG,BLACK,,SHEPHERD,475032.0,8Y,8 YEARS,,,
A573494,CAT,ORANGE,WHITE,SHORTHAIR,488437.0,3Y,3 YEARS,L15-019425,LIC ALTERED,KHS
A247197,DOG,BLACK,GRAY,TERRIER,83115.0,15Y,15 YEARS,L16-015698,LIC ALTERED,SHIVELY
A503731,DOG,YELLOW,,SETTER/RETRIEVE,418418.0,6Y,6 YEARS,D13-031431,LIC ALTERED,KHS
A555942,DOG,BLACK,,SETTER/RETRIEVE,470854.0,6Y,6 YEARS,R15-2560,RAB VAC CERT.,MAS
A574841,DOG,GRAY,GOLD,TOY,489787.0,3Y,3 YEARS,985112006148773,MICROCHIP,
A630774,CAT,BRN TABBY,,LONGHAIR,545407.0,6Y,6 YEARS,,,
A619649,DOG,WHITE,BROWN,HOUND,534374.0,1Y 1M,1 YEAR 1 MONTH,L17-014828,LIC ALTERED,KHS
A595968,DOG,CHOCOLATE,,SETTER/RETRIEVE,510882.0,2Y,2 YEARS,L16-000955,LIC ALTERED,
A582495,DOG,CHOCOLATE,WHITE,SETTER/RETRIEVE,497452.0,3Y,3 YEARS,985112007139368,MICROCHIP ADO,
A623059,DOG,GRAY,WHITE,TERRIER,537788.0,11M,11 MONTHS,985113001202400,MICROCHIP ADO,
A581021,DOG,TAN,,TOY,495977.0,9Y,9 YEARS,L17-083554,LIC ALTERED,
A629011,DOG,BLUE,,MASTIFF,543650.0,1Y 3M,1 YEAR 3 MONTHS,985113001275376,MICROCHIP RTO,
A376192,DOG,BLACK,TAN,TERRIER,288767.0,9Y,9 YEARS,L14-062004,LIC 3Y,
A459919,DOG,TRICOLOR,,HOUND,374106.0,6Y,6 YEARS,D13-019416,LIC ALTERED,MAS
A551869,DOG,GRAY,,TERRIER,466775.0,16Y,16 YEARS,,,
A610138,DOG,RED,,POODLE,524964.0,2Y,2 YEARS,L16-021168,LIC ALTERED,
A452669,DOG,BLACK,WHITE,TOY,366762.0,7Y,7 YEARS,L15-060149,LIC ALTERED,DIXIE
A608425,DOG,BROWN,WHITE,TOY,523260.0,4Y,4 YEARS,985112003636938,MICROCHIP,
A566656,DOG,BROWN,,TERRIER,481591.0,13Y,13 YEARS,L15-028683,LIC ALTERED,
A539621,CAT,GRAY,WHITE,SHORTHAIR,454488.0,18Y,18 YEARS,L14-036064,LIC ALTERED,
A579689,DOG,GOLD,,SETTER/RETRIEVE,494641.0,13Y,13 YEARS,L17-001774,LIC ALTERED,
A470522,DOG,BR BRINDLE,BROWN,TOY,384854.0,6Y,6 YEARS,L17-046614,LIC 3Y,GRIMES
A587352,DOG,WHITE,TRI-COLORE,HOUND,502309.0,8Y,8 YEARS,4A7D4C4743,MICROCHIP,
A589992,CAT,CALICO,,LONGHAIR,504909.0,16Y,16 YEARS,L16-057189,LIC ALTERED,
A560730,CAT,UNKNOWN,,SHORTHAIR,475647.0,,NO AGE,,,
A566685,DOG,WHITE,BLACK,COLLIE,481620.0,8Y,8 YEARS,L16-038610,LIC ALTERED,
A518564,DOG,BLACK,WHITE,POINTER,433339.0,4Y,4 YEARS,L14-047657,LIC ALTERED,CHEROKEE
A610699,CAT,FLAME PT,,LONGHAIR,525509.0,2Y,2 YEARS,,,
A569793,DOG,BLACK,,SETTER/RETRIEVE,484736.0,12Y,12 YEARS,L17-043927,LIC ALTERED,
A562265,DOG,BLACK,WHITE,TOY,477193.0,3Y,3 YEARS,U15-002926,RABIES CERT,
A577209,DOG,WHITE,,TERRIER,492158.0,7Y,7 YEARS,069815373,MICROCHIP,
A561159,CAT,GRAY,,SHORTHAIR,476079.0,15Y,15 YEARS,L16-028679,LIC ALTERED,
A589564,DOG,WHITE,,TERRIER,504483.0,2Y,2 YEARS,838881352,MICROCHIP,
A566948,DOG,,,SHEPHERD,481884.0,9Y,9 YEARS,L17-031838,LIC ALTERED,
A631703,CAT,UNKNOWN,,SHORTHAIR,546325.0,,NO AGE,,,
A559466,CAT,BUFF,WHITE,SHORTHAIR,474384.0,4Y,4 YEARS,,,
A581754,DOG,LIVER,,SPANIEL,496710.0,5Y,5 YEARS,L16-043470,LIC ALTERED,
A569472,DOG,FAWN,BLACK,TOY,484414.0,9Y,9 YEARS,L16-006569,LIC ALTERED,BARBOUR
A558593,DOG,RED,,TOY,473511.0,11Y,11 YEARS,L14-041038,LIC ALTERED,ELK CREEK
A562069,DOG,BLACK,WHITE,TERRIER,476995.0,3Y,3 YEARS,L15-013365,LIC 3YSR,DIXIE
A631604,CAT,CALICO,,LONGHAIR,546226.0,1Y,1 YEAR,L17-053126,LIC SR,LMAS
A256492,DOG,BROWN,WHITE,MASTIFF,256330.0,13Y,13 YEARS,L14-030587,LIC ALTERED,
A598856,DOG,TAN,WHITE,TOY,513770.0,5Y,5 YEARS,RAB9353849,RABIES CERT,BANFIELD
A589183,CAT,UNKNOWN,UNKNOWN,SHORTHAIR,504102.0,,NO AGE,,,
A604418,DOG,BROWN,,TOY,519267.0,3Y,3 YEARS,L16-018417,LIC ALTERED,
A609145,DOG,TAN,BLACK,HOUND,523981.0,1Y 10M,1 YEAR 10 MONTHS,L17-013224,LIC ALTERED,MAS
A568243,CAT,CALICO,,SHORTHAIR,483184.0,2Y,2 YEARS,L15-028704,LIC ALTERED,LMAS
A568729,DOG,UNKNOWN,WHITE,TOY,483670.0,,NO AGE,,,
A549347,CAT,ORG TABBY,,SHORTHAIR,464241.0,3Y,3 YEARS,L17-023484,LIC ALTERED,
A611201,CAT,SLVR TABBY,,SHORTHAIR,525985.0,,NO AGE,L16-039511,LIC ALTERED,DERBY CITY
A613624,CAT,BLACK,,SHORTHAIR,528384.0,,NO AGE,L17-042062,LIC ALTERED,
A575746,DOG,UNKNOWN,UNKNOWN,TOY,490693.0,,NO AGE,,,
A632879,DOG,YELLOW,RED,SETTER/RETRIEVE,547503.0,1Y 5M,1 YEAR 5 MONTHS,985113001405799,MICROCHIP,
A563912,DOG,TAN,,MIX,478838.0,3Y,3 YEARS,982000364391277,MICROCHIP,
A630773,DOG,BLACK,,SETTER/RETRIEVE,545406.0,,NO AGE,L17-053028,LIC ALTERED,MAS
A247197,DOG,BLACK,GRAY,TERRIER,83115.0,15Y,15 YEARS,L17-001396,LIC ALTERED,
A563015,CAT,GRAY,,SHORTHAIR,477940.0,2Y,2 YEARS,985112005220577,MICROCHIP ADO,
A554371,CAT,BLACK,BLACK,SHORTHAIR,469288.0,4Y,4 YEARS,L16-006520,LIC ALTERED,BARBOUR
A556935,DOG,RED,WHITE,SPANIEL,471848.0,8Y,8 YEARS,L15-001898,LIC ALTERED,
A628814,CAT,BLACK,,LONGHAIR,543453.0,7M,7 MONTHS,985113001271186,MICROCHIP ADO,
A558211,DOG,BROWN,WHITE,TOY,473129.0,5Y,5 YEARS,985112004692673,MICROCHIP,
A555547,DOG,BLACK,TAN,TOY,470459.0,4Y,4 YEARS,L15-001115,LIC ALTERED,
A526843,DOG,TAN,WHITE,MASTIFF,441646.0,3Y,3 YEARS,L14-047892,LIC ALTERED,CHEROKEE
A268563,DOG,TAN,,SPITZ,249547.0,15Y,15 YEARS,D12-035452,LIC ALTERED,MAS
A585046,CAT,BLK TABBY,WHITE,SHORTHAIR,499999.0,12Y,12 YEARS,RAB-45427,RAB VAC CERT.,SENECA
A616287,DOG,BLACK,BROWN,MASTIFF,531039.0,1Y,1 YEAR,R17-0509,RAB VAC CERT.,MAS
A630596,DOG,BLACK,,TERRIER,545229.0,5Y,5 YEARS,L17-014201,LIC ALTERED,
A551351,DOG,BR BRINDLE,,HOUND,466252.0,5Y,5 YEARS,L16-055012,LIC ALTERED,DERBY CITY
A575138,DOG,TAN,,MASTIFF,490085.0,4Y,4 YEARS,,,
A580502,DOG,BLACK,WHITE,COLLIE,495455.0,6Y,6 YEARS,L16-035314,LIC ALTERED,
A254360,DOG,BLUE,TAN,POINTER,225417.0,12Y,12 YEARS,D09-046639,LIC ALTERED,SO END
A579261,CAT,GRAY,WHITE,SHORTHAIR,494213.0,6Y,6 YEARS,L15-072590,LIC 3Y,CRESCENTHI
A607408,DOG,UNKNOWN,,HOUND,522239.0,,NO AGE,,,
A619602,DOG,BROWN,,SETTER/RETRIEVE,534327.0,4Y,4 YEARS,985112006780882,MICROCHIP,
A594514,DOG,WHITE,,TOY,509411.0,,NO AGE,L16-058829,LIC ALTERED,
A586302,CAT,GRAY TIGER,,SHORTHAIR,501257.0,2Y,2 YEARS,,,
A587563,CAT,GRAY,,SHORTHAIR,502520.0,9Y,9 YEARS,985112007086455,MICROCHIP ADO,
A432842,CAT,BLACK,,SHORTHAIR,346567.0,10Y,10 YEARS,C12-037865,LIC ALTERED,BARDSTOWN
A553423,DOG,BLACK,,SHEPHERD,468337.0,9Y,9 YEARS,985VOID774,MICROCHIP,
A617447,DOG,TRICOLOR,,SPANIEL,532204.0,1Y,1 YEAR,L16-016591,LIC ALTERED,
A572937,DOG,BLACK,TAN,TOY,487878.0,3Y,3 YEARS,L15-039578,LIC ALTERED,KHS
A551932,CAT,BLACK,,SHORTHAIR,466840.0,6Y,6 YEARS,L15-015243,LIC MULTIPLE,GRIMES
A549536,DOG,TAN,BLACK,SHEPHERD,464430.0,4Y,4 YEARS,985112004581227,MICROCHIP,
A601348,CAT,GRAY,,SHORTHAIR,516256.0,2Y,2 YEARS,L17-034825,LIC ALTERED,
A563418,DOG,BLACK,WHITE,HOUND,478344.0,,NO AGE,982000199008850,MICROCHIP,
A608748,DOG,BLACK,BROWN,SHEPHERD,523583.0,1Y 7M,1 YEAR 7 MONTHS,L16-004453,LIC ALTERED,SNIP
A553370,DOG,TAN,,,468284.0,3Y,3 YEARS,985112004615616,MICROCHIP,
A586747,DOG,BROWN,WHITE,HOUND,501701.0,2Y,2 YEARS,L16-008504,LIC ALTERED,MAS
A565194,DOG,BLACK,TAN,MASTIFF,480125.0,8Y,8 YEARS,L15-031472,LIC ALTERED,AUDUBON
A613300,DOG,WHITE,,MASTIFF,528063.0,2Y,2 YEARS,985113000075566,MICROCHIP,
A596837,DOG,BROWN,,TOY,511762.0,2Y,2 YEARS,982000406111291,MICROCHIP,
A602052,DOG,BLUE MERLE,,COLLIE,516966.0,5Y,5 YEARS,L16-027516,LIC ALTERED,LAKETOWN
A554172,CAT,CALICO,,SHORTHAIR,469086.0,4Y,4 YEARS,,,
A621790,DOG,BLACK,,SETTER/RETRIEVE,536513.0,7M,7 MONTHS,,,
A617387,CAT,GRAY,WHITE,SHORTHAIR,532144.0,16Y,16 YEARS,,,
A576135,DOG,TAN,,SETTER/RETRIEVE,491084.0,2Y,2 YEARS,L15-056683,LIC ALTERED,KHS
A577770,CAT,UNKNOWN,,SHORTHAIR,492722.0,,NO AGE,,,
A623879,DOG,BLACK,,SETTER/RETRIEVE,538600.0,9M,9 MONTHS,,,
A374393,DOG,TRICOLOR,,HOUND,286951.0,10Y,10 YEARS,L16-022702,LIC ALTERED,
A329610,DOG,TAN,,SPITZ,187096.0,11Y,11 YEARS,3Y16-049286,LIC 3YSR,DR. ALBERT
A600033,DOG,TAN,,HOUND,514937.0,2Y,2 YEARS,985112005101691,MICROCHIP,
A560435,DOG,BLACK,WHITE,TOY,475349.0,3Y,3 YEARS,985112004266038,MICROCHIP,
A568421,DOG,WHITE,,POODLE,483362.0,7Y,7 YEARS,L17-003262,LIC ALTERED,
A630734,DOG,UNKNOWN,,TOY,545367.0,,NO AGE,,,
A339106,DOG,BROWN,WHITE,TOY,130063.0,12Y,12 YEARS,L15-037797,LIC ALTERED,
A553791,DOG,BLACK,BROWN,COLLIE,468706.0,,NO AGE,L15-020032,LIC ALTERED,DIXIE
A552178,DOG,GRAY,BLACK,TOY,467086.0,4Y,4 YEARS,L15-015238,LIC ALTERED,SHIVELY
A584203,DOG,WHITE,GRAY,TOY,499162.0,11Y,11 YEARS,985112003872072,MICROCHIP,
A608807,DOG,BROWN,WHITE,HOUND,523642.0,2Y,2 YEARS,L17-013029,LIC ALTERED,LMAS
A285247,DOG,CHOCOLATE,,SETTER/RETRIEVE,237622.0,15Y,15 YEARS,D13-024241,LIC ALTERED,DIXIE
A630296,DOG,RED,WHITE,SIGHTHOUND,544928.0,11M,11 MONTHS,985113001266327,MICROCHIP RTO,
A628491,DOG,GRAY,,MASTIFF,543133.0,3Y,3 YEARS,L17-022162,LIC ALTERED,
A345242,CAT,BLACK,,LONGHAIR,169854.0,10Y,10 YEARS,3Y12-01382,LIC 3YSR,FAIRDALE
A584695,DOG,FAWN,,TOY,499651.0,,NO AGE,L16-055096,LIC ALTERED,
A568578,CAT,UNKNOWN,,LONGHAIR,483519.0,,NO AGE,,,
A568019,DOG,UNKNOWN,,,482959.0,,NO AGE,L15-057710,LIC ALTERED,
A552104,DOG,TAN,WHITE,HOUND,467012.0,8Y,8 YEARS,L17-032505,LIC ALTERED,
A562376,DOG,BLACK,BROWN,SHEPHERD,477304.0,4Y,4 YEARS,U15-003095,RABIES CERT,
A549369,CAT,GRAY,,SHORTHAIR,464263.0,4Y,4 YEARS,L14-050712,LIC ALTERED,
A312080,DOG,BLACK,TAN,SHEPHERD,205726.0,12Y,12 YEARS,D09-024101,LIC ALTERED,BANFIELD
A570671,DOG,RED,,TOY,485614.0,9Y,9 YEARS,L15-034921,LIC ALTERED,
A597503,DOG,BROWN,WHITE,HOUND,512413.0,,NO AGE,,,
A602281,CAT,ORANGE,,SHORTHAIR,517182.0,,NO AGE,,,
A609968,CAT,ORG TABBY,,SHORTHAIR,524803.0,1Y 11M,1 YEAR 11 MONTHS,L17-012091,LIC ALTERED,MAS
A551144,DOG,BROWN,,HOUND,466042.0,,NO AGE,987000363471921,MICROCHIP,KHS
A448903,DOG,TAN,WHITE,TERRIER,362919.0,8Y,8 YEARS,D12-045331,LIC ALTERED,MAS
A632132,DOG,BLUE,,MASTIFF,546756.0,2Y,2 YEARS,,,
A598269,CAT,BUFF,ORG TABBY,SHORTHAIR,513192.0,1Y 8M,1 YEAR 8 MONTHS,L16-050511,LIC ALTERED,MAS
A573996,CAT,BLACK,BROWN,SHORTHAIR,488940.0,,NO AGE,L14-019239,LIC ALTERED,KHS
A621308,DOG,LIVER,,POINTER,536030.0,10Y,10 YEARS,,,
A575655,DOG,BLACK,WHITE,SIGHTHOUND,490602.0,2Y,2 YEARS,L16-042093,LIC ALTERED,
A588167,DOG,YELLOW,,SETTER/RETRIEVE,503114.0,13Y,13 YEARS,L16-055340,LIC SR,
A622672,DOG,BL BRINDLE,WHITE,MASTIFF,537403.0,1Y 6M,1 YEAR 6 MONTHS,L17-020225,LIC ALTERED,
A586139,DOG,BLACK,,MASTIFF,501094.0,11Y,11 YEARS,L16-037667,LIC ALTERED,
A593305,DOG,BLACK,TAN,SHEPHERD,508228.0,2Y,2 YEARS,3Y16-008783,LIC 3Y,NORTH COUN
A565204,DOG,TAN,,TOY,480135.0,3Y,3 YEARS,L16-029239,LIC ALTERED,CHEROKEE
