Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,HTTP://WWW.ROBOKASSA.R,Furniture and Equipment,Furniture & Soft Furnishings  ,27.07.2018,16.08.2018,GPC07180000042,16.13
Stockport MBC,Services to People,Childrens & Educational Services,HALL STREET SERVICE S,Fuel,Vehicle Management Fuel ,27.07.2018,16.08.2018,GPC07180000043,2.06
Stockport MBC,Services to People,Childrens & Educational Services,HTTP://WWW.ROBOKASSA.R,Furniture and Equipment,Furniture & Soft Furnishings  ,27.07.2018,16.08.2018,GPC07180000044,16.13
Stockport MBC,Services to People,Childrens & Educational Services,HTTP://WWW.ROBOKASSA.R,Furniture and Equipment,Furniture & Soft Furnishings  ,29.07.2018,16.08.2018,GPC07180000045,16.13
Stockport MBC,Services to People,Childrens & Educational Services,HTTP://WWW.ROBOKASSA.R,Furniture and Equipment,Furniture & Soft Furnishings  ,29.07.2018,16.08.2018,GPC07180000046,16.13
Stockport MBC,Services to People,Childrens & Educational Services,HALL STREET SERVICE S,Furniture and Equipment,Furniture & Soft Furnishings  ,20.07.2018,16.08.2018,GPC07180000047,16.43
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Office Expenses,Stationery    ,19.07.2018,16.08.2018,GPC07180000048,24.17
Stockport MBC,Services to People,Childrens & Educational Services,JOHNSTONES DEC CENTRE,Cleaning,Cleaning & Janitorial  ,18.07.2018,16.08.2018,GPC07180000049,237.46
Stockport MBC,Services to People,Childrens & Educational Services,CPC,Furniture and Equipment,Environmental Services Technical Equipment ,06.07.2018,16.08.2018,GPC07180000050,152.94
Stockport MBC,Services to People,Childrens & Educational Services,SMBC STOCKPORT MUSIC S,Furniture and Equipment,Furniture & Soft Furnishings  ,05.07.2018,16.08.2018,GPC07180000051,0.01
Stockport MBC,Corporate and Support Services,Cultural & Related Services,SAINSBURYS SACAT 2054,Publicity and Promotion,Arts & Leisure Services  ,28.07.2018,16.08.2018,GPC07180000052,8.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,VEKATHANATH LTD-53475,Publicity and Promotion,Arts & Leisure Services  ,27.07.2018,16.08.2018,GPC07180000053,3.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,WWW.RYMAN.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,26.07.2018,16.08.2018,GPC07180000054,16.18
Stockport MBC,Corporate and Support Services,Cultural & Related Services,ALDI 2 773,Publicity and Promotion,Arts & Leisure Services  ,15.07.2018,16.08.2018,GPC07180000055,5.43
Stockport MBC,Corporate and Support Services,Cultural & Related Services,DISCLOSURE SCOTLAND,Publicity and Promotion,Arts & Leisure Services  ,04.07.2018,16.08.2018,GPC07180000056,25.00
Stockport MBC,Services to People,Childrens & Educational Services,ADOBE  CREATIVE CLOUD,Office Expenses,Facilities & Management Services  ,01.08.2018,16.08.2018,GPC07180000057,70.80
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK UKXZ7HESK2,Office Expenses,Facilities & Management Services  ,31.07.2018,16.08.2018,GPC07180000058,204.52
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK VKXZ7HESK2,Office Expenses,Facilities & Management Services  ,31.07.2018,16.08.2018,GPC07180000059,63.91
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK DDHGEG2SK2,Office Expenses,Facilities & Management Services  ,18.07.2018,16.08.2018,GPC07180000060,153.92
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK EDHGEG2SK2,Office Expenses,Facilities & Management Services  ,18.07.2018,16.08.2018,GPC07180000061,46.08
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.07.2018,16.08.2018,GPC07180000062,-413.00
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,20.07.2018,16.08.2018,GPC07180000063,10.50
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,31.07.2018,16.08.2018,GPC07180000064,12.20
Stockport MBC,Services to Place,Central Support Costs,SUMUP   TAXI DRIVER,Travelling Expenses,Human Resources Travel & Subsistence ,19.07.2018,16.08.2018,GPC07180000065,20.00
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,19.07.2018,16.08.2018,GPC07180000066,6.10
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,13.07.2018,16.08.2018,GPC07180000067,6.10
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,06.07.2018,16.08.2018,GPC07180000068,12.20
Stockport MBC,Services to Place,Planning Services,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,03.07.2018,16.08.2018,GPC07180000069,6.10
Stockport MBC,Services to People,Childrens & Educational Services,PAYPAL  GARDENHOUSE,Fees and Charges,Education  ,17.07.2018,16.08.2018,GPC07180000070,30.00
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Office Expenses,Mail Services   ,16.07.2018,16.08.2018,GPC07180000071,55.68
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,11.07.2018,16.08.2018,GPC07180000072,15.80
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,03.07.2018,16.08.2018,GPC07180000073,5.14
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,BOOK NETWORK INTER,Library Equipment,Education Library Books ,20.07.2018,16.08.2018,GPC07180000074,99.95
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,COMPANIES HOUSE,Library Equipment,Education Library Books ,19.07.2018,16.08.2018,GPC07180000075,13.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,THE RAMP PEOPLE,Furniture and Equipment,Environmental Services Technical Equipment ,19.07.2018,16.08.2018,GPC07180000076,75.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,10.07.2018,16.08.2018,GPC07180000077,24.99
Stockport MBC,Corporate and Support Services,Central Support Costs,MBL SEMINARS,Staff Training,Human Resources  ,30.07.2018,16.08.2018,GPC07180000078,118.80
Stockport MBC,Corporate and Support Services,Central Support Costs,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,29.07.2018,16.08.2018,GPC07180000079,9.15
Stockport MBC,Corporate and Support Services,Central Support Costs,COUNTY COURT,Legal Fees,Legal Services  ,25.07.2018,16.08.2018,GPC07180000080,800.00
Stockport MBC,Corporate and Support Services,Central Support Costs,COUNTY COURT,Legal Fees,Legal Services  ,25.07.2018,16.08.2018,GPC07180000081,800.00
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.GOV.UK,Legal Fees,Legal Services  ,23.07.2018,16.08.2018,GPC07180000082,10.00
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.KEYSIGNSUK.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,23.07.2018,16.08.2018,GPC07180000083,26.23
Stockport MBC,Corporate and Support Services,Central Support Costs,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,09.07.2018,16.08.2018,GPC07180000084,10.13
Stockport MBC,Corporate and Support Services,Central Support Costs,HMCTS MOJ,Legal Fees,Legal Services  ,09.07.2018,16.08.2018,GPC07180000085,11.00
Stockport MBC,Services to People,Adult Social Care,ASDA GROCERIES ONLINE,Office Expenses,Catering  ,27.07.2018,16.08.2018,GPC07180000086,46.46
Stockport MBC,Services to People,Adult Social Care,ASDA STORES 4840,Office Expenses,Catering  ,06.07.2018,16.08.2018,GPC07180000087,25.35
Stockport MBC,Corporate and Support Services,Planning Services,AMAZON UK MARKETPLACE,Publicity and Promotion,Arts & Leisure Services  ,22.07.2018,16.08.2018,GPC07180000088,18.48
Stockport MBC,Corporate and Support Services,Planning Services,WINDMILL COFFEE SH,Publicity and Promotion,Arts & Leisure Services  ,11.07.2018,16.08.2018,GPC07180000089,7.65
Stockport MBC,Services to People,Childrens & Educational Services,BIRNBECK FINANCE LTD,Insurance,Financial Services Insurance ,27.07.2018,16.08.2018,GPC07180000090,-69.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Office Expenses,Mail Services   ,26.07.2018,16.08.2018,GPC07180000091,16.62
Stockport MBC,Services to People,Childrens & Educational Services,BOOKER LIMITED STOCKPO,Office Expenses,Stationery    ,12.07.2018,16.08.2018,GPC07180000092,243.85
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Office Expenses,Stationery    ,12.07.2018,16.08.2018,GPC07180000093,5.75
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Office Expenses,Stationery    ,12.07.2018,16.08.2018,GPC07180000094,15.95
Stockport MBC,Services to People,Adult Social Care,WWW.STOCKPORT.GOV.UK,Cleaning,Cleaning & Janitorial  ,25.07.2018,16.08.2018,GPC07180000095,180.00
Stockport MBC,Services to People,Childrens & Educational Services,DELTA FORCE,Fees and Charges,Education  ,18.07.2018,16.08.2018,GPC07180000096,25.65
Stockport MBC,Services to People,Childrens & Educational Services,DELTA FORCE,Fees and Charges,Education  ,13.07.2018,16.08.2018,GPC07180000097,411.04
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU,Furniture and Equipment,Environmental Services Technical Equipment ,07.07.2018,16.08.2018,GPC07180000098,60.97
Stockport MBC,Services to People,Childrens & Educational Services,DUNELM (SOFT FURNISHIN,Furniture and Equipment,Furniture & Soft Furnishings  ,16.07.2018,16.08.2018,GPC07180000099,-62.00
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU,Library Equipment,Education Library Books ,14.07.2018,16.08.2018,GPC07180000100,11.97
Stockport MBC,Services to People,Childrens & Educational Services,DUNELM (SOFT FURNISHIN,Furniture and Equipment,Furniture & Soft Furnishings  ,10.07.2018,16.08.2018,GPC07180000101,73.96
Stockport MBC,Services to People,Childrens & Educational Services,WWW.HIGHFIELDS.CO.UK,Library Equipment,Education Library Books ,05.07.2018,16.08.2018,GPC07180000102,26.55
Stockport MBC,Services to People,Childrens & Educational Services,TRAFFORD COUNCIL,Leasing /Transport Hire,Vehicle Management Leasing ,20.07.2018,16.08.2018,GPC07180000103,25.00
Stockport MBC,Services to People,Childrens & Educational Services,MARKS&SPENCER PLC,Furniture and Equipment,Environmental Services Technical Equipment ,20.07.2018,16.08.2018,GPC07180000104,100.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAFFORD COUNCIL,Leasing /Transport Hire,Vehicle Management Leasing ,20.07.2018,16.08.2018,GPC07180000105,25.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Office Expenses,Mail Services   ,20.07.2018,16.08.2018,GPC07180000106,35.00
Stockport MBC,Services to People,Childrens & Educational Services,ASHTON ROAD SERVICE ST,Leasing /Transport Hire,Vehicle Management Leasing ,19.07.2018,16.08.2018,GPC07180000107,27.76
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,10.07.2018,16.08.2018,GPC07180000108,6.88
Stockport MBC,Services to People,Childrens & Educational Services,B & Q 1279,Furniture and Equipment,Environmental Services Technical Equipment ,09.07.2018,16.08.2018,GPC07180000109,46.28
Stockport MBC,Services to People,Childrens & Educational Services,VIKING,Furniture and Equipment,Environmental Services Technical Equipment ,06.07.2018,16.08.2018,GPC07180000110,178.80
Stockport MBC,Services to People,Childrens & Educational Services,ELSA NETWORK,Fees and Charges,Human Resources Training & Conferences ,31.07.2018,16.08.2018,GPC07180000111,100.00
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU,Care Payments,Social Community Care Supplies & Services  ,24.07.2018,16.08.2018,GPC07180000112,22.85
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,20.07.2018,16.08.2018,GPC07180000113,19.95
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON SVCS EU-UK AMAZ,Information and Communications Technology,Information Communication Technology  ,19.07.2018,16.08.2018,GPC07180000114,25.98
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,18.07.2018,16.08.2018,GPC07180000115,69.40
Stockport MBC,Services to People,Childrens & Educational Services,HOLIDAY INN AYLESB,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,18.07.2018,16.08.2018,GPC07180000116,86.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,16.07.2018,16.08.2018,GPC07180000117,40.10
Stockport MBC,Services to People,Childrens & Educational Services,COOKSONS CATERING,Library Equipment,Education Library Books ,16.07.2018,16.08.2018,GPC07180000118,180.00
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,13.07.2018,16.08.2018,GPC07180000119,2.99
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,13.07.2018,16.08.2018,GPC07180000120,646.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,13.07.2018,16.08.2018,GPC07180000121,8.25
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Expenses and Allowances,Human Resources Training & Conferences ,12.07.2018,16.08.2018,GPC07180000122,171.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,12.07.2018,16.08.2018,GPC07180000123,521.50
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Care Payments,Social Community Care Supplies & Services  ,12.07.2018,16.08.2018,GPC07180000124,12.94
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON SVCS EU-UK AMAZ,Furniture and Equipment,Environmental Services Technical Equipment ,10.07.2018,16.08.2018,GPC07180000125,7.77
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,10.07.2018,16.08.2018,GPC07180000126,2.19
Stockport MBC,Services to People,Childrens & Educational Services,FLEDGLINGS LTD,Care Payments,Social Community Care Supplies & Services  ,10.07.2018,16.08.2018,GPC07180000127,577.20
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON SVCS EU-UK AMAZ,Furniture and Equipment,Environmental Services Technical Equipment ,09.07.2018,16.08.2018,GPC07180000128,7.68
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.07.2018,16.08.2018,GPC07180000129,129.45
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,05.07.2018,16.08.2018,GPC07180000130,50.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.07.2018,16.08.2018,GPC07180000131,179.90
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,04.07.2018,16.08.2018,GPC07180000132,766.00
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,04.07.2018,16.08.2018,GPC07180000133,325.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,03.07.2018,16.08.2018,GPC07180000134,114.30
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,10.07.2018,16.08.2018,GPC07180000135,75.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,11.07.2018,16.08.2018,GPC07180000136,35.59
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES,Furniture and Equipment,Environmental Services Technical Equipment ,09.07.2018,16.08.2018,GPC07180000137,16.00
Stockport MBC,Services to People,Childrens & Educational Services,B&M RETAIL,Furniture and Equipment,Environmental Services Technical Equipment ,09.07.2018,16.08.2018,GPC07180000138,2.49
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,03.07.2018,16.08.2018,GPC07180000139,43.04
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Furniture and Equipment,Furniture & Soft Furnishings  ,03.07.2018,16.08.2018,GPC07180000140,2.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.07.2018,16.08.2018,GPC07180000141,30.75
Stockport MBC,Services to People,Childrens & Educational Services,TRAVELODGE GB0000,Care Payments,Social Community Care Supplies & Services  ,06.07.2018,16.08.2018,GPC07180000142,136.67
Stockport MBC,Services to People,Childrens & Educational Services,LOGANAIR,Travelling Expenses,Human Resources Travel & Subsistence ,06.07.2018,16.08.2018,GPC07180000143,566.22
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,06.07.2018,16.08.2018,GPC07180000144,20.15
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000145,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000146,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000147,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000148,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000149,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000150,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000151,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000152,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000153,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000154,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000155,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000156,10.00
Stockport MBC,Services to People,Childrens & Educational Services,MCDONALDS,Catering Supplies,Catering Food & Beverages ,18.07.2018,16.08.2018,GPC07180000157,3.85
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000158,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000159,10.00
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2018,16.08.2018,GPC07180000160,10.00
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,18.07.2018,16.08.2018,GPC07180000161,28.00
