ï»¿Title,"All staff (excluding non-academic atypical) by academic contract marker, activity standard occupational classification, atypical marker, nationality, mode of employment and sex and academic year",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Location,UK,,,,,,
Academic years,2014/15 to 2018/19,,,,,,
Data source,HESA,,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals. Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2014/15 non-atypical total,"403,835",,,,,,
2015/16 non-atypical total,"410,515",,,,,,
2016/17 non-atypical total,"419,710",,,,,,
2017/18 non-atypical total,"429,560",,,,,,
2018/19 non-atypical total,"439,955",,,,,,
2014/15 atypical total,"75,560",,,,,,
2015/16 atypical total,"72,020",,,,,,
2016/17 atypical total,"71,960",,,,,,
2017/18 atypical total,"68,845",,,,,,
2018/19 atypical total,"70,410",,,,,,
Last updated,Jan-20,,,,,,
,,,,,,,
,,,,,,,
Academic contract marker,Activity standard occupational classification,Mode of employment,Sex,Atypical marker,Nationality,Academic Year,Number
Total,Total,Part-time,Male,Non-atypical,All,2017/18,45775
Total,Total,Part-time,Male,Non-atypical,All,2018/19,47185
Total,Total,All,Other,Non-atypical,All,2014/15,0
Total,Total,All,Other,Non-atypical,All,2015/16,0
Total,Total,All,Other,Non-atypical,All,2016/17,0
Total,Total,All,Other,Non-atypical,All,2017/18,90
Total,Total,All,Other,Non-atypical,All,2018/19,160
Total,Total,Full-time,Other,Non-atypical,All,2014/15,0
Total,Total,Full-time,Other,Non-atypical,All,2015/16,0
Total,Total,Full-time,Other,Non-atypical,All,2016/17,0
Total,Total,Full-time,Other,Non-atypical,All,2017/18,75
Total,Total,Full-time,Other,Non-atypical,All,2018/19,125
Total,Total,Part-time,Other,Non-atypical,All,2014/15,0
Total,Total,Part-time,Other,Non-atypical,All,2015/16,0
Total,Total,Part-time,Other,Non-atypical,All,2016/17,0
Total,Total,Part-time,Other,Non-atypical,All,2017/18,15
Total,Total,Part-time,Other,Non-atypical,All,2018/19,35
Total,Total,All,All,Non-atypical,Non-European Union,2014/15,31120
Total,Total,All,All,Non-atypical,Non-European Union,2015/16,32410
Total,Total,All,All,Non-atypical,Non-European Union,2016/17,33820
Total,Total,All,All,Non-atypical,Non-European Union,2017/18,35845
Total,Total,All,All,Non-atypical,Non-European Union,2018/19,38165
Total,Total,Full-time,All,Non-atypical,Non-European Union,2014/15,22830
Total,Total,Full-time,All,Non-atypical,Non-European Union,2015/16,23815
Total,Total,Full-time,All,Non-atypical,Non-European Union,2016/17,25010
Total,Total,Full-time,All,Non-atypical,Non-European Union,2017/18,26370
Total,Total,Full-time,All,Non-atypical,Non-European Union,2018/19,28130
Total,Total,Part-time,All,Non-atypical,Non-European Union,2014/15,8290
Total,Total,Part-time,All,Non-atypical,Non-European Union,2015/16,8595
Total,Total,Part-time,All,Non-atypical,Non-European Union,2016/17,8805
Total,Total,Part-time,All,Non-atypical,Non-European Union,2017/18,9470
Total,Total,Part-time,All,Non-atypical,Non-European Union,2018/19,10035
Total,Total,All,Female,Non-atypical,Non-European Union,2014/15,14245
Total,Total,All,Female,Non-atypical,Non-European Union,2015/16,14860
Total,Total,All,Female,Non-atypical,Non-European Union,2016/17,15745
Total,Total,All,Female,Non-atypical,Non-European Union,2017/18,16665
Total,Total,All,Female,Non-atypical,Non-European Union,2018/19,17720
Total,Total,Full-time,Female,Non-atypical,Non-European Union,2014/15,9470
Total,Total,Full-time,Female,Non-atypical,Non-European Union,2015/16,9880
Total,Total,Full-time,Female,Non-atypical,Non-European Union,2016/17,10595
Total,Total,Full-time,Female,Non-atypical,Non-European Union,2017/18,11205
Total,Total,Full-time,Female,Non-atypical,Non-European Union,2018/19,11995
Total,Total,Part-time,Female,Non-atypical,Non-European Union,2014/15,4770
Total,Total,Part-time,Female,Non-atypical,Non-European Union,2015/16,4980
Total,Total,Part-time,Female,Non-atypical,Non-European Union,2016/17,5145
Total,Total,Part-time,Female,Non-atypical,Non-European Union,2017/18,5460
Total,Total,Part-time,Female,Non-atypical,Non-European Union,2018/19,5730
Total,Total,All,Male,Non-atypical,Non-European Union,2014/15,16875
Total,Total,All,Male,Non-atypical,Non-European Union,2015/16,17545
Total,Total,All,Male,Non-atypical,Non-European Union,2016/17,18075
Total,Total,All,Male,Non-atypical,Non-European Union,2017/18,19165
Total,Total,All,Male,Non-atypical,Non-European Union,2018/19,20430
Total,Total,Full-time,Male,Non-atypical,Non-European Union,2014/15,13355
Total,Total,Full-time,Male,Non-atypical,Non-European Union,2015/16,13935
Total,Total,Full-time,Male,Non-atypical,Non-European Union,2016/17,14415
Total,Total,Full-time,Male,Non-atypical,Non-European Union,2017/18,15160
Total,Total,Full-time,Male,Non-atypical,Non-European Union,2018/19,16125
Total,Total,Part-time,Male,Non-atypical,Non-European Union,2014/15,3520
Total,Total,Part-time,Male,Non-atypical,Non-European Union,2015/16,3615
Total,Total,Part-time,Male,Non-atypical,Non-European Union,2016/17,3660
Total,Total,Part-time,Male,Non-atypical,Non-European Union,2017/18,4010
Total,Total,Part-time,Male,Non-atypical,Non-European Union,2018/19,4305
Total,Total,All,Other,Non-atypical,Non-European Union,2014/15,0
Total,Total,All,Other,Non-atypical,Non-European Union,2015/16,0
Total,Total,All,Other,Non-atypical,Non-European Union,2016/17,0
Total,Total,All,Other,Non-atypical,Non-European Union,2017/18,10
Total,Total,All,Other,Non-atypical,Non-European Union,2018/19,15
Total,Total,Full-time,Other,Non-atypical,Non-European Union,2014/15,0
Total,Total,Full-time,Other,Non-atypical,Non-European Union,2015/16,0
Total,Total,Full-time,Other,Non-atypical,Non-European Union,2016/17,0
Total,Total,Full-time,Other,Non-atypical,Non-European Union,2017/18,10
Total,Total,Full-time,Other,Non-atypical,Non-European Union,2018/19,15
Total,Total,Part-time,Other,Non-atypical,Non-European Union,2014/15,0
Total,Total,Part-time,Other,Non-atypical,Non-European Union,2015/16,0
Total,Total,Part-time,Other,Non-atypical,Non-European Union,2016/17,0
Total,Total,Part-time,Other,Non-atypical,Non-European Union,2017/18,0
Total,Total,Part-time,Other,Non-atypical,Non-European Union,2018/19,0
Total,Total,All,All,Non-atypical,Other European Union,2014/15,43015
Total,Total,All,All,Non-atypical,Other European Union,2015/16,46250
Total,Total,All,All,Non-atypical,Other European Union,2016/17,49530
Total,Total,All,All,Non-atypical,Other European Union,2017/18,51770
Total,Total,All,All,Non-atypical,Other European Union,2018/19,53640
Total,Total,Full-time,All,Non-atypical,Other European Union,2014/15,31425
Total,Total,Full-time,All,Non-atypical,Other European Union,2015/16,33880
Total,Total,Full-time,All,Non-atypical,Other European Union,2016/17,36020
Total,Total,Full-time,All,Non-atypical,Other European Union,2017/18,37190
Total,Total,Full-time,All,Non-atypical,Other European Union,2018/19,38215
Total,Total,Part-time,All,Non-atypical,Other European Union,2014/15,11585
Total,Total,Part-time,All,Non-atypical,Other European Union,2015/16,12370
Total,Total,Part-time,All,Non-atypical,Other European Union,2016/17,13510
Total,Total,Part-time,All,Non-atypical,Other European Union,2017/18,14580
Total,Total,Part-time,All,Non-atypical,Other European Union,2018/19,15425
Total,Total,All,Female,Non-atypical,Other European Union,2014/15,22885
Total,Total,All,Female,Non-atypical,Other European Union,2015/16,24740
Total,Total,All,Female,Non-atypical,Other European Union,2016/17,26680
Total,Total,All,Female,Non-atypical,Other European Union,2017/18,28025
Total,Total,All,Female,Non-atypical,Other European Union,2018/19,29280
Total,Total,Full-time,Female,Non-atypical,Other European Union,2014/15,15255
Total,Total,Full-time,Female,Non-atypical,Other European Union,2015/16,16635
Total,Total,Full-time,Female,Non-atypical,Other European Union,2016/17,17810
Total,Total,Full-time,Female,Non-atypical,Other European Union,2017/18,18595
Total,Total,Full-time,Female,Non-atypical,Other European Union,2018/19,19355
Total,Total,Part-time,Female,Non-atypical,Other European Union,2014/15,7630
Total,Total,Part-time,Female,Non-atypical,Other European Union,2015/16,8105
Total,Total,Part-time,Female,Non-atypical,Other European Union,2016/17,8875
Total,Total,Part-time,Female,Non-atypical,Other European Union,2017/18,9430
Total,Total,Part-time,Female,Non-atypical,Other European Union,2018/19,9925
Total,Total,All,Male,Non-atypical,Other European Union,2014/15,20130
Total,Total,All,Male,Non-atypical,Other European Union,2015/16,21510
Total,Total,All,Male,Non-atypical,Other European Union,2016/17,22845
Total,Total,All,Male,Non-atypical,Other European Union,2017/18,23740
Total,Total,All,Male,Non-atypical,Other European Union,2018/19,24345
Total,Total,Full-time,Male,Non-atypical,Other European Union,2014/15,16170
Total,Total,Full-time,Male,Non-atypical,Other European Union,2015/16,17245
Total,Total,Full-time,Male,Non-atypical,Other European Union,2016/17,18210
Total,Total,Full-time,Male,Non-atypical,Other European Union,2017/18,18590
Total,Total,Full-time,Male,Non-atypical,Other European Union,2018/19,18850
Total,Total,Part-time,Male,Non-atypical,Other European Union,2014/15,3960
Total,Total,Part-time,Male,Non-atypical,Other European Union,2015/16,4270
Total,Total,Part-time,Male,Non-atypical,Other European Union,2016/17,4635
Total,Total,Part-time,Male,Non-atypical,Other European Union,2017/18,5150
Total,Total,Part-time,Male,Non-atypical,Other European Union,2018/19,5495
Total,Total,All,Other,Non-atypical,Other European Union,2014/15,0
Total,Total,All,Other,Non-atypical,Other European Union,2015/16,0
Total,Total,All,Other,Non-atypical,Other European Union,2016/17,0
Total,Total,All,Other,Non-atypical,Other European Union,2017/18,10
Total,Total,All,Other,Non-atypical,Other European Union,2018/19,15
Total,Total,Full-time,Other,Non-atypical,Other European Union,2014/15,0
Total,Total,Full-time,Other,Non-atypical,Other European Union,2015/16,0
Total,Total,Full-time,Other,Non-atypical,Other European Union,2016/17,0
Total,Total,Full-time,Other,Non-atypical,Other European Union,2017/18,10
Total,Total,Full-time,Other,Non-atypical,Other European Union,2018/19,15
Total,Total,Part-time,Other,Non-atypical,Other European Union,2014/15,0
Total,Total,Part-time,Other,Non-atypical,Other European Union,2015/16,0
Total,Total,Part-time,Other,Non-atypical,Other European Union,2016/17,0
Total,Total,Part-time,Other,Non-atypical,Other European Union,2017/18,0
Total,Total,Part-time,Other,Non-atypical,Other European Union,2018/19,5
Total,Total,All,All,Non-atypical,UK,2014/15,322525
Total,Total,All,All,Non-atypical,UK,2015/16,326375
Total,Total,All,All,Non-atypical,UK,2016/17,332915
Total,Total,All,All,Non-atypical,UK,2017/18,339380
Total,Total,All,All,Non-atypical,UK,2018/19,345600
Total,Total,Full-time,All,Non-atypical,UK,2014/15,213925
Total,Total,Full-time,All,Non-atypical,UK,2015/16,216410
Total,Total,Full-time,All,Non-atypical,UK,2016/17,221080
Total,Total,Full-time,All,Non-atypical,UK,2017/18,224740
Total,Total,Full-time,All,Non-atypical,UK,2018/19,228330
Total,Total,Part-time,All,Non-atypical,UK,2014/15,108600
Total,Total,Part-time,All,Non-atypical,UK,2015/16,109970
Total,Total,Part-time,All,Non-atypical,UK,2016/17,111830
Total,Total,Part-time,All,Non-atypical,UK,2017/18,114640
Total,Total,Part-time,All,Non-atypical,UK,2018/19,117270
Total,Total,All,Female,Non-atypical,UK,2014/15,177315
Total,Total,All,Female,Non-atypical,UK,2015/16,179845
Total,Total,All,Female,Non-atypical,UK,2016/17,183535
Total,Total,All,Female,Non-atypical,UK,2017/18,187575
Total,Total,All,Female,Non-atypical,UK,2018/19,191945
Total,Total,Full-time,Female,Non-atypical,UK,2014/15,102695
Total,Total,Full-time,Female,Non-atypical,UK,2015/16,104255
Total,Total,Full-time,Female,Non-atypical,UK,2016/17,106855
Total,Total,Full-time,Female,Non-atypical,UK,2017/18,109070
Total,Total,Full-time,Female,Non-atypical,UK,2018/19,111630
Total,Total,Part-time,Female,Non-atypical,UK,2014/15,74620
Total,Total,Part-time,Female,Non-atypical,UK,2015/16,75590
Total,Total,Part-time,Female,Non-atypical,UK,2016/17,76680
Total,Total,Part-time,Female,Non-atypical,UK,2017/18,78510
Total,Total,Part-time,Female,Non-atypical,UK,2018/19,80315
Total,Total,All,Male,Non-atypical,UK,2014/15,145210
Total,Total,All,Male,Non-atypical,UK,2015/16,146535
Total,Total,All,Male,Non-atypical,UK,2016/17,149380
Total,Total,All,Male,Non-atypical,UK,2017/18,151730
Total,Total,All,Male,Non-atypical,UK,2018/19,153530
Total,Total,Full-time,Male,Non-atypical,UK,2014/15,111230
Total,Total,Full-time,Male,Non-atypical,UK,2015/16,112155
Total,Total,Full-time,Male,Non-atypical,UK,2016/17,114225
Total,Total,Full-time,Male,Non-atypical,UK,2017/18,115615
Total,Total,Full-time,Male,Non-atypical,UK,2018/19,116605
Total,Total,Part-time,Male,Non-atypical,UK,2014/15,33980
Total,Total,Part-time,Male,Non-atypical,UK,2015/16,34380
Total,Total,Part-time,Male,Non-atypical,UK,2016/17,35150
Total,Total,Part-time,Male,Non-atypical,UK,2017/18,36120
Total,Total,Part-time,Male,Non-atypical,UK,2018/19,36925
Total,Total,All,Other,Non-atypical,UK,2014/15,0
Total,Total,All,Other,Non-atypical,UK,2015/16,0
Total,Total,All,Other,Non-atypical,UK,2016/17,0
Total,Total,All,Other,Non-atypical,UK,2017/18,70
Total,Total,All,Other,Non-atypical,UK,2018/19,125
Total,Total,Full-time,Other,Non-atypical,UK,2014/15,0
Total,Total,Full-time,Other,Non-atypical,UK,2015/16,0
Total,Total,Full-time,Other,Non-atypical,UK,2016/17,0
Total,Total,Full-time,Other,Non-atypical,UK,2017/18,55
Total,Total,Full-time,Other,Non-atypical,UK,2018/19,95
Total,Total,Part-time,Other,Non-atypical,UK,2014/15,0
Total,Total,Part-time,Other,Non-atypical,UK,2015/16,0
Total,Total,Part-time,Other,Non-atypical,UK,2016/17,0
Total,Total,Part-time,Other,Non-atypical,UK,2017/18,15
Total,Total,Part-time,Other,Non-atypical,UK,2018/19,30
Total,Total,All,All,Non-atypical,Unknown,2014/15,7175
Total,Total,All,All,Non-atypical,Unknown,2015/16,5480
Total,Total,All,All,Non-atypical,Unknown,2016/17,3450
Total,Total,All,All,Non-atypical,Unknown,2017/18,2565
Total,Total,All,All,Non-atypical,Unknown,2018/19,2545
Total,Total,Full-time,All,Non-atypical,Unknown,2014/15,4065
Total,Total,Full-time,All,Non-atypical,Unknown,2015/16,2965
Total,Total,Full-time,All,Non-atypical,Unknown,2016/17,1945
Total,Total,Full-time,All,Non-atypical,Unknown,2017/18,1430
Total,Total,Full-time,All,Non-atypical,Unknown,2018/19,1510
Total,Total,Part-time,All,Non-atypical,Unknown,2014/15,3105
Total,Total,Part-time,All,Non-atypical,Unknown,2015/16,2515
Total,Total,Part-time,All,Non-atypical,Unknown,2016/17,1500
Total,Total,Part-time,All,Non-atypical,Unknown,2017/18,1135
Total,Total,Part-time,All,Non-atypical,Unknown,2018/19,1035
Total,Total,All,Female,Non-atypical,Unknown,2014/15,3585
Total,Total,All,Female,Non-atypical,Unknown,2015/16,2755
Total,Total,All,Female,Non-atypical,Unknown,2016/17,1710
Total,Total,All,Female,Non-atypical,Unknown,2017/18,1280
Total,Total,All,Female,Non-atypical,Unknown,2018/19,1270
Total,Total,Full-time,Female,Non-atypical,Unknown,2014/15,1795
Total,Total,Full-time,Female,Non-atypical,Unknown,2015/16,1265
Total,Total,Full-time,Female,Non-atypical,Unknown,2016/17,825
Total,Total,Full-time,Female,Non-atypical,Unknown,2017/18,645
Total,Total,Full-time,Female,Non-atypical,Unknown,2018/19,690
Total,Total,Part-time,Female,Non-atypical,Unknown,2014/15,1790
Total,Total,Part-time,Female,Non-atypical,Unknown,2015/16,1495
Total,Total,Part-time,Female,Non-atypical,Unknown,2016/17,885
Total,Total,Part-time,Female,Non-atypical,Unknown,2017/18,635
Total,Total,Part-time,Female,Non-atypical,Unknown,2018/19,575
Total,Total,All,Male,Non-atypical,Unknown,2014/15,3590
Total,Total,All,Male,Non-atypical,Unknown,2015/16,2725
Total,Total,All,Male,Non-atypical,Unknown,2016/17,1740
Total,Total,All,Male,Non-atypical,Unknown,2017/18,1285
Total,Total,All,Male,Non-atypical,Unknown,2018/19,1275
Total,Total,Full-time,Male,Non-atypical,Unknown,2014/15,2275
Total,Total,Full-time,Male,Non-atypical,Unknown,2015/16,1705
Total,Total,Full-time,Male,Non-atypical,Unknown,2016/17,1120
Total,Total,Full-time,Male,Non-atypical,Unknown,2017/18,785
Total,Total,Full-time,Male,Non-atypical,Unknown,2018/19,815
Total,Total,Part-time,Male,Non-atypical,Unknown,2014/15,1315
Total,Total,Part-time,Male,Non-atypical,Unknown,2015/16,1020
Total,Total,Part-time,Male,Non-atypical,Unknown,2016/17,620
Total,Total,Part-time,Male,Non-atypical,Unknown,2017/18,500
