ï»¿Title,"All staff (excluding non-academic atypical) by academic contract marker, activity standard occupational classification, atypical marker, nationality, mode of employment and sex and academic year",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Location,UK,,,,,,
Academic years,2014/15 to 2018/19,,,,,,
Data source,HESA,,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals. Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2014/15 non-atypical total,"403,835",,,,,,
2015/16 non-atypical total,"410,515",,,,,,
2016/17 non-atypical total,"419,710",,,,,,
2017/18 non-atypical total,"429,560",,,,,,
2018/19 non-atypical total,"439,955",,,,,,
2014/15 atypical total,"75,560",,,,,,
2015/16 atypical total,"72,020",,,,,,
2016/17 atypical total,"71,960",,,,,,
2017/18 atypical total,"68,845",,,,,,
2018/19 atypical total,"70,410",,,,,,
Last updated,Jan-20,,,,,,
,,,,,,,
,,,,,,,
Academic contract marker,Activity standard occupational classification,Mode of employment,Sex,Atypical marker,Nationality,Academic Year,Number
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Non-European Union,2017/18,20
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Non-European Union,2018/19,15
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Other European Union,2014/15,50
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Other European Union,2015/16,40
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Other European Union,2016/17,45
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Other European Union,2017/18,45
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Other European Union,2018/19,50
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,UK,2014/15,1265
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,UK,2015/16,1225
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,UK,2016/17,1270
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,UK,2017/18,1360
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,UK,2018/19,1385
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Unknown,2014/15,10
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Unknown,2015/16,10
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Unknown,2016/17,5
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Unknown,2017/18,0
Non-academic contract,"Managers, directors and senior officials",Part-time,All,Non-atypical,Unknown,2018/19,5
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,All,2014/15,11175
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,All,2015/16,10980
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,All,2016/17,11190
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,All,2017/18,11680
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,All,2018/19,11860
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,All,2014/15,5930
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,All,2015/16,5880
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,All,2016/17,6055
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,All,2017/18,6370
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,All,2018/19,6485
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,All,2014/15,5240
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,All,2015/16,5095
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,All,2016/17,5140
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,All,2017/18,5310
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,All,2018/19,5375
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,All,2014/15,0
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,All,2015/16,0
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,All,2016/17,0
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,All,2017/18,0
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,All,2018/19,0
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Non-European Union,2014/15,220
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Non-European Union,2015/16,225
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Non-European Union,2016/17,225
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Non-European Union,2017/18,230
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Non-European Union,2018/19,230
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Non-European Union,2014/15,130
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Non-European Union,2015/16,135
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Non-European Union,2016/17,135
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Non-European Union,2017/18,145
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Non-European Union,2018/19,145
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Non-European Union,2014/15,90
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Non-European Union,2015/16,90
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Non-European Union,2016/17,90
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Non-European Union,2017/18,85
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Non-European Union,2018/19,85
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Other European Union,2014/15,380
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Other European Union,2015/16,380
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Other European Union,2016/17,405
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Other European Union,2017/18,465
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Other European Union,2018/19,500
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Other European Union,2014/15,240
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Other European Union,2015/16,245
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Other European Union,2016/17,245
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Other European Union,2017/18,285
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Other European Union,2018/19,315
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Other European Union,2014/15,140
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Other European Union,2015/16,135
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Other European Union,2016/17,160
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Other European Union,2017/18,185
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Other European Union,2018/19,185
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,UK,2014/15,10480
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,UK,2015/16,10305
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,UK,2016/17,10520
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,UK,2017/18,10945
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,UK,2018/19,11080
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,UK,2014/15,5520
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,UK,2015/16,5475
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,UK,2016/17,5655
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,UK,2017/18,5925
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,UK,2018/19,6000
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,UK,2014/15,4955
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,UK,2015/16,4830
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,UK,2016/17,4865
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,UK,2017/18,5020
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,UK,2018/19,5080
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,UK,2014/15,0
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,UK,2015/16,0
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,UK,2016/17,0
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,UK,2017/18,0
Non-academic contract,"Managers, directors and senior officials",All,Other,Non-atypical,UK,2018/19,0
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Unknown,2014/15,90
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Unknown,2015/16,70
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Unknown,2016/17,40
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Unknown,2017/18,40
Non-academic contract,"Managers, directors and senior officials",All,All,Non-atypical,Unknown,2018/19,55
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Unknown,2014/15,40
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Unknown,2015/16,30
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Unknown,2016/17,20
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Unknown,2017/18,15
Non-academic contract,"Managers, directors and senior officials",All,Female,Non-atypical,Unknown,2018/19,25
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Unknown,2014/15,55
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Unknown,2015/16,40
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Unknown,2016/17,25
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Unknown,2017/18,20
Non-academic contract,"Managers, directors and senior officials",All,Male,Non-atypical,Unknown,2018/19,30
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2014/15,760
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2015/16,775
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2016/17,825
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2017/18,860
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Non-European Union,2018/19,920
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2014/15,245
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2015/16,275
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2016/17,305
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2017/18,295
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Non-European Union,2018/19,290
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2014/15,615
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2015/16,625
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2016/17,650
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2017/18,690
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Non-European Union,2018/19,725
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2014/15,80
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2015/16,100
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2016/17,135
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2017/18,100
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Non-European Union,2018/19,145
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2014/15,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2015/16,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2016/17,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2017/18,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Non-European Union,2018/19,0
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2014/15,1150
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2015/16,1255
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2016/17,1365
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2017/18,1465
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Other European Union,2018/19,1660
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2014/15,410
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2015/16,515
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2016/17,550
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2017/18,585
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Other European Union,2018/19,595
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2014/15,695
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2015/16,820
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2016/17,865
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2017/18,890
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Other European Union,2018/19,930
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2014/15,115
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2015/16,140
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2016/17,180
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2017/18,160
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Other European Union,2018/19,175
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2014/15,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2015/16,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2016/17,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2017/18,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Other European Union,2018/19,0
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2014/15,13295
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2015/16,13900
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2016/17,14505
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2017/18,15325
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,UK,2018/19,16085
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2014/15,6045
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2015/16,6365
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2016/17,6695
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2017/18,7210
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,UK,2018/19,7520
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2014/15,13525
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2015/16,14110
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2016/17,14780
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2017/18,15430
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,UK,2018/19,16005
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2014/15,1485
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2015/16,1625
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2016/17,1770
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2017/18,1770
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,UK,2018/19,1845
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2014/15,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2015/16,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2016/17,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2017/18,15
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,UK,2018/19,20
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2014/15,0
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2015/16,0
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2016/17,0
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2017/18,5
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,UK,2018/19,5
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2014/15,170
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2015/16,115
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2016/17,80
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2017/18,65
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,Unknown,2018/19,70
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2014/15,75
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2015/16,65
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2016/17,25
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2017/18,25
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,Unknown,2018/19,35
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2014/15,175
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2015/16,130
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2016/17,100
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2017/18,60
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,Unknown,2018/19,65
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2014/15,25
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2015/16,15
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2016/17,15
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2017/18,15
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,Unknown,2018/19,15
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2014/15,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2015/16,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2016/17,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2017/18,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,Unknown,2018/19,0
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,All,2014/15,15370
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,All,2015/16,16045
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,All,2016/17,16765
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,All,2017/18,17715
Non-academic contract,Professional occupations,Full-time,Female,Non-atypical,All,2018/19,18740
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,All,2014/15,6775
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,All,2015/16,7215
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,All,2016/17,7570
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,All,2017/18,8125
Non-academic contract,Professional occupations,Part-time,Female,Non-atypical,All,2018/19,8440
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,All,2014/15,15010
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,All,2015/16,15685
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,All,2016/17,16400
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,All,2017/18,17070
Non-academic contract,Professional occupations,Full-time,Male,Non-atypical,All,2018/19,17725
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,All,2014/15,1710
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,All,2015/16,1875
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,All,2016/17,2100
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,All,2017/18,2050
Non-academic contract,Professional occupations,Part-time,Male,Non-atypical,All,2018/19,2180
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,All,2014/15,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,All,2015/16,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,All,2016/17,0
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,All,2017/18,15
Non-academic contract,Professional occupations,Full-time,Other,Non-atypical,All,2018/19,20
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,All,2014/15,0
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,All,2015/16,0
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,All,2016/17,0
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,All,2017/18,5
Non-academic contract,Professional occupations,Part-time,Other,Non-atypical,All,2018/19,5
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,All,2014/15,30380
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,All,2015/16,31730
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,All,2016/17,33170
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,All,2017/18,34800
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,All,2018/19,36485
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Non-European Union,2014/15,1370
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Non-European Union,2015/16,1400
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Non-European Union,2016/17,1475
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Non-European Union,2017/18,1550
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Non-European Union,2018/19,1645
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Other European Union,2014/15,1845
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Other European Union,2015/16,2075
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Other European Union,2016/17,2230
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Other European Union,2017/18,2355
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Other European Union,2018/19,2590
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,UK,2014/15,26820
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,UK,2015/16,28010
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,UK,2016/17,29285
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,UK,2017/18,30765
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,UK,2018/19,32110
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Unknown,2014/15,345
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Unknown,2015/16,245
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Unknown,2016/17,180
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Unknown,2017/18,125
Non-academic contract,Professional occupations,Full-time,All,Non-atypical,Unknown,2018/19,135
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,All,2014/15,8485
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,All,2015/16,9090
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,All,2016/17,9670
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,All,2017/18,10175
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,All,2018/19,10625
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Non-European Union,2014/15,325
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Non-European Union,2015/16,370
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Non-European Union,2016/17,435
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Non-European Union,2017/18,395
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Non-European Union,2018/19,440
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Other European Union,2014/15,530
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Other European Union,2015/16,650
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Other European Union,2016/17,730
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Other European Union,2017/18,750
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Other European Union,2018/19,770
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,UK,2014/15,7530
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,UK,2015/16,7990
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,UK,2016/17,8460
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,UK,2017/18,8990
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,UK,2018/19,9370
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Unknown,2014/15,100
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Unknown,2015/16,80
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Unknown,2016/17,45
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Unknown,2017/18,45
Non-academic contract,Professional occupations,Part-time,All,Non-atypical,Unknown,2018/19,50
Non-academic contract,Professional occupations,All,All,Non-atypical,All,2014/15,38865
Non-academic contract,Professional occupations,All,All,Non-atypical,All,2015/16,40825
Non-academic contract,Professional occupations,All,All,Non-atypical,All,2016/17,42840
Non-academic contract,Professional occupations,All,All,Non-atypical,All,2017/18,44975
Non-academic contract,Professional occupations,All,All,Non-atypical,All,2018/19,47110
Non-academic contract,Professional occupations,All,Female,Non-atypical,All,2014/15,22145
Non-academic contract,Professional occupations,All,Female,Non-atypical,All,2015/16,23265
Non-academic contract,Professional occupations,All,Female,Non-atypical,All,2016/17,24335
Non-academic contract,Professional occupations,All,Female,Non-atypical,All,2017/18,25835
Non-academic contract,Professional occupations,All,Female,Non-atypical,All,2018/19,27180
Non-academic contract,Professional occupations,All,Male,Non-atypical,All,2014/15,16720
Non-academic contract,Professional occupations,All,Male,Non-atypical,All,2015/16,17560
Non-academic contract,Professional occupations,All,Male,Non-atypical,All,2016/17,18500
Non-academic contract,Professional occupations,All,Male,Non-atypical,All,2017/18,19120
Non-academic contract,Professional occupations,All,Male,Non-atypical,All,2018/19,19905
Non-academic contract,Professional occupations,All,Other,Non-atypical,All,2014/15,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,All,2015/16,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,All,2016/17,0
Non-academic contract,Professional occupations,All,Other,Non-atypical,All,2017/18,20
Non-academic contract,Professional occupations,All,Other,Non-atypical,All,2018/19,25
Non-academic contract,Professional occupations,All,All,Non-atypical,Non-European Union,2014/15,1700
Non-academic contract,Professional occupations,All,All,Non-atypical,Non-European Union,2015/16,1775
Non-academic contract,Professional occupations,All,All,Non-atypical,Non-European Union,2016/17,1910
Non-academic contract,Professional occupations,All,All,Non-atypical,Non-European Union,2017/18,1945
Non-academic contract,Professional occupations,All,All,Non-atypical,Non-European Union,2018/19,2085
Non-academic contract,Professional occupations,All,Female,Non-atypical,Non-European Union,2014/15,1000
Non-academic contract,Professional occupations,All,Female,Non-atypical,Non-European Union,2015/16,1050
