ï»¿FSCL_YR,MINC,MINE,DepartmentNumber-NumÃ©ro-de-MinistÃ¨re,DEPT_EN_DESC,OBJ_CD,OBJ_EN_NM,AGRG_PYMT_AMT
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,21373.07
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,189.8
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,351.89
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1264,Other vehicles,227.06
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1282,Computer Equip Prod and Ops envir,57870.33
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,85.0
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1231,"Off.furn.&furnish.,incl. parts",19100.26
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1239,Other office equipment and parts,9762.93
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,414.8
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1282,Computer Equip Prod and Ops envir,7381.18
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,27651.78
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1284,Client Software DCE,443.07
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,11982.63
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1286,Server OS and Utility Software,1724.21
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1289,Comm/networking Equipment,1284.46
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1219,Other machinery and parts,73.95
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1223,Image/Video Communications Equip,261.24
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1231,"Off.furn.&furnish.,incl. parts",4485.4
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1239,Other office equipment and parts,69.88
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,47.99
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1282,Computer Equip Prod and Ops envir,16877.1
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,1063.15
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,988.0
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1212,"Tools, and implements",259727.73
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1219,Other machinery and parts,1337613.74
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1223,Image/Video Communications Equip,275375.48
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1231,"Off.furn.&furnish.,incl. parts",682993.5
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1239,Other office equipment and parts,51307.48
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1241,"Plumbing equipment & fittings,incl parts",296758.15
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1242,"Elec.lighting,distr.&contr.equip.& parts",782718.82
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,11885398.8
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,200773.94
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,922815.89
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1256,Ships and boats,393.1
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1261,Road motor vehicles,15995.9
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1263,Road motor vehicles parts,107273.75
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1264,Other vehicles,135647.85
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1267,"Misc. vehic. parts, incl tires & tubes",161732.67
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1282,Computer Equip Prod and Ops envir,933287.79
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,246245.65
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1284,Client Software DCE,25132.18
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,345283.23
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1286,Server OS and Utility Software,575.01
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1287,Networking Software,840.0
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1289,Comm/networking Equipment,91332.88
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1291,Image/Video comm software,1100.0
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1212,"Tools, and implements",7755.92
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1219,Other machinery and parts,13624.0
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1223,Image/Video Communications Equip,149.29
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1231,"Off.furn.&furnish.,incl. parts",11776.56
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1241,"Plumbing equipment & fittings,incl parts",7521.88
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1242,"Elec.lighting,distr.&contr.equip.& parts",2359.16
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,3855.28
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,2363.27
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,19267.97
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1261,Road motor vehicles,227.7
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1263,Road motor vehicles parts,1111.13
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1264,Other vehicles,8036.65
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1267,"Misc. vehic. parts, incl tires & tubes",11903.4
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,424.79
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,4730.0
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1212,"Tools, and implements",946.16
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1219,Other machinery and parts,13217.57
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1223,Image/Video Communications Equip,2805.95
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1231,"Off.furn.&furnish.,incl. parts",60672.91
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1239,Other office equipment and parts,20.93
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1241,"Plumbing equipment & fittings,incl parts",2010.1
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1242,"Elec.lighting,distr.&contr.equip.& parts",5003.07
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,109615.48
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,1312.05
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,3234.44
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1264,Other vehicles,503.72
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1267,"Misc. vehic. parts, incl tires & tubes",658.21
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1282,Computer Equip Prod and Ops envir,231.6
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,14651.34
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,8771.6
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1289,Comm/networking Equipment,372.83
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1219,Other machinery and parts,6374.35
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1223,Image/Video Communications Equip,26635.35
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1231,"Off.furn.&furnish.,incl. parts",349541.51
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1239,Other office equipment and parts,3940.67
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1242,"Elec.lighting,distr.&contr.equip.& parts",998.22
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,38440.79
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,0.11
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,72.91
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1261,Road motor vehicles,2021.5
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1267,"Misc. vehic. parts, incl tires & tubes",269.85
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1282,Computer Equip Prod and Ops envir,139384.7
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,5544718.32
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1284,Client Software DCE,2687.52
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,1145980.7
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1286,Server OS and Utility Software,101263.62
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1289,Comm/networking Equipment,13485.18
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1242,"Elec.lighting,distr.&contr.equip.& parts",141.27
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,3707.73
2017/2018,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,0.01
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1219,Other machinery and parts,107160.78
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,2206760.74
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1219,Other machinery and parts,11860.55
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,552122.09
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,18919.25
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1223,Image/Video Communications Equip,89259.46
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1282,Computer Equip Prod and Ops envir,127111.08
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1289,Comm/networking Equipment,45952.94
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1239,Other office equipment and parts,3100.0
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1261,Road motor vehicles,22981.0
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1212,"Tools, and implements",12606.74
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1231,"Off.furn.&furnish.,incl. parts",5573.43
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1239,Other office equipment and parts,614.1
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",475.47
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,124459.72
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1249,Other equipment and parts,11648.47
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1282,Computer Equip Prod and Ops envir,929.32
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1283,Computer Equip DCE desktop/pers/portable,2316.29
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1284,Client Software DCE,990.19
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1289,Comm/networking Equipment,454.04
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1212,"Tools, and implements",864.22
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1223,Image/Video Communications Equip,2335.75
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1231,"Off.furn.&furnish.,incl. parts",63798.3
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1239,Other office equipment and parts,57446.03
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1241,"Plumbing equipment & fittings,incl parts",3710.0
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",25075.63
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,622967.09
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1249,Other equipment and parts,13210.85
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1282,Computer Equip Prod and Ops envir,2488.37
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1283,Computer Equip DCE desktop/pers/portable,2894.09
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1284,Client Software DCE,1103.54
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1231,"Off.furn.&furnish.,incl. parts",6514.68
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1249,Other equipment and parts,499.99
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1283,Computer Equip DCE desktop/pers/portable,196.0
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1212,"Tools, and implements",2076.48
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1231,"Off.furn.&furnish.,incl. parts",3737.94
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1239,Other office equipment and parts,38.3
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,1579.33
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1249,Other equipment and parts,118.69
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1282,Computer Equip Prod and Ops envir,136.19
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1283,Computer Equip DCE desktop/pers/portable,1413.66
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1212,"Tools, and implements",199.93
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1231,"Off.furn.&furnish.,incl. parts",118848.38
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1239,Other office equipment and parts,5330.97
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",871.25
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,-120.19
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1282,Computer Equip Prod and Ops envir,13462.0
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1283,Computer Equip DCE desktop/pers/portable,154325.69
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1284,Client Software DCE,2061.81
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,508.5
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1286,Server OS and Utility Software,97194.7
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1287,Networking Software,1485.82
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1289,Comm/networking Equipment,13870.84
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1291,Image/Video comm software,1752.6
2017/2018,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,192057.45
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1223,Image/Video Communications Equip,20362.82
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1223,Image/Video Communications Equip,84953.7
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1283,Computer Equip DCE desktop/pers/portable,10000.0
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1223,Image/Video Communications Equip,300.0
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1282,Computer Equip Prod and Ops envir,137500.0
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1283,Computer Equip DCE desktop/pers/portable,22550.0
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1289,Comm/networking Equipment,19025.21
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1223,Image/Video Communications Equip,21998.0
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1289,Comm/networking Equipment,12009.72
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1223,Image/Video Communications Equip,11474.5
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1282,Computer Equip Prod and Ops envir,187000.0
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1261,Road motor vehicles,214872.46
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",1350022.4
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,33511.42
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,284694.13
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1261,Road motor vehicles,97.18
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1282,Computer Equip Prod and Ops envir,13519.56
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1283,Computer Equip DCE desktop/pers/portable,379731.53
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,114792.93
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",563540.06
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,17645.13
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,237148.13
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1261,Road motor vehicles,77.82
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1282,Computer Equip Prod and Ops envir,734.25
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1283,Computer Equip DCE desktop/pers/portable,648563.27
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,2716.26
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",1049891.3
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,19883.26
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,230155.27
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1261,Road motor vehicles,187.18
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1282,Computer Equip Prod and Ops envir,15385.86
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1283,Computer Equip DCE desktop/pers/portable,601844.23
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,36575.01
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",338435.63
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,37037.09
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,159243.76
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1282,Computer Equip Prod and Ops envir,1094.27
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1283,Computer Equip DCE desktop/pers/portable,1067049.3
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,74630.36
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",859524.43
2017/2018,3,National Revenue,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,10897.14
