animal_id,animal_type,secondary_color,breed_group,primary_breed,tag_no,tag_type,tag_subtype,vaccine,serial_no,vet_id,location (1)
A571861,CAT,,SHORTHAIR,SIAMESE,985112006320016,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A480483,CAT,ORANGE,SHORTHAIR,DOMESTIC SH,L17-007406,LIC ALTERED,HLP SCAN,,6373654,G000060,LOCKBOX
A626808,DOG,,HOUND,BEAGLE,L17-038691,LIC SR,HLP SCAN,,6369259,G000064,LOCKBOX
A555889,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A571064,DOG,,,UNKNOWN,982000364377949,MICROCHIP,HLP IMPORT,,3837676,,LOCKBOX
A611959,DOG,BROWN,TOY,YORKSHIRE TERR,L17-044211,LIC UNALTERED,COUNTER,DIXIE,,G000053,LICENSE
A612348,DOG,,TOY,PEKINGESE,L16-032979,LIC ALTERED,HLP SCAN,,5553278,G000071,LOCKBOX
A607982,DOG,,MASTIFF,BOXER,,,,,,,
A582611,DOG,,SETTER/RETRIEVE,GOLDEN RETR,985112004761766,MICROCHIP,HLP IMPORT,,4200533,,LOCKBOX
A616043,DOG,,MASTIFF,PIT BULL,L17-041726,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A628889,DOG,WHITE,MASTIFF,PIT BULL,L17-009984,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A580308,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L15-065353,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A595449,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L16-045930,LIC ALTERED,VET,SNIP,LB,G000372,SHELTER
A596863,DOG,WHITE,TOY,SHIH TZU,RAB9124055,RABIES CERT,VET,BANFIELD,KS,G000492,SHELTER
A568344,DOG,,MASTIFF,GREAT DANE,L15-010231,LIC 3Y,VET,CHEROKEE,LB,G000062,SHELTER
A570566,DOG,WHITE,HOUND,BEAGLE,U15-003858,RABIES CERT,HLP IMPORT,,3824528,G000058,LOCKBOX
A556299,CAT,,SHORTHAIR,DOMESTIC SH,L16-055189,LIC ALTERED,HLP SCAN,,4356257,G000250,LOCKBOX
A552589,DOG,WHITE,SPANIEL,WELSH SPR SPAN,L15-032507,LIC 3Y,HLP IMPORT,,3246155,G000057,LOCKBOX
A553619,CAT,,SHORTHAIR,DOMESTIC SH,L17-036616,LIC ALTERED,HLP SCAN,BARDSTOWN,5633774,G000060,SHELTER
A598051,CAT,WHITE,SHORTHAIR,DOMESTIC SH,RAB9122213,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A552143,CAT,ORANGE,SHORTHAIR,DOMESTIC SH,L14-018486,LIC SR,VET,KHS,LB,G000088,SHELTER
A591188,CAT,,SHORTHAIR,DOMESTIC SH,L17-083696,LIC ALTERED,MAIL,,ARL,G000081,LICENSE
A625078,DOG,WHITE,MASTIFF,PIT BULL,U17-053279,RAB VAC CERT.,VET,,ARL,G000052,LICENSE
A557310,DOG,,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A590488,CAT,,SHORTHAIR,DOMESTIC SH,U16-008098,RABIES CERT,HLP SCAN,,4527324,G000340,LOCKBOX
A567610,DOG,,POODLE,POODLE TOY,L15-200257,LIC ALTERED,HLP SCAN,,3728090,G000340,LOCKBOX
A559940,DOG,,SETTER/RETRIEVE,GOLDEN RETR,U15-002613,RABIES CERT,HLP IMPORT,,3515840,G000058,LOCKBOX
A608800,DOG,WHITE,TOY,DACHSHUND,L16-009380,LIC ALTERED,VET,,AMC,G000088,SHELTER
A547031,DOG,,TOY,MALTESE,L16-044250,LIC ALTERED,HLP WEB,,5167112,G000057,SHELTER
A555644,DOG,,MASTIFF,PIT BULL,985112005136991,MICROCHIP RTO,HOME AGAIN,,,,SHELTER
A604585,CAT,BLACK,SHORTHAIR,DOMESTIC SH,L17-017043,LIC ALTERED,HLP WEB,,5653657,G000372,LOCKBOX
A582372,DOG,WHITE,MASTIFF,PIT BULL,L16-04299,LIC ALTERED,VET,,AMC,G000372,SHELTER
A625096,CAT,,SHORTHAIR,DOMESTIC SH,L17-037274,LIC ALTERED,VET,,AMC,G000073,LICENSE
A552931,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A621962,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A611409,CAT,,SHORTHAIR,DOMESTIC SH,L17-044168,LIC 3Y,VET,,ARL,G000480,SHELTER
A617075,CAT,GRAY,SHORTHAIR,DOMESTIC SH,L16-013293,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A377562,DOG,,SHEPHERD,GERM SHEPHERD,L16-037769,LIC ALTERED,HLP WEB,,4395280,G000104,LOCKBOX
A630109,DOG,,SHEPHERD,GERM SHEPHERD,,,,,,,
A470522,DOG,BROWN,TOY,SHIH TZU,D14-023747,LIC UNALTERED,MAIL,GRIMES,JF,,SHELTER
A586842,DOG,BLACK,SETTER/RETRIEVE,GREAT PYRENEES,L16-001247,LIC ALTERED,COUNTER,SNIP,ARL,G000372,SHELTER
A176028,DOG,TAN,COLLIE,AUST SHEPHERD,D14-028254,LIC ALTERED,VET,CHEROKEE,HMA,G000062,SHELTER
A615078,DOG,,POODLE,POODLE MIN,,,,,,,
A560354,DOG,WHITE,COLLIE,SHETLD SHEEPDOG,L15-022577,LIC 3YSR,COUNTER,,DJR,G124495,SHELTER
A605075,DOG,WHITE,TOY,SHIH TZU,L16-021596,LIC UNALTERED,VET,,ARL,G000251,SHELTER
A582305,DOG,,,,L17-027724,LIC ALTERED,HLP SCAN,,6577988,G000071,LOCKBOX
A623685,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L17-047819,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A630859,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A602570,DOG,,MASTIFF,PIT BULL,227-22741,LIC ALTERED,HLP SCAN,,5473707,G000069,LOCKBOX
A628703,CAT,,SHORTHAIR,DOMESTIC SH,985113001270433,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A325770,DOG,BLACK,COLLIE,COLLIE ROUGH,105084382,MICROCHIP ADO,AVID,,,,SHELTER
A570204,DOG,,TOY,SHIH TZU,L15-058566,LIC ALTERED,HLP SCAN,,3815630,G000083,LOCKBOX
A618955,DOG,,POODLE,POODLE MIN,L17-034044,LIC SR,HLP SCAN,,5912945,G000083,LOCKBOX
A614229,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A600985,CAT,WHITE,LONGHAIR,DOMESTIC MH,L16-005824,LIC ALTERED,ADOPT,LMAS,,G999999,SHELTER
A450715,DOG,RED,TERRIER,MIN PINSCHER,D14-015359,LIC ALTERED,MAIL,FAIR/DIXIE,JF,,SHELTER
A588418,DOG,WHITE,MASTIFF,BOXER,L17-014151,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A550993,DOG,,SHEPHERD,GERM SHEPHERD,L14-005848,LIC ALTERED,HLP SCAN,,3213571,G000069,LOCKBOX
A608985,DOG,BLACK,SPANIEL,COCKER SPAN,RAB9722243,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A238055,DOG,,TOY,YORKSHIRE TERR,D06-042494,LIC SR,,SHIVELY,,,SHELTER
A598430,DOG,,TERRIER,SCHNAUZER STAND,L17-027936,LIC SR,HLP SCAN,,6578872,G000071,LOCKBOX
A554502,DOG,BLACK,TERRIER,PARSON RUSS TER,985112004690272,MICROCHIP RTO,HOME AGAIN,,,G124495,SHELTER
A271197,CAT,GRAY TABBY,LONGHAIR,DOMESTIC LH,C08-003411,LIC ALTERED,,HICKEY,JF,,SHELTER
A566466,CAT,,SHORTHAIR,DOMESTIC SH,L15-023656,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A591416,DOG,,TOY,CHIHUAHUA SH,L16-005347,LIC ALTERED,HLP SCAN,,4565614,G000069,SHELTER
A577964,DOG,,TOY,SHIH TZU,L15-039200,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A509508,DOG,TAN,TOY,YORKSHIRE TERR,L15-014978,LIC ALTERED,HLP SCAN,,3858055,G000250,SHELTER
A561551,DOG,BROWN,MASTIFF,ROTTWEILER,982000363492466,MICROCHIP,PET WATCH,,,G000088,SHELTER
A390379,DOG,WHITE,COLLIE,AUST CATTLE DOG,L17-043043,LIC ALTERED,COUNTER,GEORGETOWN,EMS,G000385,SHELTER
A468006,DOG,,SETTER/RETRIEVE,GOLDEN RETR,D13-0013768,LIC ALTERED,MAIL,BARBOUR LN,TM,G000059,SHELTER
A458593,DOG,,TOY,DACHSHUND,L14-011979,LIC ALTERED,HLP SCAN,,3274315,G000060,LOCKBOX
A616361,DOG,,MASTIFF,PIT BULL,U17-8290,RAB VAC CERT.,VET,,ARL,G000291,SHELTER
A592795,CAT,,SHORTHAIR,DOMESTIC SH,985112007581429,MICROCHIP ADO,ADOPT,,,,SHELTER
A623003,DOG,,MIX,MIX,L17-007279,LIC ALTERED,HLP SCAN,,6158692,G000060,LOCKBOX
A581211,DOG,,TERRIER,RAT TERRIER,L15-035467,LIC ALTERED,HLP WEB,,4143086,G000402,LOCKBOX
A572432,DOG,WHITE,HOUND,BEAGLE,,,,,,,
A616864,CAT,BLACK,SHORTHAIR,DOMESTIC SH,,,,,,,
A579798,DOG,WHITE,HOUND,CATAHOULA,L15-008996,LIC UNALTERED,HLP WEB,,4083277,G000376,LOCKBOX
A312823,CAT,WHITE,LONGHAIR,DOMESTIC LH,L14-060301,LIC ALTERED,VET,AUDUBON,LB,G000055,SHELTER
A565454,DOG,,TOY,CHIHUAHUA SH,R15-2357,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A580785,DOG,,HOUND,BEAGLE,U16-006025,RABIES CERT,HLP IMPORT,,4132442,G000058,LOCKBOX
A549906,DOG,TAN,MASTIFF,ROTTWEILER,985112005990783,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A553581,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L14-058212,LIC ALTERED,HLP SCAN,,3274743,G000060,LOCKBOX
A590353,DOG,WHITE,MASTIFF,PIT BULL,L16-016647,LIC UNALTERED,COUNTER,SIMS,,G000368,SHELTER
A600039,DOG,WHITE,TOY,CHIHUAHUA SH,L17-005898,LIC ALTERED,VET,,SIM,G000055,SHELTER
A584265,DOG,,SETTER/RETRIEVE,ENG SETTER,,,,,,,
A586522,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-002604,LIC 3Y,MAIL,,AMC,G000358,SHELTER
A620845,DOG,BROWN,COLLIE,SHETLD SHEEPDOG,,,,,,,
A502145,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L15-025820,LIC MULTIPLE,ADOPT,MAS,,G124495,SHELTER
A296914,DOG,TAN,SHEPHERD,GERM SHEPHERD,D13-042350,LIC ALTERED,MAIL,SHIVELY,JF,,SHELTER
A522209,DOG,BLACK,TERRIER,NORFOLK TERRIER,L14-014313,LIC ALTERED,VET,KHS,,G000088,SHELTER
A571994,DOG,,SETTER/RETRIEVE,GOLDEN RETR,U15-004209,RABIES CERT,HLP IMPORT,,3862433,G000058,LOCKBOX
A591203,CAT,,LONGHAIR,DOMESTIC MH,L16-005797,LIC ALTERED,COUNTER,MAS,KLM,G000469,SHELTER
A600619,DOG,WHITE,TERRIER,JACK RUSS TERR,,,,,,,
A530390,CAT,,LONGHAIR,RAGDOLL,L14-011463,LIC ALTERED,VET,CHENOWETH,LB,G000061,SHELTER
A586371,DOG,WHITE,SPITZ,SIBERIAN HUSKY,,,,,,,
A605691,DOG,WHITE,HOUND,BEAGLE,L16-034926,LIC ALTERED,MAIL,,AMC,G000275,SHELTER
A577324,DOG,WHITE,TOY,BOSTON TERRIER,L15-008425,LIC 3Y,HLP WEB,,4013983,G000360,SHELTER
A626927,DOG,,TERRIER,PARSON RUSS TER,L17-007608,LIC 3Y,HLP SCAN,,6369662,G000068,LOCKBOX
A581651,DOG,,MASTIFF,BOXER,L15-029400,LIC ALTERED,HLP SCAN,,4167487,G000250,LOCKBOX
A587437,DOG,,TOY,CHIHUAHUA SH,L16-038290,LIC UNALTERED,HLP WEB,,4436053,G000402,LOCKBOX
A583290,DOG,WHITE,MASTIFF,CANE CORSO,L16-003681,LIC UNALTERED,COUNTER,,AMC,G000338,SHELTER
A584997,DOG,,HOUND,BEAGLE,L17-044270,LIC ALTERED,COUNTER,BANFIELD,EMS,G000057,SHELTER
A587344,DOG,TAN,TOY,YORKSHIRE TERR,U16-007380,RABIES CERT,HLP IMPORT,,4433359,G000057,LOCKBOX
A626062,DOG,,MASTIFF,BOXER,L17-032459,LIC 3Y,HLP SCAN,,6357522,G000075,LOCKBOX
A580029,DOG,,POODLE,POODLE STND,985112005652266,MICROCHIP,HLP SCAN,,4096404,,LOCKBOX
A251329,DOG,,SETTER/RETRIEVE,LABRADOR RETR,4B09487E67,MICROCHIP,HOME AGAIN,,DJR,,SHELTER
A251789,CAT,WHITE,SHORTHAIR,DOMESTIC SH,C11-063618,LIC ALTERED,MAIL,DIXIE,JF,,SHELTER
A570708,DOG,WHITE,TERRIER,JACK RUSS TER,L17-025338,LIC ALTERED,VET,BARBOUR,LB,G000059,SHELTER
A555416,DOG,,POODLE,POODLE MIN,L14-057790,LIC ALTERED,HLP SCAN,,3312287,G000060,LOCKBOX
A574780,DOG,WHITE,SPITZ,SIBERIAN HUSKY,RAB9577932,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A551513,DOG,WHITE,SHEPHERD,WELSH CORGI CAR,L14-044109,LIC ALTERED,VET,AUDUBON,LB,G000055,SHELTER
A589296,DOG,,TOY,MALTESE,985112005794389,MICROCHIP,HLP IMPORT,,4497218,,LOCKBOX
A632064,CAT,BLACK,SHORTHAIR,DOMESTIC SH,,,,,,,
A603812,DOG,,SHEPHERD,GERM SHEPHERD,L17-054950,LIC UNALTERED,MAIL,,AMC,G000522,LICENSE
A613152,CAT,WHITE,SHORTHAIR,DOMESTIC SH,985113001039157,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A582655,CAT,,SHORTHAIR,DOMESTIC SH,U16-006570,RABIES CERT,HLP IMPORT,,4200611,G000058,LOCKBOX
A601380,DOG,BLACK,MASTIFF,PIT BULL,,,,,,,
A585716,CAT,,SHORTHAIR,DOMESTIC SH,985112007028829,MICROCHIP,HOME AGAIN,,,,SHELTER
A561690,DOG,TRICOLOR,SPITZ,SIBERIAN HUSKY,985112005279586,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A631396,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-054890,LIC UNALTERED,COUNTER,,SM,G000492,LICENSE
A559813,CAT,,SHORTHAIR,DOMESTIC SH,U15-002427,RABIES CERT,HLP IMPORT,,3515648,G000056,LOCKBOX
A559304,DOG,,POODLE,POODLE MIN,U16-008102,RABIES CERT,HLP SCAN,,4527331,G000340,LOCKBOX
A587555,DOG,WHITE,SHEPHERD,GERM SHEPHERD,L17-044859,LIC SR,COUNTER,DIXIE,LB,G000053,SHELTER
A554548,DOG,,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A618615,DOG,,POINTER,GERM SH POINT,985113000246519,MICROCHIP,HLP SCAN,,5911788,,LOCKBOX
A583996,DOG,,MASTIFF,BOXER,L15-009538,LIC UNALTERED,MAIL,VET,ARL,G000402,SHELTER
A576665,DOG,,SHEPHERD,GERM SHEPHERD,,,,,,,
A614715,DOG,WHITE,HOUND,BEAGLE,RAB0363629,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A595991,CAT,,SHORTHAIR,DOMESTIC SH,L16-057424,LIC ALTERED,HLP SCAN,,4743366,G000291,LOCKBOX
A251952,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L14-001154,LIC ALTERED,MAIL,,JQR,G000077,SHELTER
A631352,DOG,,MASTIFF,BOXER,,,,,,,
A618775,DOG,,MIX,MIX,L17-032983,LIC 3Y,HLP SCAN,,5912332,G000067,LOCKBOX
A605778,DOG,WHITE,TERRIER,SCHNAUZER MIN,L16-007943,LIC ALTERED,HLP WEB,,5692712,G000360,SHELTER
A600171,DOG,RED,SPITZ,SIBERIAN HUSKY,982000402667092,MICROCHIP,HLP WEB,,4898846,,LOCKBOX
A596347,DOG,,TOY,PUG,L16-007420,LIC ALTERED,VET,,AMC,G000088,SHELTER
A521413,DOG,,SETTER/RETRIEVE,LABRADOR RETR,U14-001237,RABIES CERT,HLP SCAN,,2500295,G000075,LOCKBOX
A576184,CAT,,SHORTHAIR,DOMESTIC SH,U15-52248,RAB VAC CERT.,VET,AUBURNDALE,ARL,G000052,SHELTER
A553129,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L14-016718,LIC ALTERED,HLP SCAN,,3268138,G000372,SHELTER
A560305,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-023495,LIC ALTERED,COUNTER,MAS,,G124495,SHELTER
A601078,DOG,,POODLE,POODLE MIN,L17-020640,LIC ALTERED,HLP WEB,,6185574,G000073,LOCKBOX
A619213,DOG,,MASTIFF,PIT BULL,,,,,,,
A585228,CAT,,SHORTHAIR,DOMESTIC SH,L16-037187,LIC ALTERED,HLP WEB,,4335927,G000349,LOCKBOX
A363435,DOG,,TOY,CHIHUAHUA SH,D09-056491,LIC ALTERED,,MAS,,,SHELTER
A558408,CAT,,SHORTHAIR,DOMESTIC SH,L14-0051397,LIC ALTERED,VET,,AMC,G000071,SHELTER
A486030,DOG,TAN,SPANIEL,COCKER SPAN,L15-006742,LIC ALTERED,HLP WEB,,3871688,G000402,LOCKBOX
A584218,DOG,,TERRIER,GLEN OF IMAAL,L16-036776,LIC ALTERED,HLP WEB,,4283562,G000088,LOCKBOX
A587730,DOG,BROWN,TOY,SHIH TZU,R16-3162,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A600007,DOG,,COLLIE,SHETLD SHEEPDOG,L16-013906,LIC ALTERED,VET,AUDUBON,LB,G000055,SHELTER
A463358,DOG,,SETTER/RETRIEVE,LABRADOR RETR,D14-040518,LIC ALTERED,VET,EAST LOU,HMA,G000067,SHELTER
A282597,DOG,BLACK,SHEPHERD,GERM SHEPHERD,3Y-001941,LIC 3Y,,PRESTON,JF,G000077,SHELTER
A593174,DOG,,POODLE,POODLE MIN,985112007782702,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A561412,DOG,BROWN,HOUND,BEAGLE,985112005219329,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A575542,CAT,BLACK,SHORTHAIR,DOMESTIC SH,L16-049421,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A478135,DOG,,TOY,CHIHUAHUA SH,3Y15-08129,LIC 3Y,VET,GAILOR,HMA,G000069,SHELTER
A572143,DOG,,TOY,MALTESE,U15-004436,RABIES CERT,HLP IMPORT,,3862706,G000056,LOCKBOX
A601492,DOG,,POODLE,POODLE MIN,,,,,,,
A590877,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A549543,DOG,BROWN,SPITZ,CHOW CHOW,L15-016290,LIC ALTERED,COUNTER,,AMC,G000338,SHELTER
A582165,DOG,,POINTER,ENG POINTER,L15-052653,LIC ALTERED,HLP SCAN,,4181387,G000061,LOCKBOX
A565534,DOG,TAN,TOY,SHIH TZU,L15-025559,LIC ALTERED,COUNTER,SHIVELY,ARL,G000338,SHELTER
A581584,DOG,GOLD,TOY,YORKSHIRE TERR,L16-055032,LIC SR,VET,DERBY CITY,LB,G000250,SHELTER
A581204,DOG,,HOUND,BEAGLE,L15-035443,LIC ALTERED,HLP WEB,FAIRLEIGH,4141123,G000098,SHELTER
A521784,DOG,,SETTER/RETRIEVE,NEWFOUNDLAND,L17-016134,LIC ALTERED,HLP WEB,LYNDON,5480730,G000348,SHELTER
A616169,CAT,BLACK,SHORTHAIR,DOMESTIC SH,L17-012315,LIC ALTERED,ADOPT,MAS,KLM,G000469,SHELTER
A579459,DOG,,,DSH,L15-042819,LIC ALTERED,HLP SCAN,,4062356,G000071,LOCKBOX
A626796,DOG,,MASTIFF,BOXER,L17-000553,LIC ALTERED,HLP SCAN,,6369195,G000250,LOCKBOX
A598230,CAT,,SHORTHAIR,DOMESTIC SH,L17-021612,LIC ALTERED,HLP WEB,,6349533,G000339,LOCKBOX
A580294,DOG,TAN,SHEPHERD,GERM SHEPHERD,985112006320528,MICROCHIP RTO,HOME AGAIN,,,,SHELTER
A337554,DOG,BLACK,HOUND,BASSET HOUND,D10-044379,LIC ALTERED,,GAILOR,KC,G000069,SHELTER
A547479,DOG,,MASTIFF,PIT BULL,L16-001933,LIC ALTERED,HLP SCAN,,4841617,G000250,LOCKBOX
A604997,DOG,WHITE,TERRIER,PATTERDALE TERR,L16-023826,LIC UNALTERED,COUNTER,LMAS,LB,G000404,SHELTER
A626807,DOG,,SPITZ,SAMOYED,L17-038754,LIC 3Y,HLP SCAN,,6369258,G000064,LOCKBOX
A573978,CAT,,LONGHAIR,DOMESTIC MH,L16-043634,LIC ALTERED,HLP WEB,,5071045,G000367,LOCKBOX
A613823,DOG,,TOY,SHIH TZU,L17-040850,LIC ALTERED,MAIL,SHIVELY,LB,G000338,SHELTER
A577555,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L15-039230,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A625029,DOG,BLACK,HOUND,BEAGLE,L17-049998,LIC ALTERED,COUNTER,,SIM,G000338,LICENSE
A633467,DOG,,COLLIE,COLLIE ROUGH,L17-054102,LIC 3Y,HLP SCAN,,6705852,G000250,LOCKBOX
A625569,DOG,,SHEPHERD,GERM SHEPHERD,L17-041895,LIC ALTERED,VET,,AMC,G000088,LICENSE
A546252,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L14-006162,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A461252,DOG,BLACK,TERRIER,SCHNAUZER STAND,D13-028422,LIC ALTERED,VET,BARBOUR LN,HMA,G000059,SHELTER
A628622,DOG,,SIGHTHOUND,GREYHOUND,L17-014937,LIC SR,VET,,SM,G000088,LICENSE
A307172,CAT,,SHORTHAIR,SIAMESE,C10-013461,LIC ALTERED,,DAVIS,DF,G000064,SHELTER
A452825,CAT,,SHORTHAIR,DOMESTIC SH,L14-051148,LIC ALTERED,VET,FEGENBUSH,,G000291,SHELTER
A534002,DOG,TAN,HOUND,TR WALKER HOUND,L14-008163,LIC ALTERED,COUNTER,,DMC,G124495,SHELTER
A626067,DOG,,SETTER/RETRIEVE,GREAT PYRENEES,L17-032438,LIC ALTERED,HLP SCAN,,6357538,G000075,LOCKBOX
A578921,DOG,WHITE,MASTIFF,STAFFORDSHIRE,L16-049410,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A616268,CAT,,SHORTHAIR,DOMESTIC SH,L17-012306,LIC ALTERED,ADOPT,MAS,KLM,G000469,SHELTER
A561507,DOG,GOLD,POODLE,POODLE MIN,L15-017042,LIC ALTERED,RESQ,MAS,,G124495,SHELTER
A631671,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A549398,DOG,,MASTIFF,BOXER,L17-054056,LIC 3Y,HLP SCAN,,6705822,G000250,LOCKBOX
A492336,DOG,TAN,HOUND,BLACK/TAN HOUND,D14-002270,LIC ALTERED,VET,CHENOWETH,HMA,G000061,SHELTER
A393436,CAT,WHITE,SHORTHAIR,DOMESTIC SH,C11-073303,LIC ALTERED,ONLINE,FENWICK,SK,,SHELTER
A563981,CAT,,SHORTHAIR,DOMESTIC SH,L15-018247,LIC ALTERED,HLP SCAN,,3632760,G000069,LOCKBOX
A617100,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L16-031172,LIC ALTERED,VET,GOOSE CREE,LB,G000289,SHELTER
A601740,CAT,,SHORTHAIR,DOMESTIC SH,L16-006056,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A630694,CAT,,SHORTHAIR,DOMESTIC SH,L17-009864,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A551284,CAT,,SHORTHAIR,DOMESTIC SH,U16-006703,RABIES CERT,HLP SCAN,,4263148,G000064,LOCKBOX
A584995,DOG,,MASTIFF,AM PIT BULL TER,U16-007028,RABIES CERT,HLP IMPORT,,4320603,G000058,LOCKBOX
A560677,DOG,BROWN,TERRIER,JACK RUSS TER,L15-014276,LIC ALTERED,MAIL,WEST END,LB,G000369,SHELTER
A308467,DOG,WHITE,SHEPHERD,GERM SHEPHERD,D12-046218,LIC ALTERED,VET,CHEROKEE,TM,G000062,SHELTER
A568668,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A628237,DOG,,TERRIER,MIN PINSCHER,L17-014568,LIC ALTERED,VET,,AMC,G000088,LICENSE
A601708,DOG,WHITE,HOUND,BEAGLE,L17-016160,LIC 3Y,HLP WEB,,5483543,G000402,LOCKBOX
A559604,DOG,,SETTER/RETRIEVE,LABRADOR RETR,985112000563165,MICROCHIP,HLP IMPORT,,3515289,,LOCKBOX
A595859,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L16-001777,REJECT,HLP SCAN,,4742922,G000250,LOCKBOX
A461651,DOG,WHITE,TOY,SHIH TZU,D12-014649,LIC ALTERED,VET,BARBOUR LN,TM,G000059,SHELTER
A147228,DOG,,POODLE,POODLE TOY,L15-030922,LIC 3YSR,VET,AUBURNDALE,ARL,G000052,SHELTER
A612092,DOG,WHITE,COLLIE,AUST CATTLE DOG,L17-030530,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A561558,CAT,BRN TABBY,SHORTHAIR,DOMESTIC SH,982000192517554,MICROCHIP,PET WATCH,,,G000088,SHELTER
A378651,DOG,,SETTER/RETRIEVE,GOLDEN RETR,3Y14-006707,LIC 3Y,VET,CHENOWETH,KJ,G000061,SHELTER
A556236,DOG,,HOUND,BEAGLE,L14-051382,LIC SR,HLP SCAN,,3404164,G000071,LOCKBOX
A616060,CAT,,SHORTHAIR,DOMESTIC SH,L17-041346,LIC ALTERED,VET,,ARL,G000088,SHELTER
A621269,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A575822,DOG,,HOUND,BEAGLE,L15-039593,LIC ALTERED,VET,KHS,ARL,G000088,SHELTER
A527479,CAT,,SHORTHAIR,SIAMESE,985112003930516,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A563575,CAT,,SHORTHAIR,DOMESTIC SH,L16-023978,LIC SR,MAIL,DIXIE,EMS,G000053,SHELTER
A421730,DOG,,POODLE,POODLE MIN,985121007803928,MICROCHIP,HOME AGAIN,MAS,,,SHELTER
A463848,DOG,BROWN,HOUND,BEAGLE,D13-035426,LIC ALTERED,VET,AUDUBON,HMA,G000055,SHELTER
A601032,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A599440,DOG,CREAM,TOY,CHIHUAHUA SH,L16-008665,LIC ALTERED,COUNTER,LMAS,,G124495,SHELTER
A461393,DOG,,POODLE,POODLE STND,L15-016614,LIC ALTERED,VET,BARBOUR,LB,G000059,SHELTER
A375568,DOG,BLACK,SHEPHERD,GERM SHEPHERD,D11-058165,LIC ALTERED,VET,CHENOWETH,KJ,G000061,SHELTER
A457852,DOG,,HOUND,BEAGLE,D14-004027,LIC ALTERED,VET,BARDSTOWN,TE,G000060,SHELTER
A500098,DOG,CREAM,TOY,POMERANIAN,981020007491800,MICROCHIP,PET WATCH,BANFIELD,,G000056,SHELTER
A553251,DOG,WHITE,TOY,PUG,985112005999000,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A625261,DOG,WHITE,MASTIFF,PIT BULL,985113001193620,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A495383,DOG,BROWN,COLLIE,BORDER COLLIE,D11-010955,LIC ALTERED,VET,KHS,DJR,G000088,SHELTER
