Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to Place,Environmental & Regulatory Services,PAYPAL  EVENTSINDUS,Library Equipment,Education Library Books ,15.01.2019,16.02.2019,GPC01190000026,30.00
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,11.01.2019,16.02.2019,GPC01190000027,41.70
Stockport MBC,Services to Place,Environmental & Regulatory Services,PAYPAL  EVENTSINDUS,Library Equipment,Education Library Books ,11.01.2019,16.02.2019,GPC01190000028,30.00
Stockport MBC,Corporate and Support Services,Central Support Costs,EGRESS SWITCH,Fees and Charges,"Works - Construction, Repair & Maintenance  ",07.01.2019,16.02.2019,GPC01190000029,96.00
Stockport MBC,Services to People,Childrens & Educational Services,RESTAURANT RED BARON,Catering Supplies,Catering Food & Beverages ,31.01.2019,16.02.2019,GPC01190000030,9.75
Stockport MBC,Services to People,Childrens & Educational Services,PAYPAL  4A4QUARTET,Furniture and Equipment,Furniture & Soft Furnishings  ,28.01.2019,16.02.2019,GPC01190000031,5.94
Stockport MBC,Services to People,Childrens & Educational Services,ENTENBAECK,Catering Supplies,Catering Food & Beverages ,29.01.2019,16.02.2019,GPC01190000032,52.36
Stockport MBC,Services to People,Childrens & Educational Services,UPPER CRUST,Catering Supplies,Catering Food & Beverages ,29.01.2019,16.02.2019,GPC01190000033,16.18
Stockport MBC,Services to People,Childrens & Educational Services,MANCHESTER AIRPORT CAR,Travelling Expenses,Human Resources Travel & Subsistence ,28.01.2019,16.02.2019,GPC01190000034,43.33
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK MB4SQ0UM4,Furniture and Equipment,Furniture & Soft Furnishings  ,25.01.2019,16.02.2019,GPC01190000035,19.68
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB0XJ7DN4,Furniture and Equipment,Environmental Services Technical Equipment ,20.01.2019,16.02.2019,GPC01190000036,305.83
Stockport MBC,Services to People,Childrens & Educational Services,NCP BOLTON DEANE RD,Travelling Expenses,Human Resources Travel & Subsistence ,15.01.2019,16.02.2019,GPC01190000037,2.50
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,10.01.2019,16.02.2019,GPC01190000038,6.25
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK  RZVKWJ2SK2,Office Expenses,Facilities & Management Services  ,31.01.2019,16.02.2019,GPC01190000039,83.26
Stockport MBC,Services to People,Childrens & Educational Services,TWITTER ONLINE ADS,Office Expenses,Facilities & Management Services  ,30.01.2019,16.02.2019,GPC01190000040,32.80
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,24.01.2019,16.02.2019,GPC01190000041,27.95
Stockport MBC,Services to People,Childrens & Educational Services,TWITTER ONLINE ADS,Office Expenses,Facilities & Management Services  ,23.01.2019,16.02.2019,GPC01190000042,30.00
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,22.01.2019,16.02.2019,GPC01190000043,500.00
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK  F9YZQJ2SK2,Office Expenses,Facilities & Management Services  ,19.01.2019,16.02.2019,GPC01190000044,600.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,17.01.2019,16.02.2019,GPC01190000045,178.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,17.01.2019,16.02.2019,GPC01190000046,312.00
Stockport MBC,Services to People,Childrens & Educational Services,TWITTER ONLINE ADS,Office Expenses,Facilities & Management Services  ,16.01.2019,16.02.2019,GPC01190000047,2.60
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,12.01.2019,16.02.2019,GPC01190000048,500.00
Stockport MBC,Services to People,Childrens & Educational Services,TWITTER ONLINE ADS,Office Expenses,Facilities & Management Services  ,09.01.2019,16.02.2019,GPC01190000049,19.47
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.01.2019,16.02.2019,GPC01190000050,251.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.01.2019,16.02.2019,GPC01190000051,83.50
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,02.01.2019,16.02.2019,GPC01190000052,500.00
Stockport MBC,Services to People,Childrens & Educational Services,NORTHERN RAIL LTD,Travelling Expenses,Human Resources Travel & Subsistence ,24.01.2019,16.02.2019,GPC01190000053,4.70
Stockport MBC,Services to People,Childrens & Educational Services,HEATON CHAPEL SST,Travelling Expenses,Human Resources Travel & Subsistence ,18.01.2019,16.02.2019,GPC01190000054,5.10
Stockport MBC,Services to People,Childrens & Educational Services,METROLINK TVM,Travelling Expenses,Human Resources Travel & Subsistence ,18.01.2019,16.02.2019,GPC01190000055,4.80
Stockport MBC,Services to People,Childrens & Educational Services,PP METROTAXISL,Travelling Expenses,Human Resources Travel & Subsistence ,09.01.2019,16.02.2019,GPC01190000056,12.30
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,09.01.2019,16.02.2019,GPC01190000057,3.50
Stockport MBC,Services to People,Childrens & Educational Services,Q PARK PICCADILLY PLAC,Travelling Expenses,Human Resources Travel & Subsistence ,08.01.2019,16.02.2019,GPC01190000058,7.00
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,04.01.2019,16.02.2019,GPC01190000059,18.00
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,30.01.2019,16.02.2019,GPC01190000060,6.30
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,28.01.2019,16.02.2019,GPC01190000061,6.30
Stockport MBC,Services to Place,Central Support Costs,Q PARK LIVERPOOL ONE,Travelling Expenses,Human Resources Travel & Subsistence ,25.01.2019,16.02.2019,GPC01190000062,11.00
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,23.01.2019,16.02.2019,GPC01190000063,9.40
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,17.01.2019,16.02.2019,GPC01190000064,6.30
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,11.01.2019,16.02.2019,GPC01190000065,4.10
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,10.01.2019,16.02.2019,GPC01190000066,6.30
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB17W59T4,Office Expenses,Stationery    ,24.01.2019,16.02.2019,GPC01190000067,6.68
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB72J19O4,Office Expenses,Stationery    ,24.01.2019,16.02.2019,GPC01190000068,18.92
Stockport MBC,Services to People,Childrens & Educational Services,COSYKIDZLTD,Office Expenses,Stationery    ,24.01.2019,16.02.2019,GPC01190000069,68.25
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ARGOS.CO.UK,Office Expenses,Stationery    ,24.01.2019,16.02.2019,GPC01190000070,23.94
Stockport MBC,Services to People,Childrens & Educational Services,INCLUSIVE GROUP,Office Expenses,Stationery    ,24.01.2019,16.02.2019,GPC01190000071,18.00
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB1WE78C4,Office Expenses,Stationery    ,17.01.2019,16.02.2019,GPC01190000072,14.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB3EN1BY4,Office Expenses,Stationery    ,17.01.2019,16.02.2019,GPC01190000073,19.17
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB4ED3B04,Office Expenses,Stationery    ,17.01.2019,16.02.2019,GPC01190000074,37.41
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB58L7804,Office Expenses,Stationery    ,17.01.2019,16.02.2019,GPC01190000075,1.10
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STOCKPORT.GOV.UK,Fees and Charges,"Works - Construction, Repair & Maintenance  ",15.01.2019,16.02.2019,GPC01190000076,20.00
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON PRIME MB18R3GY4,Office Expenses,Stationery    ,13.01.2019,16.02.2019,GPC01190000077,7.99
Stockport MBC,Services to People,Childrens & Educational Services,ASDA GROCERIES ONLINE,Catering Supplies,Catering Food & Beverages ,30.01.2019,16.02.2019,GPC01190000078,67.19
Stockport MBC,Services to People,Childrens & Educational Services,ASDA GROCERIES ONLINE,Catering Supplies,Catering Food & Beverages ,30.01.2019,16.02.2019,GPC01190000079,-0.31
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,28.01.2019,16.02.2019,GPC01190000080,4.35
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK MB7C05IB4,Furniture and Equipment,Environmental Services Technical Equipment ,25.01.2019,16.02.2019,GPC01190000081,51.34
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB3CL8WX4,Furniture and Equipment,Environmental Services Technical Equipment ,27.01.2019,16.02.2019,GPC01190000082,51.99
Stockport MBC,Services to People,Childrens & Educational Services,OSCARS CHEADLE HULME,Furniture and Equipment,Environmental Services Technical Equipment ,25.01.2019,16.02.2019,GPC01190000083,20.64
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB9U36U14,Furniture and Equipment,Environmental Services Technical Equipment ,24.01.2019,16.02.2019,GPC01190000084,34.95
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,24.01.2019,16.02.2019,GPC01190000085,27.49
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,23.01.2019,16.02.2019,GPC01190000086,30.81
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB47S17U4,Furniture and Equipment,Environmental Services Technical Equipment ,23.01.2019,16.02.2019,GPC01190000087,11.20
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,16.01.2019,16.02.2019,GPC01190000088,25.84
Stockport MBC,Services to People,Childrens & Educational Services,HOBBYCRAFT,Furniture and Equipment,Environmental Services Technical Equipment ,15.01.2019,16.02.2019,GPC01190000089,2.00
Stockport MBC,Services to People,Childrens & Educational Services,HOME BARGAINS,Furniture and Equipment,Environmental Services Technical Equipment ,15.01.2019,16.02.2019,GPC01190000090,7.05
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Furniture and Equipment,Environmental Services Technical Equipment ,14.01.2019,16.02.2019,GPC01190000091,12.52
Stockport MBC,Services to People,Public Health,NORTHERN RAIL,Travelling Expenses,Human Resources Travel & Subsistence ,07.01.2019,16.02.2019,GPC01190000092,7.30
Stockport MBC,Corporate and Support Services,Cultural & Related Services,CHESHIRE EAST BC,Staff Training,Human Resources  ,28.01.2019,16.02.2019,GPC01190000093,37.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,CO-OP GROUP 108689,Catering Supplies,Catering Food & Beverages ,18.01.2019,16.02.2019,GPC01190000094,19.50
Stockport MBC,Corporate and Support Services,Cultural & Related Services,SAINSBURYS SACAT 2051,Catering Supplies,Catering Food & Beverages ,05.01.2019,16.02.2019,GPC01190000095,2.45
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MI1HL1O84,Furniture and Equipment,Furniture & Soft Furnishings  ,30.01.2019,16.02.2019,GPC01190000096,14.87
Stockport MBC,Services to People,Childrens & Educational Services,HOTELS.COM155163550948,Expenses and Allowances,Catering  ,21.01.2019,16.02.2019,GPC01190000097,280.80
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB5MU98C4,Furniture and Equipment,Furniture & Soft Furnishings  ,17.01.2019,16.02.2019,GPC01190000098,9.99
Stockport MBC,Services to People,Childrens & Educational Services,BOOKERECOMM,Office Expenses,Stationery    ,17.01.2019,16.02.2019,GPC01190000099,190.47
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB2CA8HT4,Furniture and Equipment,Furniture & Soft Furnishings  ,16.01.2019,16.02.2019,GPC01190000100,16.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB6C19H24,Furniture and Equipment,Furniture & Soft Furnishings  ,16.01.2019,16.02.2019,GPC01190000101,4.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB9MP2HA4,Office Expenses,Stationery    ,16.01.2019,16.02.2019,GPC01190000102,26.97
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB5PJ4HU4,Office Expenses,Stationery    ,16.01.2019,16.02.2019,GPC01190000103,1.75
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB9313HW4,Furniture and Equipment,Furniture & Soft Furnishings  ,16.01.2019,16.02.2019,GPC01190000104,3.95
Stockport MBC,Services to People,Childrens & Educational Services,THINKING BOOKS,Library Equipment,Education Library Books ,16.01.2019,16.02.2019,GPC01190000105,46.00
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB5RG15O4,Office Expenses,Stationery    ,15.01.2019,16.02.2019,GPC01190000106,30.57
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB7GZ9544,Office Expenses,Stationery    ,15.01.2019,16.02.2019,GPC01190000107,6.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB0Q785Z4,Furniture and Equipment,Furniture & Soft Furnishings  ,15.01.2019,16.02.2019,GPC01190000108,5.99
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB12T95C4,Furniture and Equipment,Furniture & Soft Furnishings  ,15.01.2019,16.02.2019,GPC01190000109,62.15
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB34Z8M74,Furniture and Equipment,Furniture & Soft Furnishings  ,15.01.2019,16.02.2019,GPC01190000110,5.99
Stockport MBC,Services to People,Adult Social Care,BRITANNIA,Care Payments,Social Community Care Supplies & Services  ,25.01.2019,16.02.2019,GPC01190000111,"2,289.50"
Stockport MBC,Services to People,Adult Social Care,WWW.UCLAN.AU.UK,Fees and Charges,Human Resources Training & Conferences ,25.01.2019,16.02.2019,GPC01190000112,120.00
Stockport MBC,Services to People,Adult Social Care,HEALTHCARE CONFERENCES,Fees and Charges,Human Resources Training & Conferences ,10.01.2019,16.02.2019,GPC01190000113,-160.20
Stockport MBC,Services to People,Adult Social Care,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,11.01.2019,16.02.2019,GPC01190000114,85.50
Stockport MBC,Services to People,Adult Social Care,HEALTHCARE CONFERENCES,Expenses and Allowances,Human Resources Training & Conferences ,10.01.2019,16.02.2019,GPC01190000115,394.20
Stockport MBC,Services to People,Adult Social Care,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.01.2019,16.02.2019,GPC01190000116,176.60
Stockport MBC,Services to People,Childrens & Educational Services,ASDA GEORGE COM LEEDS,Furniture and Equipment,Environmental Services Technical Equipment ,22.01.2019,16.02.2019,GPC01190000117,22.95
Stockport MBC,Services to People,Childrens & Educational Services,ASDA GEORGE COM LEEDS,Furniture and Equipment,Environmental Services Technical Equipment ,21.01.2019,16.02.2019,GPC01190000118,22.95
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB4W31694,Furniture and Equipment,Environmental Services Technical Equipment ,19.01.2019,16.02.2019,GPC01190000119,52.39
Stockport MBC,Services to People,Childrens & Educational Services,AMZN MKTP UK MB97B3VC4,Furniture and Equipment,Environmental Services Technical Equipment ,14.01.2019,16.02.2019,GPC01190000120,13.50
Stockport MBC,Services to People,Childrens & Educational Services,FP LTD,Office Expenses,Mail Services   ,09.01.2019,16.02.2019,GPC01190000121,97.80
Stockport MBC,Services to People,Childrens & Educational Services,B & Q 1162,Furniture and Equipment,Environmental Services Technical Equipment ,04.01.2019,16.02.2019,GPC01190000122,-27.50
Stockport MBC,Corporate and Support Services,Planning Services,WM MORRISONS STORE,Publicity and Promotion,Arts & Leisure Services  ,23.01.2019,16.02.2019,GPC01190000123,7.20
Stockport MBC,Services to People,Childrens & Educational Services,THE ORIGINAL PARTY BAG,Furniture and Equipment,Furniture & Soft Furnishings  ,31.01.2019,16.02.2019,GPC01190000124,13.95
Stockport MBC,Services to People,Childrens & Educational Services,ASDA GROCERIES ONLINE,Cleaning,Cleaning & Janitorial  ,30.01.2019,16.02.2019,GPC01190000125,26.48
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK MI6P93CG4,Library Equipment,Education Library Books ,29.01.2019,16.02.2019,GPC01190000126,8.73
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STSIMEON.COM,Staff Training,Human Resources  ,21.01.2019,16.02.2019,GPC01190000127,49.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,21.01.2019,16.02.2019,GPC01190000128,87.05
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK MB20305B4,Library Equipment,Education Library Books ,15.01.2019,16.02.2019,GPC01190000129,21.73
Stockport MBC,Services to People,Childrens & Educational Services,QUIZLET.COM,Library Equipment,Education Library Books ,14.01.2019,16.02.2019,GPC01190000130,35.99
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,11.01.2019,16.02.2019,GPC01190000131,17.76
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Furniture and Equipment,Furniture & Soft Furnishings  ,11.01.2019,16.02.2019,GPC01190000132,3.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TEACHIT.CO.UK,Library Equipment,Education Library Books ,09.01.2019,16.02.2019,GPC01190000133,30.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,30.01.2019,16.02.2019,GPC01190000134,20.55
Stockport MBC,Services to People,Childrens & Educational Services,MANCHESTER AIRPORT CAR,Travelling Expenses,Human Resources Travel & Subsistence ,30.01.2019,16.02.2019,GPC01190000135,67.99
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,29.01.2019,16.02.2019,GPC01190000136,60.00
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Travelling Expenses,Social Community Care Supplies & Services  ,28.01.2019,16.02.2019,GPC01190000137,42.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,28.01.2019,16.02.2019,GPC01190000138,52.25
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,28.01.2019,16.02.2019,GPC01190000139,83.50
Stockport MBC,Services to People,Childrens & Educational Services,HOLIDAY INN KENSINGTON,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,23.01.2019,16.02.2019,GPC01190000140,132.00
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Travelling Expenses,Social Community Care Supplies & Services  ,21.01.2019,16.02.2019,GPC01190000141,135.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,22.01.2019,16.02.2019,GPC01190000142,182.05
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON.CO.UK MB8IN4204,Care Payments,Social Community Care Supplies & Services  ,22.01.2019,16.02.2019,GPC01190000143,10.78
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,18.01.2019,16.02.2019,GPC01190000144,24.55
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44011675,Care Payments,Social Community Care Supplies & Services  ,17.01.2019,16.02.2019,GPC01190000145,381.50
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44024395,Care Payments,Social Community Care Supplies & Services  ,17.01.2019,16.02.2019,GPC01190000146,44.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,18.01.2019,16.02.2019,GPC01190000147,-76.40
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,18.01.2019,16.02.2019,GPC01190000148,-13.80
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,18.01.2019,16.02.2019,GPC01190000149,-13.80
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,18.01.2019,16.02.2019,GPC01190000150,49.10
Stockport MBC,Services to People,Childrens & Educational Services,EASYJET00 000    EWHFFNT,Care Payments,Social Community Care Supplies & Services  ,17.01.2019,16.02.2019,GPC01190000151,215.72
Stockport MBC,Services to People,Childrens & Educational Services,EASYJET00 000    EWHFJM3,Travelling Expenses,Human Resources Travel & Subsistence ,17.01.2019,16.02.2019,GPC01190000152,61.14
Stockport MBC,Services to People,Childrens & Educational Services,BRITANNIA HOTEL,Travelling Expenses,Human Resources Travel & Subsistence ,15.01.2019,16.02.2019,GPC01190000153,266.00
Stockport MBC,Services to People,Childrens & Educational Services,AO RETAIL LIMITED,Furniture and Equipment,Environmental Services Technical Equipment ,16.01.2019,16.02.2019,GPC01190000154,299.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,16.01.2019,16.02.2019,GPC01190000155,-118.80
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,16.01.2019,16.02.2019,GPC01190000156,-183.20
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,15.01.2019,16.02.2019,GPC01190000157,200.30
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,15.01.2019,16.02.2019,GPC01190000158,11.45
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE.COM F1DVTQ       0,Travelling Expenses,Human Resources Travel & Subsistence ,11.01.2019,16.02.2019,GPC01190000159,133.97
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,10.01.2019,16.02.2019,GPC01190000160,194.70
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,10.01.2019,16.02.2019,GPC01190000161,194.70
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,10.01.2019,16.02.2019,GPC01190000162,195.50
