ï»¿Title,"All staff (excluding atypical) by age group, disability status, ethnicity, nationality, sex, academic contract marker and activity standard occupational classification",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
Nationality,Non-European Union,Scotland,Non-academic contract,Sales and customer service occupations,10
Nationality,Non-European Union,Scotland,Non-academic contract,"Process, plant and machine operatives",0
Nationality,Non-European Union,Scotland,Non-academic contract,Elementary occupations,155
Nationality,Non-European Union,Scotland,Non-academic contract,Total non-academic staff,925
Nationality,Non-European Union,Wales,Academic contract,"Managers, directors and senior officials",5
Nationality,Non-European Union,Wales,Academic contract,Professional occupations,955
Nationality,Non-European Union,Wales,Academic contract,Associate professional and technical occupations,10
Nationality,Non-European Union,Wales,Academic contract,Clerical and manual occupations,0
Nationality,Non-European Union,Wales,Academic contract,Total academic staff,965
Nationality,Non-European Union,Wales,Non-academic contract,"Managers, directors and senior officials ",5
Nationality,Non-European Union,Wales,Non-academic contract,Professional occupations ,55
Nationality,Non-European Union,Wales,Non-academic contract,Associate professional and technical occupations ,35
Nationality,Non-European Union,Wales,Non-academic contract,Administrative and secretarial occupations,75
Nationality,Non-European Union,Wales,Non-academic contract,Skilled trades occupations,5
Nationality,Non-European Union,Wales,Non-academic contract,"Caring, leisure and other service occupations",0
Nationality,Non-European Union,Wales,Non-academic contract,Sales and customer service occupations,0
Nationality,Non-European Union,Wales,Non-academic contract,"Process, plant and machine operatives",0
Nationality,Non-European Union,Wales,Non-academic contract,Elementary occupations,35
Nationality,Non-European Union,Wales,Non-academic contract,Total non-academic staff,215
Nationality,Non-European Union,All,Academic contract,"Managers, directors and senior officials",25
Nationality,Non-European Union,All,Academic contract,Professional occupations,29475
Nationality,Non-European Union,All,Academic contract,Associate professional and technical occupations,65
Nationality,Non-European Union,All,Academic contract,Clerical and manual occupations,0
Nationality,Non-European Union,All,Academic contract,Total academic staff,29565
Nationality,Non-European Union,All,Non-academic contract,"Managers, directors and senior officials ",230
Nationality,Non-European Union,All,Non-academic contract,Professional occupations ,2085
Nationality,Non-European Union,All,Non-academic contract,Associate professional and technical occupations ,1700
Nationality,Non-European Union,All,Non-academic contract,Administrative and secretarial occupations,2405
Nationality,Non-European Union,All,Non-academic contract,Skilled trades occupations,145
Nationality,Non-European Union,All,Non-academic contract,"Caring, leisure and other service occupations",255
Nationality,Non-European Union,All,Non-academic contract,Sales and customer service occupations,100
Nationality,Non-European Union,All,Non-academic contract,"Process, plant and machine operatives",40
Nationality,Non-European Union,All,Non-academic contract,Elementary occupations,1635
Nationality,Non-European Union,All,Non-academic contract,Total non-academic staff,8600
Nationality,Not known,England,Academic contract,"Managers, directors and senior officials",0
Nationality,Not known,England,Academic contract,Professional occupations,1315
Nationality,Not known,England,Academic contract,Associate professional and technical occupations,5
Nationality,Not known,England,Academic contract,Clerical and manual occupations,0
Nationality,Not known,England,Academic contract,Total academic staff,1325
Nationality,Not known,England,Non-academic contract,"Managers, directors and senior officials ",35
Nationality,Not known,England,Non-academic contract,Professional occupations ,170
Nationality,Not known,England,Non-academic contract,Associate professional and technical occupations ,195
Nationality,Not known,England,Non-academic contract,Administrative and secretarial occupations,230
Nationality,Not known,England,Non-academic contract,Skilled trades occupations,45
Nationality,Not known,England,Non-academic contract,"Caring, leisure and other service occupations",45
Nationality,Not known,England,Non-academic contract,Sales and customer service occupations,30
Nationality,Not known,England,Non-academic contract,"Process, plant and machine operatives",25
Nationality,Not known,England,Non-academic contract,Elementary occupations,190
Nationality,Not known,England,Non-academic contract,Total non-academic staff,970
Nationality,Not known,Northern Ireland,Academic contract,"Managers, directors and senior officials",0
Nationality,Not known,Northern Ireland,Academic contract,Professional occupations,10
Nationality,Not known,Northern Ireland,Academic contract,Associate professional and technical occupations,0
Nationality,Not known,Northern Ireland,Academic contract,Clerical and manual occupations,0
Nationality,Not known,Northern Ireland,Academic contract,Total academic staff,10
Nationality,Not known,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",0
Nationality,Not known,Northern Ireland,Non-academic contract,Professional occupations ,5
Nationality,Not known,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,10
Nationality,Not known,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,5
Nationality,Not known,Northern Ireland,Non-academic contract,Skilled trades occupations,0
Nationality,Not known,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",0
Nationality,Not known,Northern Ireland,Non-academic contract,Sales and customer service occupations,0
Nationality,Not known,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",0
Nationality,Not known,Northern Ireland,Non-academic contract,Elementary occupations,10
Nationality,Not known,Northern Ireland,Non-academic contract,Total non-academic staff,30
Nationality,Not known,Scotland,Academic contract,"Managers, directors and senior officials",0
Nationality,Not known,Scotland,Academic contract,Professional occupations,45
Nationality,Not known,Scotland,Academic contract,Associate professional and technical occupations,5
Nationality,Not known,Scotland,Academic contract,Clerical and manual occupations,0
Nationality,Not known,Scotland,Academic contract,Total academic staff,50
Nationality,Not known,Scotland,Non-academic contract,"Managers, directors and senior officials ",15
Nationality,Not known,Scotland,Non-academic contract,Professional occupations ,5
Nationality,Not known,Scotland,Non-academic contract,Associate professional and technical occupations ,5
Nationality,Not known,Scotland,Non-academic contract,Administrative and secretarial occupations,10
Nationality,Not known,Scotland,Non-academic contract,Skilled trades occupations,5
Nationality,Not known,Scotland,Non-academic contract,"Caring, leisure and other service occupations",5
Nationality,Not known,Scotland,Non-academic contract,Sales and customer service occupations,0
Nationality,Not known,Scotland,Non-academic contract,"Process, plant and machine operatives",0
Nationality,Not known,Scotland,Non-academic contract,Elementary occupations,10
Nationality,Not known,Scotland,Non-academic contract,Total non-academic staff,55
Nationality,Not known,Wales,Academic contract,"Managers, directors and senior officials",0
Nationality,Not known,Wales,Academic contract,Professional occupations,65
Nationality,Not known,Wales,Academic contract,Associate professional and technical occupations,0
Nationality,Not known,Wales,Academic contract,Clerical and manual occupations,0
Nationality,Not known,Wales,Academic contract,Total academic staff,65
Nationality,Not known,Wales,Non-academic contract,"Managers, directors and senior officials ",0
Nationality,Not known,Wales,Non-academic contract,Professional occupations ,5
Nationality,Not known,Wales,Non-academic contract,Associate professional and technical occupations ,5
Nationality,Not known,Wales,Non-academic contract,Administrative and secretarial occupations,20
Nationality,Not known,Wales,Non-academic contract,Skilled trades occupations,5
Nationality,Not known,Wales,Non-academic contract,"Caring, leisure and other service occupations",5
Nationality,Not known,Wales,Non-academic contract,Sales and customer service occupations,0
Nationality,Not known,Wales,Non-academic contract,"Process, plant and machine operatives",0
Nationality,Not known,Wales,Non-academic contract,Elementary occupations,0
Nationality,Not known,Wales,Non-academic contract,Total non-academic staff,45
Nationality,Not known,All,Academic contract,"Managers, directors and senior officials",0
Nationality,Not known,All,Academic contract,Professional occupations,1435
Nationality,Not known,All,Academic contract,Associate professional and technical occupations,10
Nationality,Not known,All,Academic contract,Clerical and manual occupations,0
Nationality,Not known,All,Academic contract,Total academic staff,1450
Nationality,Not known,All,Non-academic contract,"Managers, directors and senior officials ",55
Nationality,Not known,All,Non-academic contract,Professional occupations ,185
Nationality,Not known,All,Non-academic contract,Associate professional and technical occupations ,220
Nationality,Not known,All,Non-academic contract,Administrative and secretarial occupations,270
Nationality,Not known,All,Non-academic contract,Skilled trades occupations,50
Nationality,Not known,All,Non-academic contract,"Caring, leisure and other service occupations",55
Nationality,Not known,All,Non-academic contract,Sales and customer service occupations,30
Nationality,Not known,All,Non-academic contract,"Process, plant and machine operatives",25
Nationality,Not known,All,Non-academic contract,Elementary occupations,205
Nationality,Not known,All,Non-academic contract,Total non-academic staff,1095
Sex,Female,England,Academic contract,"Managers, directors and senior officials",170
Sex,Female,England,Academic contract,Professional occupations,82670
Sex,Female,England,Academic contract,Associate professional and technical occupations,470
Sex,Female,England,Academic contract,Clerical and manual occupations,0
Sex,Female,England,Academic contract,Total academic staff,83315
Sex,Female,England,Non-academic contract,"Managers, directors and senior officials ",5375
Sex,Female,England,Non-academic contract,Professional occupations ,22660
Sex,Female,England,Non-academic contract,Associate professional and technical occupations ,23415
Sex,Female,England,Non-academic contract,Administrative and secretarial occupations,45660
Sex,Female,England,Non-academic contract,Skilled trades occupations,1140
Sex,Female,England,Non-academic contract,"Caring, leisure and other service occupations",3225
Sex,Female,England,Non-academic contract,Sales and customer service occupations,1470
Sex,Female,England,Non-academic contract,"Process, plant and machine operatives",250
Sex,Female,England,Non-academic contract,Elementary occupations,11110
Sex,Female,England,Non-academic contract,Total non-academic staff,114305
Sex,Female,Northern Ireland,Academic contract,"Managers, directors and senior officials",5
Sex,Female,Northern Ireland,Academic contract,Professional occupations,1480
Sex,Female,Northern Ireland,Academic contract,Associate professional and technical occupations,10
Sex,Female,Northern Ireland,Academic contract,Clerical and manual occupations,0
Sex,Female,Northern Ireland,Academic contract,Total academic staff,1500
Sex,Female,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",125
Sex,Female,Northern Ireland,Non-academic contract,Professional occupations ,510
Sex,Female,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,340
Sex,Female,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,1195
Sex,Female,Northern Ireland,Non-academic contract,Skilled trades occupations,10
Sex,Female,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",55
Sex,Female,Northern Ireland,Non-academic contract,Sales and customer service occupations,25
Sex,Female,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",0
Sex,Female,Northern Ireland,Non-academic contract,Elementary occupations,140
Sex,Female,Northern Ireland,Non-academic contract,Total non-academic staff,2405
Sex,Female,Scotland,Academic contract,"Managers, directors and senior officials",25
Sex,Female,Scotland,Academic contract,Professional occupations,10550
Sex,Female,Scotland,Academic contract,Associate professional and technical occupations,130
Sex,Female,Scotland,Academic contract,Clerical and manual occupations,0
Sex,Female,Scotland,Academic contract,Total academic staff,10710
Sex,Female,Scotland,Non-academic contract,"Managers, directors and senior officials ",455
Sex,Female,Scotland,Non-academic contract,Professional occupations ,2665
Sex,Female,Scotland,Non-academic contract,Associate professional and technical occupations ,3115
Sex,Female,Scotland,Non-academic contract,Administrative and secretarial occupations,6980
Sex,Female,Scotland,Non-academic contract,Skilled trades occupations,225
Sex,Female,Scotland,Non-academic contract,"Caring, leisure and other service occupations",655
Sex,Female,Scotland,Non-academic contract,Sales and customer service occupations,95
Sex,Female,Scotland,Non-academic contract,"Process, plant and machine operatives",15
Sex,Female,Scotland,Non-academic contract,Elementary occupations,2295
Sex,Female,Scotland,Non-academic contract,Total non-academic staff,16495
Sex,Female,Wales,Academic contract,"Managers, directors and senior officials",45
Sex,Female,Wales,Academic contract,Professional occupations,4760
Sex,Female,Wales,Academic contract,Associate professional and technical occupations,40
Sex,Female,Wales,Academic contract,Clerical and manual occupations,0
Sex,Female,Wales,Academic contract,Total academic staff,4845
Sex,Female,Wales,Non-academic contract,"Managers, directors and senior officials ",530
Sex,Female,Wales,Non-academic contract,Professional occupations ,1340
Sex,Female,Wales,Non-academic contract,Associate professional and technical occupations ,945
Sex,Female,Wales,Non-academic contract,Administrative and secretarial occupations,2980
Sex,Female,Wales,Non-academic contract,Skilled trades occupations,130
Sex,Female,Wales,Non-academic contract,"Caring, leisure and other service occupations",155
Sex,Female,Wales,Non-academic contract,Sales and customer service occupations,55
Sex,Female,Wales,Non-academic contract,"Process, plant and machine operatives",0
Sex,Female,Wales,Non-academic contract,Elementary occupations,500
Sex,Female,Wales,Non-academic contract,Total non-academic staff,6640
Sex,Female,All,Academic contract,"Managers, directors and senior officials",245
Sex,Female,All,Academic contract,Professional occupations,99465
Sex,Female,All,Academic contract,Associate professional and technical occupations,655
Sex,Female,All,Academic contract,Clerical and manual occupations,5
Sex,Female,All,Academic contract,Total academic staff,100365
Sex,Female,All,Non-academic contract,"Managers, directors and senior officials ",6485
Sex,Female,All,Non-academic contract,Professional occupations ,27180
Sex,Female,All,Non-academic contract,Associate professional and technical occupations ,27820
Sex,Female,All,Non-academic contract,Administrative and secretarial occupations,56815
Sex,Female,All,Non-academic contract,Skilled trades occupations,1505
Sex,Female,All,Non-academic contract,"Caring, leisure and other service occupations",4090
Sex,Female,All,Non-academic contract,Sales and customer service occupations,1645
Sex,Female,All,Non-academic contract,"Process, plant and machine operatives",265
Sex,Female,All,Non-academic contract,Elementary occupations,14045
Sex,Female,All,Non-academic contract,Total non-academic staff,139850
Sex,Male,England,Academic contract,"Managers, directors and senior officials",205
Sex,Male,England,Academic contract,Professional occupations,95715
Sex,Male,England,Academic contract,Associate professional and technical occupations,610
Sex,Male,England,Academic contract,Clerical and manual occupations,0
Sex,Male,England,Academic contract,Total academic staff,96530
Sex,Male,England,Non-academic contract,"Managers, directors and senior officials ",4400
Sex,Male,England,Non-academic contract,Professional occupations ,16640
Sex,Male,England,Non-academic contract,Associate professional and technical occupations ,18635
Sex,Male,England,Non-academic contract,Administrative and secretarial occupations,11925
Sex,Male,England,Non-academic contract,Skilled trades occupations,4090
Sex,Male,England,Non-academic contract,"Caring, leisure and other service occupations",2505
Sex,Male,England,Non-academic contract,Sales and customer service occupations,745
Sex,Male,England,Non-academic contract,"Process, plant and machine operatives",1020
Sex,Male,England,Non-academic contract,Elementary occupations,8220
Sex,Male,England,Non-academic contract,Total non-academic staff,68180
Sex,Male,Northern Ireland,Academic contract,"Managers, directors and senior officials",5
Sex,Male,Northern Ireland,Academic contract,Professional occupations,1790
Sex,Male,Northern Ireland,Academic contract,Associate professional and technical occupations,30
Sex,Male,Northern Ireland,Academic contract,Clerical and manual occupations,0
Sex,Male,Northern Ireland,Academic contract,Total academic staff,1830
Sex,Male,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",115
Sex,Male,Northern Ireland,Non-academic contract,Professional occupations ,315
Sex,Male,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,380
Sex,Male,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,225
Sex,Male,Northern Ireland,Non-academic contract,Skilled trades occupations,100
Sex,Male,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",55
Sex,Male,Northern Ireland,Non-academic contract,Sales and customer service occupations,20
Sex,Male,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",5
Sex,Male,Northern Ireland,Non-academic contract,Elementary occupations,145
Sex,Male,Northern Ireland,Non-academic contract,Total non-academic staff,1360
Sex,Male,Scotland,Academic contract,"Managers, directors and senior officials",25
Sex,Male,Scotland,Academic contract,Professional occupations,12715
Sex,Male,Scotland,Academic contract,Associate professional and technical occupations,130
Sex,Male,Scotland,Academic contract,Clerical and manual occupations,0
Sex,Male,Scotland,Academic contract,Total academic staff,12870
Sex,Male,Scotland,Non-academic contract,"Managers, directors and senior officials ",450
Sex,Male,Scotland,Non-academic contract,Professional occupations ,2035
Sex,Male,Scotland,Non-academic contract,Associate professional and technical occupations ,2575
Sex,Male,Scotland,Non-academic contract,Administrative and secretarial occupations,1560
Sex,Male,Scotland,Non-academic contract,Skilled trades occupations,710
Sex,Male,Scotland,Non-academic contract,"Caring, leisure and other service occupations",425
Sex,Male,Scotland,Non-academic contract,Sales and customer service occupations,40
Sex,Male,Scotland,Non-academic contract,"Process, plant and machine operatives",120
Sex,Male,Scotland,Non-academic contract,Elementary occupations,1520
Sex,Male,Scotland,Non-academic contract,Total non-academic staff,9435
Sex,Male,Wales,Academic contract,"Managers, directors and senior officials",55
Sex,Male,Wales,Academic contract,Professional occupations,5315
Sex,Male,Wales,Academic contract,Associate professional and technical occupations,40
Sex,Male,Wales,Academic contract,Clerical and manual occupations,0
Sex,Male,Wales,Academic contract,Total academic staff,5410
Sex,Male,Wales,Non-academic contract,"Managers, directors and senior officials ",410
Sex,Male,Wales,Non-academic contract,Professional occupations ,910
Sex,Male,Wales,Non-academic contract,Associate professional and technical occupations ,865
Sex,Male,Wales,Non-academic contract,Administrative and secretarial occupations,835
Sex,Male,Wales,Non-academic contract,Skilled trades occupations,335
Sex,Male,Wales,Non-academic contract,"Caring, leisure and other service occupations",110
Sex,Male,Wales,Non-academic contract,Sales and customer service occupations,40
Sex,Male,Wales,Non-academic contract,"Process, plant and machine operatives",35
Sex,Male,Wales,Non-academic contract,Elementary occupations,425
Sex,Male,Wales,Non-academic contract,Total non-academic staff,3965
Sex,Male,All,Academic contract,"Managers, directors and senior officials",295
Sex,Male,All,Academic contract,Professional occupations,115540
Sex,Male,All,Academic contract,Associate professional and technical occupations,805
Sex,Male,All,Academic contract,Clerical and manual occupations,0
Sex,Male,All,Academic contract,Total academic staff,116640
Sex,Male,All,Non-academic contract,"Managers, directors and senior officials ",5375
Sex,Male,All,Non-academic contract,Professional occupations ,19905
Sex,Male,All,Non-academic contract,Associate professional and technical occupations ,22460
Sex,Male,All,Non-academic contract,Administrative and secretarial occupations,14545
Sex,Male,All,Non-academic contract,Skilled trades occupations,5235
Sex,Male,All,Non-academic contract,"Caring, leisure and other service occupations",3095
Sex,Male,All,Non-academic contract,Sales and customer service occupations,840
Sex,Male,All,Non-academic contract,"Process, plant and machine operatives",1180
Sex,Male,All,Non-academic contract,Elementary occupations,10305
Sex,Male,All,Non-academic contract,Total non-academic staff,82940
Sex,Other,England,Academic contract,"Managers, directors and senior officials",0
Sex,Other,England,Academic contract,Professional occupations,50
Sex,Other,England,Academic contract,Associate professional and technical occupations,0
Sex,Other,England,Academic contract,Clerical and manual occupations,0
Sex,Other,England,Academic contract,Total academic staff,50
Sex,Other,England,Non-academic contract,"Managers, directors and senior officials ",0
Sex,Other,England,Non-academic contract,Professional occupations ,25
Sex,Other,England,Non-academic contract,Associate professional and technical occupations ,30
Sex,Other,England,Non-academic contract,Administrative and secretarial occupations,30
Sex,Other,England,Non-academic contract,Skilled trades occupations,0
Sex,Other,England,Non-academic contract,"Caring, leisure and other service occupations",0
Sex,Other,England,Non-academic contract,Sales and customer service occupations,0
Sex,Other,England,Non-academic contract,"Process, plant and machine operatives",0
Sex,Other,England,Non-academic contract,Elementary occupations,5
Sex,Other,England,Non-academic contract,Total non-academic staff,95
Sex,Other,Scotland,Academic contract,"Managers, directors and senior officials",0
Sex,Other,Scotland,Academic contract,Professional occupations,5
Sex,Other,Scotland,Academic contract,Associate professional and technical occupations,0
Sex,Other,Scotland,Academic contract,Clerical and manual occupations,0
Sex,Other,Scotland,Academic contract,Total academic staff,5
Sex,Other,Scotland,Non-academic contract,"Managers, directors and senior officials ",0
Sex,Other,Scotland,Non-academic contract,Professional occupations ,0
Sex,Other,Scotland,Non-academic contract,Associate professional and technical occupations ,0
Sex,Other,Scotland,Non-academic contract,Administrative and secretarial occupations,0
Sex,Other,Scotland,Non-academic contract,Skilled trades occupations,0
Sex,Other,Scotland,Non-academic contract,"Caring, leisure and other service occupations",0
Sex,Other,Scotland,Non-academic contract,Sales and customer service occupations,0
Sex,Other,Scotland,Non-academic contract,"Process, plant and machine operatives",0
Sex,Other,Scotland,Non-academic contract,Elementary occupations,0
Sex,Other,Scotland,Non-academic contract,Total non-academic staff,0
Sex,Other,Wales,Academic contract,"Managers, directors and senior officials",0
Sex,Other,Wales,Academic contract,Professional occupations,5
Sex,Other,Wales,Academic contract,Associate professional and technical occupations,0
Sex,Other,Wales,Academic contract,Clerical and manual occupations,0
Sex,Other,Wales,Academic contract,Total academic staff,5
Sex,Other,Wales,Non-academic contract,"Managers, directors and senior officials ",0
Sex,Other,Wales,Non-academic contract,Professional occupations ,0
Sex,Other,Wales,Non-academic contract,Associate professional and technical occupations ,0
Sex,Other,Wales,Non-academic contract,Administrative and secretarial occupations,0
Sex,Other,Wales,Non-academic contract,Skilled trades occupations,0
Sex,Other,Wales,Non-academic contract,"Caring, leisure and other service occupations",0
Sex,Other,Wales,Non-academic contract,Sales and customer service occupations,0
Sex,Other,Wales,Non-academic contract,"Process, plant and machine operatives",0
Sex,Other,Wales,Non-academic contract,Elementary occupations,0
Sex,Other,Wales,Non-academic contract,Total non-academic staff,0
Sex,Other,All,Academic contract,"Managers, directors and senior officials",0
Sex,Other,All,Academic contract,Professional occupations,60
Sex,Other,All,Academic contract,Associate professional and technical occupations,0
Sex,Other,All,Academic contract,Clerical and manual occupations,0
Sex,Other,All,Academic contract,Total academic staff,65
Sex,Other,All,Non-academic contract,"Managers, directors and senior officials ",0
Sex,Other,All,Non-academic contract,Professional occupations ,25
Sex,Other,All,Non-academic contract,Associate professional and technical occupations ,30
Sex,Other,All,Non-academic contract,Administrative and secretarial occupations,35
Sex,Other,All,Non-academic contract,Skilled trades occupations,0
Sex,Other,All,Non-academic contract,"Caring, leisure and other service occupations",0
Sex,Other,All,Non-academic contract,Sales and customer service occupations,0
Sex,Other,All,Non-academic contract,"Process, plant and machine operatives",0
Sex,Other,All,Non-academic contract,Elementary occupations,5
Sex,Other,All,Non-academic contract,Total non-academic staff,95
Total,Total,England,Academic contract,"Managers, directors and senior officials",370
Total,Total,England,Academic contract,Professional occupations,178440
Total,Total,England,Academic contract,Associate professional and technical occupations,1080
Total,Total,England,Academic contract,Clerical and manual occupations,5
Total,Total,England,Academic contract,Total academic staff,179895
Total,Total,England,Non-academic contract,"Managers, directors and senior officials ",9775
Total,Total,England,Non-academic contract,Professional occupations ,39325
Total,Total,England,Non-academic contract,Associate professional and technical occupations ,42085
Total,Total,England,Non-academic contract,Administrative and secretarial occupations,57615
Total,Total,England,Non-academic contract,Skilled trades occupations,5230
Total,Total,England,Non-academic contract,"Caring, leisure and other service occupations",5730
Total,Total,England,Non-academic contract,Sales and customer service occupations,2215
Total,Total,England,Non-academic contract,"Process, plant and machine operatives",1270
Total,Total,England,Non-academic contract,Elementary occupations,19330
Total,Total,England,Non-academic contract,Total non-academic staff,182580
Total,Total,Northern Ireland,Academic contract,"Managers, directors and senior officials",15
Total,Total,Northern Ireland,Academic contract,Professional occupations,3275
Total,Total,Northern Ireland,Academic contract,Associate professional and technical occupations,40
Total,Total,Northern Ireland,Academic contract,Clerical and manual occupations,0
Total,Total,Northern Ireland,Academic contract,Total academic staff,3325
Total,Total,Northern Ireland,Non-academic contract,"Managers, directors and senior officials ",240
Total,Total,Northern Ireland,Non-academic contract,Professional occupations ,830
Total,Total,Northern Ireland,Non-academic contract,Associate professional and technical occupations ,725
Total,Total,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,1420
Total,Total,Northern Ireland,Non-academic contract,Skilled trades occupations,110
Total,Total,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",110
Total,Total,Northern Ireland,Non-academic contract,Sales and customer service occupations,45
Total,Total,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",5
Total,Total,Northern Ireland,Non-academic contract,Elementary occupations,285
Total,Total,Northern Ireland,Non-academic contract,Total non-academic staff,3765
Total,Total,Scotland,Academic contract,"Managers, directors and senior officials",50
Total,Total,Scotland,Academic contract,Professional occupations,23270
Total,Total,Scotland,Academic contract,Associate professional and technical occupations,260
Total,Total,Scotland,Academic contract,Clerical and manual occupations,0
Total,Total,Scotland,Academic contract,Total academic staff,23580
Total,Total,Scotland,Non-academic contract,"Managers, directors and senior officials ",900
Total,Total,Scotland,Non-academic contract,Professional occupations ,4700
Total,Total,Scotland,Non-academic contract,Associate professional and technical occupations ,5690
Total,Total,Scotland,Non-academic contract,Administrative and secretarial occupations,8540
Total,Total,Scotland,Non-academic contract,Skilled trades occupations,935
Total,Total,Scotland,Non-academic contract,"Caring, leisure and other service occupations",1080
Total,Total,Scotland,Non-academic contract,Sales and customer service occupations,135
Total,Total,Scotland,Non-academic contract,"Process, plant and machine operatives",130
Total,Total,Scotland,Non-academic contract,Elementary occupations,3820
Total,Total,Scotland,Non-academic contract,Total non-academic staff,25935
Total,Total,Wales,Academic contract,"Managers, directors and senior officials",100
Total,Total,Wales,Academic contract,Professional occupations,10085
Total,Total,Wales,Academic contract,Associate professional and technical occupations,80
Total,Total,Wales,Academic contract,Clerical and manual occupations,0
Total,Total,Wales,Academic contract,Total academic staff,10265
Total,Total,Wales,Non-academic contract,"Managers, directors and senior officials ",945
Total,Total,Wales,Non-academic contract,Professional occupations ,2255
Total,Total,Wales,Non-academic contract,Associate professional and technical occupations ,1810
Total,Total,Wales,Non-academic contract,Administrative and secretarial occupations,3815
Total,Total,Wales,Non-academic contract,Skilled trades occupations,465
Total,Total,Wales,Non-academic contract,"Caring, leisure and other service occupations",265
Total,Total,Wales,Non-academic contract,Sales and customer service occupations,95
Total,Total,Wales,Non-academic contract,"Process, plant and machine operatives",35
Total,Total,Wales,Non-academic contract,Elementary occupations,920
Total,Total,Wales,Non-academic contract,Total non-academic staff,10610
Total,Total,All,Academic contract,"Managers, directors and senior officials",540
Total,Total,All,Academic contract,Professional occupations,215065
Total,Total,All,Academic contract,Associate professional and technical occupations,1460
Total,Total,All,Academic contract,Clerical and manual occupations,5
Total,Total,All,Academic contract,Total academic staff,217065
Total,Total,All,Non-academic contract,"Managers, directors and senior officials ",11860
Total,Total,All,Non-academic contract,Professional occupations ,47110
Total,Total,All,Non-academic contract,Associate professional and technical occupations ,50310
Total,Total,All,Non-academic contract,Administrative and secretarial occupations,71395
Total,Total,All,Non-academic contract,Skilled trades occupations,6745
Total,Total,All,Non-academic contract,"Caring, leisure and other service occupations",7185
Total,Total,All,Non-academic contract,Sales and customer service occupations,2490
Total,Total,All,Non-academic contract,"Process, plant and machine operatives",1445
Total,Total,All,Non-academic contract,Elementary occupations,24355
Total,Total,All,Non-academic contract,Total non-academic staff,222885
