Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant,Unnamed: 12
Yorkshire Dales National Park Authority,01/02/2017,RDC N003069007 11/2017,407.6,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Car Parks,Rates,,,,,
Yorkshire Dales National Park Authority,01/02/2017,RDC N003069007 11/2017,1630.4,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Dales Countryside Museum,Rates,,,,,
Yorkshire Dales National Park Authority,01/02/2017,PCARD-2017/11,53.79,INDEED IRELAND OPERATIONS LIMITED,,Corporate Other Staff Costs,Recruitment Costs,Y,,,,
Yorkshire Dales National Park Authority,02/02/2017,PCARD-2017/11,10.18,LYRECO,S1470,Support Services,Consumables,Y,,,,
Yorkshire Dales National Park Authority,02/02/2017,PCARD-2017/11,200.0,WEBAHEAD LIMITED,,Biodiversity,Contractors (Others),Y,,,,
Yorkshire Dales National Park Authority,02/02/2017,PCARD-2017/11,6.0,YDNPA,S4000,Contracts - Planned Maintenance Office,Materials,Y,,,,
Yorkshire Dales National Park Authority,02/02/2017,PCARD-2017/11,1.82,CRAFTSPLANET,,Dales Countryside Museum,Materials,Y,,,,
Yorkshire Dales National Park Authority,02/02/2017,PCARD-2017/11,38.1,GLOBAL LOCKING SYSTEMS LTD,,Planned Maintenance NPC's,Materials,Y,,,,
Yorkshire Dales National Park Authority,02/02/2017,PCARD-2017/11,1.07,TOY GALAXY LIMITED,,Dales Countryside Museum,Stationery,Y,,,,
Yorkshire Dales National Park Authority,02/02/2017,PCARD-2017/11,366.0,SETON UK,S0275,Contracts - Access Rangers,Tools & Office Equipment,Y,,,,
Yorkshire Dales National Park Authority,02/02/2017,PCARD-2017/11,81.23,DSG RETAIL LTD,S1440,Ranger Services,Tools & Office Equipment,Y,,,,
Yorkshire Dales National Park Authority,03/02/2017,PCARD-2017/11,15.22,J T ATKINSON & SONS LTD,S0045,Dales Countryside Museum,Consumables,Y,,,,
Yorkshire Dales National Park Authority,03/02/2017,PCARD-2017/11,52.05,SCREWFIX DIRECT,S0285,Dales Countryside Museum,Consumables,Y,,,,
Yorkshire Dales National Park Authority,03/02/2017,PCARD-2017/11,3.25,D&G BALTIC LTD,,Tourism,Materials,Y,,,,
Yorkshire Dales National Park Authority,06/02/2017,PCARD-2017/11,18.34,BRITISH TRUST FOR ORNITHOLOGY,,Biodiversity,Conferences and Seminars,Y,,,,
Yorkshire Dales National Park Authority,06/02/2017,PCARD-2017/11,26.46,MERRITT & FRYERS LTD,S0051,Toilets- Planned Maintenance,Materials,Y,,,,
Yorkshire Dales National Park Authority,06/02/2017,PCARD-2017/11,22.9,ECO-SOL LTD,,Tourism,Materials,Y,,,,
Yorkshire Dales National Park Authority,06/02/2017,PCARD-2017/11,3.99,PANAAZ FASHION LTD,,Car Parks,Mobile Phones,Y,,,,
Yorkshire Dales National Park Authority,06/02/2017,PCARD-2017/11,33.59,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Contracts - Access Rangers,Vehicle Repairs and Maint,Y,,,,
Yorkshire Dales National Park Authority,07/02/2017,PCARD-2017/11,8.33,MERRITT & FRYERS LTD,S0051,Contracts - Planned Maintenance DCM,Materials,Y,,,,
Yorkshire Dales National Park Authority,07/02/2017,PCARD-2017/11,14.18,JACS (KEIGHLEY) LTD,S1771,Contracts - Planned Maintenance Office,Materials,Y,,,,
Yorkshire Dales National Park Authority,07/02/2017,PCARD-2017/11,50.0,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Workshops,Materials,Y,,,,
Yorkshire Dales National Park Authority,08/02/2017,PCARD-2017/11,10.0,PARK INN YORK,,Employees,Parking,Y,,,,
Yorkshire Dales National Park Authority,08/02/2017,PCARD-2017/11,6.6,MY HERMES,,National Trails,Postage,Y,,,,
Yorkshire Dales National Park Authority,09/02/2017,PCARD-2017/11,81.64,LYRECO,S1470,Support Services,Catering (Internal),Y,,,,
Yorkshire Dales National Park Authority,09/02/2017,PCARD-2017/11,11.0,HSE BOOKS,S1614,Health & Safety,Health & Safety Equipment,Y,,,,
Yorkshire Dales National Park Authority,09/02/2017,PCARD-2017/11,24.07,SETON UK,S0275,Health & Safety,Health & Safety Equipment,Y,,,,
Yorkshire Dales National Park Authority,09/02/2017,PCARD-2017/11,15.88,MERRITT & FRYERS LTD,S0051,Contracts - Planned Maintenance Office,Materials,Y,,,,
Yorkshire Dales National Park Authority,09/02/2017,PCARD-2017/11,105.0,HARTLINGTON FENCING SUPPLIES,S0058,Lower Wensleydale,Materials,Y,,,,
Yorkshire Dales National Park Authority,09/02/2017,PCARD-2017/11,-11.35,AMAZON.CO.UK,S1426,Tourism,Materials,Y,,,,
Yorkshire Dales National Park Authority,09/02/2017,PCARD-2017/11,79.22,AMAZON.CO.UK,S1426,Access For All,Stationery,Y,,,,
Yorkshire Dales National Park Authority,09/02/2017,PCARD-2017/11,5.77,BANN STATIONERY CO,,Dales Countryside Museum,Stationery,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,January 17 TRANSACTIONS,305.85,BARCLAYS BANK,S3006,Retail Services O/H,Bank Charges,,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,48.31,MERRITT & FRYERS LTD,S0051,Contracts - Planned Maintenance Office,Materials,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,2.14,KIDS B CRAFTY,,Dales Countryside Museum,Materials,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,48.33,AMAZON.CO.UK,S1426,IT Development,Mobile Phones,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,194.88,AMAZON.CO.UK,S1426,IT Development,Mobile Phones,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PI127933,6.0,LAND REGISTRY - DD,S3091,Development Management,Research & Surveys,,,,,
Yorkshire Dales National Park Authority,10/02/2017,PI127933,6.0,LAND REGISTRY - DD,S3091,Development Management,Research & Surveys,,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,29.2,LYRECO,S1470,Access For All,Stationery,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,12.44,AMAZON.CO.UK,S1426,Dales Countryside Museum,Stationery,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,1.55,CKENT LTD,,Dales Countryside Museum,Stationery,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,4.48,STAR ONLINE STORE,,Dales Countryside Museum,Stationery,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,261.63,LYRECO,S1470,Support Services,Stationery,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,339.13,LYRECO,S1470,Support Services,Stationery,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PCARD-2017/11,18.9,AMAZON.CO.UK,S1426,IT Development,Telephone,Y,,,,
Yorkshire Dales National Park Authority,10/02/2017,PI127826,47.7,BRITISH TELECOM PLC,S0023,IT Development,Telephone,,,,,
Yorkshire Dales National Park Authority,10/02/2017,PC127918,-45.0,VENSON AUTOMOTIVE SOLUTIONS LTD - DD,S3089,Contracts - Access Rangers,Vehicle Running Costs,,,,,
Yorkshire Dales National Park Authority,11/02/2017,PCARD-2017/11,37.84,J T ATKINSON & SONS LTD,S0045,Workshops,Tools & Office Equipment,Y,,,,
Yorkshire Dales National Park Authority,13/02/2017,PCARD-2017/11,269.0,BRITISH RED CROSS SOCIETY,S0725,Training,Training,Y,,,,
Yorkshire Dales National Park Authority,14/02/2017,PCARD-2017/11,43.12,BOOKER LTD HARROGATE,,Tourism,Materials,Y,,,,
Yorkshire Dales National Park Authority,14/02/2017,PI127882,510.78,EUROPARC FEDERATION,S2804,Support Services,Membership Subscriptions,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128060,175.0,DALESMAN COUNTRY PUBLICATIONS LTD,S0339,Dales Countryside Museum,Advertising,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128088,150.0,CUMBERLAND & WESTMORLAND HERALD,S4669,Development Management,Advertising,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127928,100.8,NEWSQUEST (NORTH WEST) LTD,S3342,Development Management,Advertising,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127961,349.0,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Development Management,Advertising,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128092,279.2,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Development Management,Advertising,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128077,200.0,PLANNING JUNGLE LTD,S3674,Development Management,Books and Publications,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128101,2.32,DM & SL WHITE,S0664,Grassington NPC,Catering (Internal),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128056,13.75,R & J TOWNSON,S1630,Workshops,Catering (Internal),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127935,2885.48,SUPERCLEAN SERVICES WOTHORPE,S2870,NPC General,Cleaning,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127975,800.33,BULLOUGHS CLEANING SERVICES LTD,S0260,Office Accomodation,Cleaning,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127976,1134.67,BULLOUGHS CLEANING SERVICES LTD,S0260,Office Accomodation,Cleaning,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127935,2152.8,SUPERCLEAN SERVICES WOTHORPE,S2870,Toilets - Cleaning,Cleaning,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127967,188.0,SUPERCLEAN SERVICES WOTHORPE,S2870,Toilets- Planned Maintenance,Cleaning,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128046,8.99,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128046,41.12,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128046,104.99,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128111,32.31,THE OUTDOORS COMPANY,S2561,Contracts - Area Rangers,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128008,9.0,PARAMO,S2786,Health & Safety,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128008,121.0,PARAMO,S2786,Health & Safety,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128046,32.31,THE OUTDOORS COMPANY,S2561,Health & Safety,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128111,8.99,THE OUTDOORS COMPANY,S2561,Health & Safety,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128111,32.31,THE OUTDOORS COMPANY,S2561,Health & Safety,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128111,32.31,THE OUTDOORS COMPANY,S2561,Health & Safety,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128111,87.5,THE OUTDOORS COMPANY,S2561,Health & Safety,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127885,3.5,THE OUTDOORS COMPANY,S2561,National Trails,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127885,8.99,THE OUTDOORS COMPANY,S2561,National Trails,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127885,160.02,THE OUTDOORS COMPANY,S2561,National Trails,Clothing,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127979,2035.85,EGGLETON PLANNING AND DESIGN LTD,S4762,Development Management,Consultancy,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127980,3120.0,TONY WHITING PUBLIC RELATIONS,S2323,Development Management,Consultancy,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128078,76.76,TREVOR ILES LTD,S0038,Dales Countryside Museum,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127985,7.5,SETTLE COAL COMPANY LTD,S0052,Workshops,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127986,10.0,SETTLE COAL COMPANY LTD,S0052,Workshops,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127986,19.0,SETTLE COAL COMPANY LTD,S0052,Workshops,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127991,4.4,SETTLE COAL COMPANY LTD,S0052,Workshops,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127992,4.0,SETTLE COAL COMPANY LTD,S0052,Workshops,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128093,4.16,SETTLE DIY LTD,S3876,Workshops,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128093,4.58,SETTLE DIY LTD,S3876,Workshops,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128093,4.96,SETTLE DIY LTD,S3876,Workshops,Consumables,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127922,55.0,HARRISON & CROSS LTD,S1687,Car Parks,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128089,5000.0,PREMIER ROAD MARKINGS LIMITED,S4756,Car Parks,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127960,185.0,H CLARKE & SONS LTD,S1549,Contracts - Planned Maintenance Office,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127960,341.73,H CLARKE & SONS LTD,S1549,Contracts - Planned Maintenance Office,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127962,110.0,H CLARKE & SONS LTD,S1549,Contracts - Planned Maintenance Office,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128091,320.0,H F BROWN & SON LTD,S4717,Contracts - Planned Maintenance Office,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127860,500.0,JAMES HARKER,S0146,Contracts - Planned Maintenance Office,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128095,367.0,JAMES HARKER,S0146,Contracts - Planned Maintenance Office,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127929,494.0,RISHTON FLOORCRAFT LIMITED,S4641,Contracts - Planned Maintenance Office,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128006,291.0,LONG PRESTON PARISH COUNCIL,S3775,Malhamdale,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127974,250.0,TERRA FIRMA ENVIRONMENTAL LTD,S2584,Swaledale,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127974,400.0,TERRA FIRMA ENVIRONMENTAL LTD,S2584,Swaledale,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127974,750.0,TERRA FIRMA ENVIRONMENTAL LTD,S2584,Swaledale,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127974,10016.96,TERRA FIRMA ENVIRONMENTAL LTD,S2584,Swaledale,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127978,2613.12,TERRA FIRMA ENVIRONMENTAL LTD,S2584,Swaledale,Contractors (Construction),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127954,2141.35,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127966,30.12,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127966,30.12,INDIGO PARK SERVICES UK LTD,S3899,Car Parks,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127947,240.0,ANDREW LATHWELL DESIGN LTD,S2556,Communications,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128059,25.0,WENSLEYDALE TOURNAMENT OF SONG,S0384,Dales Countryside Museum,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127963,1316.25,SOLSTICE HERITAGE,S3979,Historic Landscapes,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128001,900.0,ROOM FOR DESIGN,S0129,National Trails,Contractors (Others),,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127959,45.24,TNT UK LTD,S0454,Support Services,Delivery Charges,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128013,5150.0,TAKE ONE MEDIA LTD,S1318,Communications,Distribution,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127944,312.49,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Member Costs,Distribution,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128075,3.64,COMPUTERSHARE VOUCHER SERVICES,S4143,Corporate Other Staff Costs,Employee Benefits Schemes  Admin Costs,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128009,85.8,MOBIUS NETWORKS LIMITED,S3952,Car Parks,Equipment Repairs and Maint,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127995,140.79,"SWAN, TEST & CALIBRATION",S0699,Ranger Services,Equipment Repairs and Maint,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127985,28.08,SETTLE COAL COMPANY LTD,S0052,Workshops,Equipment Repairs and Maint,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128020,500.0,LAKE DISTRICT NPA,S0007,Farmed Land,Event Leaders,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127931,1366.54,EDWARD BILLINGTON & SON T/A BILLINGTON BIOENERGY,S4141,Dales Countryside Museum,Gas/ Wood Chip,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128096,222.46,EDWARD BILLINGTON & SON T/A BILLINGTON BIOENERGY,S4141,Dales Countryside Museum,Gas/ Wood Chip,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128096,272.4,EDWARD BILLINGTON & SON T/A BILLINGTON BIOENERGY,S4141,Dales Countryside Museum,Gas/ Wood Chip,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128096,883.03,EDWARD BILLINGTON & SON T/A BILLINGTON BIOENERGY,S4141,Dales Countryside Museum,Gas/ Wood Chip,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128085,15.85,BRITISH GAS BUSINESS - A/C 600154753,S3661,Office Accomodation,Gas/ Wood Chip,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128055,96.29,BRITISH GAS BUSINESS - A/C 600600288,S0030,Office Accomodation,Gas/ Wood Chip,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128047,5000.0,RSPB SALES LTD,S0370,Biodiversity,Grants Paid,,2693778.0,2016-2017,Malham Peregrine Viewing Project,
Yorkshire Dales National Park Authority,15/02/2017,PI128110,245.0,CAROLINE MOORHOUSE,S1515,Parish Wildlife Project,Grants Paid,,,2016-2017,Nest Boxes for Tree Sparrow Project,
Yorkshire Dales National Park Authority,15/02/2017,PI128045,2500.0,WENSLEYDALE RAILWAY ASSOCIATION (TRUST),S4512,Sustainable Development,Grants Paid,,1088324.0,2016-2017,Report for Railway Development Plan,
Yorkshire Dales National Park Authority,15/02/2017,PI128084,5.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Health & Safety,Health & Safety Equipment,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128093,4.08,SETTLE DIY LTD,S3876,Workshops,Health & Safety Equipment,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128070,389.74,PROBRAND LTD,S0222,Dales Countryside Museum,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128018,2019.55,PROBRAND LTD,S0222,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128070,12.0,PROBRAND LTD,S0222,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128076,1046.2,PROBRAND LTD,S0222,IT Development,IT- Hardware Purchases,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI128107,1103.3,ANTIVIRUS MARKET LTD,S4343,IT Development,IT-Software Maintenance,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127930,275.0,CUMBERLAND & WESTMORLAND HERALD,S4669,Legal Services,Legal Expenses,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127891,504.0,LANCASTER GUARDIAN - JOHNSTON PUBLISHING,S4668,Legal Services,Legal Expenses,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127927,241.92,NEWSQUEST (NORTH WEST) LTD,S3342,Legal Services,Legal Expenses,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127925,418.91,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Legal Services,Legal Expenses,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127926,593.3,NEWSQUEST (YORKSHIRE & NORTH EAST)  LTD,S1498,Legal Services,Legal Expenses,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127964,341.0,CBF SCREENPRINTS LTD,S2936,Car Parks,Materials,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127983,31.57,SETTLE COAL COMPANY LTD,S0052,Car Parks,Materials,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127987,18.7,SETTLE COAL COMPANY LTD,S0052,Car Parks,Materials,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127987,19.8,SETTLE COAL COMPANY LTD,S0052,Car Parks,Materials,,,,,
Yorkshire Dales National Park Authority,15/02/2017,PI127987,21.6,SETTLE COAL COMPANY LTD,S0052,Car Parks,Materials,,,,,
