County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Otsego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Westchester,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Albany,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,S5B,G5
Yates,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium rotundifolium,Round-leaf Boneset,SH,G5
Yates,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Oneida,Natural Community,Rivers and Streams,Natural Rivers and Streams,Confined river,Confined River,S3S4,G4
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,SH,G5
Erie,Animal,Fish,"Minnows, Shiners, Suckers",Macrhybopsis storeriana,Silver Chub,SH,G5
Orange,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,S5,G5
Steuben,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Chautauqua,Animal,Birds,Larks,Eremophila alpestris,Horned Lark,S3S4B,G5
Clinton,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Northern white cedar swamp,Northern White Cedar Swamp,S2S3,G4
Livingston,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Essex,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,S3B,G4
Westchester,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,S5B,G5
Lewis,Plant,Flowering Plants,Other Flowering Plants,Callitriche hermaphroditica,Autumnal Water-starwort,S1,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,S2S3,G5
Bronx,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster,S2S3,G5
Albany,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Schoharie,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,S3,G5
Nassau,Animal,Birds,Loons,Gavia immer,Common Loon,S4,G5
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta thula,Snowy Egret,S2S3,G5
Allegany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,S3,G5T5
Ontario,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Monroe,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,S3,G5
Seneca,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,SNA,G5
Rockland,Plant,Flowering Plants,Other Flowering Plants,Hydrocotyle umbellata,Many-flowered Marsh Pennywort,S3,G5
Jefferson,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Onondaga,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,S3,G5T5
Otsego,Animal,Birds,Owls,Tyto alba,Barn Owl,S1S2,G5
Nassau,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner,S2S3,G5
Warren,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,S5,G5
Nassau,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,S1,G5TNR
Steuben,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,S1,G5
Jefferson,Plant,Mosses,Other Mosses,Pseudocalliergon turgescens,Curving Feather Moss,S1,G4G5
Tioga,Animal,Mussels and Clams,Freshwater Mussels,Lasmigona subviridis,Green Floater,S1S2,G3
Nassau,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,S3,G4G5
Clinton,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Orange,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,S3,G5
Oswego,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Vernal pool,Vernal Pool,S3S4,G4
Cortland,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
Rensselaer,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Delaware,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,S4,G5
Albany,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,S5B,G5
Suffolk,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Genesee,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
Hamilton,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,S1,G5
Fulton,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Sullivan,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,S5,G5
Herkimer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Lewis,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,S5B,G5
Bronx,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
Otsego,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,S5B,G5
Seneca,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,S5,G5
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,S5,G5
Ontario,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,S5B,G5
New York,Plant,Flowering Plants,Other Flowering Plants,Sabatia dodecandra var. dodecandra,Large Marsh Pink,SX,G5?T4T5
Chautauqua,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Cuscuta campestris,Field Dodder,S1,G5
Schoharie,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,S5B,G5
Clinton,Plant,Flowering Plants,Other Flowering Plants,Descurainia pinnata ssp. brachycarpa,Northern Tansy-mustard,S1,G5T5
Essex,Animal,Beetles,Tiger Beetles,Cicindela ancocisconensis,Appalachian Tiger Beetle,S2,G3
Oneida,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,S5,G5
Schenectady,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Saratoga,Animal,Mussels and Clams,Freshwater Mussels,Anodonta implicata,Alewife Floater,S1S2,G5
Livingston,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck,S1,G5
Wyoming,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,S5,G5
Niagara,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,S2,G5
Onondaga,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
Onondaga,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,S2S3,G3G4
Richmond,Plant,Flowering Plants,Sedges,Bolboschoenus maritimus ssp. paludosus,Seaside Bulrush,S2,G5
Chautauqua,Animal,Birds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler,S2B,G5
Dutchess,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,S3,G3G4
Cortland,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,S5,G5
Seneca,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Lewis,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Niagara,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus delawarensis,Ring-billed Gull,S4,G5
Clinton,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Onondaga,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,S2?B,G5
Chenango,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle,S3,G3
Oswego,Plant,Flowering Plants,Sedges,Eleocharis robbinsii,Robbins Spike Rush,S3,G4G5
Orleans,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,S5B,G5
Genesee,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Onondaga,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,S5,G5
Niagara,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Erie,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Richmond,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Washington,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Wyoming,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush,S5B,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot,S2,G4
Rockland,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,S2,G5
Madison,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Jefferson,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Wyoming,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Orange,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,S5,G5
Monroe,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,S4,G5
Livingston,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,S5B,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil,SH,G5
Suffolk,Animal,"Bees, Wasps, and Ants",Bees,Bombus (Thoracobombus) fervidus,Yellow Bumble Bee,S1,G4?
Cattaraugus,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
Rensselaer,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Columbia,Animal,Mussels and Clams,Freshwater Mussels,Anodonta implicata,Alewife Floater,S1S2,G5
Lewis,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
Lewis,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Chautauqua,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,S5B,G5
Rockland,Animal,Dragonflies and Damselflies,Dragonflies,Tachopteryx thoreyi,Gray Petaltail,S2,G4
Ulster,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,S2S3,G4
Oswego,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,SNA,G5
Rensselaer,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,S5B,G5
Westchester,Animal,Amphibians,Salamanders,Ambystoma opacum,Marbled Salamander,S3,G5
Chemung,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Schenectady,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,S3,G5
Suffolk,Animal,Animal Assemblages,Animal Assemblages,Colonial Waterbird Nesting Area,Colonial Waterbird Nesting Area,S3,GNR
Oswego,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
New York,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,S2,G5?T3
Tioga,Animal,Birds,Swallows,Progne subis,Purple Martin,S4B,G5
Dutchess,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,S5,G5
Orange,Animal,Dragonflies and Damselflies,Damselflies,Argia translata,Dusky Dancer,S1,G5
Genesee,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,S3,G4G5
Washington,Animal,Birds,Flycatchers,Contopus cooperi,Olive-sided Flycatcher,S3B,G4
Warren,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler,S5B,G5
Lewis,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,S5,G5
Rockland,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Herkimer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,S3B,G4
Rockland,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,Featherfoil,S2,G4
Putnam,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Steuben,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,S3B,G5
Wayne,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,S2,G4
Jefferson,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,S5,G5
Westchester,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,S5B,G5
Schenectady,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Erie,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,S5B,G5
Chenango,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,S1S2,G5T4T5
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal,"S2S3B,SNRN",G5
New York,Animal,Reptiles,Turtles,Malaclemys terrapin,Diamondback Terrapin,S3,G4
Oneida,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,S3,G5T4?
Essex,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,S3,G5
Genesee,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Monroe,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Wyoming,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,S2?B,G5
Erie,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Madison,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,S3,G5
Schenectady,Plant,Mosses,Other Mosses,Seligeria donniana,Don's dwarf moss,S2,G4G5
Warren,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,S3B,G4
Cayuga,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Cortland,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,S5,G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Agalinis paupercula,Small-flowered Agalinis,S3,G5
Seneca,Plant,Flowering Plants,Sedges,Eleocharis tricostata,Three-ribbed Spike Rush,S1,G4
Tompkins,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,S5B,G5
Cattaraugus,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,S5B,G5
Columbia,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago rigida var. rigida,Stiff Leaf Flat-topped Goldenrod,S2,G5T5
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,"S2S3B,S2N",G5
Greene,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Saratoga,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Seneca,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,S3,G4G5
Wayne,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Westchester,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,S1S2,G5
Putnam,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Sullivan,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,S3S4B,G5
Allegany,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,S2,G5
Wayne,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Hamilton,Animal,Birds,"Ducks, Geese, Waterfowl",Aythya collaris,Ring-necked Duck,S3,G5
Oneida,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,S1,G5
Saratoga,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,"S3B,S3N",G5
Erie,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,S5B,G5
Franklin,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,S5,G5
Warren,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Dutchess,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,S2,G5?T3
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,S3,G4T4
Seneca,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet,SH,G4
Nassau,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle,S3,G5
Orleans,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Greene,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,S1S2,G5
Columbia,Plant,Ferns and Fern Allies,Ferns,Asplenium montanum,Mountain Spleenwort,S2S3,G5
Cayuga,Animal,Birds,Finches and Crossbills,Loxia leucoptera,White-winged Crossbill,S2S3,G5
Columbia,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon,S1,G5
New York,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,S1,G5
Lewis,Natural Community,Rivers and Streams,Natural Rivers and Streams,Confined river,Confined River,S3S4,G4
Richmond,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,S3,G5
Warren,Animal,Reptiles,Turtles,Sternotherus odoratus,Common Musk Turtle,S5,G5
Madison,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,S1,G5
Franklin,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,S5B,G5
Onondaga,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,S3,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Suaeda linearis,Narrow-leaf Sea Blite,S1S2,G5
Sullivan,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,S5,G5
Essex,Plant,Ferns and Fern Allies,Quillworts,Isoetes lacustris,Large-spored Quillwort,S3,G5
Bronx,Plant,Flowering Plants,Sedges,Carex abscondita,Thicket Sedge,S1,G4G5
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed,S3,G5
Hamilton,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
St. Lawrence,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Oclemena nemoralis,Bog Aster,S3,G5
Livingston,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,S5B,G5
Rensselaer,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy,S4,G5
Greene,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,S5,G5
Chenango,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
Kings,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster,S2S3,G5
Orleans,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,S2?B,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush,S1,G5
Putnam,Natural Community,Uplands,Barrens and Woodlands,Acidic talus slope woodland,Acidic Talus Slope Woodland,S3,G4?
Richmond,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Oswego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna hirundo,Common Tern,S3B,G5
Albany,Plant,Flowering Plants,Grasses,Poa sylvestris,Forest Blue Grass,S1,G5
Schoharie,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,S5B,G5
Rockland,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Essex,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,S3,G5
Oneida,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,S5,G5
Chenango,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,S4,G5
Oneida,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Queens,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,S1,G5
Saratoga,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,S3,G5
Sullivan,Animal,Butterflies and Moths,Butterflies and Skippers,Plebejus melissa samuelis,Karner Blue,S1,G5T2
St. Lawrence,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,S5,G5
Lewis,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Nassau,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,S5,G5
Saratoga,Animal,Amphibians,Frogs and Toads,Scaphiopus holbrookii,Eastern Spadefoot,S2S3,G5
Franklin,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,S3,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,S1,G5
Sullivan,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Livingston,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Westchester,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,S5B,G5
Jefferson,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,S1S2,G5T4T5
Bronx,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,S5B,G5
Monroe,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,S5,G5
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Williamsonia fletcheri,Ebony Boghaunter,S1,G4
Tioga,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,S5B,G5
Cayuga,Animal,Fish,Sturgeons and Paddlefish,Acipenser fulvescens,Lake Sturgeon,S2S3,G3G4
Westchester,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort,S2,G4
Fulton,Animal,Birds,Loons,Gavia immer,Common Loon,S4,G5
Madison,Plant,Flowering Plants,Orchids,Neottia bifolia,Southern Twayblade,S1S2,G4
Putnam,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Orange,Animal,Birds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler,S2B,G5
Nassau,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Rockland,Plant,Flowering Plants,Other Flowering Plants,Viola brittoniana,Coast Violet,S1,G4G5
Orange,Animal,Dragonflies and Damselflies,Dragonflies,Gomphurus fraternus,Midland Clubtail,S3,G5
Cayuga,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,S5,G5
Chautauqua,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,S5B,G5
Madison,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Linum intercursum,Sandplain Wild Flax,S2,G4
Hamilton,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Cayuga,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster,S2S3,G5
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Plegadis falcinellus,Glossy Ibis,S2,G5
