County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Cattaraugus,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,S3,G4
Cortland,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,S5B,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Stachys hyssopifolia var. hyssopifolia,Rough Hedge Nettle,S2,G5T4T5
Queens,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Astragalus neglectus,Cooper's Milkvetch,S1,G4
Greene,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Hamilton,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,S2S3,G4
Putnam,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Franklin,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter,S2,G5
Chautauqua,Plant,Flowering Plants,Sedges,Carex emoryi,Emory's Sedge,S2,G5
Ulster,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater tidal swamp,Freshwater Tidal Swamp,S1,G2
Greene,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,S5B,G5
Albany,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,S2,G4
Ontario,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Wayne,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,SNA,G5
Wayne,Animal,Fish,Salmon and Trout,Coregonus hoyi,Bloater,SX,G4
Hamilton,Natural Community,Uplands,Forested Uplands,Mountain spruce-fir forest,Mountain Spruce-Fir Forest,S2S3,G3
Clinton,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Tioga,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,S5,G5
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Chautauqua,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,S5,G5
Monroe,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,S2,G3G4T3T4
Orleans,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,S3,G5
Schuyler,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Erechtites hieraciifolius var. megalocarpus,Coastal Fireweed,S1,G5T3
Ontario,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,S5,G5
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,"S3S4B,S3N",G5
Rockland,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Schoharie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Tioga,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Otsego,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,S3B,G4
Albany,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Bronx,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,S1,G5
Cattaraugus,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Cayuga,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Great Lakes aquatic bed,Great Lakes Aquatic Bed,S3,G4
Saratoga,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,S1S2,G5T5?
St. Lawrence,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Madison,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,S5B,G5
Saratoga,Animal,Reptiles,Snakes,Coluber constrictor,Racer,S4,G5
Niagara,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Schoharie,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,S5,G5
Herkimer,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,S5,G5
Clinton,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Steuben,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,S5B,G5
Essex,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Hamilton,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,S5,G5
Seneca,Plant,Flowering Plants,Sedges,Carex chordorrhiza,Creeping Sedge,S2,G5
Richmond,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,S5,G5
Nassau,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Rynchops niger,Black Skimmer,S2,G5
Orleans,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Rockland,Animal,Fish,Needlefishes,Strongylura marina,Atlantic Needlefish,S2S3,G5
Sullivan,Plant,Flowering Plants,Rushes,Juncus subcaudatus,Spreading Rush,S1,G5
Broome,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Orange,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,S5,G5
Albany,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Nassau,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Pityopsis falcata,Sickle-leaved Golden Aster,S3,G3G4
Essex,Animal,Animal Assemblages,Animal Assemblages,Gull Colony,Gull Colony,SNR,GNR
Onondaga,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,S5B,G5
Washington,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,S5,G5
St. Lawrence,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter,S2,G5
Warren,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys irus,Frosted Elfin,S1S2,G3
Niagara,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,S5,G5
Madison,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,S5,G5
Putnam,Animal,Reptiles,Snakes,Coluber constrictor,Racer,S4,G5
Niagara,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher,S3B,G5
Yates,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Dutchess,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Steuben,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Herkimer,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,S5B,G5
Fulton,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,S5B,G5
Rockland,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Chenango,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak,S5,G5
Rensselaer,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Putnam,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,S5B,G5
Rockland,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed,S3,G5
St. Lawrence,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,S5,G5
Onondaga,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Rockland,Animal,Reptiles,Turtles,Malaclemys terrapin,Diamondback Terrapin,S3,G4
Cattaraugus,Plant,Flowering Plants,Grasses,Poa sylvestris,Forest Blue Grass,S1,G5
Montgomery,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Wayne,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Erie,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Essex,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Otsego,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
Orange,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Jefferson,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Rockland,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,S1S2,G4
Ontario,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,S5B,G5
Westchester,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Chenango,Plant,Flowering Plants,Other Flowering Plants,Aconitum noveboracense,Northern Monkshood,S1,G3
Oswego,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Northern white cedar swamp,Northern White Cedar Swamp,S2S3,G4
Oswego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,S3B,G4
Orange,Animal,Mammals,Shrews and Moles,Cryptotis parva,Least Shrew,SH,G5
Lewis,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen,S2,G5T5
Essex,Plant,Flowering Plants,Other Flowering Plants,Epilobium hornemannii ssp. hornemannii,Alpine Willow-herb,S1,G5T5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,Featherfoil,S2,G4
Chautauqua,Plant,Flowering Plants,Other Flowering Plants,Ptelea trifoliata var. trifoliata,Wafer Ash,S1S2,G5T5
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna hirundo,Common Tern,S3B,G5
Yates,Plant,Flowering Plants,Grasses,Poa cuspidata,Early Blue Grass,S1,G5
Orleans,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Essex,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Sedge meadow,Sedge Meadow,S4,G5
Wyoming,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,S4,G4
Schoharie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Onondaga,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,S5B,G5
Fulton,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Rensselaer,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,S2,G5
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago mexicana,Mexican Seaside Goldenrod,S1,G5T5?
Chautauqua,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,S5B,G5
Seneca,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,S1,G5
Sullivan,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,S5,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,S2,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,S2,G5
Albany,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,S2S3,G5
Tioga,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,S2S3,G5
Tioga,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Dutchess,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,S5,G5
Orange,Animal,Dragonflies and Damselflies,Dragonflies,Libellula auripennis,Golden-winged Skimmer,S1S2,G5
Fulton,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,S5B,G5
Atlantic Ocean and Long Island Sound,Natural Community,Marine,Marine Intertidal,Marine rocky intertidal,Marine Rocky Intertidal,S1S2,G5
Rockland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Agalinis paupercula,Small-flowered Agalinis,S3,G5
Oneida,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
New York,Animal,Fish,Herrings and Shad,Alosa mediocris,Hickory Shad,S2,G4
Cayuga,Animal,Birds,"Rails, Coots and Cranes",Rallus elegans,King Rail,S1B,G4
Bronx,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,S2,G5TNR
Schoharie,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,S3,G5T5
Fulton,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,S5,G5
Cattaraugus,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,S5B,G5
Onondaga,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Orange,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora linearis,Mocha Emerald,S2S3,G5
Rensselaer,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle,S3,G5
Suffolk,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,S1,G5
Schuyler,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,S5B,G5
St. Lawrence,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Saratoga,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,S5B,G5
Seneca,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,S5B,G5
Herkimer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin,S3?B,G5
Warren,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Livingston,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Warren,Plant,Flowering Plants,Sedges,Trichophorum clintonii,Clinton's Club Sedge,S1,G4
Washington,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,S1,G5
Ulster,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead,S3,G4
New York,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Greene,Plant,Flowering Plants,Other Flowering Plants,Cuscuta obtusiflora var. glandulosa,Southern Dodder,S1S2,G5T4T5
Franklin,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,S5,G5
Genesee,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Westchester,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
Kings,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,S5,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed,S1,G5
Livingston,Plant,Flowering Plants,Other Flowering Plants,Ptelea trifoliata var. trifoliata,Wafer Ash,S1S2,G5T5
Cattaraugus,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,S5B,G5
Essex,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
Saratoga,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,S2S3,G5
Kings,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,SH,G5
Clinton,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-heath barrens,Pitch Pine-Heath Barrens,S1S2,G4
Seneca,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Boechera grahamii,Purple Rock Cress,S2,G5
Yates,Plant,Flowering Plants,Other Flowering Plants,Draba arabisans,Rock Whitlow Grass,S2,G4
Richmond,Plant,Flowering Plants,Other Flowering Plants,Eryngium aquaticum var. aquaticum,Marsh Eryngo,SX,G4T4
Franklin,Plant,Flowering Plants,Grasses,Phragmites americanus,American Phragmites,S3,G5T4
Washington,Plant,Flowering Plants,Other Flowering Plants,Asclepias rubra,Red Milkweed,SX,G4G5
Wyoming,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Suffolk,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,S2,G5
Sullivan,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,SNA,GU
Madison,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,S5,G5
Ontario,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,S5,G5
Wyoming,Animal,Reptiles,Snakes,Regina septemvittata,Queen Snake,S1,G5
Cattaraugus,Animal,Fish,Lampreys,Ichthyomyzon greeleyi,Mountain Brook Lamprey,S1,G4
Tioga,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
Erie,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Saratoga,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,S5,G5
Franklin,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Wayne,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Oneida,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Washington,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,S4,G5
Chautauqua,Animal,Fish,Darters and Sunfishes,Sander canadensis,Sauger,S1,G5
Suffolk,Natural Community,Uplands,Forested Uplands,Coastal oak-laurel forest,Coastal Oak-Laurel Forest,S3,G3G4
Oswego,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,S5,G5
Warren,Plant,Flowering Plants,Orchids,Neottia auriculata,Auricled Twayblade,S1,G3G4
St. Lawrence,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Columbia,Animal,Reptiles,Turtles,Trachemys scripta,Slider,SNA,G5
Wyoming,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,S2,G4
Hamilton,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Richmond,Animal,Birds,"Ducks, Geese, Waterfowl",Anas strepera,Gadwall,S3,G5
Oneida,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's-head Lady's Slipper,S2,G3
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Saxifraga aizoides,Yellow Mountain Saxifrage,S2,G5
Kings,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,S5,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,Featherfoil,S2,G4
Franklin,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Rensselaer,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,S5,G5
Warren,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. depressa,Dwarf Cherry,S2,G5T5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Scutellaria integrifolia,Hyssop-skullcap,S1,G5
Oneida,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,S1S2,G5
Rockland,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,S5,G5
Ulster,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,S5,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Collinsia verna,Blue-eyed-Mary,SH,G5
Broome,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Oswego,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,S3B,G5
Orange,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,S5,G5
Rockland,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Tompkins,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Queens,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Cayuga,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,S5B,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,S1S2,G5T5
Chenango,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Suffolk,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Sullivan,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Putnam,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,S2,G5
Ontario,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,S1,G5
Greene,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,S3S4B,G5
Suffolk,Animal,Fish,Darters and Sunfishes,Etheostoma fusiforme,Swamp Darter,S1,G5
Washington,Plant,Flowering Plants,Grasses,Panicum flexile,Wiry Panic Grass,S3,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,S3,G5
Fulton,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Essex,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora minor,Ocellated Emerald,S2S3,G5
Bronx,Natural Community,Marine,Marine Intertidal,Marine rocky intertidal,Marine Rocky Intertidal,S1S2,G5
Washington,Plant,Flowering Plants,Other Flowering Plants,Lysimachia hybrida,Lowland Yellow Loosestrife,S1,G5
Queens,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Niagara,Animal,Fish,Sculpins,Cottus ricei,Spoonhead Sculpin,SH,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,S1S2,G4
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,SNA,G5
Cortland,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,S2?B,G5
Erie,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Richmond,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,S3,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Asclepias variegata,White Milkweed,S1,G5
Queens,Plant,Flowering Plants,Sedges,Carex mitchelliana,Mitchell's Sedge,S1S2,G4
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed,S1S2,G5
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ptarmicoides,Upland Goldenrod,S3,G5
Columbia,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,S1S2,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,S3,G5
Suffolk,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,S5,G5
Cortland,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,S2,G5
Ulster,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,S5B,G5
Niagara,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris cylindracea,Slender Blazing Star,S1,G5
Sullivan,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,S2S3,G4
Westchester,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,S5,G5
Oneida,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,S2,G4
Tioga,Animal,Fish,"Minnows, Shiners, Suckers",Notropis amoenus,Comely Shiner,S2?,G5
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,S3,G5
Broome,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Washington,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,S1,G4
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Ceanothus herbaceus,Prairie Redroot,S1,G5
Oswego,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,S5,G5
Lewis,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler,S5B,G5
Greene,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin,S3?B,G5
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,S3,G5
Orange,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Inland Atlantic white cedar swamp,Inland Atlantic White Cedar Swamp,S1,G2G3
Westchester,Plant,Flowering Plants,Orchids,Neottia convallarioides,Broad-lipped Twayblade,S1,G5
Putnam,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,SNA,GU
Albany,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,S3,G5
Herkimer,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,S4,G4G5
Rockland,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Herkimer,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,S5,G5
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink,S2,G5T4T5
Erie,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Erie,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich sloping fen,Rich Sloping Fen,S1S2,G3
Lewis,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf,S2,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Gentiana saponaria,Soapwort Gentian,S1,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Sabatia stellaris,Sea Pink,S2,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink,S2,G5T4T5
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Margaritifera margaritifera,Eastern Pearlshell,S2,G4
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Fulton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
