animal_id,animal_type,color_group,primary_color,breed_group,primary_breed,status_date,location,animal_identity,tag_no,tag_type,tag_subtype
A568936,CAT,BR,ORANGE,SHORTHAIR,DOMESTIC SH,2015-08-19 00:00:00,LOCKBOX,483878.0,U15-003484,RABIES CERT,HLP SCAN
A513733,DOG,BR,CHOCOLATE,SETTER/RETRIEVE,LABRADOR RETR,2013-12-29 00:00:00,SHELTER,428469.0,985112005563064,MICROCHIP,HOME AGAIN
A629886,CAT,OO,UNKNOWN,SHORTHAIR,DOMESTIC SH,2017-11-06 00:00:00,WEB,544517.0,,,
A591604,DOG,BR,TAN,MASTIFF,ENG BULLDOG,2016-06-06 00:00:00,LOCKBOX,506520.0,L16-039665,LIC ALTERED,HLP WEB
A587524,DOG,OO,BLACK,TOY,YORKSHIRE TERR,2016-04-18 00:00:00,SHELTER,502481.0,L16-003621,LIC 3YSR,MAIL
A614626,DOG,OO,BLACK,MASTIFF,ROTTWEILER,2017-04-06 00:00:00,SHELTER,529375.0,RAB0140961,RABIES CERT,VET
A555311,CAT,B,GRAY TABBY,SHORTHAIR,DOMESTIC SH,2015-03-16 00:00:00,LOCKBOX,470229.0,U15-001476,RABIES CERT,HLP SCAN
A551866,DOG,OO,BLUE,HOUND,BASSET HOUND,2015-01-30 00:00:00,SHELTER,466772.0,R15-1192,RAB VAC CERT.,RESQ
A567427,DOG,W,WHITE,COLLIE,AUST CATTLE DOG,2015-08-01 00:00:00,LOCKBOX,482366.0,L17-039679,LIC ALTERED,HLP SCAN
A570095,DOG,OO,TRICOLOR,COLLIE,AUST CATTLE DOG,2015-09-04 00:00:00,SHELTER,485038.0,L17-025257,LIC ALTERED,VET
A617541,DOG,OO,BLACK,SHEPHERD,GERM SHEPHERD,2017-05-18 00:00:00,SHELTER,532299.0,L17-040343,LIC ALTERED,VET
A586115,CAT,B,GRAY TABBY,SHORTHAIR,DOMESTIC SH,2016-03-28 00:00:00,SHELTER,501070.0,,,
A481027,DOG,BR,BROWN,TOY,CHIHUAHUA SH,2012-12-04 00:00:00,LOCKBOX,395496.0,L16-055176,LIC ALTERED,HLP SCAN
A574604,DOG,BR,BROWN,TOY,YORKSHIRE TERR,2015-10-20 00:00:00,LOCKBOX,489550.0,U15-004829,RABIES CERT,HLP IMPORT
A578883,CAT,OO,UNKNOWN,SHORTHAIR,DOMESTIC SH,2015-12-15 00:00:00,WEB,493834.0,,,
A352741,DOG,B,BLACK,SPITZ,SIBERIAN HUSKY,2015-04-07 00:00:00,SHELTER,268294.0,D09-021750,LIC ALTERED,
A602680,CAT,W,WHITE,SHORTHAIR,DOMESTIC SH,2016-10-21 00:00:00,SHELTER,517583.0,985112008498644,MICROCHIP ADO,HOME AGAIN
A254213,DOG,B,BLACK,TERRIER,RAT TERRIER,2005-11-01 00:00:00,SHELTER,215765.0,D10-049923,LIC SR,
A620898,DOG,B,BLUE,MASTIFF,AMERICAN STAFF,2017-06-29 00:00:00,LOCKBOX,535620.0,L17-019500,LIC ALTERED,HLP WEB
A605754,DOG,OO,BLACK,COLLIE,AUST CATTLE DOG,2016-11-30 00:00:00,LOCKBOX,520603.0,L16-030743,LIC ALTERED,VET
A567177,CAT,B,CALICO,LONGHAIR,DOMESTIC LH,2015-07-30 00:00:00,LOCKBOX,482115.0,L16-002145,LIC SR,HLP SCAN
A495789,DOG,BR,BR BRINDLE,MASTIFF,BOXER,2013-07-03 00:00:00,SHELTER,410421.0,L16-011254,LIC ALTERED,MAIL
A632036,DOG,OO,BLACK,SHEPHERD,GERM SHEPHERD,2017-12-09 00:00:00,LICENSE,546659.0,985113001062186,MICROCHIP,HOME AGAIN
A566454,CAT,OO,BLACK,SHORTHAIR,DOMESTIC SH,2015-07-24 00:00:00,SHELTER,481389.0,L15-050460,LIC ALTERED,ADOPT
A579454,DOG,W,WHITE,TOY,CHIHUAHUA SH,2015-12-20 00:00:00,LOCKBOX,494406.0,L15-042834,LIC ALTERED,HLP SCAN
A508869,CAT,B,BLACK,SHORTHAIR,DOMESTIC SH,2013-10-23 00:00:00,SHELTER,423591.0,C14-044616,LIC ALTERED,VET
A566793,CAT,BR,BRN TABBY,SHORTHAIR,DOMESTIC SH,2015-07-28 00:00:00,LOCKBOX,481729.0,L17-043408VOID,LIC ALTERED,HLP SCAN
A582576,DOG,B,BLACK,MASTIFF,PIT BULL,2016-02-04 00:00:00,LOCKBOX,497533.0,U16-006441,RABIES CERT,HLP IMPORT
A581103,DOG,B,BLACK,SHEPHERD,GERM SHEPHERD,2016-01-15 00:00:00,LOCKBOX,496059.0,L15-058614,LIC UNALTERED,HLP SCAN
A622260,DOG,B,BLACK,COLLIE,BORDER COLLIE,2017-07-24 00:00:00,LOCKBOX,536984.0,L17-020115,LIC ALTERED,HLP WEB
A623511,CAT,BR,BRN TABBY,LONGHAIR,DOMESTIC MH,2017-08-15 00:00:00,SHELTER,538241.0,L17-009612,LIC ALTERED,ADOPT
A542891,DOG,BR,TAN,SPANIEL,COCKER SPAN,2014-10-16 00:00:00,SHELTER,457758.0,L16-033932,LIC 3Y,MAIL
A617971,DOG,OO,BLACK,COLLIE,AUST SHEPHERD,2017-05-25 00:00:00,SHELTER,532730.0,L17-030921,LIC ALTERED,VET
A592256,DOG,OO,RED,POINTER,DOBERMAN PINSCH,2016-06-15 00:00:00,SHELTER,507173.0,L16-016165,LIC 3Y,MAIL
A552147,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2015-02-03 00:00:00,SHELTER,467055.0,982000363937651,MICROCHIP,PET WATCH
A609359,DOG,OO,RED,MASTIFF,PIT BULL,2017-02-01 00:00:00,SHELTER,524193.0,RAB9722221,RABIES CERT,VET
A561229,DOG,BR,BROWN,SETTER/RETRIEVE,LABRADOR RETR,2015-05-21 00:00:00,SHELTER,476149.0,L17-018448,LIC ALTERED,HLP WEB
A575159,DOG,W,WHITE,MASTIFF,PIT BULL,2015-11-06 00:00:00,SHELTER,490106.0,,,
A548091,DOG,BR,GOLD,SETTER/RETRIEVE,GOLDEN RETR,2014-12-17 00:00:00,LICENSE,462985.0,L15-007141,LIC 3Y,HLP WEB
A460287,CAT,OO,BLACK,SHORTHAIR,DOMESTIC SH,2012-04-09 00:00:00,SHELTER,374480.0,L14-060974,LIC ALTERED,VET
A587207,DOG,B,BLACK,SPITZ,AKITA,2016-04-14 00:00:00,LOCKBOX,502164.0,U16-007188,RABIES CERT,HLP IMPORT
A630393,DOG,OO,BLACK,MASTIFF,PIT BULL,,LICENSE,545026.0,L17-052254,LIC SR,MAIL
A620489,DOG,W,WHITE,TERRIER,JACK RUSS TER,2017-06-24 00:00:00,SHELTER,535217.0,982000410298671,MICROCHIP,PET WATCH
A347931,DOG,B,BLACK,TOY,BOSTON TERRIER,2008-04-22 00:00:00,SHELTER,148127.0,D13-027215,LIC ALTERED,COUNTER
A563835,DOG,B,BLACK,TOY,CHIHUAHUA SH,2015-06-22 00:00:00,LOCKBOX,478761.0,L16-039054,LIC SR,HLP WEB
A596016,CAT,B,BLACK,SHORTHAIR,DOMESTIC SH,2016-08-02 00:00:00,SHELTER,510930.0,L16-008390,LIC ALTERED,ADOPT
A182776,CAT,OO,ORANGE,SHORTHAIR,DOMESTIC SH,2005-03-13 00:00:00,SHELTER,127888.0,C10-070833,LIC ALTERED,
A548016,DOG,B,BLACK,TERRIER,MIN PINSCHER,2014-12-16 00:00:00,SHELTER,462910.0,L16-048648,LIC SR,COUNTER
A612594,DOG,B,BLACK,MASTIFF,PIT BULL,2017-03-11 00:00:00,SHELTER,527359.0,985113000884237,MICROCHIP ADO,HOME AGAIN
A451270,DOG,BR,BROWN,HOUND,BEAGLE,2012-01-30 00:00:00,LICENSE,365332.0,L17-006969,LIC ALTERED,COUNTER
A553458,DOG,BR,BROWN,TOY,CHIHUAHUA SH,2015-02-13 00:00:00,LOCKBOX,468372.0,L14-058102,LIC ALTERED,HLP SCAN
A600954,DOG,OO,RED,SPITZ,SIBERIAN HUSKY,2016-09-22 00:00:00,LOCKBOX,515863.0,L16-011503,LIC ALTERED,VET
A623840,DOG,OO,CREAM,SETTER/RETRIEVE,GOLDEN RETR,2017-08-18 00:00:00,LOCKBOX,538562.0,L17-010357,LIC ALTERED,HLP SCAN
A623255,DOG,BR,GOLD,SETTER/RETRIEVE,GOLDEN RETR,2017-08-09 00:00:00,LOCKBOX,537985.0,L17-043807,LIC ALTERED,HLP SCAN
A610104,DOG,BR,BR BRINDLE,TOY,LHASA APSO,2017-02-10 00:00:00,LOCKBOX,524933.0,985121008616218,MICROCHIP,HLP SCAN
A605511,DOG,B,GRAY,MASTIFF,AMERICAN STAFF,2016-11-27 00:00:00,SHELTER,520361.0,L16-022113,LIC ALTERED,COUNTER
A632668,DOG,BR,TAN,MIX,MIX,2017-12-18 00:00:00,LOCKBOX,547295.0,985113000132860,MICROCHIP,HLP SCAN
A615375,CAT,OO,BLUE,SHORTHAIR,DOMESTIC SH,2017-04-14 00:00:00,SHELTER,530120.0,,,
A628397,CAT,,,,,2017-10-17 00:00:00,LOCKBOX,543041.0,L17-048561,LIC ALTERED,HLP SCAN
A618281,DOG,BR,RED,POINTER,VIZSLA,2017-05-30 00:00:00,LOCKBOX,533042.0,956000005284190,MICROCHIP,HLP WEB
A404260,DOG,W,WHITE,SPITZ,CHOW CHOW,2010-02-06 00:00:00,SHELTER,317299.0,D13-016932,LIC ALTERED,COUNTER
A568496,DOG,W,WHITE,TOY,CHIHUAHUA SH,2015-08-13 00:00:00,SHELTER,483437.0,L15-005448,LIC UNALTERED,HLP WEB
A554532,DOG,OO,BUFF,SPANIEL,COCKER SPAN,2015-03-06 00:00:00,SHELTER,469449.0,L17-034605,LIC ALTERED,VET
A569287,CAT,BR,BRN TABBY,SHORTHAIR,DOMESTIC SH,2015-08-24 00:00:00,LOCKBOX,484229.0,U15-003543,RABIES CERT,HLP SCAN
A613890,CAT,,TABBY PT,SHORTHAIR,SIAMESE,2017-03-28 00:00:00,LOCKBOX,528645.0,U17-009066,RABIES CERT,HLP SCAN
A459240,CAT,OO,ORANGE,SHORTHAIR,DOMESTIC SH,2012-04-03 00:00:00,SHELTER,373417.0,L15-032341,LIC ALTERED,VET
A625506,CAT,BR,ORG TABBY,SHORTHAIR,DOMESTIC SH,2017-09-20 00:00:00,SHELTER,540241.0,985113001467700,MICROCHIP ADO,HOME AGAIN
A594075,DOG,BR,BROWN,MASTIFF,BOXER,2016-07-08 00:00:00,LOCKBOX,508999.0,L17-042103,LIC ALTERED,HLP SCAN
A631385,DOG,OO,BROWN,MASTIFF,BOXER,2017-11-28 00:00:00,LICENSE,546005.0,L17-048206,LIC ALTERED,VET
A617653,CAT,OO,GRAY TABBY,SHORTHAIR,DOMESTIC SH,2017-05-21 00:00:00,SHELTER,532411.0,,,
A572601,CAT,BR,BRN TABBY,SHORTHAIR,DOMESTIC SH,2015-09-28 00:00:00,LOCKBOX,487542.0,L15-006744,LIC ALTERED,HLP WEB
A488947,DOG,B,BLACK,TERRIER,FOX TERR SMOOTH,2013-04-09 00:00:00,SHELTER,403536.0,L14-031836,LIC ALTERED,HLP WEB
A563509,DOG,OO,WHITE,SETTER/RETRIEVE,LABRADOR RETR,2015-06-19 00:00:00,SHELTER,478435.0,L17-021614,LIC ALTERED,HLP WEB
A609977,DOG,BR,TAN,TOY,YORKSHIRE TERR,2017-02-10 00:00:00,SHELTER,524812.0,,,
A588301,DOG,W,WHITE,TERRIER,SCHNAUZER MIN,2016-04-25 00:00:00,SHELTER,503224.0,RAB-45545,RAB VAC CERT.,VET
A545789,DOG,OO,BLACK,TERRIER,SCHNAUZER MIN,2014-11-19 00:00:00,SHELTER,460662.0,L14-037177,LIC ALTERED,COUNTER
A589055,DOG,BR,BROWN,TOY,YORKSHIRE TERR,2016-05-04 00:00:00,LOCKBOX,503973.0,98511200257604,MICROCHIP,HLP SCAN
A599003,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2016-08-31 00:00:00,LOCKBOX,513916.0,982000365823934,MICROCHIP,HLP SCAN
A553168,DOG,B,BLACK,COLLIE,AUST SHEPHERD,2015-02-12 00:00:00,SHELTER,468082.0,L16-014326,LIC 3Y,COUNTER
A628574,DOG,B,BLACK,TOY,CHIHUAHUA SH,2017-10-18 00:00:00,LOCKBOX,543213.0,L17-000705,LIC UNALTERED,HLP SCAN
A577306,DOG,B,BLACK,MASTIFF,ROTTWEILER,2015-11-29 00:00:00,SHELTER,492257.0,L16-053173,LIC ALTERED,MAIL
A592618,DOG,W,WHITE,MASTIFF,BOXER,2016-06-21 00:00:00,LOCKBOX,507544.0,L17-015783,LIC ALTERED,HLP WEB
A611698,DOG,OO,WHITE,TERRIER,JACK RUSS TER,2017-02-28 00:00:00,SHELTER,526481.0,L16-010351,LIC ALTERED,VET
A582391,DOG,OO,BROWN,HOUND,BEAGLE,2016-02-04 00:00:00,SHELTER,497348.0,L16-012553,LIC ALTERED,VET
A606467,DOG,OO,TRICOLOR,HOUND,BEAGLE,2016-12-13 00:00:00,SHELTER,521320.0,L16-004384,LIC ALTERED,VET
A564479,DOG,BR,TAN,TOY,CHIHUAHUA SH,2015-06-25 00:00:00,SHELTER,479406.0,L17-026531,LIC MULTIPLE,COUNTER
A624674,DOG,OO,UNKNOWN,COLLIE,AUST CATTLE DOG,2017-09-03 00:00:00,WEB,539406.0,,,
A549836,DOG,BR,RED,TOY,DACHSHUND,2015-01-08 00:00:00,SHELTER,464730.0,L15-019878,LIC ALTERED,COUNTER
A576533,DOG,B,BLACK,SHEPHERD,GERM SHEPHERD,2015-11-17 00:00:00,SHELTER,491482.0,L15-050064,LIC ALTERED,COUNTER
A573753,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2015-10-10 00:00:00,SHELTER,488696.0,L14-19213,LIC ALTERED,VET
A616578,CAT,OO,TORTIE,SHORTHAIR,DOMESTIC SH,2017-05-03 00:00:00,SHELTER,531331.0,985112004017330,MICROCHIP,HOME AGAIN
A385747,DOG,B,TRICOLOR,HOUND,BEAGLE,2009-06-06 00:00:00,SHELTER,298475.0,D11-013520,LIC ALTERED,
A631329,DOG,BR,TAN,TOY,CHIHUAHUA SH,2017-11-27 00:00:00,LOCKBOX,545951.0,L17-027647,LIC ALTERED,HLP SCAN
A625809,DOG,W,WHITE,TOY,MALTESE,2017-09-25 00:00:00,SHELTER,540545.0,985113001194079,MICROCHIP ADO,HOME AGAIN
A573707,DOG,OO,BROWN,TOY,SHIH TZU,2015-10-09 00:00:00,SHELTER,488650.0,L17-053850,LIC SR,HLP WEB
A593694,CAT,B,BLACK,SHORTHAIR,DOMESTIC SH,2016-07-05 00:00:00,SHELTER,508619.0,L16-048041,LIC ALTERED,VET
A587287,DOG,B,BLACK,SETTER/RETRIEVE,BERNESE MTN DOG,2016-04-14 00:00:00,LOCKBOX,502244.0,985112005086008,MICROCHIP,HLP IMPORT
A589712,CAT,OO,BLACK,SHORTHAIR,DOMESTIC SH,2016-05-10 00:00:00,SHELTER,504631.0,L16-009470,LIC ALTERED,VET
A629007,DOG,OO,BROWN,POINTER,DOBERMAN PINSCH,2017-10-26 00:00:00,SHELTER,543646.0,L17-046921,LIC ALTERED,ADOPT
A479644,DOG,BR,BROWN,TOY,POMERANIAN,2012-11-08 00:00:00,SHELTER,394077.0,L15-052460,LIC ALTERED,ADOPT
A630808,DOG,OO,TAN,SETTER/RETRIEVE,GOLDEN RETR,2017-11-24 00:00:00,SHELTER,545441.0,982000410246261,MICROCHIP,PET WATCH
A560104,DOG,OO,WHITE,POODLE,COTON DE TULEAR,2015-05-08 00:00:00,SHELTER,475015.0,L16-016387,LIC ALTERED,MAIL
A625840,DOG,OO,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2017-09-25 00:00:00,LICENSE,540576.0,L17-030259,LIC ALTERED,VET
A371853,DOG,B,BLACK,POINTER,WEIMARANER,2009-01-15 00:00:00,SHELTER,284357.0,D12-010243,LIC ALTERED,MAIL
A571403,DOG,BR,TRICOLOR,SPANIEL,ENG SPRNGR SPAN,2015-09-18 00:00:00,LOCKBOX,486346.0,L15-070055,LIC ALTERED,COUNTER
A575845,DOG,OO,RED,COLLIE,AUST CATTLE DOG,2015-11-06 00:00:00,SHELTER,490792.0,R15-44709,RABIES CERT,VET
A413522,DOG,B,BLACK,POODLE,POODLE MIN,2010-06-10 00:00:00,SHELTER,326793.0,D14-049003,LIC SR,VET
A600331,DOG,OO,BLACK,SHEPHERD,GERM SHEPHERD,2016-09-15 00:00:00,SHELTER,515236.0,L16-010265,LIC ALTERED,VET
A603170,DOG,B,BLACK,SPANIEL,COCKER SPAN,2016-10-29 00:00:00,SHELTER,518073.0,R16-1279,RABIES CERT,RESQ
A598876,DOG,OO,BR BRINDLE,SHEPHERD,GERM SHEPHERD,2016-08-31 00:00:00,SHELTER,513790.0,L16-007079,LIC ALTERED,COUNTER
A596401,DOG,W,GRAY,SHEEPDOG,OLDENG SHEEPDOG,2016-08-05 00:00:00,SHELTER,511322.0,L16-016621,LIC ALTERED,COUNTER
A585294,DOG,B,BLACK,SHEPHERD,GERM SHEPHERD,2016-03-15 00:00:00,SHELTER,500250.0,L16-016137,LIC UNALTERED,COUNTER
A549979,DOG,B,SILVER,POODLE,POODLE MIN,2015-01-08 00:00:00,LOCKBOX,464873.0,U15-000169,RABIES CERT,HLP IMPORT
A613501,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2017-03-23 00:00:00,SHELTER,528263.0,985113000877559,MICROCHIP ADO,ADOPT
A582682,DOG,B,BLACK,SETTER/RETRIEVE,LABRADOR RETR,2016-02-04 00:00:00,LOCKBOX,497639.0,U16-006618,RABIES CERT,HLP IMPORT
A296401,DOG,B,BLACK,TOY,BOSTON TERRIER,2007-01-25 00:00:00,SHELTER,190438.0,D09-013197,LIC ALTERED,
A568345,CAT,OO,GRAY,SHORTHAIR,DOMESTIC SH,2015-08-11 00:00:00,SHELTER,483286.0,,,
A591338,DOG,BR,BLACK,TOY,SHIH TZU,2016-06-01 00:00:00,SHELTER,506256.0,985112006826453,MICROCHIP ADO,HOME AGAIN
A608899,DOG,BR,BR BRINDLE,COLLIE,AUST CATTLE DOG,2017-01-25 00:00:00,SHELTER,523734.0,R17-5803,RAB VAC CERT.,RESQ
A586278,DOG,OO,BROWN,TOY,CHIHUAHUA SH,2016-03-30 00:00:00,SHELTER,501233.0,L17-014051,LIC ALTERED,VET
A579688,DOG,W,WHITE,TERRIER,PARSON RUSS TER,2015-12-26 00:00:00,LOCKBOX,494640.0,U15-2527,RABIES CERT,HLP SCAN
A569524,DOG,OO,BR BRINDLE,SETTER/RETRIEVE,GOLDEN RETR,2015-08-27 00:00:00,SHELTER,484466.0,L16-026836,LIC SR,MAIL
A550694,CAT,W,WHITE,SHORTHAIR,DOMESTIC SH,2015-01-18 00:00:00,SHELTER,465589.0,L15-056335,LIC ALTERED,ADOPT
A600218,CAT,OO,BLK TABBY,LONGHAIR,DOMESTIC MH,2016-09-14 00:00:00,SHELTER,515123.0,RAB9365213,RABIES CERT,VET
A599354,DOG,BR,BROWN,MASTIFF,ROTTWEILER,2016-09-04 00:00:00,SHELTER,514258.0,L16-004303,LIC ALTERED,COUNTER
A468051,DOG,B,BLACK,MASTIFF,PIT BULL,2012-06-05 00:00:00,SHELTER,382343.0,D14-003870,LIC ALTERED,VET
A586733,DOG,BR,BROWN,SHEPHERD,GERM SHEPHERD,2016-04-07 00:00:00,SHELTER,501687.0,R16-1290,RABIES CERT,RESQ
A553383,DOG,BR,BR BRINDLE,MASTIFF,CANE CORSO,2015-02-13 00:00:00,LOCKBOX,468297.0,L17-031759,LIC ALTERED,HLP SCAN
A140480,DOG,B,BLACK,TOY,SHIH TZU,2005-03-13 00:00:00,SHELTER,154204.0,D05-026105,LIC ALTERED,
A560563,CAT,BR,BRN TABBY,SHORTHAIR,DOMESTIC SH,2015-05-15 00:00:00,SHELTER,475477.0,L15-023622,LIC ALTERED,ADOPT
A421072,DOG,BR,BROWN,HOUND,BEAGLE,2010-09-08 00:00:00,SHELTER,334462.0,985121008335412,MICROCHIP,HOME AGAIN
A600986,CAT,B,BLACK,LONGHAIR,DOMESTIC MH,2016-09-23 00:00:00,SHELTER,515895.0,,,
A598136,DOG,W,WHITE,COLLIE,AUST CATTLE DOG,2016-08-26 00:00:00,SHELTER,513057.0,L16-041927,LIC ALTERED,HLP WEB
A587934,CAT,BR,BLK TABBY,SHORTHAIR,DOMESTIC SH,2016-04-21 00:00:00,SHELTER,502886.0,,,
A566626,DOG,OO,BROWN,MASTIFF,PIT BULL,2015-07-27 00:00:00,SHELTER,481561.0,L16-056819,LIC 3Y,HLP SCAN
A564315,DOG,OO,UNKNOWN,HOUND,BEAGLE,2015-06-23 00:00:00,WEB,479242.0,,,
A368773,DOG,BR,TAN,MASTIFF,BOXER,2008-12-06 00:00:00,SHELTER,281235.0,D09-042720,LIC ALTERED,
A003044,DOG,BR,RED,SPITZ,CHOW CHOW,2005-04-13 00:00:00,SHELTER,207589.0,D14-001777,LIC ALTERED,VET
A574429,DOG,W,WHITE,MIX,MIX,2015-10-14 00:00:00,LOCKBOX,489374.0,L15-021499,LIC 3Y,HLP SCAN
A519327,DOG,W,WHITE,MASTIFF,BULLDOG,2014-02-21 00:00:00,LOCKBOX,434103.0,L17-039591,LIC ALTERED,HLP SCAN
A586296,DOG,OO,GRAY,POINTER,WEIMARANER,2016-03-30 00:00:00,SHELTER,501251.0,L16-048403,LIC ALTERED,VET
A572915,CAT,OO,BRN TABBY,SHORTHAIR,DOMESTIC SH,2015-10-01 00:00:00,SHELTER,487856.0,L15-019419,LIC SR,VET
A577430,DOG,OO,GRAY,TERRIER,CAIRN TERRIER,2015-12-02 00:00:00,SHELTER,492381.0,985113000077213,MICROCHIP,HLP WEB
A625272,DOG,OO,BROWN,MASTIFF,BOXER,2017-09-15 00:00:00,SHELTER,540007.0,,,
A578117,DOG,OO,UNKNOWN,,UNKNOWN,2015-12-10 00:00:00,LOCKBOX,493069.0,L15-057974,LIC ALTERED,HLP IMPORT
A632044,DOG,BR,TAN,SETTER/RETRIEVE,LABRADOR RETR,2017-12-09 00:00:00,SHELTER,546667.0,985113001528237,MICROCHIP ADO,HOME AGAIN
A563526,DOG,OO,GRAY,MASTIFF,PIT BULL,2015-06-19 00:00:00,SHELTER,478452.0,982000363955766,MICROCHIP,PET WATCH
A551574,DOG,B,BLACK,TOY,POMERANIAN,2015-01-28 00:00:00,SHELTER,466476.0,985112005998103,MICROCHIP ADO,HOME AGAIN
A554206,DOG,W,WHITE,COLLIE,AUST SHEPHERD,2015-02-26 00:00:00,SHELTER,469120.0,L16-014322,LIC 3Y,COUNTER
A460712,DOG,OO,BLACK,SHEPHERD,GERM SHEPHERD,2012-04-12 00:00:00,SHELTER,374914.0,L15-032003,LIC ALTERED,VET
A604473,CAT,W,CALICO,SHORTHAIR,DOMESTIC SH,2016-11-11 00:00:00,SHELTER,519321.0,985112008498595,MICROCHIP ADO,HOME AGAIN
A626632,CAT,W,WHITE,SHORTHAIR,DOMESTIC SH,2017-09-28 00:00:00,LOCKBOX,541348.0,982000406162007,MICROCHIP,HLP SCAN
A630535,DOG,OO,BLACK,SETTER/RETRIEVE,GOLDEN RETR,2017-11-16 00:00:00,LICENSE,545168.0,L17-014173,LIC ALTERED,VET
A560147,DOG,OO,UNKNOWN,TERRIER,RAT TERRIER,2015-05-09 00:00:00,WEB,475058.0,,,
A584039,DOG,BR,BROWN,TOY,CHIHUAHUA SH,2016-02-25 00:00:00,SHELTER,498997.0,L16-049239,LIC ALTERED,ADOPT
A528030,DOG,BR,BR BRINDLE,TOY,CHIHUAHUA LH,2014-06-02 00:00:00,SHELTER,442842.0,L17-019901,LIC ALTERED,HLP WEB
A586675,CAT,B,BLACK,SHORTHAIR,DOMESTIC SH,2016-04-06 00:00:00,SHELTER,501629.0,L16-048153,LIC ALTERED,VET
A587071,DOG,OO,BROWN,SIGHTHOUND,BASENJI,2016-04-14 00:00:00,SHELTER,502028.0,L16-048182,LIC ALTERED,VET
A591923,DOG,BR,BROWN,POODLE,POODLE STND,2016-06-08 00:00:00,LOCKBOX,506837.0,985112007147533,MICROCHIP,HLP IMPORT
A360088,DOG,B,WHITE,COLLIE,BORDER COLLIE,2008-08-20 00:00:00,SHELTER,272395.0,D09-074968,LIC UNALTERED,
A577620,DOG,B,BLACK,MASTIFF,ROTTWEILER,2015-12-04 00:00:00,SHELTER,492572.0,L15-072913,LIC 3Y,COUNTER
A623373,DOG,B,BLACK,POODLE,POODLE MIN,2017-08-11 00:00:00,SHELTER,538103.0,R17-0596,RABIES CERT,RESQ
A622124,DOG,W,WHITE,SETTER/RETRIEVE,GREAT PYRENEES,2017-07-28 00:00:00,SHELTER,536848.0,,,
A621456,CAT,OO,ORG TABBY,SHORTHAIR,DOMESTIC SH,2017-07-12 00:00:00,SHELTER,536179.0,,,
A586141,DOG,B,BLACK,MASTIFF,PIT BULL,2016-03-29 00:00:00,SHELTER,501096.0,L16-037669,LIC ALTERED,HLP WEB
A463643,DOG,OO,CHOCOLATE,SETTER/RETRIEVE,LABRADOR RETR,2012-04-30 00:00:00,SHELTER,377885.0,L15-013589,LIC 3Y,MAIL
A501940,DOG,W,TRICOLOR,MASTIFF,AMERICAN STAFF,2013-08-27 00:00:00,SHELTER,416596.0,985112006925232,MICROCHIP ADO,HOME AGAIN
A615680,DOG,OO,TRICOLOR,TOY,CHIHUAHUA SH,2017-04-20 00:00:00,SHELTER,530431.0,985113001005659,MICROCHIP ADO,HOME AGAIN
