Ecoregion,Park,Point transect name,Point transect identification,Elevation (m),Year,Month,Day,Temperature (Celcius),Sky condition,Wind speed (km/h),Common_Name,Scientific_Name,Number of Birds Detected from 0-3:20 (minutes),Number of Birds Detected from 3:20-6:40 (minutes),Number of Birds Detected from 6:40-10:00 (minutes),Behaviour,Easting coordinate,Northing coordinate
Alpine,GNP,Bald Hills,8,2060,2018,7,13,14.5,clear,7,GROUND SQUIRREL,,2,0,1,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,PINE SISKIN,Carduelis pinus,2,3,3,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,WILSON'S WARBLER,Wilsonia pusilla,1,0,0,Singing,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,RED CROSSBILL,Loxia curvirostra,5,0,0,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,MOUNTAIN BLUEBIRD,Sialia currucoides,0,1,0,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,HORNED LARK,Eremophila alpestris,1,1,1,Singing,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,GROUND SQUIRREL,,2,2,2,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,3,0,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,FOX SPARROW,Passerella iliaca,2,0,1,Singing,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,AMERICAN PIPIT,Anthus spinoletta,1,1,2,Singing,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2019,7,9,8.1,Broken,0,SAVANNAH SPARROW,Passerculus sandwichensis,1,0,0,Singing,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2020,7,21,10.7,Overcast,3.2,FOX SPARROW,Passerella iliaca,1,0,1,Singing,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2020,7,21,10.7,Overcast,3.2,AMERICAN PIPIT,Anthus spinoletta,1,0,0,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2020,7,21,10.7,Overcast,3.2,PINE SISKIN,Carduelis pinus,2,0,0,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2020,7,21,10.7,Overcast,3.2,GROUND SQUIRREL,,1,1,0,Calling,476955,5681271
Alpine,GNP,Bald Hills,8,2060,2020,7,21,10.7,Overcast,3.2,HAIRY WOODPECKER,Picoides villosus,0,1,1,Calling,476955,5681271
Alpine,GNP,Bald Hills,9,2184,2014,6,23,12.1,scattered,3.4,AMERICAN PIPIT,Anthus spinoletta,0,0,1,Calling,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2014,6,23,12.1,scattered,3.4,AMERICAN ROBIN,Turdus migratorius,1,1,0,Singing,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2014,6,23,12.1,scattered,3.4,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,0,Calling,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2014,6,23,12.1,scattered,3.4,FOX SPARROW,Passerella iliaca,0,1,0,Singing,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2014,6,23,12.1,scattered,3.4,HORNED LARK,Eremophila alpestris,2,2,2,Singing,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2016,6,29,15.3,Clear,2,HORNED LARK,Eremophila alpestris,1,1,1,Singing,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2016,6,29,15.3,Clear,2,GROUND SQUIRREL,,1,1,1,Calling,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2016,6,29,15.3,Clear,2,PINE SISKIN,Carduelis pinus,1,0,1,Calling,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2016,6,29,15.3,Clear,2,CLARK'S NUTCRACKER,Nucifraga columbiana,1,0,0,Calling,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2016,6,29,15.3,Clear,2,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2016,6,29,15.3,Clear,2,FOX SPARROW,Passerella iliaca,0,0,1,Singing,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2016,6,29,15.3,Clear,2,SAVANNAH SPARROW,Passerculus sandwichensis,1,1,1,Singing,478877,5681923
Alpine,GNP,Bald Hills,9,2184,2018,7,13,13,clear,4,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2018,7,13,13,clear,4,FOX SPARROW,Passerella iliaca,1,1,0,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2018,7,13,13,clear,4,GROUND SQUIRREL,,1,1,1,Calling,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2018,7,13,13,clear,4,HORNED LARK,Eremophila alpestris,1,1,1,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2018,7,13,13,clear,4,PINE SISKIN,Carduelis pinus,0,1,1,Calling,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2018,7,13,13,clear,4,SAVANNAH SPARROW,Passerculus sandwichensis,1,0,0,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2019,7,9,10,Broken,1.1,CLARK'S NUTCRACKER,Nucifraga columbiana,0,1,0,Calling,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2019,7,9,10,Broken,1.1,SAVANNAH SPARROW,Passerculus sandwichensis,1,1,1,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2019,7,9,10,Broken,1.1,RED CROSSBILL,Loxia curvirostra,0,3,0,Calling,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2019,7,9,10,Broken,1.1,PINE SISKIN,Carduelis pinus,1,2,0,Calling,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2019,7,9,10,Broken,1.1,HORNED LARK,Eremophila alpestris,1,1,1,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2019,7,9,10,Broken,1.1,FOX SPARROW,Passerella iliaca,1,0,0,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2019,7,9,10,Broken,1.1,AMERICAN PIPIT,Anthus spinoletta,2,2,1,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2019,7,9,10,Broken,1.1,GROUND SQUIRREL,,1,1,1,Calling,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2020,7,21,10.9,Overcast,4.7,GROUND SQUIRREL,,4,4,4,Calling,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2020,7,21,10.9,Overcast,4.7,HORNED LARK,Eremophila alpestris,1,1,1,Calling,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2020,7,21,10.9,Overcast,4.7,FOX SPARROW,Passerella iliaca,0,1,0,Singing,476931,5680954
Alpine,GNP,Bald Hills,9,2184,2020,7,21,10.9,Overcast,4.7,AMERICAN PIPIT,Anthus spinoletta,1,0,0,Singing,476931,5680954
Alpine,GNP,Balu,1,2352,2014,7,8,7.3,clear,2.7,AMERICAN PIPIT,Anthus spinoletta,1,0,0,Singing,458925,5682533
Alpine,GNP,Balu,1,2352,2014,7,8,7.3,clear,2.7,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,458925,5682533
Alpine,GNP,Balu,1,2352,2014,7,8,7.3,clear,2.7,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,1,0,Calling,458925,5682533
Alpine,GNP,Balu,1,2352,2016,6,29,10.5,Clear,9.3,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,458925,5682533
Alpine,GNP,Balu,1,2352,2016,6,29,10.5,Clear,9.3,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,458925,5682533
Alpine,GNP,Balu,1,2352,2019,7,9,6.8,Clear,2.1,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,458925,5682533
Alpine,GNP,Balu,1,2352,2019,7,9,6.8,Clear,2.1,PINE SISKIN,Carduelis pinus,0,1,0,Calling,458925,5682533
Alpine,GNP,Balu,1,2352,2019,7,9,6.8,Clear,2.1,PIKA,Ochotona princeps,0,0,1,Calling,458925,5682533
Alpine,GNP,Balu,1,2352,2019,7,9,6.8,Clear,2.1,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,1,1,1,Calling,458925,5682533
Alpine,GNP,Fidelity Subalpine,13,2059,2013,6,29,17.7,scattered,1.1,VARIED THRUSH,Ixoreus naevius,0,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2013,6,29,17.7,scattered,1.1,CHIPPING SPARROW,Spizella passerina,0,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2013,6,29,17.7,scattered,1.1,FOX SPARROW,Passerella iliaca,1,0,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2013,6,29,17.7,scattered,1.1,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2014,7,10,11.6,clear,1.1,HERMIT THRUSH,Catharus guttatus,0,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2014,7,10,11.6,clear,1.1,SWAINSON'S THRUSH,Catharus ustulatus,1,0,0,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2014,7,10,11.6,clear,1.1,PINE SISKIN,Carduelis pinus,2,1,2,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2014,7,10,11.6,clear,1.1,DARK-EYED JUNCO,Junco hyemalis,1,0,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2014,7,10,11.6,clear,1.1,CLARK'S NUTCRACKER,Nucifraga columbiana,2,0,0,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2014,7,10,11.6,clear,1.1,CHIPPING SPARROW,Spizella passerina,0,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2014,7,10,11.6,clear,1.1,FOX SPARROW,Passerella iliaca,1,0,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2016,6,27,11.5,Clear,0,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2016,6,27,11.5,Clear,0,MOUNTAIN BLUEBIRD,Sialia currucoides,1,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2016,6,27,11.5,Clear,0,PINE SISKIN,Carduelis pinus,0,0,1,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2016,6,27,11.5,Clear,0,VARIED THRUSH,Ixoreus naevius,1,0,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2018,7,5,14.6,broken,0,AMERICAN PIPIT,Anthus spinoletta,1,1,0,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2018,7,5,14.6,broken,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2018,7,5,14.6,broken,0,RUBY-CROWNED KINGLET,Regulus calendula,0,1,0,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2018,7,5,14.6,broken,0,PINE SISKIN,Carduelis pinus,0,0,1,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2018,7,5,14.6,broken,0,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2018,7,5,14.6,broken,0,DARK-EYED JUNCO,Junco hyemalis,1,0,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2018,7,5,14.6,broken,0,FOX SPARROW,Passerella iliaca,2,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2019,7,12,8.6,Scattered,5.5,PINE SISKIN,Carduelis pinus,1,2,1,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2019,7,12,8.6,Scattered,5.5,RED CROSSBILL,Loxia curvirostra,1,1,0,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2019,7,12,8.6,Scattered,5.5,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,1,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2019,7,12,8.6,Scattered,5.5,FOX SPARROW,Passerella iliaca,1,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2019,7,12,8.6,Scattered,5.5,CHIPPING SPARROW,Spizella passerina,1,1,2,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2019,7,12,8.6,Scattered,5.5,AMERICAN ROBIN,Turdus migratorius,1,0,0,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2019,7,12,8.6,Scattered,5.5,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2020,7,11,10.3,Clear,0,FOX SPARROW,Passerella iliaca,1,1,0,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2020,7,11,10.3,Clear,0,DARK-EYED JUNCO,Junco hyemalis,2,2,2,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2020,7,11,10.3,Clear,0,YELLOW-RUMPED WARBLER,Dendroica coronata,0,0,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2020,7,11,10.3,Clear,0,HERMIT THRUSH,Catharus guttatus,1,0,1,Singing,450545,5676203
Alpine,GNP,Fidelity Subalpine,13,2059,2020,7,11,10.3,Clear,0,PINE SISKIN,Carduelis pinus,1,0,1,Calling,450545,5676203
Alpine,GNP,Fidelity Subalpine,14,2094,2013,6,29,18.6,broken,1.3,FOX SPARROW,Passerella iliaca,0,1,0,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2013,6,29,18.6,broken,1.3,HERMIT THRUSH,Catharus guttatus,0,1,2,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2013,6,29,18.6,broken,1.3,PINE SISKIN,Carduelis pinus,1,0,0,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2013,6,29,18.6,broken,1.3,TOWNSEND'S SOLITAIRE,Myadestes townsendi,0,0,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2013,6,29,18.6,broken,1.3,VARIED THRUSH,Ixoreus naevius,1,1,0,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2013,6,29,18.6,broken,1.3,DARK-EYED JUNCO,Junco hyemalis,2,1,2,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2014,7,10,16.1,clear,1,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2014,7,10,16.1,clear,1,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,0,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2014,7,10,16.1,clear,1,FOX SPARROW,Passerella iliaca,1,2,2,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2014,7,10,16.1,clear,1,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,1,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2014,7,10,16.1,clear,1,PINE SISKIN,Carduelis pinus,2,0,1,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2016,6,27,11.2,Clear,0,DARK-EYED JUNCO,Junco hyemalis,1,0,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2016,6,27,11.2,Clear,0,FOX SPARROW,Passerella iliaca,0,0,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2016,6,27,11.2,Clear,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2016,6,27,11.2,Clear,0,PINE SISKIN,Carduelis pinus,1,0,0,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2016,6,27,11.2,Clear,0,RUBY-CROWNED KINGLET,Regulus calendula,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2016,6,27,11.2,Clear,0,TOWNSEND'S SOLITAIRE,Myadestes townsendi,0,2,2,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2016,6,27,11.2,Clear,0,VARIED THRUSH,Ixoreus naevius,1,0,0,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2018,7,5,13.2,scattered,0,NORTHERN FLICKER,Colaptes auratus,1,0,0,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2018,7,5,13.2,scattered,0,RUBY-CROWNED KINGLET,Regulus calendula,1,1,0,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2018,7,5,13.2,scattered,0,TOWNSEND'S SOLITAIRE,Myadestes townsendi,0,1,0,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2018,7,5,13.2,scattered,0,CHIPPING SPARROW,Spizella passerina,2,0,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2018,7,5,13.2,scattered,0,FOX SPARROW,Passerella iliaca,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2018,7,5,13.2,scattered,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2018,7,5,13.2,scattered,0,YELLOW-RUMPED WARBLER,Dendroica coronata,0,1,0,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2019,7,12,7.5,Broken,1.2,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2019,7,12,7.5,Broken,1.2,CHIPPING SPARROW,Spizella passerina,1,1,3,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2019,7,12,7.5,Broken,1.2,FOX SPARROW,Passerella iliaca,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2019,7,12,7.5,Broken,1.2,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2019,7,12,7.5,Broken,1.2,PINE SISKIN,Carduelis pinus,3,3,2,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2019,7,12,7.5,Broken,1.2,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,0,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2019,7,12,7.5,Broken,1.2,RED CROSSBILL,Loxia curvirostra,2,0,0,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2020,7,11,10.7,Clear,1.4,PINE SISKIN,Carduelis pinus,1,0,0,Calling,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2020,7,11,10.7,Clear,1.4,DARK-EYED JUNCO,Junco hyemalis,1,0,0,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2020,7,11,10.7,Clear,1.4,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2020,7,11,10.7,Clear,1.4,Pacific Wren,Troglodytes pacificus,1,1,1,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,14,2094,2020,7,11,10.7,Clear,1.4,HERMIT THRUSH,Catharus guttatus,1,2,2,Singing,450251,5676081
Alpine,GNP,Fidelity Subalpine,16,2137,2014,7,10,10.2,clear,5.5,AMERICAN PIPIT,Anthus spinoletta,0,1,1,Singing,450143,5677392
Alpine,GNP,Fidelity Subalpine,16,2137,2014,7,10,10.2,clear,5.5,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,450143,5677392
Alpine,GNP,Fidelity Subalpine,16,2137,2014,7,10,10.2,clear,5.5,GRAY JAY,Perisoreus canadensis,1,1,0,Calling,450143,5677392
Alpine,GNP,Mountain Creek,10,2348,2014,7,8,22.6,clear,0,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,1,1,1,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2014,7,8,22.6,clear,0,TOWNSEND'S SOLITAIRE,Myadestes townsendi,1,1,0,Singing,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2014,7,8,22.6,clear,0,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,1,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2016,6,29,12.8,Clear,5.6,BOREAL CHICKADEE,Parus hudsonicus,1,0,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2016,6,29,12.8,Clear,5.6,CLARK'S NUTCRACKER,Nucifraga columbiana,0,1,1,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2016,6,29,12.8,Clear,5.6,HERMIT THRUSH,Catharus guttatus,0,0,1,Singing,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2016,6,29,12.8,Clear,5.6,PIKA,Ochotona princeps,1,1,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2016,6,29,12.8,Clear,5.6,PINE SISKIN,Carduelis pinus,0,1,1,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2018,7,13,13.1,clear,3.5,RED CROSSBILL,Loxia curvirostra,0,1,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2018,7,13,13.1,clear,3.5,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2018,7,13,13.1,clear,3.5,PIKA,Ochotona princeps,0,0,1,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2018,7,13,13.1,clear,3.5,AMERICAN PIPIT,Anthus spinoletta,0,1,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2019,7,9,10.3,Broken,2,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2019,7,9,10.3,Broken,2,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,1,0,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2019,7,9,10.3,Broken,2,PINE SISKIN,Carduelis pinus,2,2,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2019,7,9,10.3,Broken,2,AMERICAN PIPIT,Anthus spinoletta,2,0,1,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2020,7,14,5.5,Scattered,6,PINE SISKIN,Carduelis pinus,1,1,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,10,2348,2020,7,14,5.5,Scattered,6,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,0,Calling,462978,5693673
Alpine,GNP,Mountain Creek,11,2403,2014,7,8,17,clear,0,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,1,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2016,6,29,12.3,Clear,2.8,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,1,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2018,7,13,13,clear,2,PIKA,Ochotona princeps,0,0,2,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2018,7,13,13,clear,2,PINE SISKIN,Carduelis pinus,2,0,0,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2018,7,13,13,clear,2,GROUND SQUIRREL,,0,1,0,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2018,7,13,13,clear,2,AMERICAN PIPIT,Anthus spinoletta,0,0,1,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2019,7,9,10.9,Broken,0,CHIPPING SPARROW,Spizella passerina,1,0,1,Singing,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2019,7,9,10.9,Broken,0,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,1,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2019,7,9,10.9,Broken,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2019,7,9,10.9,Broken,0,PINE SISKIN,Carduelis pinus,2,1,1,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2019,7,9,10.9,Broken,0,TOWNSEND'S SOLITAIRE,Myadestes townsendi,1,1,0,Singing,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2019,7,9,10.9,Broken,0,AMERICAN PIPIT,Anthus spinoletta,0,1,0,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2020,7,14,5.5,Scattered,1,CLARK'S NUTCRACKER,Nucifraga columbiana,1,0,2,Calling,462968,5693371
Alpine,GNP,Mountain Creek,11,2403,2020,7,14,5.5,Scattered,1,RED CROSSBILL,Loxia curvirostra,0,0,1,Calling,462968,5693371
Alpine,GNP,Mountain Creek,12,2415,2014,7,8,14.5,clear,0,AMERICAN PIPIT,Anthus spinoletta,0,1,0,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2014,7,8,14.5,clear,0,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,1,2,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2014,7,8,14.5,clear,0,PIKA,Ochotona princeps,0,1,0,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2016,6,29,13,Clear,2,PINE SISKIN,Carduelis pinus,0,1,0,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2018,7,13,11.3,clear,2,PINE SISKIN,Carduelis pinus,0,0,1,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2018,7,13,11.3,clear,2,HERMIT THRUSH,Catharus guttatus,1,0,0,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2018,7,13,11.3,clear,2,PIKA,Ochotona princeps,2,0,0,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2019,7,9,10.1,Broken,3,PIKA,Ochotona princeps,1,0,0,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2019,7,9,10.1,Broken,3,PINE SISKIN,Carduelis pinus,1,2,2,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2020,7,14,3.2,Scattered,4,PINE SISKIN,Carduelis pinus,1,0,0,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2020,7,14,3.2,Scattered,4,RED CROSSBILL,Loxia curvirostra,0,0,1,Calling,463076,5693091
Alpine,GNP,Mountain Creek,12,2415,2020,7,14,3.2,Scattered,4,CLARK'S NUTCRACKER,Nucifraga columbiana,3,3,3,Calling,463076,5693091
Alpine,GNP,Mountain Creek,13,2484,2014,7,8,9.9,clear,6.6,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,1,0,0,Calling,463053,5692795
Alpine,GNP,Mountain Creek,13,2484,2014,7,8,9.9,clear,6.6,PINE SISKIN,Carduelis pinus,0,0,1,Calling,463053,5692795
Alpine,GNP,Mountain Creek,13,2484,2016,6,29,11.5,Clear,5.7,unknown,,0,0,0,Other,463053,5692795
