Production Year,Operator,County,Town,Producing Formation,Injection Wells,Disposal Wells,"Oil Produced, bbl",Purchaser Codes
1986,"Universal Resources Holdings, Incorporated",Chautauqua,STOCKTON,MEDINA,0,0,0,GK
1998,CEI 1991-1 Joint Venture,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GK
1974,"Jud Noble & Associates, Inc.",Genesee,COLUMBUS,MEDINA,0,0,0,GR
1976,"Edler, John L. & John W.",Cattaraugus,PERRYSBURG,AKRON,0,0,0,
1977,"Baldwin, Grace I",Allegany,BOLIVAR,FULMER VALLEY,0,0,20,
1989,"Ebenezer Oil Co., Inc.",Allegany,WIRT,RICHBURG,0,0,0,
1983,"Energy Oil, Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,
1986,"Chautauqua Energy, Inc.",Chautauqua,CLYMER,MEDINA,0,0,0,GH
1983,Quaker State Corp.,Cattaraugus,CARROLLTON,BRADFORD,0,0,42555,
1990,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,0,0,0,GN
1998,"REI-NY, LLC",Chautauqua,ELLERY,ONONDAGA,0,0,0,
1981,"Bunnell, Herbert F.",Allegany,WILLING,RICHBURG,53,0,2409,OB
1988,Midwest O & G Ltd Partnership,Cattaraugus,PERRYSBURG,MEDINA,0,0,0,
1995,Libra Petroleum Company,Chautauqua,BUSTI,GLADE,0,0,269,OC
1993,"Northrop, John H.",Oneida,SANGERFIELD,HERKIMER,0,0,0,
1984,Oxford Exploration Co.,Wyoming,PERRY,MEDINA,0,0,0,GH
1976,Walters & Johnson,Chautauqua,BUSTI,GLADE,0,0,1480,OA
1987,Eastern Minerals Associates,Erie,ORCHARD PARK,MEDINA,0,0,0,"GK,GX"
1997,Newman & Shannon Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,70,OD
1977,"Operating Engineers Local 17 Training Fund, Inc.",Erie,HAMBURG,MEDINA,0,0,0,GK
1989,Bloomfield Central School,Ontario,EAST BLOOMFIELD,MEDINA,0,0,0,
1994,"Miller, William J II",Erie,EDEN,MEDINA,0,0,0,
1973,Reliance Oil Cor.,Cayuga,CHARLOTTE,QUEENSTON,0,0,0,GX
1989,Cabot Oil & Gas Corp.,Chautauqua,FRENCH CREEK,ONONDAGA-BASS ISLAND,0,0,0,GX
1974,National Fuel Gas Supply Corp.,Allegany,ALMA,ORISKANY,0,0,0,
1987,Gypsum Energy Management Co.,Wyoming,BENNINGTON,MEDINA,0,0,0,GR
1983,"Stiegler, Richard M",Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1991,"Arrowhead Gas Producers, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,637,OA
1995,"Esterline, Norma K.",Chautauqua,CLYMER,MEDINA,0,0,0,
1994,"Reserve Gas Company, Inc.",Erie,ALDEN,MEDINA,0,0,0,GN
1993,"Ardent Resources, Inc.",Ontario,PHELPS,MEDINA-QUEENSTON,0,0,0,
1984,"Envirogas, Inc.",Cattaraugus,EAST OTTO,MEDINA,0,0,0,"GK,GX"
1997,"Dickman Farms, LLC",Cayuga,FLEMING,QUEENSTON,0,0,0,
1974,Queen City Drilling Co.,Erie,CHAUTAUQUA,MEDINA,0,0,0,"GK,GX"
1999,New York Gas & Oil Drilling Co,Erie,DARIEN,MEDINA,0,0,0,GK
1991,"Kidder Exploration, Inc.",Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1998,Seneca Resources Corporation,Erie,EDEN,MEDINA,0,0,0,GK
1996,"Geise, Francis L",Cattaraugus,ALLEGANY,BRADFORD,0,0,30,OC
1997,"O'Connor, James M.",Allegany,GENESEE,RICHBURG,0,0,57,OD
1994,All Saints Lutheran Church,Erie,HAMBURG,MEDINA,0,0,0,
1975,Anderson Oil Co.,Steuben,,ORISKANY,0,0,0,GX
1986,CNG Transmission Corp.,Madison,LEBANON,HERKIMER-ONEIDA,0,0,0,GI
1986,Witco Corp.,Cattaraugus,OLEAN,BRADFORD,0,0,723,OC
1991,Petrolia Oil & Gas Co.,Allegany,SCIO,RICHBURG,0,0,71,OB
1990,"Universal Resources Holdings, Incorporated",Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1994,Cunningham Natural Gas Corp.,Allegany,WILLING,MEDINA,0,0,0,
1999,CEI 1991-1 Joint Venture,Chautauqua,HARMONY,MEDINA,0,0,0,GK
1985,U S Energy Development Corp.,Chautauqua,GERRY,MEDINA,0,0,0,GH
1982,Cassadaga Valley Central School,Chautauqua,GERRY,MEDINA,0,0,0,GX
1988,"Buffalo Block Company, Inc.",Erie,BUFFALO,MEDINA,0,0,0,
1981,Har-Go Farms,Livingston,CALEDONIA,MEDINA,0,0,0,"GV,GX"
1981,"Garr, Grace",Cattaraugus,ALLEGANY,BRADFORD,0,0,0,
1998,"Nickerson, Elton & Katherine",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,
1982,"Petri, Armand J",Chautauqua,HANOVER,MEDINA,0,0,0,
1989,"Excel Industries, Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,
1985,"Sager, Howard & Judith",Cattaraugus,PERRYSBURG,MEDINA,0,0,0,
1996,"Fanton, Merle L.",Allegany,WELLSVILLE,RICHBURG,0,0,21,OC
1977,"Seaport Natural Gas Co., Inc.",Erie,EVANS,MEDINA,0,0,0,GK
1992,Freeman Oil Co.,Allegany,AMITY,SCIO,15,0,139,OC
1980,"Wojcik, Anthony",Erie,LANCASTER,MEDINA,0,0,0,
1992,"Degitz, Sig",Cattaraugus,CARROLLTON,BRADFORD,0,0,3740,OA
1987,Alumax  Inc.,Chautauqua,DUNKIRK,MEDINA,0,0,0,GK
1999,"GFS Energy, Inc.",Chautauqua,NORTH HARMONY,BASS ISLAND,0,0,187,"GH,OD"
1998,"Stedman Energy, Inc.",Chautauqua,HARMONY,MEDINA,0,0,0,GK
1997,United States Gypsum Co.,Genesee,ALEXANDER,MEDINA,0,0,0,GR
1984,"Tony's, Inc.",Chautauqua,PORTLAND,MEDINA,0,0,0,
1974,"Haywood, Henry G",Chemung,VAN ETTEN,ORISKANY,0,0,0,
1999,"Ruch, Jack E.",Chautauqua,WESTFIELD,MEDINA,0,0,0,
1981,"Nerreter, Eleanor G",Erie,HAMBURG,MEDINA,0,0,0,GK
1968,J. J. Bucher Producing Corporation,Allegany,BOLIVAR,,0,0,176,OB
1990,"Tiffany, Glenn O",Tioga,OWEGO,MARCELLUS,0,0,0,
1969,Witco Corp.,Cattaraugus,ALLEGANY,BRADFORD,0,0,162364,"GX,OC"
1975,"Gorton, Leonette",Allegany,,,0,0,93,OB
1971,Harder & Fanton,Allegany,WELLSVILLE,RICHBURG,0,0,0,
1989,"P & S Drilling, Inc.",Erie,WALES,MEDINA,0,0,0,GK
1986,"Cooper, Elton C",Allegany,ANDOVER,FULMER VALLEY,0,0,0,
1995,"Weil Resources, Inc.",Erie,CONCORD,MEDINA,0,0,0,GK
1975,Meridian Exploration Corp.,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1993,National Fuel Gas Supply Corp.,Erie,WEST SENECA,MEDINA,0,0,0,GK
1989,"B.C.R. Development, Inc.",Allegany,ALMA,RICHBURG,36,0,0,
1974,"Seager, Howard C.",Allegany,,FULMER VALLEY,0,0,181,OB
1970,Kellner Oil,Allegany,BOLIVAR,RICHBURG,0,0,212,OB
1996,Terra Energy,Chautauqua,SHERIDAN,MEDINA,0,0,0,"GD,GK"
1989,Equitable Resources Exploraration,Cattaraugus,RANDOLPH,MEDINA,0,0,0,GH
1997,"Ford, Herald",Allegany,INDEPENDENCE,UPPER DEVONIAN,0,0,27,OD
1999,Pine Oil Co.,Allegany,GENESEE,RICHBURG,40,0,52,OD
1990,Moose Oil Co.,Allegany,BOLIVAR,RICHBURG,75,0,615,OB
1999,"Stephan, Phillip D.",Cattaraugus,ALLEGANY,BRADFORD,0,0,323,OD
1984,Dan Gernatt Farms,Erie,NORTH COLLINS,MEDINA,0,0,0,
1983,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,0,0,0,
1993,"Preferred Products, Inc",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,0,
1974,F.E. Petroleum Corp.,Genesee,STAFFORD,MEDINA,0,0,0,
1994,Akron Central School District,Erie,NEWSTEAD,MEDINA,0,0,0,
1977,United States Gypsum Co.,Genesee,OAKFIELD,MEDINA,0,0,0,GR
1967,Iroquois Gas Corp.,Erie,BOSTON,AKRON,0,0,0,GX
1991,"Dobaj, Raymond",Erie,EDEN,MEDINA,0,0,0,GK
1998,Open Flow Gas Supply Corp.,Erie,BRANT,MEDINA,0,0,0,GK
1973,Consolidated Gas Supply Corp.,Allegany,ALMA,ORISKANY,0,0,0,
1996,"Aldinger, Gerald F. & Naomi R.",Erie,ALDEN,MEDINA,0,0,0,
1994,Seneca Resources Corporation,Ontario,EAST BLOOMFIELD,MEDINA,0,0,0,GK
1991,"Envirogas, Inc.",Chautauqua,MINA,MEDINA,0,0,0,GK
1981,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,MEDINA,0,0,0,
1998,Seneca Resources Corporation,Erie,HAMBURG,MEDINA,0,0,0,GK
1987,"Local Energy, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,GK
1991,Eye Petroleum Association,Erie,EDEN,MEDINA,0,0,0,"GK,GX"
1991,United States Gypsum Co.,Genesee,DARIEN,MEDINA,0,0,0,GR
1991,"Borglum, Elsie J.",Yates,BENTON,QUEENSTON,0,0,0,GX
1998,"Chautauqua Energy, Inc.",Chautauqua,NORTH HARMONY,ONONDAGA,0,0,958,"GK,OD"
1991,"Bounty Group, Inc.",Chautauqua,KIANTONE,MEDINA,0,0,0,GK
1991,"Universal Resources Holdings, Incorporated",Chautauqua,CHARLOTTE,MEDINA,0,0,0,GK
1992,Estate of Harold A. Steves,Cattaraugus,DAYTON,MEDINA,0,0,0,
1988,Gerald M. & Jewell F. Mooney Revoc. Living Trust,Chautauqua,RIPLEY,MEDINA,0,0,0,
1995,"Caflisch, James E.",Chautauqua,CLYMER,MEDINA,0,0,0,
1991,"Simon of Bolivar Enterprises, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,1188,OB
1996,"Hogan Energy, Inc.",Allegany,GENESEE,RICHBURG,0,0,0,
1990,"Dougherty, Charles and Carolyn",Allegany,ANDOVER,FULMER VALLEY,0,0,94,OB
1995,"Wilson-Raczka, Diane R.",Erie,EVANS,MEDINA,0,0,0,
1988,"Major, Kenneth H",Erie,AURORA,MEDINA,0,0,0,GK
1997,Subsea Associates-1982,Erie,BRANT,MEDINA,0,0,0,GK
1986,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,AKRON,0,0,0,GK
1999,"Stedman Energy, Inc.",Erie,BRANT,MEDINA,0,0,0,GK
1999,"Remington, Donald",Cattaraugus,CARROLLTON,UPPER DEVONIAN,0,0,0,
1996,Cabot Oil & Gas Corp.,Cattaraugus,NAPOLI,MEDINA,0,0,0,GH
1989,"Reliable Resources, Inc,",Cattaraugus,ALLEGANY,BRADFORD,0,0,1379,OB
1987,NYS Natural Gas Co.,Erie,ELMA,MEDINA,0,0,0,GK
1981,National Fuel Gas Supply Corp.,Erie,ELMA,MEDINA,0,0,0,
1989,Cabot Oil & Gas Corp.,Yates,POTTER,MEDINA-QUEENSTON,0,0,0,
1993,Wightman Producing,Allegany,WIRT,RICHBURG,0,0,30,OC
1996,Thomas A Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,0,OC
1999,"Weil Resources, Inc.",Erie,ORCHARD PARK,MEDINA,0,0,0,GK
1982,"Sinclairville Petroleum, Inc.",Erie,AURORA,MEDINA,0,0,0,GK
1980,Bucher Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,1000,OA
1973,"Paragon Resources, Inc.",Chautauqua,ARKWRIGHT,MEDINA,0,0,0,
1991,Cabot Oil & Gas Corp.,Chautauqua,WESTFIELD,MEDINA,0,0,0,
1971,"Hanes,  Merlin",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,1959,OA
1995,"Crooks, Fred H.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,0,
1982,"Youngberg, Larry",Chautauqua,HANOVER,MEDINA,0,0,0,
1976,Meridian Exploration Corp.,Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1992,National Fuel Gas Supply Corp.,Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1976,Richardson Petroleum Corp.,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,29608,OB
1992,National Fuel Gas Supply Corp.,Genesee,PAVILION,MEDINA,0,0,0,GK
1985,D. A. Griffin Corp.,Erie,WEST SENECA,MEDINA,0,0,0,
1997,National Fuel Gas Supply Corp.,Allegany,ALMA,RICHBURG,0,0,0,GK
1995,"Subsea Oil & Gas, Inc.",Erie,ELMA,MEDINA,0,0,0,GK
1972,J.J.F.Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,224,OA
1986,"Tellinghuisen, George",Chautauqua,BUSTI,GLADE,0,0,108,OB
1996,"Frederick, John & Dorothy",Erie,MARILLA,MEDINA,0,0,0,
1998,"Country Side Sand & Gravel, Inc",Cattaraugus,DAYTON,MEDINA,0,0,0,
1997,New York Gas & Oil Drilling Co,Chautauqua,POMFRET,MEDINA,0,0,0,GR
1997,Open Flow Gas Supply Corp.,Erie,EVANS,MEDINA,0,0,0,GK
1984,"Chloride Power Electronic, Inc.",Livingston,CALEDONIA,MEDINA,0,0,0,
1980,"Trahan Petroleum, Inc.",Chautauqua,CHERRY CREEK,MEDINA,0,0,0,
1984,Petrolia Oil & Gas Co.,Allegany,SCIO,RICHBURG,0,0,173,OA
1981,"Thompson, Kenneth L",Erie,CLARENCE,MEDINA,0,0,0,GK
1992,"Trahan Petroleum, Inc.",Chautauqua,ELLINGTON,MEDINA,0,0,0,"GH,GK"
1982,"Leon, Earl W",Allegany,ALFRED,DEVONIAN SHALE,0,0,0,GX
1986,U S Energy Development Corp.,Erie,CONCORD,MEDINA,0,0,0,"GK,GX"
1990,"Meeder, William H",Wyoming,MIDDLEBURY,MEDINA,0,0,0,
1992,"Buffington, Richard J. Jr.",Allegany,CLARKSVILLE,CLARKSVILLE,0,0,0,
1991,"Slater, Patricia A.",Erie,ALDEN,MEDINA,0,0,0,
1999,"Weil Resources, Inc.",Cattaraugus,OTTO,MEDINA,0,0,0,GK
1991,New York Gas & Oil Drilling Co,Genesee,DARIEN,MEDINA,0,0,0,GX
1971,Potter Oil Co.,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,2021,"GX,OB"
1986,Quaker State Corp.,Cattaraugus,OLEAN,BRADFORD,0,0,342,OB
1979,"Bechmark Oil, Inc.",Chautauqua,,MEDINA,0,0,0,
1989,"Weil Resources, Inc.",Erie,LACKAWANNA,MEDINA,0,0,0,GK
1981,Bennett Petroleum Corp.,Livingston,GROVELAND,MEDINA,0,0,0,
1973,Rochester Gas & Electric Corp.,Monroe,RIGA,MEDINA,0,0,0,GP
1987,Columbia Gas Transmission Corp.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GH
1996,"Bouquin, Fred C Jr",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,1848,OA
1991,"Frey Well Drilling, Inc.",Erie,WALES,MEDINA,0,0,0,GK
1994,"Cotton Well Drilling Company,  Inc.",Chautauqua,MINA,MEDINA,0,0,0,GK
1996,"Estate of Potter, Joseph O",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,0,
1989,Dragon Eye Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,460,OB
1999,"Braun, Thomas R. & Judith Ann",Erie,MARILLA,MEDINA,0,0,0,
1987,"Templeton Energy,  Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GH
1991,"Gorveland Drilling, Inc.",Livingston,WEST SPARTA,MEDINA,0,0,0,
1998,Altimus & Associates,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1990,Berea Oil & Gas Corp.,Chautauqua,ELLERY,ONONDAGA-BASS ISLAND,0,0,1272,"GX,OB"
1972,Dunning Oil Co.,Allegany,GENESEE,RICHBURG,0,0,908,OB
1999,Kenneth M. Wikinson Trust,Chautauqua,MINA,MEDINA,0,0,0,
1997,Clover Oil & Gas Co.,Erie,MARILLA,MEDINA,0,0,0,
1997,"GFS Energy, Inc.",Erie,BOSTON,MEDINA,0,0,0,GK
1985,"Subsea Oil & Gas, Inc.",Erie,ELMA,MEDINA,0,0,0,"GK,GX"
1988,Equitable Resources Exploraration,Seneca,FAYETTE,MEDINA-QUEENSTON,0,0,0,GX
1998,"Bartlett, Dennis G.",Onondaga,LYSANDER,QUEENSTON,0,0,0,
1975,"Dudar, John",Allegany,SCIO,RICHBURG,0,0,149,OB
1996,Belden & Blake Corporation,Erie,WALES,MEDINA,0,0,0,GK
1983,McO.Resources Corp.,Chautauqua,BUSTI,MEDINA,0,0,0,GK
1993,Mother of Divine Grace Church,Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1986,Gypsum Energy Management Co.,Genesee,DARIEN,MEDINA,0,0,0,"GR,GX"
1984,"Carls, Kevin D",Cattaraugus,ALLEGANY,BRADFORD,0,0,213,OA
1996,"Mulhollan, Edwin",Erie,ORCHARD PARK,MEDINA,0,0,0,
1985,"Envirogas, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,"GH,GK,GX"
1983,Bay Energy Co-1,Erie,ELMA,MEDINA,0,0,0,
1985,"Carls, Kevin D",Cattaraugus,ALLEGANY,BRADFORD,0,0,248,OA
1979,"Wilkinson, Robert",Erie,LANCASTER,MEDINA,0,0,0,
1999,"Stedman Energy, Inc.",Chautauqua,CLYMER,MEDINA,0,0,0,
1994,Columbia Natural Resources  LLC,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GH
1983,"Winger, Philip G. & Diane E.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,713,
1970,"Boswell, Estate of James B.",Chautauqua,BUSTI,GLADE,0,0,3461,OA
1985,National Fuel Gas Supply Corp.,Cattaraugus,PERSIA,ONONDAGA,0,0,0,"GI,GK"
1991,"Cz Gas, Inc.",Chautauqua,WESTFIELD,MEDINA,0,0,0,"GH,GK"
1997,"Handy, James R",Erie,MARILLA,MEDINA,0,0,0,
1984,Richardson Petroleum Corp.,Steuben,WEST UNION,FULMER VALLEY,0,0,2929,"GK,OB"
1969,Iroquois Gas Corp.,Genesee,PEMBROKE,MEDINA,0,0,0,GX
1975,John S. Koup,Erie,,,0,0,0,
1997,"Ardent Resources, Inc.",Chautauqua,SHERMAN,MEDINA,0,0,0,GX
1990,"Plants and Goodwin, Inc.",Allegany,SCIO,RICHBURG,0,0,81,OB
1978,"Boswell, Estate of James B.",Chautauqua,BUSTI,GLADE,0,0,1011,OA
1986,J & L Oil & Gas Corp.,Chautauqua,DUNKIRK,MEDINA,0,0,0,GK
1986,Benson Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,28,0,3851,GK
1991,CNG Transmission Corp.,Cayuga,SPRINGPORT,QUEENSTON,0,0,0,GX
1983,National Fuel Gas Supply Corp.,Cattaraugus,PERRYSBURG,MEDINA,0,0,0,
1986,"Petri, Armand J",Chautauqua,HANOVER,MEDINA,0,0,0,
1988,Seis-Ex Geophysical Ltd,Chautauqua,ELLICOTT,GLADE,0,0,0,
1995,"Dickman Farms, LLC",Cayuga,FLEMING,QUEENSTON,0,0,0,
1977,National Fuel Gas Supply Corp.,Ontario,WEST BLOOMFIELD,MEDINA,0,0,0,
1996,Potter & Childs,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,113,OC
1992,"Buffalo China, Inc.",Erie,BUFFALO,MEDINA,0,0,0,
1990,Oilmark & Co.,Chautauqua,RIPLEY,MEDINA,0,0,0,GK
1980,"Southwell, Russell  W",Chautauqua,BUSTI,GLADE,0,0,0,OB
1997,Altimus & Associates,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,829,"OA,OD"
1998,"Nornew, Inc.",Chautauqua,BUSTI,MEDINA,0,0,0,GK
1983,O. Boyce McDivitt,Cattaraugus,OLEAN,BRADFORD,0,0,833,
1986,"Iliohan, Jay H",Erie,EVANS,MEDINA,0,0,0,GX
1991,Cold Spring Gas No 1,Erie,NEWSTEAD,MEDINA,0,0,0,GX
1997,"Nornew, Inc.",Chautauqua,BUSTI,MEDINA,0,0,0,"GH,GK"
1996,Estate of  Richard G Smith,Allegany,GENESEE,RICHBURG,0,0,0,
1986,"Templeton Energy,  Inc.",Chautauqua,STOCKTON,MEDINA,0,0,0,"GK,GX"
1982,"Gas & Gas, Inc.",Erie,EVANS,MEDINA,0,0,0,GK
1997,United Processing Corp.,Allegany,ANDOVER,FULMER VALLEY,11,0,0,
1972,"Horton, Harold B.",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,0,
1997,Arlington Exploration Co.,Steuben,BATH,ONONDAGA,0,0,0,GH
1981,"Shear, Norman & Marjorie",Allegany,WARD,SCIO,10,0,263,OB
1990,Equitable Resources Exploraration,Seneca,FAYETTE,MEDINA-QUEENSTON,0,0,0,GX
1998,Morris Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,0,
1988,"Lenape Resources Corp., The",Wyoming,COVINGTON,MEDINA,0,0,0,GK
1995,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,5,0,1444,OC
1991,"Ruch, Jack E.",Chautauqua,WESTFIELD,MEDINA,0,0,0,
1996,"Oil, Gas & Land Services, Inc.",Chautauqua,CHARLOTTE,PERRYSBURG,0,0,0,
1980,"Brascan Exploration, Inc.",Wyoming,GENESEE FALLS,MEDINA,0,0,0,
1981,"Sager, Howard & Judith",Cattaraugus,PERRYSBURG,MEDINA,0,0,0,
1970,Iroquois Gas Corp.,Erie,NORTH COLLINS,AKRON,0,0,0,GX
1984,"Northrop, David",Chautauqua,WESTFIELD,MEDINA,0,0,0,
1987,"Weil Resources, Inc.",Erie,EDEN,MEDINA,0,0,0,"GK,GX"
1995,Romolo Realty Corporation.,Erie,HAMBURG,MEDINA,0,0,0,GK
1994,"Weil Resources, Inc.",Wyoming,JAVA,MEDINA,0,0,0,GK
1991,U S Energy Development Corp.,Erie,SARDINIA,MEDINA,0,0,0,GK
1993,"Cooper, Elton C",Allegany,ANDOVER,FULMER VALLEY,0,0,0,
1991,Columbia Natural Resources  LLC,Chautauqua,CLYMER,MEDINA,0,0,0,GH
1987,Columbia Gas Transmission Corp.,Cattaraugus,LITTLE VALLEY,MEDINA,0,0,0,
1992,L. W. Resources,Chautauqua,CHARLOTTE,MEDINA,0,0,0,
1983,Quaker State Corp.,Allegany,ALMA,RICHBURG,20,0,9005,
1990,"Kidder Exploration, Inc.",Chautauqua,CARROLL,ONONDAGA,0,0,52,GK
1995,Symbol Oil Corp.,Erie,EVANS,MEDINA,0,0,0,GK
1998,North Central Oil Corp.,Cattaraugus,LEON,MEDINA,0,0,0,GH
1997,"Davis, Roy C. Jr.",Steuben,CAMERON,ORISKANY,0,0,0,
1986,Big Tree Energy Partners,Livingston,GROVELAND,,0,0,0,
1975,"McCray, Maurice A. Est.",Cattaraugus,CARROLLTON,BRADFORD,0,0,0,OA
1987,Seis-Ex Geophysical Ltd,Chautauqua,KIANTONE,MEDINA,0,0,0,GK
1982,Coakley-Pizza Oil & Gas,Steuben,HOWARD,,0,0,0,
1999,"Excel Industries, Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,
1996,"West Seneca, Town of",Erie,WEST SENECA,MEDINA,0,0,0,
1972,"Fuller, Percy H.",Allegany,SCIO,,0,0,0,
1990,"Joyce, Christine M.",Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,124,OB
1995,"GFS Energy, Inc.",Chautauqua,VILLENOVA,MEDINA,0,0,0,GK
1985,K-Arcy Corp.,Allegany,BOLIVAR,RICHBURG,0,0,961,OB
1987,"Envirogas, Inc.",Chautauqua,GERRY,MEDINA,0,0,0,"GH,GK,GX"
1995,Belden & Blake Corporation,Chautauqua,SHERMAN,BASS ISLAND,0,0,715,OA
1982,Keicher Brothers Enterprises,Wyoming,BENNINGTON,MEDINA,0,0,0,
1990,"Patterson, Robert",Chautauqua,PORTLAND,MEDINA,0,0,0,
1997,"Pefley Oil & Gas, Inc.",Wyoming,SHELDON,UPPER DEVONIAN,0,0,0,
1986,"Templeton Energy,  Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GH
1979,"P & S Drilling, Inc.",Cattaraugus,OTTO,MEDINA,0,0,0,GK
1977,Flanigan Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,3229,
1991,"Jackson, Sharon E.",Wyoming,PIKE,UPPER DEVONIAN SHALE,0,0,0,
1978,Oily Ann Oil And Gas Inc.,Cattaraugus,OLEAN,BRADFORD,0,0,4366,"GK,GT,OB"
1991,CNG Transmission Corp.,Seneca,WATERLOO,NIAGARA,0,0,0,
1979,"Niagara Frontier Meth Home,Inc",Erie,AMHERST,MEDINA,0,0,0,
1976,"Cusimano, Sam",Chautauqua,BUSTI,GLADE,0,0,0,OB
1995,"Seaport Natural Gas Co., Inc.",Erie,EVANS,MEDINA,0,0,0,GK
1982,"Rupp, Harriett E.",Cattaraugus,PERRYSBURG,AKRON,0,0,0,
1990,"Ford, Herald",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,55,OB
1990,"Woodward Pipeline, Inc.",Erie,NORTH COLLINS,MEDINA,0,0,0,GU
1983,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,297,0,44040,
1991,Empire Energies,Chautauqua,MINA,MEDINA,0,0,0,GK
1974,Ashland Exploration Co.,Cayuga,ASHLAND,QUEENSTON,0,0,0,GX
1985,Gerald M. & Jewell F. Mooney Revoc. Living Trust,Chautauqua,RIPLEY,MEDINA,0,0,0,
1980,"Geise, Lawrence J.",Cattaraugus,,,0,0,253,OA
1982,Arlington Exploration Co.,Livingston,WEST SPARTA,MARCELLUS,0,0,0,GX
1993,"Reserve Gas Company, Inc.",Genesee,DARIEN,MEDINA,0,0,0,GN
1994,"Oil, Gas & Land Services, Inc.",Chautauqua,CHARLOTTE,ONONDAGA-BASS ISLAND,0,0,0,"GC,GX"
1981,We Got Da Gas Ltd. Partnership,Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1984,"Smith, Wayne P.",Allegany,RUSHFORD,,0,0,0,
1975,Pennzoil Products Co.,Cattaraugus,OLEAN,ORISKANY,0,0,0,
1995,"Smith, Richard A.",Chautauqua,CHERRY CREEK,MEDINA,0,0,0,
1994,"GFS Energy, Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,GK
1991,Midwest O & G Ltd Partnership,Cattaraugus,PERRYSBURG,MEDINA,0,0,0,
1980,Genoa & Co.,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1993,"Densmore, Winfield F. & Debra",Chautauqua,BUSTI,MEDINA,0,0,0,
1994,Cunningham Natural Gas Corp.,Yates,MILO,,0,0,0,
1983,Falconer Central School District,Chautauqua,ELLICOTT,MEDINA,0,0,0,
1968,Kelly & Caster Oil & Well Corp.,Chautauqua,BUSTI,GLADE,0,0,8517,OB
1986,Walker Exploration & Production Corp.,Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1997,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN,MEDINA,0,0,0,GX
1985,"Weil Resources, Inc.",Erie,EDEN,MEDINA,0,0,0,"GK,GX"
1989,Le Roy Central School,Genesee,LE ROY,MEDINA,0,0,0,
1970,"Gorton, Leonette",Allegany,ALMA,,0,0,194,OB
1987,Mitchell Exploration Corp.,Seneca,FAYETTE,QUEENSTON,0,0,0,GX
1989,TGX Corp.,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,0,0,1029,"GH,OB"
