Production Year,Operator,County,Town,Producing Formation,Injection Wells,Disposal Wells,"Oil Produced, bbl",Purchaser Codes
1997,"Bromley, Norman E.",Erie,EVANS,MEDINA,0,0,0,
1993,Mitchell Exploration Corp.,Seneca,TYRE,QUEENSTON,0,0,0,
1995,"Stark, Eric",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,53,OC
1988,"Abarta Oil & Gas, Inc.",Erie,EDEN,MEDINA,0,0,0,"GK,GU"
1994,Symbol Oil Corp.,Genesee,PEMBROKE,MEDINA,0,0,0,GK
1978,"Consolidated Exploration  & Gathering, Inc.",Seneca,FAYETTE,QUEENSTON,0,0,0,
1989,"Universal Resources Holdings, Incorporated",Chautauqua,GERRY,MEDINA,0,0,0,"GH,GK"
1984,"Doran & Associates, Inc.",Chautauqua,MINA,MEDINA,0,0,0,GH
1977,Columbia Gas Transmission Corp.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,
1986,Walker Exploration & Production Corp.,Chautauqua,MINA,MEDINA,0,0,0,
1999,"Skora, James B",Erie,NORTH COLLINS,MEDINA,0,0,0,
1988,"Ekas, David & Archer",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,222,OC
1990,"Abarta Oil & Gas, Inc.",Erie,EDEN,MEDINA,0,0,0,"GK,GU"
1988,"Yorel Energy, Inc.",Genesee,LE ROY,MEDINA,0,0,0,GX
1997,"Breton, Louis",Wyoming,BENNINGTON,MEDINA,0,0,0,
1984,We Got Da Gas Ltd. Partnership,Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1968,Albert Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,18399,OB
1979,F.E. Petroleum Corp.,Genesee,BATAVIA,MEDINA,0,0,0,
1995,Larson Drilling Corp.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,
1986,"Chautauqua Energy, Inc.",Chautauqua,GERRY,ONONDAGA,0,0,13746,"GK,GX,OB"
1986,"American Penn Energy,  Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GH
1992,"Engx, Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GK
1986,"Bounty Holdings, Incorporated",Chautauqua,BUSTI,MEDINA,0,0,0,"GH,GK"
1989,"Preferred Products, Inc",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,0,
1989,"Engx, Inc.",Chautauqua,ELLICOTT,MEDINA,0,0,0,GK
1990,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,1018,OA
1988,Petroleum Security Corp.,Wyoming,ATTICA,MEDINA,0,0,0,
1987,"Envirogas, Inc.",Cattaraugus,DAYTON,MEDINA,0,0,0,
1991,Heitman Gas,Chautauqua,RIPLEY,MEDINA,0,0,0,GK
1990,"Kingsley, Edgar",Wyoming,COVINGTON,MEDINA,0,0,0,
1993,"Local Energy, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,"GC,GK"
1990,"Envirogas, Inc.",Cattaraugus,LITTLE VALLEY,MEDINA,0,0,0,
1986,Bay Energy Co-1,Erie,ELMA,MEDINA,0,0,0,GK
1988,CNG Transmission Corp.,Steuben,CANISTEO,ONONDAGA,0,0,0,GX
1992,"Apex Resources,  Inc.",Allegany,BOLIVAR,RICHBURG,0,0,0,
1989,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,MEDINA,0,0,0,
1976,"Seaport Natural Gas Co., Inc.",Erie,EVANS,MEDINA,0,0,0,GK
1999,"Ireland, Frank J. & Laura",Wyoming,PERRY,MEDINA,0,0,0,
1986,"Midwest Exploration, Inc.",Genesee,PEMBROKE,MEDINA,0,0,0,"GK,GX"
1968,Iroquois Gas Corp.,Cattaraugus,DAYTON,MEDINA,0,0,0,GX
1988,Grimsby & Co.,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1994,"Walchli, John W. Jr.",Steuben,WEST UNION,FULMER VALLEY,0,0,41,"GK,OC"
1982,"P & S Drilling, Inc.",Erie,MARILLA,MEDINA,0,0,0,GK
1989,P & G Oil Co.,Allegany,WILLING,RICHBURG,0,0,0,
1994,"Ford, Herald",Allegany,INDEPENDENCE,UPPER DEVONIAN,0,0,36,OC
1997,Lamar Exploration Corp.,Erie,CONCORD,MEDINA,0,0,0,GK
1990,"J M Resources, Inc.",Chautauqua,DUNKIRK,MEDINA,0,0,0,GK
1997,"Caldwell,  Judith J.",Chautauqua,ELLERY,MEDINA,0,0,0,
1990,"Cz Gas, Inc.",Chautauqua,WESTFIELD,MEDINA,0,0,0,"GH,GK"
1998,"Resource America, Inc.",Chautauqua,NORTH HARMONY,MEDINA,0,0,0,GH
1994,"Emke, Diane",Chautauqua,VILLENOVA,MEDINA,0,0,0,
1987,"Alden Aurora Gas Co.,  Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,GN
1997,CEI 1992-93 Joint Venture,Chautauqua,NORTH HARMONY,,0,0,0,
1994,"Taylor, Gilbert M",Allegany,BOLIVAR,RICHBURG,0,0,0,
1999,"Wood, David A.",Cattaraugus,OLEAN,BRADFORD 2ND & 3RD,0,0,0,OD
1982,Pine Oil Co.,Allegany,GENESEE,RICHBURG,40,0,370,OB
1985,National Fuel Gas Supply Corp.,Steuben,JASPER,ORISKANY,0,0,0,GK
1985,Empire Energies,Erie,HAMBURG,MEDINA,0,0,0,
1996,"Universal Resources Holdings, Incorporated",Chautauqua,RIPLEY,MEDINA,0,0,0,GK
1989,C & G Oil Co.,Allegany,WIRT,RICHBURG,0,0,494,OB
1997,"Newland, Donald & Marie",Cattaraugus,FREEDOM,MEDINA,0,0,0,
1979,National Fuel Gas Supply Corp.,Chautauqua,HANOVER,MEDINA,0,0,0,
1986,Banks Bros Energy Corp.,Chautauqua,VILLENOVA,MEDINA,0,0,0,"GK,GX"
1995,"Wattles, Richard F.",Erie,BOSTON,MEDINA,0,0,0,
1999,"Griswold, Samuel",Allegany,BOLIVAR,RICHBURG,0,0,0,
1998,"Ardent Resources, Inc.",Yates,BENTON,MEDINA-QUEENSTON,0,0,0,GZ
1999,B B & K Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,1232,OD
1990,"Simon of Bolivar Enterprises, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,1884,OB
1998,Springville-Griffith Institute Central School Dist,Erie,CONCORD,MEDINA,0,0,0,
1999,"Johnson, Norman G.",Genesee,BATAVIA,MEDINA,0,0,0,
1995,"Baldwin, Grace I",Allegany,BOLIVAR,FULMER VALLEY,0,0,0,
1993,"Petch, Arthur & Susan",Erie,EVANS,MEDINA,0,0,0,
1988,L. W. Resources,Chautauqua,BUSTI,GLADE,0,0,0,
1986,Miller Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,587,OA
1999,"Nornew, Inc.",Chautauqua,CARROLL,MEDINA,0,0,0,GK
1984,"Bounty Holdings, Incorporated",Chautauqua,HARMONY,MEDINA,0,0,0,GH
1998,William Barnes Drlg & Prod Co.,Allegany,FRIENDSHIP,WAUGH & PORTER,0,0,21,OD
1991,"Snyder, Larry",Cattaraugus,DAYTON,MEDINA,0,0,0,
1982,"Green Hoe Co., Inc.",Chautauqua,PORTLAND,MEDINA,0,0,0,GK
1986,"Templeton Energy,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GH
1987,Lackawanna City School District,Erie,LACKAWANNA,MEDINA,0,0,0,
1990,Pine Oil Co.,Allegany,GENESEE,RICHBURG,40,0,120,OB
1988,"Westmin Resources,  Inc.",Livingston,PORTAGE,MEDINA,0,0,0,
1984,"Resource Exploration, Inc.",Chautauqua,NORTH HARMONY,BASS ISLAND,0,0,49710,"GH,OB"
1971,Iroquois Gas Corp.,Allegany,WILLING,ORISKANY,0,0,0,
1987,Quaker State Corp.,Cattaraugus,OLEAN,CHIPMUNK,0,0,321,OB
1992,Larson Drilling Corp.,Chautauqua,WESTFIELD,MEDINA,0,0,0,GA
1989,"J M Resources, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,GK
1982,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN,MEDINA,0,0,0,GK
1997,"McCool, John E.",Cattaraugus,SOUTH VALLEY,MEDINA,0,0,0,GH
1977,"Musser, S.  T.",Chautauqua,BUSTI,GLADE,0,0,9611,"OA,OB"
1997,Case Oil Corp.,Allegany,,,0,0,0,
1986,"Appalachian Energy, Inc.",Chautauqua,BUSTI,MEDINA,0,0,0,GH
1997,United States Gypsum Co.,Wyoming,JAVA,MEDINA,0,0,0,GH
1978,"Pedestal Oil Co., Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,111,OA
1977,"Flint Oil & Gas, Inc.",Erie,CONCORD,MEDINA,0,0,0,GK
1992,"Petch, Arthur & Susan",Erie,EVANS,MEDINA,0,0,0,
1999,"Caflisch, James E.",Chautauqua,FRENCH CREEK,MEDINA,0,0,0,
1992,TGX Corp.,Chautauqua,MINA,MEDINA,0,0,0,"GK,GX"
1992,"Thropp, Gregory J",Cattaraugus,OLEAN,BRADFORD,0,0,10,
1976,Global Petroleum of PA. Inc.,Cattaraugus,,CHIPMUNK,0,0,1695,"GH,OB"
1981,National Fuel Gas Supply Corp.,Chautauqua,SHERIDAN,MEDINA,0,0,0,
1984,National Fuel Gas Supply Corp.,Chautauqua,POMFRET,MEDINA,0,0,0,
1996,"Janusz, Joseph",Cayuga,THROOP,QUEENSTON,0,0,0,
1979,Aurora Gas Drilling Associates,Genesee,ALDEN,MEDINA,0,0,0,GN
1978,"Canton, Estate of James M.",Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1978,Potter & Wilbur,Cattaraugus,BUSTI,GLADE,0,0,317,OA
1998,"McBride, Kenneth I. & Jane B.",Livingston,LEICESTER,MEDINA,0,0,0,
1991,"Weil Resources, Inc.",Erie,ORCHARD PARK,MEDINA,0,0,0,GK
1989,"Van Dette,  Albert",Chautauqua,STOCKTON,MEDINA,0,0,0,
1988,Helmhold Oil,Allegany,WELLSVILLE,FULMER VALLEY,0,0,603,OB
1978,"Joyce ,Charles H.",Allegany,ANDOVER,FULMER VALLEY,0,0,100,OB
1989,National Fuel Gas Supply Corp.,Cattaraugus,PERSIA,MEDINA,0,0,0,GK
1986,Shawnee Operating Co.,Erie,EDEN,MEDINA,0,0,0,GU
1970,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,0,0,18908,OA
1984,U S Energy Development Corp.,Chautauqua,CHERRY CREEK,,0,0,0,
1994,"Patterson, Robert",Chautauqua,PORTLAND,MEDINA,0,0,0,
1971,Helmhold Oil,Allegany,,FULMER VALLEY,0,0,3,OB
1983,"Wroblewski, Francis M",Erie,COLDEN,MEDINA,0,0,0,
1988,Walker Exploration & Production Corp.,Chautauqua,ELLERY,MEDINA,0,0,0,"GK,GX"
1998,"Trahan Petroleum, Inc.",Chautauqua,ELLINGTON,WHIRLPOOL,0,0,0,GH
1994,Seneca Resources Corporation,Steuben,JASPER,ONONDAGA,0,0,0,GX
1993,National Fuel Gas Supply Corp.,Erie,WALES,MEDINA,0,0,0,
1995,"Anderson, Floyd E.",Livingston,YORK,MEDINA,0,0,0,
1995,"Envirogas, Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,GK
1987,Miller Brewing Co.,Cayuga,FLEMING,QUEENSTON,0,0,0,
1991,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,0,0,0,
1987,"Sharon Resources, Inc.",Wyoming,JAVA,MEDINA,0,0,0,GH
1997,"Ardent Resources, Inc.",Cayuga,SPRINGPORT,QUEENSTON,0,0,0,GC
1994,L. W. Resources,Genesee,ALABAMA,MEDINA,0,0,0,GX
1982,"Huntington, Barbara A.",Cattaraugus,CARROLLTON,BRADFORD,0,0,4093,OA
1986,"Empire Exploration, Inc.",Chautauqua,CHERRY CREEK,MEDINA,0,0,0,"GK,GX"
1991,Midwest O & G Ltd Partnership,Erie,NEWSTEAD,MEDINA,0,0,0,GX
1987,Brock-Acres Farm,Ontario,EAST BLOOMFIELD,MEDINA,0,0,0,
1986,"Union Drilling,  Inc.",Seneca,VARICK,QUEENSTON,0,0,0,GX
1982,Rogor Petroleum Corp.,Cattaraugus,OLEAN,BRADFORD,0,0,0,
1995,"Ricotta, Anthony P.",Wyoming,WARSAW,MEDINA,0,0,0,
1995,"Taber, Grover E. Jr.",Oswego,WEST MONROE,TRENTON,0,0,0,
1999,"BDH Oil, Inc.",Cattaraugus,ALLEGANY,CHIPMUNK & BRADFORD 2ND,162,0,11868,OD
1996,"Kerr, Allan A. and Shirley A.",Cattaraugus,DAYTON,MEDINA,0,0,0,
1982,"Edwards, Nathan B Jr",Steuben,WEST UNION,FULMER VALLEY,0,0,79,OB
1985,"Ebenezer Oil Co., Inc.",Allegany,ALMA,RICHBURG,44,0,8048,OB
1989,Bemus Point Central School District,Chautauqua,ELLERY,MEDINA,0,0,0,
1983,"Kabel, Ruth, G.",Erie,ORCHARD PARK,MEDINA,0,0,0,
1991,Ashland Farms LLC,Cayuga,LEDYARD,QUEENSTON,0,0,0,
1984,Estate of Edward Eckstrom,Chautauqua,JAMESTOWN,GLADE,0,0,332,OB
1998,"Masoodi Mini Ventures, Inc.",Cattaraugus,LEON,MEDINA,0,0,0,GH
1997,"Oonk, Harvey",Chautauqua,CLYMER,MEDINA,0,0,0,
1987,"Niagara Frontier Meth Home,Inc",Erie,AMHERST,MEDINA,0,0,0,
1990,"Fitzgerald, Thomas J.",Allegany,CLARKSVILLE,RICHBURG,0,0,12,"GX,OB"
1986,Newman Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,521,OA
1987,"White, William J",Allegany,BOLIVAR,CHIPMUNK,0,0,30,OB
1995,"Winter, Clarence",Erie,NORTH COLLINS,MEDINA,0,0,0,
1969,J. J. Bucher Producing Corporation,Allegany,BOLIVAR,BRADFORD,0,0,155,OB
1986,Columbia Gas Transmission Corp.,Cattaraugus,LITTLE VALLEY,MEDINA,0,0,0,
1986,"Meeder, William H",Wyoming,MIDDLEBURY,MEDINA,0,0,0,
1994,"Elliott, Virginia L.",Allegany,WELLSVILLE,FULMER VALLEY,0,0,20,OC
1980,P & N Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,217,OA
1996,Iroquois Central School District,Erie,ELMA,MEDINA,0,0,0,
1994,"Wilk-Bay Energy Co., Inc.",Erie,ELMA,MEDINA,0,0,0,
1995,Miller Gas Corp.,Wyoming,COVINGTON,THERESA,0,0,0,
1994,"Jinks, Jay C. & Joni V.",Livingston,LEICESTER,MEDINA,0,0,0,
1984,Donovan & Bess,Allegany,BOLIVAR,WAUGH & PORTER,0,0,185,OB
1987,"American Penn Energy,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,
1992,"Musshafen, Denis",Livingston,YORK,MEDINA,0,0,0,
1986,Baker & Odonnell Dev. Co.,Allegany,ANDOVER,FULMER VALLEY,0,0,0,
1995,"Envirogas, Inc.",Erie,ELMA,MEDINA,0,0,0,GK
1993,Eastern American Energy Corp.,Cattaraugus,CONEWANGO,MEDINA,0,0,0,GH
1992,Estate of Richard E. Howard,Allegany,WIRT,RICHBURG,0,0,303,"OB,OC"
1979,Northgas Drilling Program,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GK
1983,M. J. McCaffery Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,3,0,1299,
1991,TGX Corp.,Chautauqua,GERRY,MEDINA,0,0,0,GH
1989,"Yager, Eileen R.",Oswego,RICHLAND,TRENTON,0,0,0,
1992,"Empire Exploration, Inc.",Chautauqua,CLYMER,ONONDAGA-BASS ISLAND,0,0,608,OA
1986,Phelps Dodge Fuel Development Corp.,Erie,EDEN,MEDINA,0,0,0,"GK,GX"
1998,"Pefley Oil & Gas, Inc.",Erie,ORCHARD PARK,ONONDAGA,0,0,0,GK
1970,"Wedge, Marjorie H.",Cattaraugus,,CHIPMUNK,0,0,42,OA
1990,"Mansour, Robert L",Cattaraugus,OLEAN,BRADFORD,0,0,60,OA
1999,"Otis Eastern Service, Inc.",Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,0,OD
1988,"Dudar, John",Allegany,SCIO,RICHBURG,0,0,21,OB
1993,"Proctor, William F.",Erie,NORTH COLLINS,MEDINA,0,0,0,
1988,Rochester Gas & Electric Corp.,Genesee,PAVILION,MEDINA,0,0,0,
1987,Vineyard Oil & Gas Company,Chautauqua,SHERMAN,MEDINA,0,0,0,GI
1992,"Smith, Gerald G. J.",Allegany,GENESEE,RICHBURG,0,0,625,"OB,OC"
1987,B & D Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,173,OB
1999,"Notaro, Sonia",Chautauqua,CHAUTAUQUA,UPPER DEVONIAN,0,0,0,
1985,Pepsi Cola Buffalo Bottling Corp.,Erie,CHEEKTOWAGA,MEDINA,0,0,0,
1994,Sherman Oil Co.,Allegany,GENESEE,RICHBURG,0,0,212,OC
1978,"Cross, Merton M.",Cattaraugus,PERRYSBURG,MEDINA,0,0,0,GK
1998,"Church, Walter L",Chautauqua,GERRY,MEDINA,0,0,0,
1982,"Appalachian Energy, Inc.",Chautauqua,BUSTI,MEDINA,0,0,0,
1991,CNG Transmission Corp.,Allegany,ALMA,ORISKANY,0,0,0,GX
1987,CNG Transmission Corp.,Madison,LEBANON,HERKIMER-ONEIDA,0,0,0,GI
1999,"Dawydko, Ron",Erie,NEWSTEAD,MEDINA,0,0,0,
1991,"Dudar, John",Allegany,SCIO,RICHBURG,0,0,17,OB
1990,"Estate of Potter, Joseph O",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,0,
1999,"BDH Oil, Inc.",Cattaraugus,OLEAN,BRADFORD THIRD,0,0,309,OD
1974,"Rumsey,  Adrian",Chemung,VAN ETTEN,ORISKANY,0,0,0,
1995,U S Energy Development Corp.,Chautauqua,WESTFIELD,MEDINA,0,0,0,GH
1976,"Shaner, Ray C.",Allegany,GENESEE,RICHBURG,0,0,1468,OB
1998,"Pefley Oil & Gas, Inc.",Chautauqua,ELLICOTT,MEDINA,0,0,0,GK
1998,L. W. Resources,Chautauqua,CHARLOTTE,MEDINA,0,0,0,
1974,"Geise, Margaret T.",Cattaraugus,,BRADFORD,0,0,238,OA
1989,"Nystrom, Phillip M",Chautauqua,BUSTI,GLADE,0,0,1276,"OA,OC"
1993,Meridian Exploration Corp.,Seneca,FAYETTE,QUEENSTON,0,0,0,GC
1979,"Jennings, Earl",Allegany,WIRT,RICHBURG,0,0,448,OB
1976,Consolidated Gas Supply Corp.,Seneca,FAYETTE,QUEENSTON,0,0,0,
1992,"Bischof, Dennis J",Erie,CLARENCE,MEDINA,0,0,0,
1990,"Hulsebosch, Jessica",Chemung,ELMIRA,MARCELLUS,0,0,0,
1987,"Becker, John",Erie,ALDEN,MEDINA,0,0,0,
1992,National Fuel Gas Supply Corp.,Cattaraugus,OTTO,MEDINA,0,0,0,GK
1990,"Appalachian Basin Oil & Gas, Inc.",Chautauqua,SHERIDAN,MEDINA,0,0,0,GK
1996,Belden & Blake Corporation,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GK
1979,"Murphy, Peter & Henley, Robert",Erie,NEWSTEAD,MEDINA,0,0,0,GK
1998,"East View Farms, Inc.",Genesee,PAVILION,MEDINA,0,0,0,
1994,Symbol Oil Corp.,Erie,ELMA,MEDINA,0,0,0,GK
1998,"Alden Aurora Gas Co.,  Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,
1971,"Heintz Gas & Oil Co., Inc.",Chautauqua,SHERIDAN,MEDINA,0,0,0,GX
1999,Avoca Farms Ltd,Steuben,AVOCA,MARCELLUS,0,0,0,
1991,"Weber, Richard",Erie,TONAWANDA,MEDINA,0,0,0,
1984,"Midwest Exploration, Inc.",Erie,BRANT,MEDINA,0,0,0,GX
1990,"Eclipse Energy Company, LLC",Chautauqua,SHERIDAN,MEDINA,0,0,0,GK
1974,Pavilion Natural Gas Co.,Genesee,PAVILION,MEDINA,0,0,0,GX
1975,Richardson Petroleum Corp.,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,32035,"GK,OB"
1973,Dan Gernatt Farms,Erie,NORTH COLLINS,MEDINA,0,0,0,
1976,National Fuel Gas Supply Corp.,Chautauqua,SHERIDAN,MEDINA,0,0,0,
1985,Miller Brewing Co.,Cayuga,THROOP,QUEENSTON,0,0,0,
1990,Carey Hollow Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,113,OB
1988,"Irving-Bay Energy Co., Inc",Erie,AURORA,MEDINA,0,0,0,GK
1979,First National Gas Company,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,GK
1985,"Black, Terry F",Cattaraugus,ALLEGANY,BRADFORD,0,0,2299,OA
1995,National Fuel Gas Supply Corp.,Erie,WALES,MEDINA,0,0,0,
1984,Norris Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,1600,OA
1989,"Envirogas, Inc.",Chautauqua,ELLERY,MEDINA,0,0,0,GK
1995,Estate of Edward Eckstrom,Chautauqua,BUSTI,GLADE,0,0,168,OX
1999,"Fronczek, John & Diane",Erie,MARILLA,MEDINA,0,0,0,
1983,"Envirogas, Inc.",Chautauqua,NORTH HARMONY,MEDINA,0,0,0,
1989,Meridian Exploration Corp.,Cayuga,SENNETT,LOCKPORT,0,0,0,GX
1984,Columbia Gas Transmission Corp.,Chautauqua,GERRY,MEDINA,0,0,0,
1994,"Skubis, Daniel J.",Chautauqua,POMFRET,MEDINA,0,0,0,
1996,"East Resources, Inc.",Cattaraugus,ALLEGANY,BRADFORD,114,0,49127,OA
1979,D & D Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,30,OB
1983,"Templeton Energy,  Inc.",Chautauqua,SHERMAN,MEDINA,0,0,0,
1999,"Chautauqua Energy, Inc.",Chautauqua,RIPLEY,MEDINA,0,0,0,GK
1993,"20 Bliss Street, Inc.",Chautauqua,POMFRET,MEDINA,0,0,0,GK
1985,Blossom Gas Co.,Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1970,Roy G. Stephan,Cattaraugus,OLEAN,BRADFORD,0,0,180,OX
1984,Anderson Oil Co.,Steuben,BATH,ONONDAGA,0,0,0,GI
1981,"Local Energy, Inc.",Erie,ELMA,MEDINA,0,0,0,GK
1994,"Chautauqua Energy, Inc.",Chautauqua,SHERMAN,MEDINA,0,0,0,GK
1999,A.D.C.O. Well Services Inc.,Cayuga,AURELIUS,QUEENSTON,0,0,0,GX
1995,Arlington Exploration Co.,Steuben,BATH,ONONDAGA,0,0,0,GH
1999,"Yellen, Richard D. & Loretta K. Yellen",Erie,NORTH COLLINS,MEDINA,0,0,0,
1996,Big Tree Energy Partners,Wyoming,PERRY,MEDINA,0,0,0,GP
1985,Pennzoil Products Co.,Cattaraugus,ALLEGANY,BRADFORD,177,0,87262,OA
1991,"Day, James W",Allegany,BOLIVAR,RICHBURG,0,0,1913,OB
1987,"SCG Gas Quest, Inc.",Erie,EVANS,MEDINA,0,0,0,"GU,GX"
1994,U S Energy Development Corp.,Chautauqua,RIPLEY,MEDINA,0,0,0,GK
1989,"Wightman, Gerald",Allegany,WIRT,RICHBURG,0,0,73,OB
1997,Belden & Blake Corporation,Erie,MARILLA,MEDINA,0,0,0,GK
1994,Gastec Energy Corp.,Erie,NORTH COLLINS,MEDINA,0,0,0,GK
1977,Ginell Oil & Gas Association.,Erie,EVANS,MEDINA,0,0,0,GK
1989,Cunningham Natural Gas Corp.,Allegany,WILLING,ORISKANY,0,0,0,GM
1999,"Clark, Ernest",Allegany,BOLIVAR,RICHBURG,1,0,120,OD
1985,Shanley Montara Petroleum Co.,Wyoming,SHELDON,MEDINA,0,0,0,
1993,"Alden Aurora Gas Co.,  Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,GN
1994,"Chautauqua Energy, Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GK
1971,"O'Connor, James M.",Allegany,GENESEE,RICHBURG,0,0,319,OB
1973,P & N Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,385,"OA,OC"
1991,"Boberg, Agnes",Cattaraugus,FREEDOM,MEDINA,0,0,0,
1985,"Ostrander, Howard & Iris",Cattaraugus,ALLEGANY,BRADFORD,0,0,97,OC
1998,"Nornew, Inc.",Cattaraugus,LEON,MEDINA,0,0,0,
1992,"Geo Ventures, Inc.",Erie,BOSTON,MEDINA,0,0,0,GK
1996,"Small, Louis E.",Erie,MARILLA,MEDINA,0,0,0,
1994,Dragon Eye Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,107,OC
1990,Texas Meridian Operating Co.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,0,"GH,GX"
1995,"Otis Eastern Service, Inc.",Allegany,ANDOVER,PENNY,0,0,68,OC
1996,"Pefley Oil & Gas, Inc.",Cattaraugus,DAYTON,MEDINA,0,0,0,GK
1971,"Pinney, Dewey H",Allegany,ALMA,RICHBURG,0,0,101,OB
1992,All Saints Lutheran Church,Erie,HAMBURG,MEDINA,0,0,0,
1997,Columbia Natural Resources  LLC,Chautauqua,HARMONY,MEDINA,0,0,0,GH
1975,Ward Oil Company,Allegany,,,0,0,86,OB
1990,TGX Corp.,Chautauqua,CHARLOTTE,ONONDAGA-BASS ISLAND,0,0,0,GH
1997,Lomak Operating Company,Chautauqua,ELLINGTON,MEDINA,0,0,0,GH
1997,"Gier's Farm Service, Inc.",Chautauqua,CHERRY CREEK,MEDINA,0,0,0,
1990,"Kidder Exploration, Inc.",Chautauqua,CARROLL,MEDINA,0,0,0,GK
1996,J. J. Bucher Producing Corporation,Allegany,BOLIVAR,RICHBURG,16,0,1901,OC
1981,Nelson Limited Partnership,Chautauqua,BUSTI,MEDINA,0,0,0,OA
1978,"Curtis & Son Oil, Inc.",Chautauqua,BUSTI,GLADE,0,0,1283,OB
1990,"GFS Energy, Inc.",Chautauqua,DUNKIRK,MEDINA,0,0,0,GK
1979,Ward Oil Company,Allegany,,,0,0,0,
1998,Philpac Corp.,Erie,TONAWANDA,MEDINA,0,0,0,
1972,"Vossler, Auther & Rita",Allegany,,,0,0,170,OB
1986,Maynard Oil Co.,Erie,COLDEN,MEDINA,0,0,0,"GK,GX"
1996,"Lobo Energy, Inc.",Erie,ELMA,MEDINA,0,0,0,GK
1994,"Reserve Gas Company, Inc.",Erie,NEWSTEAD,MEDINA,0,0,0,GN
1979,Oilmark & Co.,Chautauqua,WESTFIELD,MEDINA,0,0,0,GK
1979,"Mesler, Norman C",Allegany,BOLIVAR,RICHBURG,0,0,290,GX
1997,"Weil Resources, Inc.",Erie,HAMBURG,MEDINA,0,0,0,GK
1991,"Bounty Group, Inc.",Chautauqua,BUSTI,MEDINA,0,0,0,"GH,GK"
1990,Gugino Greenhouses,Chautauqua,POMFRET,MEDINA,0,0,0,
1973,Goldenrod Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,7,0,5562,OA
1998,Iroquois Natural Gas Co.,Chautauqua,ARKWRIGHT,MEDINA,0,0,0,GK
1986,"JFS Energy Enterprises, LLC",Erie,HAMBURG,MEDINA,0,0,0,GK
1972,Iroquois Gas Corp.,Chautauqua,HANOVER,MEDINA,0,0,0,
1983,"SCG Gas Quest, Inc.",Erie,EVANS,MEDINA,0,0,0,
1986,Boraldon & Co.,Chautauqua,POMFRET,MEDINA,0,0,0,GK
1994,"Nornew, Inc.",Chautauqua,GERRY,MEDINA,0,0,0,GK
1993,Falconer Central School District,Chautauqua,ELLICOTT,MEDINA,0,0,0,
1997,"Trahan Petroleum, Inc.",Chautauqua,ELLINGTON,MEDINA,0,0,0,GK
1998,"Nobbs, Howard & Wilma",Erie,EDEN,MEDINA,0,0,0,
1988,Columbia Gas Transmission Corp.,Cattaraugus,MANSFIELD,MEDINA,0,0,0,
