animal_id,animal_type,breed_group,primary_breed,tag_no,tag_type,tag_subtype,price,tag_date,tag_exp,tag_stat
A589386,CAT,SHORTHAIR,DOMESTIC SH,U16-007775,RABIES CERT,HLP IMPORT,,2016-05-10 00:00:00,2019-04-09 00:00:00,CURRENT
A560064,DOG,TOY,SHIH TZU,L15-023202,LIC ALTERED,ADOPT,9.0,2015-05-19 00:00:00,2016-05-18 00:00:00,CURRENT
A556801,DOG,SETTER/RETRIEVE,GOLDEN RETR,L14-063344,LIC ALTERED,HLP WEB,9.5,2015-03-30 00:00:00,2016-03-26 00:00:00,CURRENT
A603499,DOG,TOY,SHIH TZU,RAB9355874,RABIES CERT,VET,0.0,2016-11-03 00:00:00,2016-08-15 00:00:00,CURRENT
A631378,DOG,SETTER/RETRIEVE,GOLDEN RETR,L17-003707,LIC ALTERED,VET,10.0,2017-11-28 00:00:00,2018-09-09 00:00:00,CURRENT
A515552,DOG,SHEPHERD,GERM SHEPHERD,L17-040598,LIC ALTERED,COUNTER,10.0,2017-04-10 00:00:00,2018-02-21 00:00:00,CURRENT
A373229,DOG,SHEPHERD,GERM SHEPHERD,L17-046682,LIC ALTERED,COUNTER,10.0,2017-08-28 00:00:00,2018-08-28 00:00:00,CURRENT
A632481,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A412138,DOG,TOY,YORKSHIRE TERR,D13-005408,LIC UNALTERED,VET,50.0,2012-05-28 00:00:00,2013-05-05 00:00:00,RENEWED
A574006,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-015467,LIC ALTERED,VET,10.0,2016-12-21 00:00:00,2017-10-11 00:00:00,RENEWED
A611758,DOG,SHEPHERD,GERM SHEPHERD,L16-010013,LIC ALTERED,VET,10.0,2017-03-01 00:00:00,2017-11-02 00:00:00,DEAD
A618669,DOG,SETTER/RETRIEVE,GOLDEN RETR,L17-170191,LIC ALTERED,HLP SCAN,10.0,2017-04-09 00:00:00,2018-02-15 00:00:00,CURRENT
A589459,CAT,SHORTHAIR,DOMESTIC SH,L16-048444,LIC ALTERED,VET,10.0,2016-05-10 00:00:00,2017-02-17 00:00:00,CURRENT
A564163,DOG,POODLE,POODLE MIN,L17-033192,LIC ALTERED,HLP SCAN,10.0,2017-09-28 00:00:00,2018-06-16 00:00:00,CURRENT
A570628,CAT,LONGHAIR,DOMESTIC MH,U15-003941,RABIES CERT,HLP IMPORT,,2015-09-09 00:00:00,2016-08-27 00:00:00,RENEWED
A595177,DOG,SPANIEL,CAVALIER SPAN,L16-017336,LIC ALTERED,COUNTER,10.0,2016-07-21 00:00:00,2017-06-23 00:00:00,RENEWED
A559666,DOG,TOY,YORKSHIRE TERR,U15-002211,RABIES CERT,HLP IMPORT,,2015-05-07 00:00:00,2018-03-20 00:00:00,CURRENT
A512780,DOG,MASTIFF,PIT BULL,985112001036921,MICROCHIP,HOME AGAIN,0.0,2014-01-31 00:00:00,2015-01-31 00:00:00,CURRENT
A566492,CAT,SHORTHAIR,MANX,L16-001266,LIC 3Y,MAIL,27.0,2016-06-10 00:00:00,2019-05-17 00:00:00,CURRENT
A604204,DOG,HOUND,CATAHOULA,,,,,,,
A620281,DOG,TOY,PEKINGESE,,,,,,,
A523249,DOG,TOY,SHIH TZU,L15-002499,LIC ALTERED,HLP WEB,9.5,2015-04-18 00:00:00,2016-04-18 00:00:00,RENEWED
A629296,CAT,SHORTHAIR,DOMESTIC SH,L17-048413,LIC ALTERED,VET,10.0,2017-11-01 00:00:00,2018-08-12 00:00:00,CURRENT
A569282,DOG,TOY,CHIHUAHUA SH,L16-057475,LIC ALTERED,HLP SCAN,10.0,2016-08-30 00:00:00,2017-07-12 00:00:00,RENEWED
A623911,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A321248,DOG,TOY,CHIHUAHUA SH,D12-019219,LIC ALTERED,MAIL,9.0,2011-07-12 00:00:00,2012-06-06 00:00:00,RENEWED
A586279,DOG,COLLIE,AUST CATTLE DOG,956000004670059,MICROCHIP,PET WATCH,0.0,2020-02-25 00:00:00,2023-02-25 00:00:00,CURRENT
A580110,DOG,HOUND,BASSET HOUND,L15-026286,LIC ALTERED,HLP SCAN,9.0,2016-01-02 00:00:00,2016-07-14 00:00:00,RENEWED
A577989,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-042127,LIC ALTERED,HLP WEB,10.5,2016-09-05 00:00:00,2017-08-19 00:00:00,CURRENT
A558078,DOG,TERRIER,JACK RUSS TERR,L15-053231,LIC SR,MAIL,4.5,2015-09-16 00:00:00,2016-09-10 00:00:00,CURRENT
A551201,DOG,MASTIFF,PIT BULL,L15-062048,LIC UNALTERED,COUNTER,50.0,2015-09-21 00:00:00,2016-09-20 00:00:00,CURRENT
A553304,DOG,SPITZ,ALASKAN HUSKY,L15-000626,LIC UNALTERED,HLP WEB,50.5,2015-02-13 00:00:00,2016-02-12 00:00:00,CURRENT
A563701,DOG,HOUND,BEAGLE,L15-062113,LIC UNALTERED,COUNTER,50.0,2015-09-22 00:00:00,2016-07-21 00:00:00,CURRENT
A589565,DOG,SHEPHERD,GERM SHEPHERD,U17-009235,RABIES CERT,HLP SCAN,,2017-06-02 00:00:00,2018-04-05 00:00:00,CURRENT
A597483,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A613650,DOG,MASTIFF,BOXER,L17-042185,LIC ALTERED,HLP SCAN,10.0,2017-03-24 00:00:00,2018-01-24 00:00:00,CURRENT
A572533,DOG,TERRIER,TERRIER,L15-017886,LIC ALTERED,HLP SCAN,9.0,2015-09-25 00:00:00,2016-06-07 00:00:00,TEMPORARY
A631680,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A597714,CAT,SHORTHAIR,DOMESTIC SH,985112007776300,MICROCHIP ADO,HOME AGAIN,25.0,2016-09-24 00:00:00,2017-09-24 00:00:00,CURRENT
A600950,DOG,SETTER/RETRIEVE,GOLDEN RETR,L17-028355,REJECT,HLP SCAN,17.0,2017-08-14 00:00:00,2018-06-10 00:00:00,CURRENT
A597211,CAT,SHORTHAIR,DOMESTIC SH,L16-002159,LIC ALTERED,HLP SCAN,10.0,2016-08-12 00:00:00,2017-06-10 00:00:00,CURRENT
A591779,DOG,,DACHSHUND MINI,L16-028880,LIC ALTERED,HLP SCAN,10.0,2016-06-07 00:00:00,2017-01-24 00:00:00,CURRENT
A581958,CAT,SHORTHAIR,DOMESTIC SH,L15-039350,LIC ALTERED,VET,9.0,2016-01-27 00:00:00,2016-12-01 00:00:00,CURRENT
A555427,CAT,LONGHAIR,DOMESTIC MH,L17-036887,LIC ALTERED,HLP SCAN,10.0,2017-05-23 00:00:00,2018-04-13 00:00:00,CURRENT
A598091,CAT,SHORTHAIR,DOMESTIC SH,L16-006015,LIC ALTERED,ADOPT,10.0,2016-11-22 00:00:00,2017-11-16 00:00:00,CURRENT
A584093,DOG,HOUND,BEAGLE,,,,,,,
A598560,DOG,COLLIE,SHETLD SHEEPDOG,L16-004589,LIC ALTERED,HLP SCAN,10.0,2016-08-28 00:00:00,2017-05-16 00:00:00,RENEWED
A559484,CAT,SHORTHAIR,DOMESTIC SH,985112004701129,MICROCHIP ADO,HOME AGAIN,25.0,2015-05-19 00:00:00,2016-05-19 00:00:00,CURRENT
A563080,DOG,TERRIER,FOX TERR WIRE,L14-042549,LIC ALTERED,HLP WEB,9.5,2015-06-14 00:00:00,2015-11-15 00:00:00,RENEWED
A560877,DOG,TERRIER,SCHNAUZER MIN,0A12476779,MICROCHIP,HLP WEB,0.0,2015-05-19 00:00:00,,CURRENT
A606021,DOG,TERRIER,JACK RUSS TER,985112008103815,MICROCHIP RTO,HOME AGAIN,25.0,2016-12-12 00:00:00,2017-12-12 00:00:00,CURRENT
A555056,DOG,SETTER/RETRIEVE,LABRADOR RETR,U16-006502,RABIES CERT,HLP IMPORT,,2016-02-08 00:00:00,2019-01-18 00:00:00,CURRENT
A229266,CAT,SHORTHAIR,DOMESTIC SH,L16-025691,LIC ALTERED,VET,10.0,2016-07-14 00:00:00,2017-05-17 00:00:00,RENEWED
A552665,DOG,SIGHTHOUND,BASENJI,R15-1174,RAB VAC CERT.,RESQ,0.0,2015-02-13 00:00:00,2016-02-13 00:00:00,CURRENT
A581494,DOG,HOUND,BEAGLE,L15-065363,LIC ALTERED,VET,9.0,2016-01-23 00:00:00,2016-07-27 00:00:00,CURRENT
A555858,DOG,TOY,PUG,L14-039614,LIC ALTERED,HLP WEB,9.5,2015-03-18 00:00:00,2015-09-19 00:00:00,CURRENT
A611233,DOG,SETTER/RETRIEVE,GOLDEN RETR,,,,,,,
A622515,CAT,SHORTHAIR,DOMESTIC SH,985113001140501,MICROCHIP ADO,ADOPT,25.0,2017-10-13 00:00:00,2018-10-13 00:00:00,CURRENT
A624209,DOG,MASTIFF,PIT BULL,L17-046893,LIC UNALTERED,COUNTER,60.0,2017-08-25 00:00:00,2018-07-23 00:00:00,CURRENT
A593087,DOG,SHEPHERD,GERM SHEPHERD,L16-040251,LIC ALTERED,HLP WEB,10.5,2016-06-25 00:00:00,2017-06-25 00:00:00,CURRENT
A607666,DOG,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A594514,DOG,TOY,LHASA APSO,L16-058829,LIC ALTERED,HLP SCAN,10.0,2016-07-11 00:00:00,2017-05-31 00:00:00,CURRENT
A554317,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A569120,DOG,HOUND,BEAGLE,L16-030066,LIC ALTERED,MAIL,10.0,2016-05-27 00:00:00,2017-05-23 00:00:00,RENEWED
A576814,DOG,TOY,CHINESE CRESTED,U15-005282,RABIES CERT,HLP IMPORT,,2015-11-20 00:00:00,2016-10-18 00:00:00,RENEWED
A580878,DOG,TOY,CHINESE CRESTED,U16-006178,RABIES CERT,HLP IMPORT,,2016-01-14 00:00:00,2016-12-20 00:00:00,CURRENT
A550581,DOG,HOUND,BASSET HOUND,R15-0527,RAB VAC CERT.,RESQ,0.0,2015-01-21 00:00:00,2016-01-21 00:00:00,CURRENT
A572673,CAT,SHORTHAIR,DOMESTIC SH,L16-005695,LIC ALTERED,ADOPT,9.0,2016-01-07 00:00:00,2017-01-06 00:00:00,CURRENT
A571512,DOG,SHEPHERD,GERM SHEPHERD,L15-028737,LIC ALTERED,ADOPT,9.0,2015-10-17 00:00:00,2016-10-15 00:00:00,CURRENT
A590183,DOG,TOY,CHIHUAHUA SH,L16-025142,LIC ALTERED,HLP SCAN,10.0,2016-05-11 00:00:00,2017-03-11 00:00:00,RENEWED
A551162,DOG,SETTER/RETRIEVE,GOLDEN RETR,L15-063888,LIC 3Y,MAIL,24.0,2015-11-04 00:00:00,2018-11-02 00:00:00,CURRENT
A461252,DOG,TERRIER,SCHNAUZER STAND,L16-015301,LIC ALTERED,VET,10.0,2016-09-21 00:00:00,2017-08-23 00:00:00,CURRENT
A589061,DOG,TERRIER,JACK RUSS TER,L16-014642,LIC ALTERED,MAIL,10.0,2016-05-05 00:00:00,2017-04-30 00:00:00,RENEWED
A566010,DOG,TERRIER,RAT TERRIER,L15-019341,LIC ALTERED,VET,9.0,2015-07-18 00:00:00,2016-04-30 00:00:00,RETUR MAIL
A625985,DOG,TOY,MALTESE,U17-009436,RABIES CERT,HLP SCAN,,2017-09-27 00:00:00,2018-06-01 00:00:00,CURRENT
A557027,DOG,TERRIER,SCHNAUZER MIN,L16-040133,LIC ALTERED,HLP WEB,10.5,2016-06-22 00:00:00,2017-04-14 00:00:00,DEAD
A610020,DOG,SHEPHERD,GERM SHEPHERD,RAB5711,RABIES CERT,COUNTER,0.0,2018-02-14 00:00:00,2017-02-14 00:00:00,CURRENT
A580188,DOG,SPITZ,ALASK MALAMUTE,L16-035123,LIC ALTERED,HLP WEB,9.5,2016-01-04 00:00:00,2017-01-04 00:00:00,RENEWED
A606770,DOG,MASTIFF,PIT BULL,,,,,,,
A600231,DOG,MASTIFF,PIT BULL,RAB9353712,RABIES CERT,VET,0.0,2016-09-14 00:00:00,2016-08-03 00:00:00,RENEWED
A588575,DOG,TOY,CHIHUAHUA SH,,,,,,,
A630412,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-0304423,LIC ALTERED,VET,10.0,2017-11-15 00:00:00,2018-05-19 00:00:00,CURRENT
A558332,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A589903,DOG,POODLE,POODLE TOY,L17-039905,LIC SR,HLP SCAN,5.0,2017-05-05 00:00:00,2018-04-14 00:00:00,CURRENT
A462104,DOG,SETTER/RETRIEVE,LABRADOR RETR,U14-002100,RABIES CERT,HLP SCAN,,2014-07-29 00:00:00,2015-06-14 00:00:00,RENEWED
A564397,DOG,TOY,LHASA APSO,,,,,,,
A565970,DOG,SHEPHERD,GERM SHEPHERD,R15-2954,RAB VAC CERT.,RESQ,0.0,2015-07-24 00:00:00,2016-07-24 00:00:00,CURRENT
A598188,DOG,MASTIFF,BOXER,985112007621898,MICROCHIP ADO,HOME AGAIN,25.0,2017-10-26 00:00:00,2018-10-26 00:00:00,CURRENT
A594049,DOG,TOY,YORKSHIRE TERR,L17-018678,LIC ALTERED,HLP WEB,10.5,2017-05-29 00:00:00,2018-04-03 00:00:00,RENEWED
A568393,DOG,TERRIER,MIN PINSCHER,,,,,,,
A467888,CAT,SHORTHAIR,DOMESTIC SH,D13-003805,LIC ALTERED,VET,9.0,2013-09-28 00:00:00,2013-06-23 00:00:00,RENEWED
A595638,DOG,SETTER/RETRIEVE,LABRADOR RETR,985112007516742,MICROCHIP ADO,HOME AGAIN,25.0,2016-08-30 00:00:00,2017-08-30 00:00:00,CURRENT
A605385,DOG,SPANIEL,COCKER SPAN,L16-006318,LIC ALTERED,ADOPT,25.0,2016-12-08 00:00:00,2017-12-05 00:00:00,DEAD
A594216,DOG,POODLE,BICHON FRISE,,,,,,,
A556237,DOG,TOY,POMERANIAN,L15-044077,LIC ALTERED,HLP SCAN,9.5,2015-03-24 00:00:00,2016-02-05 00:00:00,RENEWED
A616998,DOG,TOY,CHIHUAHUA LH,,,,,,,
A564175,DOG,TOY,DACHSHUND WH,L16-025336,LIC ALTERED,HLP SCAN,10.0,2016-08-11 00:00:00,2017-06-17 00:00:00,RENEWED
A615269,DOG,POINTER,DOBERMAN PINSCH,L17-014045,LIC ALTERED,VET,10.0,2017-04-13 00:00:00,2018-03-18 00:00:00,CURRENT
A612572,CAT,SHORTHAIR,DOMESTIC SH,L17-013279,LIC ALTERED,ADOPT,10.0,2017-03-31 00:00:00,2018-03-14 00:00:00,CURRENT
A564103,DOG,MIX,MIX,L15-018413,LIC ALTERED,HLP SCAN,9.0,2015-06-22 00:00:00,2016-03-18 00:00:00,CURRENT
A573461,GUINEA PIG,GUINEA PIG,GUINEA PIG,,,,,,,
A615223,DOG,SPITZ,CHOW CHOW,985113001005938,MICROCHIP ADO,HOME AGAIN,25.0,2017-05-09 00:00:00,2018-05-09 00:00:00,CURRENT
A626283,CAT,SHORTHAIR,DOMESTIC SH,L17-009085,LIC ALTERED,ADOPT,10.0,2017-12-20 00:00:00,2018-10-11 00:00:00,CURRENT
A550414,CAT,SHORTHAIR,DOMESTIC SH,985112004544827,MICROCHIP ADO,HOME AGAIN,25.0,2015-08-29 00:00:00,2016-08-29 00:00:00,CURRENT
A589400,DOG,TOY,YORKSHIRE TERR,U16-007795,RABIES CERT,HLP IMPORT,,2016-05-10 00:00:00,2017-04-19 00:00:00,RENEWED
A604207,DOG,HOUND,BEAGLE,RAB9584985,RABIES CERT,VET,0.0,2016-11-10 00:00:00,2016-09-27 00:00:00,CURRENT
A452565,DOG,HOUND,BEAGLE,15-037602,LIC ALTERED,HLP SCAN,9.0,2016-01-02 00:00:00,2016-09-23 00:00:00,RENEWED
A337282,CAT,SHORTHAIR,DOMESTIC SH,L16-030268,LIC ALTERED,MAIL,10.0,2016-09-20 00:00:00,2017-09-15 00:00:00,RENEWED
A595107,DOG,SPITZ,SIBERIAN HUSKY,L17-029028,LIC ALTERED,MAIL,10.0,2017-05-05 00:00:00,2018-04-13 00:00:00,CURRENT
A619956,CAT,SHORTHAIR,DOMESTIC SH,985113001202860,MICROCHIP ADO,HOME AGAIN,25.0,2017-07-22 00:00:00,2018-07-22 00:00:00,CURRENT
A629407,DOG,TOY,CHIHUAHUA SH,L17-004113,LIC ALTERED,HLP SCAN,10.0,2017-11-01 00:00:00,2018-09-30 00:00:00,CURRENT
A527790,CAT,LONGHAIR,RAGDOLL,L15-022624,LIC 3Y,COUNTER,24.0,2015-02-24 00:00:00,2018-02-24 00:00:00,CURRENT
A581517,DOG,COLLIE,AUST SHEPHERD,L15-065211,LIC ALTERED,VET,9.0,2016-01-25 00:00:00,2016-11-24 00:00:00,RENEWED
A592906,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A569663,DOG,HOUND,BEAGLE,,,,,,,
A551321,DOG,SETTER/RETRIEVE,LABRADOR RETR,U15-000490,RABIES CERT,HLP SCAN,,2015-01-27 00:00:00,2015-12-23 00:00:00,CURRENT
A429526,DOG,MASTIFF,BOXER,L14-062396,LIC ALTERED,HLP WEB,9.5,2014-11-08 00:00:00,2015-11-01 00:00:00,RENEWED
A563207,DOG,TERRIER,JACK RUSS TER,L17-043623,LIC ALTERED,HLP SCAN,10.0,2017-05-16 00:00:00,2018-03-13 00:00:00,CURRENT
A349524,DOG,SETTER/RETRIEVE,LABRADOR RETR,D10-021279,LIC SR,,4.5,2009-04-10 00:00:00,2010-04-02 00:00:00,RENEWED
A562806,DOG,SHEPHERD,GERM SHEPHERD,L15-008473,LIC 3Y,HLP WEB,24.5,2015-12-02 00:00:00,2018-11-11 00:00:00,CURRENT
A582648,DOG,TOY,SHIH TZU,U16-006555,RABIES CERT,HLP IMPORT,,2016-02-08 00:00:00,2017-01-24 00:00:00,CURRENT
A595396,DOG,TERRIER,JACK RUSS TER,L16-017494,LIC 3Y,MAIL,24.0,2016-07-26 00:00:00,2019-06-30 00:00:00,CURRENT
A598112,CAT,LONGHAIR,DOMESTIC MH,,,,,,,
A221314,DOG,COLLIE,SHETLD SHEEPDOG,D08-040327,LIC ALTERED,,9.0,2007-09-28 00:00:00,2008-08-31 00:00:00,RENEWED
A571462,DOG,TOY,YORKSHIRE TERR,L15-006509,LIC ALTERED,HLP WEB,9.5,2015-09-18 00:00:00,2016-09-14 00:00:00,RENEWED
A598820,DOG,MASTIFF,PIT BULL,,,,,,,
A582389,CAT,LONGHAIR,MAINE COON,,,,,,,
A609940,DOG,SHEPHERD,GERM SHEPHERD,L17-025149,LIC 3Y,VET,27.0,2017-02-09 00:00:00,2020-01-16 00:00:00,RETUR MAIL
A587004,CAT,SHORTHAIR,DOMESTIC SH,L16-003507,LIC ALTERED,MAIL,10.0,2016-04-13 00:00:00,2017-03-26 00:00:00,CURRENT
A606652,CAT,SHORTHAIR,DOMESTIC SH,985112007902664,MICROCHIP ADO,ADOPT,25.0,2016-12-23 00:00:00,2017-12-23 00:00:00,CURRENT
A594976,CAT,LONGHAIR,DOMESTIC MH,985112007558546,MICROCHIP ADO,HOME AGAIN,25.0,2016-08-10 00:00:00,2017-08-10 00:00:00,CURRENT
A552504,CAT,SHORTHAIR,DOMESTIC SH,U15-000847,RABIES CERT,HLP IMPORT,,2015-02-05 00:00:00,2016-01-22 00:00:00,RENEWED
A603663,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
