ï»¿Title,"All staff (excluding atypical) by academic contract marker, mode of employment, hourly paid marker, terms of employment, zero hours contract and sex",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Non-academic contract,All,All,Not on a zero hours contract,All,Hourly paid,5130
Non-academic contract,All,All,Not on a zero hours contract,All,Other,25
Non-academic contract,All,All,Not on a zero hours contract,All,Total,220170
Non-academic contract,All,All,Not on a zero hours contract,Female,Salaried,135125
Non-academic contract,All,All,Not on a zero hours contract,Female,Hourly paid,3060
Non-academic contract,All,All,Not on a zero hours contract,Female,Other,20
Non-academic contract,All,All,Not on a zero hours contract,Female,Total,138205
Non-academic contract,All,All,Not on a zero hours contract,Male,Salaried,79795
Non-academic contract,All,All,Not on a zero hours contract,Male,Hourly paid,2065
Non-academic contract,All,All,Not on a zero hours contract,Male,Other,5
Non-academic contract,All,All,Not on a zero hours contract,Male,Total,81870
Non-academic contract,All,All,Not on a zero hours contract,Other,Salaried,95
Non-academic contract,All,All,Not on a zero hours contract,Other,Hourly paid,0
Non-academic contract,All,All,Not on a zero hours contract,Other,Other,0
Non-academic contract,All,All,Not on a zero hours contract,Other,Total,100
Non-academic contract,All,All,On a zero hours contract,All,Salaried,395
Non-academic contract,All,All,On a zero hours contract,All,Hourly paid,2315
Non-academic contract,All,All,On a zero hours contract,All,Other,0
Non-academic contract,All,All,On a zero hours contract,All,Total,2715
Non-academic contract,All,All,On a zero hours contract,Female,Salaried,215
Non-academic contract,All,All,On a zero hours contract,Female,Hourly paid,1430
Non-academic contract,All,All,On a zero hours contract,Female,Other,0
Non-academic contract,All,All,On a zero hours contract,Female,Total,1645
Non-academic contract,All,All,On a zero hours contract,Male,Salaried,180
Non-academic contract,All,All,On a zero hours contract,Male,Hourly paid,890
Non-academic contract,All,All,On a zero hours contract,Male,Other,0
Non-academic contract,All,All,On a zero hours contract,Male,Total,1070
Total,All,All,All,All,Salaried,403120
Total,All,All,All,All,Hourly paid,36600
Total,All,All,All,All,Other,235
Total,All,All,All,All,Total,439955
Total,All,All,All,Female,Salaried,220855
Total,All,All,All,Female,Hourly paid,19210
Total,All,All,All,Female,Other,150
Total,All,All,All,Female,Total,240215
Total,All,All,All,Male,Salaried,182115
Total,All,All,All,Male,Hourly paid,17380
Total,All,All,All,Male,Other,80
Total,All,All,All,Male,Total,199575
Total,All,All,All,Other,Salaried,150
Total,All,All,All,Other,Hourly paid,10
Total,All,All,All,Other,Other,0
Total,All,All,All,Other,Total,160
Total,All,Fixed-term contract,All,All,Salaried,83535
Total,All,Fixed-term contract,All,All,Hourly paid,23085
Total,All,Fixed-term contract,All,All,Other,180
Total,All,Fixed-term contract,All,All,Total,106805
Total,All,Fixed-term contract,All,Female,Salaried,45285
Total,All,Fixed-term contract,All,Female,Hourly paid,12090
Total,All,Fixed-term contract,All,Female,Other,120
Total,All,Fixed-term contract,All,Female,Total,57495
Total,All,Fixed-term contract,All,Male,Salaried,38225
Total,All,Fixed-term contract,All,Male,Hourly paid,10990
Total,All,Fixed-term contract,All,Male,Other,65
Total,All,Fixed-term contract,All,Male,Total,49275
Total,All,Fixed-term contract,All,Other,Salaried,25
Total,All,Fixed-term contract,All,Other,Hourly paid,5
Total,All,Fixed-term contract,All,Other,Other,0
Total,All,Fixed-term contract,All,Other,Total,30
Total,All,Open-ended/permanent,All,All,Salaried,319585
Total,All,Open-ended/permanent,All,All,Hourly paid,13515
Total,All,Open-ended/permanent,All,All,Other,50
Total,All,Open-ended/permanent,All,All,Total,333150
Total,All,Open-ended/permanent,All,Female,Salaried,175570
Total,All,Open-ended/permanent,All,Female,Hourly paid,7120
Total,All,Open-ended/permanent,All,Female,Other,35
Total,All,Open-ended/permanent,All,Female,Total,182720
Total,All,Open-ended/permanent,All,Male,Salaried,143890
Total,All,Open-ended/permanent,All,Male,Hourly paid,6390
Total,All,Open-ended/permanent,All,Male,Other,20
Total,All,Open-ended/permanent,All,Male,Total,150300
Total,All,Open-ended/permanent,All,Other,Salaried,130
Total,All,Open-ended/permanent,All,Other,Hourly paid,5
Total,All,Open-ended/permanent,All,Other,Other,0
Total,All,Open-ended/permanent,All,Other,Total,130
Total,All,All,Not on a zero hours contract,All,Salaried,402505
Total,All,All,Not on a zero hours contract,All,Hourly paid,30310
Total,All,All,Not on a zero hours contract,All,Other,185
Total,All,All,Not on a zero hours contract,All,Total,433000
Total,All,All,Not on a zero hours contract,Female,Salaried,220515
Total,All,All,Not on a zero hours contract,Female,Hourly paid,15700
Total,All,All,Not on a zero hours contract,Female,Other,130
Total,All,All,Not on a zero hours contract,Female,Total,236345
Total,All,All,Not on a zero hours contract,Male,Salaried,181835
Total,All,All,Not on a zero hours contract,Male,Hourly paid,14605
Total,All,All,Not on a zero hours contract,Male,Other,55
Total,All,All,Not on a zero hours contract,Male,Total,196495
Total,All,All,Not on a zero hours contract,Other,Salaried,150
Total,All,All,Not on a zero hours contract,Other,Hourly paid,10
Total,All,All,Not on a zero hours contract,Other,Other,0
Total,All,All,Not on a zero hours contract,Other,Total,160
Total,All,Fixed-term contract,Not on a zero hours contract,All,Salaried,83335
Total,All,Fixed-term contract,Not on a zero hours contract,All,Hourly paid,19920
Total,All,Fixed-term contract,Not on a zero hours contract,All,Other,140
Total,All,Fixed-term contract,Not on a zero hours contract,All,Total,103395
Total,All,Fixed-term contract,Not on a zero hours contract,Female,Salaried,45165
Total,All,Fixed-term contract,Not on a zero hours contract,Female,Hourly paid,10280
Total,All,Fixed-term contract,Not on a zero hours contract,Female,Other,100
Total,All,Fixed-term contract,Not on a zero hours contract,Female,Total,55545
Total,All,Fixed-term contract,Not on a zero hours contract,Male,Salaried,38150
Total,All,Fixed-term contract,Not on a zero hours contract,Male,Hourly paid,9635
Total,All,Fixed-term contract,Not on a zero hours contract,Male,Other,40
Total,All,Fixed-term contract,Not on a zero hours contract,Male,Total,47820
Total,All,Fixed-term contract,Not on a zero hours contract,Other,Salaried,25
Total,All,Fixed-term contract,Not on a zero hours contract,Other,Hourly paid,5
Total,All,Fixed-term contract,Not on a zero hours contract,Other,Other,0
Total,All,Fixed-term contract,Not on a zero hours contract,Other,Total,30
Total,All,Open-ended/permanent,Not on a zero hours contract,All,Salaried,319170
Total,All,Open-ended/permanent,Not on a zero hours contract,All,Hourly paid,10390
Total,All,Open-ended/permanent,Not on a zero hours contract,All,Other,45
Total,All,Open-ended/permanent,Not on a zero hours contract,All,Total,329605
Total,All,Open-ended/permanent,Not on a zero hours contract,Female,Salaried,175350
Total,All,Open-ended/permanent,Not on a zero hours contract,Female,Hourly paid,5420
Total,All,Open-ended/permanent,Not on a zero hours contract,Female,Other,30
Total,All,Open-ended/permanent,Not on a zero hours contract,Female,Total,180800
Total,All,Open-ended/permanent,Not on a zero hours contract,Male,Salaried,143690
Total,All,Open-ended/permanent,Not on a zero hours contract,Male,Hourly paid,4970
Total,All,Open-ended/permanent,Not on a zero hours contract,Male,Other,20
Total,All,Open-ended/permanent,Not on a zero hours contract,Male,Total,148675
Total,All,Open-ended/permanent,Not on a zero hours contract,Other,Salaried,130
Total,All,Open-ended/permanent,Not on a zero hours contract,Other,Hourly paid,5
Total,All,Open-ended/permanent,Not on a zero hours contract,Other,Other,0
Total,All,Open-ended/permanent,Not on a zero hours contract,Other,Total,130
Total,All,All,On a zero hours contract,All,Salaried,615
Total,All,All,On a zero hours contract,All,Hourly paid,6290
Total,All,All,On a zero hours contract,All,Other,50
Total,All,All,On a zero hours contract,All,Total,6955
Total,All,All,On a zero hours contract,Female,Salaried,335
Total,All,All,On a zero hours contract,Female,Hourly paid,3510
Total,All,All,On a zero hours contract,Female,Other,25
Total,All,All,On a zero hours contract,Female,Total,3870
Total,All,All,On a zero hours contract,Male,Salaried,280
Total,All,All,On a zero hours contract,Male,Hourly paid,2775
Total,All,All,On a zero hours contract,Male,Other,25
Total,All,All,On a zero hours contract,Male,Total,3080
Total,All,All,On a zero hours contract,Other,Salaried,0
Total,All,All,On a zero hours contract,Other,Hourly paid,0
Total,All,All,On a zero hours contract,Other,Other,0
Total,All,All,On a zero hours contract,Other,Total,0
Total,All,Fixed-term contract,On a zero hours contract,All,Salaried,200
Total,All,Fixed-term contract,On a zero hours contract,All,Hourly paid,3165
Total,All,Fixed-term contract,On a zero hours contract,All,Other,45
Total,All,Fixed-term contract,On a zero hours contract,All,Total,3410
Total,All,Fixed-term contract,On a zero hours contract,Female,Salaried,120
Total,All,Fixed-term contract,On a zero hours contract,Female,Hourly paid,1810
Total,All,Fixed-term contract,On a zero hours contract,Female,Other,20
Total,All,Fixed-term contract,On a zero hours contract,Female,Total,1955
Total,All,Fixed-term contract,On a zero hours contract,Male,Salaried,80
Total,All,Fixed-term contract,On a zero hours contract,Male,Hourly paid,1355
Total,All,Fixed-term contract,On a zero hours contract,Male,Other,25
Total,All,Fixed-term contract,On a zero hours contract,Male,Total,1455
Total,All,Fixed-term contract,On a zero hours contract,Other,Salaried,0
Total,All,Fixed-term contract,On a zero hours contract,Other,Hourly paid,0
Total,All,Fixed-term contract,On a zero hours contract,Other,Other,0
Total,All,Fixed-term contract,On a zero hours contract,Other,Total,0
Total,All,Open-ended/permanent,On a zero hours contract,All,Salaried,420
Total,All,Open-ended/permanent,On a zero hours contract,All,Hourly paid,3125
Total,All,Open-ended/permanent,On a zero hours contract,All,Other,5
Total,All,Open-ended/permanent,On a zero hours contract,All,Total,3545
Total,All,Open-ended/permanent,On a zero hours contract,Female,Salaried,215
Total,All,Open-ended/permanent,On a zero hours contract,Female,Hourly paid,1700
Total,All,Open-ended/permanent,On a zero hours contract,Female,Other,5
Total,All,Open-ended/permanent,On a zero hours contract,Female,Total,1920
Total,All,Open-ended/permanent,On a zero hours contract,Male,Salaried,200
Total,All,Open-ended/permanent,On a zero hours contract,Male,Hourly paid,1425
Total,All,Open-ended/permanent,On a zero hours contract,Male,Other,0
Total,All,Open-ended/permanent,On a zero hours contract,Male,Total,1625
