COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE
Unknown,Cattaraugus,Allegany,31009700000000,KC 550,UM,NL
Unknown,Allegany,Scio,31003600000000,M32,UL,OD
Unknown,Allegany,Bolivar,31003700000000,PG 45,UM,NL
Ithaca Salt Works,Tompkins,Ithaca,31109000000000,Ithaca Deep Well,UN,DW
Unknown,Allegany,Wirt,31003700000000,Schamberger J 39,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 764,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 794,UM,NL
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,Patrick A 2,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 15,UM,NL
Unknown,Allegany,Alma,31003700000000,Root F 131,UM,NL
Unknown,Erie,Hamburg,31029700000000,Fee 1,UL,GD
Unknown,Allegany,Bolivar,31003700000000,DF 114,UN,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 82,UM,NL
Dimes Energy GP Inc.,Cattaraugus,Allegany,31009500000000,Potter UND 2,UL,OD
Lyons et al,Steuben,Caton,31101000000000,Monroe 1,UM,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 98,UN,NL
"Stengel, J.C.",Allegany,Amity,31003000000000,Hills Record 12,UN,OD
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Warfield 045,UM,IW
Unknown,Allegany,Alma,31003700000000,Root F 276,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 33,UM,NL
F.E. Petroleum Corp.,Genesee,Byron,31037100000000,Starowicz 2,UM,GW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-316,UL,IW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-9,UL,OD
Witmer Oil & Gas,Steuben,Jasper,31101000000000,Broughton 1,UM,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 431,UN,NL
Carey Oil,Cattaraugus,Allegany,31009700000000,Carey 296(G),UL,OD
Unknown,Allegany,Bolivar,31003700000000,DF 100,UN,NL
"Flint Oil & Gas, Inc.",Erie,Marilla,31029100000000,Kilian Unit 1,UL,GD
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar p-41,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 926,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 17,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 180,UN,NL
Unknown,Erie,Collins,31029000000000,Crowe,UN,NL
Unknown,Allegany,Bolivar,31003700000000,OR 7,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101200000000,McKinley 42,UL,OD
Moore Producing Co.,Allegany,Bolivar,31003600000000,Curtis Farm 305,UM,OD
Finance Oil & Gas,Erie,Brant,31029100000000,Bemis Pierce R-9,UN,GD
Unknown,Allegany,Bolivar,31003700000000,PG 12,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 56,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 91,UN,NL
Unknown,Tioga,UNK,31107000000000,Shoemaker,UN,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 62,UN,NL
Flanigan J.F. et al,Steuben,Bradford,31101000000000,Keyes 1,UL,DH
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-22,UL,IW
Lochmann Foods Corp.,Ontario,Gorham,31069000000000,Fee 1,UM,DW
Leiderbach-French,Allegany,Willing,31003000000000,Babcock 1,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 939,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 119,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 952,UN,NL
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Ballard 85,UL,IW
James V. Joyce/DBA Pipeline Co.,Allegany,Andover,31003600000000,Livermore 9,UL,GD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Coleman P-348,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 684,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 210,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 77,UN,NL
Unknown,Allegany,Willing,31003600000000,Graves U1,UL,NL
Unknown,Allegany,Alma,31003700000000,Root F 39,UN,NL
Unknown,Yates,Milo,31123000000000,ISCO 3,UM,SG
Unknown,Steuben,Prattsburg,31101000000000,Merritt,UM,DW
Unknown,Allegany,Bolivar,31003700000000,PG 39,UL,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 73,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 784,UN,NL
Unknown,Allegany,Bolivar,31003700000000,DF 99,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 94,UN,NL
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 35,UL,IW
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1134,UL,OD
Unknown,Erie,Lancaster,31029000000000,Bethka J 1,UM,GD
Unknown,Allegany,Bolivar,31003700000000,PFG 115,UN,NL
Unknown,Erie,Buffalo,31029700000000,GPS 306(G),UL,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 977,UN,NL
Unknown,Allegany,Wirt,31003700000000,Webb E 18,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Root K 45,UM,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 67,UN,NL
Empire-Keystone,Steuben,Erwin,31101000000000,Lilly 1,UM,DW
Unknown,Erie,Brant,31029000000000,Patterson,UN,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 42,UM,NL
"Cabot, G.L.",Steuben,Erwin,31101000000000,Collins 1,UL,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 325,UN,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 156,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 310,UM,NL
Ontario Gas,Ontario,West Bloomfield,31069000000000,Paul 2,UM,GD
Clark Clyde et al,Orleans,Clarendon,31073000000000,Emilkamp Henry,UM,DW
Unknown,Cattaraugus,Allegany,31009600000000,Wiedman U1,UL,OD
Oneida Products,Oneida,Camden,31065000000000,Homer Dale,UL,GD
Unknown,Allegany,Alma,31003700000000,Root F 293,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Austin 182,UM,OE
Unknown,Allegany,Genesee,31003600000000,GPS Unknown 2,UL,OD
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Warfield 142,UM,OD
Unknown,Allegany,Alma,31003700000000,Balcerak G 82,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-226,UN,IW
Hickory Oil,Allegany,Genesee,31003600000000,Hickory U1,UL,OD
South Penn Oil Co.,Cattaraugus,Carrollton,31009100000000,Allegany State Park 133,UN,GD
NYS Natural Gas Corp.,Steuben,Jasper,31101000000000,House 1,UL,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 355,UN,NL
Corona Typewriter,Cayuga,Locke,31011000000000,Unknown,UN,DW
Unknown,Ontario,Gorham,31069000000000,Fisher 1,UL,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 603,UN,NL
"Rose, Philip M.",Cattaraugus,Olean,31009100000000,Willrock W-6,UL,OD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 67,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 41,UN,NL
Unknown,Allegany,Wirt,31003700000000,Webb E 45,UM,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 798(G),UL,IW
Unknown,Allegany,Wirt,31003700000000,PYR 29,UL,NL
Hickory Oil,Allegany,Genesee,31003600000000,Hickory U2,UL,OD
Unknown,Seneca,Junius,31099000000000,Pryor,UM,DH
"Republic Light, Heat & Power",Ontario,East Bloomfield,31069000000000,Mosher G H Rubensten 1,UM,GD
"Nuclear Fuel Services, Inc.",Cattaraugus,Ashford,31009100000000,Fee 2,UN,DS
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 11,UL,NL
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 25,UL,OD
Ontario Gas,Ontario,Bristol,31069000000000,Olmstead H,UM,DW
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Ballard 113,UL,OD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-209,UL,OD
Unknown,Allegany,Wirt,31003700000000,Jakima S 2,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 14,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 168,UN,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 26,UL,IW
Unknown,Allegany,Bolivar,31003700000000,PG 19,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 330,UL,IW
Unknown,Allegany,Alma,31003700000000,Fisher J 2,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 234,UL,NL
Unknown,Allegany,Genesee,31003600000000,Oconnor 14,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 552,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 104,UN,NL
Moose Oil Co.,Allegany,Bolivar,31003600000000,Bradensbrook 020,UM,IW
Finance Oil & Gas,Erie,Collins,31029100000000,Uley Moses R-69 (I-1665),UN,GD
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 36,UL,OD
Unknown,Cattaraugus,Allegany,31009600000000,Kurty U04,UL,OD
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead W8,UL,IW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-311,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-10,UL,IW
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Kinney G,UL,GD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run 11,UL,OD
Hadley & Rogers,Wayne,Galen,31117000000000,Welch John 2,UM,GD
Unknown,Allegany,Bolivar,31003700000000,PFG 17,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 21,UN,NL
Unknown,Steuben,Greenwood,31101600000000,"Edwards, I. U1",UL,GD
Unknown,Schuyler,Tyrone,31097000000000,Disbrow F-33349,UM,GD
Eastern States Gas,Steuben,Dansville,31101100000000,Magin 1,UL,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 309,UM,NL
Unknown,Allegany,Alma,31003700000000,Root K 52,UN,NL
Unknown,Allegany,Alma,31003700000000,Fisher J 28,UN,NL
Moore Producing Co.,Allegany,Bolivar,31003600000000,Curtis Farm 59,UM,IW
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 0102,UL,IW
Unknown,Allegany,Willing,31003600000000,Burnt Hill 7,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 47,UN,NL
Unknown,Erie,Tonawanda,31029000000000,None Specified,UN,NL
Unknown,Oswego,Mexico,31075000000000,Mexico Well/Earl 1,UM,DW
Unknown,Allegany,Bolivar,31003700000000,PG 16,UM,NL
South Penn Oil Co.,Cattaraugus,Carrollton,31009100000000,Allegany State Park 181,UN,GD
"Hogan Energy, Inc.",Allegany,Clarksville,31003200000000,Liberty Oil Cr2,UL,OD
"Trumble, M.C. et al",Cayuga,Throop,31011000000000,Lasher W B,UM,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 500,UM,NL
Haskins Oil Co.,Allegany,Scio,31003600000000,Gowdy 25,UL,OD
Unknown,Allegany,Bolivar,31003700000000,OR 62,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 109,UN,NL
Ontario Gas,Ontario,West Bloomfield,31069000000000,Morrow,UM,GD
Livonia Salt & Mining Co.,Livingston,Livonia,31051000000000,Livonia Salt Well,UL,SG
Unknown,Allegany,Wirt,31003700000000,Schamberger J 36,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 146,UL,OD
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 34,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 278,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ho-32,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 126,UL,NL
Ontario Gas,Ontario,West Bloomfield,31069000000000,Lee 1,UM,GW
Unknown,Cattaraugus,Allegany,31009700000000,KC 533,UN,NL
Akron Natural Gas,Erie,Alden,31029000000000,Martin Lena Hansel,UN,GD
Unknown,Allegany,Bolivar,31003700000000,PYR 147,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-20,UL,IW
Unknown,Allegany,Wirt,31003700000000,Webb E 26,UM,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 0101,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 912,UN,NL
Unknown,Allegany,Genesee,31003600000000,Oconnor 12,UL,IW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho 35,UL,OD
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 114,UL,OD
Unknown,Allegany,Bolivar,31003700000000,PYR 97,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Do-10,UN,OD
"Genegantslet Gas & Oil Co., Inc",Chenango,Smithville,31017000000000,Decker 4,UL,GD
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1126,UL,OD
Belmont Quadrangle Drilling,Chemung,Erin,31015000000000,Treat 1,UL,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 362,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 970,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1375,UL,IW
Miller Oil Co.,Cattaraugus,Allegany,31009600000000,Kinley KU10,UL,OD
"Republic Light, Heat & Power",Ontario,East Bloomfield,31069000000000,Hallock 1,UM,DH
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley U10,UL,OD
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Ballard 66,UL,IW
Unknown,Allegany,Bolivar,31003700000000,Dunn P 119,UM,NL
Unknown,Allegany,Wirt,31003700000000,Strawser B 1,UN,NL
New York Natural Gas Co.,Madison,Lebanon,31053000000000,Parteko 2,UN,DH
New York Natural Gas Co.,Madison,Brookfield,31053000000000,Morthrup J J 3,UN,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 442,UL,NL
Unknown,Cattaraugus,Allegany,31009600000000,Carey U03,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 9,UN,NL
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Richardson D R Hiltn 0,UL,GD
Messer Oil Corp.,Cattaraugus,Allegany,31009700000000,M83,UN,IW
Meridian Gas Co.,Onondaga,Van Buren,31067000000000,Fraver,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 164,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 100,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 268,UM,NL
Knights Creek Oil Co.,Allegany,Scio,31003700000000,McKee 8,UL,OD
Moore Producing Co.,Allegany,Bolivar,31003600000000,Curtis Farm 322,UM,OD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 62,UM,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 82,UN,NL
Advance Oil & Gas,Chautauqua,Pomfret,31013000000000,Maxtoxi Walter,UM,NL
"Stengel, J.C.",Allegany,Amity,31003000000000,Hills Estate 5,UN,OD
Unknown,Orleans,Albion,31073600000000,Kawakzyk U1,UL,NL
Sheridan Fruit Farm,Chautauqua,Sheridan,31013000000000,Huyck F B Est Gould Helen,UM,GD
Unknown,Allegany,Wirt,31003700000000,Crockett D 79,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 611,UM,NL
Eagle Oil,Allegany,Alma,31003700000000,Eagle 05,UL,OD
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Names 2,UM,GD
Unknown,Allegany,Alma,31003700000000,Root F 20,UM,NL
Unknown,Allegany,Scio,31003600000000,M6,UL,OD
Unknown,Steuben,West Union,31101600000000,Beiler U1,UL,DH
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Do-12,UL,OD
Unknown,Allegany,Wirt,31003700000000,Crockett D 13,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 949,UN,NL
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 22,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 785,UN,NL
Unknown,Cattaraugus,Allegany,31009600000000,McGuire 7,UL,OD
Unknown,Allegany,Wirt,31003700000000,Crockett D 65,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 39,UM,NL
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Fandt Francis E,UM,GD
Unknown,Allegany,Genesee,31003600000000,Oconnor 26,UL,OD
Unknown,Allegany,Bolivar,31003700000000,DF 38,UL,NL
Unknown,Allegany,Wirt,31003700000000,PYR 22,UM,NL
Unknown,Allegany,Wirt,31003700000000,PYR 76,UN,NL
Unknown,Allegany,Bolivar,31003700000000,DF 53,UN,NL
Unknown,Ontario,Gorham,31069000000000,Harkness Hiram 0,UM,GD
Unknown,Allegany,Alma,31003700000000,Balcerak G 45,UM,NL
Unknown,Allegany,Genesee,31003600000000,Hughes 2,UL,OD
Unknown,Allegany,Wirt,31003700000000,Crockett D 71,UN,NL
"Republic Light, Heat & Power",Chautauqua,Hanover,31013000000000,Hammond G W 1,UM,GD
Moore Producing Co.,Allegany,Bolivar,31003600000000,Curtis Farm U31,UL,NL
P & G Oil Co.,Allegany,Willing,31003600000000,Roeske U5,UL,NL
Unknown,Cattaraugus,Perrysburg,31009000000000,Ticknor Francis 1,UM,GD
Finance Oil & Gas,Erie,Collins,31029100000000,Gordon Doxtator R-41,UN,GD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-4,UL,IW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 314,UL,OD
Unknown,Allegany,Alma,31003700000000,Balcerak G 69,UN,NL
C.G.Pipe and Oil Co.,Allegany,Genesee,31003600000000,Camoil(Peary) U1,UL,OD
B & B Oil,Allegany,Genesee,31003700000000,Fee 93,UL,IW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ew-10,UN,OD
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Hollis/Robbins,UM,GD
Maple Gas Co.,Cattaraugus,Red House,31009100000000,Allegany State Park 86,UN,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 16,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 141,UN,NL
Unknown,Allegany,Genesee,31003700000000,PPP 46,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Gw-19,UN,IW
Unknown,Allegany,Alma,31003700000000,Root F 299,UM,NL
"York, Walter",Cattaraugus,UNK,31009000000000,Fee 1,UN,GD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 24,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 6,UN,NL
"Dougherty, F.L.",Chautauqua,Sheridan,31013000000000,St Columbans Prep Sem 1,UM,GD
Unknown,Allegany,Alma,31003700000000,Balcerak G 30,UL,NL
"Williams, Paul",Cattaraugus,Perrysburg,31009000000000,Fee 1,UN,GD
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Beldrock 0,UN,GD
Unknown,Steuben,Woodhull,31101600000000,Ventre U1,UL,GD
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Williams S P and N S,UM,GD
Mayrock Oil Co.,Allegany,Scio,31003700000000,Holton o23,UM,OD
Van Gilder,Steuben,Jasper,31101000000000,Sherman 1,UM,DW
Unknown,Cattaraugus,Perrysburg,31009000000000,Hall Warren H 1,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 988,UL,NL
Phoenix Gas Co.,Seneca,Seneca Falls,31099000000000,Well 8,UM,DH
Unknown,Allegany,Alma,31003700000000,Root F 271,UM,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 112,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 621,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 880,UN,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 17,UN,NL
Alden Batavia Natural Gas Co.,Erie,Alden,31029000000000,Olds Joseph G,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 609,UL,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 6,UL,OD
United Productions,Seneca,Fayette,31099000000000,Schaffer 2,UM,DH
Atlas Drilling Co.,Wyoming,Bennington,31121000000000,Durkee Claude A 1,UL,GW
Moose Oil Co.,Allegany,Bolivar,31003600000000,Polly Lot 19 6,UM,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 104,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 106,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-212,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 666,UN,NL
Leiderbach-French,Tompkins,Lansing,31109000000000,Knettles D,UN,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 534,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-227,UN,IW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 192,UL,OD
Humble Oil & Refining Co.,Oswego,Hastings,31075000000000,House Edson,UN,DW
Unknown,Allegany,Wirt,31003700000000,PYR 40,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 242,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Root K 48,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 655,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Eo-5,UL,OD
Unknown,Allegany,Wirt,31003700000000,Crockett D 51,UN,NL
Weaver Exploration,Orleans,Yates,31073000000000,Foss Harold 1,UM,DW
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 53,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 686,UN,NL
M & W Oil Co.,Cattaraugus,Allegany,31009600000000,Wilbur 3,UN,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 123,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 805,UN,NL
Campbell,Oneida,Whitestown,31065000000000,New York Mills Well 1,UN,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 860,UN,NL
Unknown,Cattaraugus,Allegany,31009600000000,Lippert Hollow U02,UL,OD
Wood Oil Co.,Cattaraugus,Olean,31009600000000,48,UM,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 364,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 502,UM,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 42,UN,NL
"Dorr, Martin et al",Steuben,Rathbone,31101000000000,Dorr 2,UM,GD
Berea Oil & Gas Corp.,Chautauqua,Clymer,31013200000000,Bensink 1,UN,GW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Hw-34,UN,IW
Unknown,Allegany,Bolivar,31003700000000,DF 85,UN,NL
Other Gas,Erie,Tonawanda,31029100000000,Fee 1,UN,GD
Unknown,Allegany,Wirt,31003700000000,Reiman L 115,UN,NL
Unknown,Allegany,Genesee,31003700000000,PPP 44,UM,NL
Lovell Power et al,Oswego,Volney,31075000000000,Rath 1,UL,DW
Unknown,Allegany,Bolivar,31003700000000,DF 113,UN,NL
Meridian Gas Co.,Onondaga,Van Buren,31067000000000,Herrington,UM,GD
Unknown,Allegany,Bolivar,31003700000000,PFG 56,UM,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 0124,UL,IW
Leiderbach-French,Tompkins,Lansing,31109000000000,Armstrong George 0,UN,GW
Unknown,Cattaraugus,Allegany,31009700000000,KC 523,UN,NL
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037000000000,Rogers,UM,DH
Unknown,Allegany,Alma,31003700000000,Balcerak G 11,UL,NL
Unknown,Allegany,Alma,31003700000000,Root F 208,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 588,UN,NL
Flanigan J.F. et al,Steuben,Bath,31101000000000,Pisklo 1,UM,DW
"Republic Light, Heat & Power",Chautauqua,Arkwright,31013000000000,Tilly H 3,UM,GD
Unknown,Allegany,Wirt,31003700000000,Webb E 5,UM,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 31i,UL,IW
Unknown,Genesee,Bethany,31037600000000,Zigrossi 1,UM,NL
Finance Oil & Gas,Erie,Brant,31029100000000,Newton Pierce R-29,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 204,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003700000000,Case 08o,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 93,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 103,UN,NL
C.G.Pipe and Oil Co.,Allegany,Genesee,31003500000000,Camoil(Peary) e-6,UL,OD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 25,UM,NL
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Root,UM,DH
Unknown,Cattaraugus,Allegany,31009700000000,KC 837,UN,NL
Hadley & Rogers,Wayne,Galen,31117000000000,Noble Charles,UM,DW
Unknown,Allegany,Wirt,31003700000000,Schamberger J 46,UL,NL
Dominion Energy Corp.,Erie,Elma,31029200000000,Mariacher-Santiago 2,UL,GD
Unknown,Allegany,Wirt,31003700000000,Reiman L 29,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 259,UN,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 39,UN,NL
"Stengel, J.C.",Allegany,Amity,31003000000000,Hills Estate W2,UN,OD
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 48,UL,IW
"Dickenson, S.W. Dev. Co.",Chautauqua,Hanover,31013000000000,Cross Ralph 1,UM,GD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Hamiltion 130,UL,OD
Unknown,Allegany,Bolivar,31003700000000,PYR 118,UL,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 6,UM,NL
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Lightall Wayne 0,UL,GD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 19,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 59,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 168,UM,NL
Empire Gas & Fuel,Steuben,Hornellsville,31101000000000,Gottschall 1,UM,DW
M & W Oil Co.,Cattaraugus,Allegany,31009600000000,Wilbur 1,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Hamilton 124,UL,OD
Central Oil Co.,Allegany,Scio,31003700000000,Holton 984(G),UL,OD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009200000000,Mallory Nr4,UL,OD
B & B Oil,Allegany,Genesee,31003600000000,Fee U3,UL,NL
Unknown,Allegany,Wirt,31003700000000,PYR 77,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 562,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 8,UL,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 8,UL,OD
