COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE
Unknown,Allegany,Bolivar,31003700000000,PFG 83,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 12,UM,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 48,UM,NL
Unknown,Allegany,Bolivar,31003700000000,DF 95,UL,NL
Tri State,Steuben,Bath,31101000000000,White 1,UM,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 929,UN,NL
James V. Joyce/DBA Pipeline Co.,Allegany,Andover,31003600000000,Livermore 13,UL,GD
Unknown,Chautauqua,Ripley,31013700000000,Hugg 1,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 886,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ho-13,UN,OD
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 13A,UL,IW
Unknown,Allegany,Bolivar,31003700000000,PYR 135,UM,NL
Reservation Gas,Chautauqua,Hanover,31013000000000,Battaglia D 1,UM,GD
"Dickenson, S.W. Dev. Co.",Chautauqua,Hanover,31013000000000,Bradley R O,UM,GD
Unknown,Allegany,Wirt,31003700000000,Webb E 3,UM,NL
B & B Oil,Allegany,Genesee,31003600000000,Fee U4,UL,NL
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Gollner 0,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 741,UN,NL
Unknown,Allegany,Alma,31003600000000,106 Road 596-2,UL,OD
Unknown,Allegany,Bolivar,31003700000000,OR 46,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 606,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 260,UN,NL
Unknown,Cayuga,Venice,31011000000000,Montgomery Gordon 1,UM,DW
Unknown,Allegany,Bolivar,31003700000000,Dunn P 69,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 19,UL,OD
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar 11,UL,OD
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 142,UL,OD
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 57,UL,OD
NYS Natural Gas Corp.,Tioga,Spencer,31107000000000,Stevens W E 1,UN,DW
Brahaney,Cattaraugus,Allegany,31009700000000,Fee m30,UL,OD
Unknown,Allegany,Bolivar,31003600000000,"Reeland, Floyd U1",UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 775,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 189,UN,NL
South Buffalo Rwy Co.,Erie,Hamburg,31029100000000,Bethlehem Steel 2,UM,GD
Unknown,Allegany,Alma,31003700000000,Root F 226,UL,NL
Unknown,Cattaraugus,Hinsdale,31009700000000,Hinsdale F-3,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 100,UM,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 50,UN,NL
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 6,UL,OD
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Corbett 2,UM,GD
Unknown,Allegany,Alma,31003700000000,Fisher J 36,UN,NL
Unknown,Allegany,Bolivar,31003700000000,DF 101,UL,NL
Unknown,Allegany,Genesee,31003600000000,Oconnor 46,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 765,UN,NL
Miller Oil Co.,Cattaraugus,Allegany,31009600000000,Kinley KU5,UL,OD
Unknown,Cattaraugus,Allegany,31009600000000,Stephan U7,UL,OD
Unknown,Allegany,Wirt,31003700000000,PYR 46,UM,NL
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Kirsch Spencer Still 0,UN,GD
Moore Producing Co.,Allegany,Bolivar,31003600000000,Curtis Farm U35,UL,IW
South Shore Natural Gas,Chautauqua,Sheridan,31013000000000,Miner H S 1,UM,GD
Unknown,Cattaraugus,Carrollton,31009100000000,Allegany State Park 153,UN,NL
NYS Natural Gas Corp.,Tompkins,Danby,31109000000000,Miller Brothers 1,UN,DW
Unknown,Allegany,Bolivar,31003700000000,Dunn J 102,UM,NL
Unknown,Allegany,Alma,31003700000000,Root F 255,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 573,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 61,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-217,UN,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 942,UN,NL
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 17,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 963,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 305,UL,OD
Case Oil Corp.,Allegany,Bolivar,31003100000000,Homestead 035,UL,OD
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Stewart 0,UM,DH
"Dearth, G. et al",Seneca,Junius,31099000000000,Tarbush Estate 1,UM,GD
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 139,UL,OD
Belmont Quadrangle Drilling,Chemung,Elmira City,31015000000000,Gregg 2,UL,DH
Unknown,Allegany,Bolivar,31003700000000,Root K 14,UL,NL
Unknown,Allegany,Bolivar,31003700000000,DF 7,UL,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101100000000,Rex O-401,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 28,UM,NL
South Penn Oil Co.,Cattaraugus,Carrollton,31009100000000,Allegany State Park 183,UN,GD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-211,UN,OD
"B.C.R. Development, Inc.",Allegany,Alma,31003600000000,Warfield Old 8,UM,OD
Unknown,Allegany,Wirt,31003700000000,Reiman L 79,UN,NL
Unknown,Allegany,Alma,31003700000000,Fisher J 32,UN,NL
Unknown,Wayne,Wolcott,31117000000000,Wolcott Well,UL,GW
Unknown,Allegany,Bolivar,31003700000000,PYR 123,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 35,UL,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Go-24,UL,OD
Unknown,Allegany,Bolivar,31003700000000,OR 65,UN,NL
Belmont Quadrangle Drilling,Steuben,West Union,31101000000000,Lewis 1,UM,DH
Unknown,Cattaraugus,Allegany,31009700000000,KC 755,UN,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 031,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 76,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 65,UM,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 33,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 542,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 157,UN,NL
Hammondsport Natural Gas,Steuben,Rathbone,31101000000000,Sovocool 1,UM,GD
Unknown,Allegany,Wirt,31003700000000,Crockett D 56,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 173,UN,NL
Andrews,Yates,Milo,31123000000000,Andrews,UM,DW
Unknown,Allegany,Genesee,31003600000000,Childs U10,UL,NL
Seneca Nation of Indians,Erie,Collins,31029700000000,Doxtator 1673-I,UN,GW
Unknown,Allegany,Bolivar,31003700000000,PG 24,UM,NL
Unknown,Allegany,Alma,31003700000000,Fisher J 33,UN,NL
"Republic Light, Heat & Power",Erie,Brant,31029000000000,Schrader Carl,UN,GD
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Feinen Maria 2,UN,GD
Unknown,Allegany,Bolivar,31003700000000,PFG 10,UN,NL
Unknown,Allegany,Bolivar,31003700000000,OR 23,UM,NL
Unknown,Allegany,Alma,31003700000000,Root F 112,UM,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 13,UL,OD
"Basic Energy Producers, Inc.",Chautauqua,Pomfret,31013100000000,Wallace 2,UL,GD
Unknown,Allegany,Bolivar,31003700000000,DF 68,UL,NL
Unknown,Allegany,Bolivar,31003700000000,OR 14,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 682,UN,NL
"Fralick, C.W. & Assoc.",Steuben,Hartsville,31101000000000,Flint 3,UM,DW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Hw-5,UL,IW
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 2,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Root K 13,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 750,UN,NL
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 70,UL,OD
"Republic Light, Heat & Power",Genesee,Pavilion,31037000000000,Bradley 2,UM,GD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Cw-1,UN,IW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ew-1,UN,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn J 49,UM,NL
Seneca Nation of Indians,Erie,Collins,31029100000000,Twoguns 1669,UN,GD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 94,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 2,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 94,UL,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Hw-31,UN,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 489,UN,NL
Akron Natural Gas,Erie,Alden,31029000000000,Larkins W J Robt Hausle,UM,GD
Unknown,Erie,Alden,31029700000000,Bicheler 1,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 14,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 1,UN,NL
Lewis & Case,Oswego,Volney,31075000000000,Vogelsang 1,UN,GW
Unknown,Allegany,Wirt,31003700000000,Webb E 53,UM,NL
McDivitt Oil Co.,Cattaraugus,Olean,31009600000000,McDivitt 93,UL,IW
Unknown,Allegany,Bolivar,31003700000000,Dunn P 108,UM,NL
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 05,UL,IW
Unknown,Allegany,Alma,31003700000000,Balcerak G 80,UN,NL
"Republic Light, Heat & Power",Ontario,Bristol,31069000000000,Parsons Wilder 1,UM,DH
Unknown,Cattaraugus,Allegany,31009700000000,KC 819,UN,NL
Unknown,Allegany,Wirt,31003700000000,Webb E 2,UM,NL
"Republic Light, Heat & Power",Genesee,Pavilion,31037000000000,Hunt,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 916,UN,NL
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 9,UL,OD
"Republic Light, Heat & Power",Chautauqua,Villenova,31013000000000,Gear H,UM,GD
Lewis & Case,Oswego,Volney,31075000000000,Palmer 1,UN,GD
Finance Oil & Gas,Erie,Collins,31029100000000,W. Hoge R-38,UN,GD
"Dougherty, F.L.",Chautauqua,Sheridan,31013000000000,Richter Herbert 3,UL,GD
Unknown,Cattaraugus,Carrollton,31009500000000,Roggenbaum U1,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 902,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 66,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 30o,UL,OD
Unknown,Allegany,Wirt,31003700000000,Reiman L 104,UN,NL
Belmont Quadrangle Drilling,Chemung,Elmira City,31015000000000,Consolidated Brick Co 1,UM,GD
Seneca Nation of Indians,Erie,Brant,31029700000000,Pierce 1677-I,UN,GD
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar 034,UL,OD
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 122,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 670,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead W11,UL,IW
Finance Oil & Gas,Erie,Brant,31029100000000,Pierce R-122 (I-1674),UN,GD
Natural Gas Property,Oneida,Rome,31065000000000,Ankin Charles 1,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 922,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 783,UN,NL
Parsons Bros,Steuben,Thurston,31101000000000,Glossick 1,UM,DW
Unknown,Allegany,Alma,31003700000000,Balcerak G 74,UN,NL
Newfield Gas & Oil,Livingston,West Sparta,31051000000000,Bradner 6,UM,GD
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian U2,UL,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Gw-13,UL,IW
Akron Natural Gas,Erie,Alden,31029000000000,Andrew Ignatz Benzel,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 465,UM,NL
Unknown,Oneida,Vernon,31065000000000,None,UM,DW
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 025,UL,IW
Unknown,Cattaraugus,Allegany,31009600000000,Kurty U33,UL,OD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Co-1,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 726,UN,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 6,UN,NL
Trans Eastern Petroleum & Gas Co.,Chemung,Catlin,31015000000000,De Munn 1,UM,DW
"Dickenson, S.W. Dev. Co.",Chautauqua,Hanover,31013000000000,Dubert Raymond,UM,GD
Catlin Oil Gas & Mineral,Chemung,Catlin,31015000000000,Murphy,UM,DW
Unknown,Allegany,Wirt,31003700000000,Jakima S 53,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 3,UN,NL
Peterman,Steuben,Bradford,31101000000000,White 1,UL,DW
Rock Glen Salt Co.,Wyoming,Gainesville,31121000000000,Salt Well,UM,BR
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 71,UN,NL
Unknown,Erie,North Collins,31029100000000,Werneth IGC 1209-I,UL,GD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 93,UN,NL
Unknown,Allegany,Wirt,31003700000000,PYR 66,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 141,UN,NL
Unknown,Allegany,Bolivar,31003700000000,OR 6,UM,NL
Haskins Oil Co.,Allegany,Scio,31003100000000,Gowdy 68,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 33,UM,NL
Hickory Oil,Allegany,Genesee,31003600000000,Hickory U7,UL,OD
Unknown,Allegany,Genesee,31003600000000,Childs U6,UL,NL
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 12,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young P-40,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 207,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 885,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-212,UN,OD
Unknown,Allegany,Wirt,31003700000000,Reiman L 18,UN,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 29,UM,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 61,UL,NL
Hungiville Development Corp.,Steuben,Urbana,31101000000000,Putnam 1,UM,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 576,UM,NL
Central Oil Co.,Allegany,Scio,31003700000000,Holton 983(G),UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 778,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 126,UN,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 30,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 975,UN,NL
Empire Portland Cement,Onondaga,Van Buren,31067000000000,Empire Port Cement Co 2,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 699,UN,NL
Unknown,Allegany,Scio,31003600000000,Vincent 140,UL,OD
"Schmidt, Peter Jr.",Erie,Tonawanda City,31029700000000,Schmidt,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 931,UN,NL
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Ballard 68,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 365,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 1,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 473,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-218,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 640,UN,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 0125,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 795,UM,NL
"Tozier, Glen et al",Wyoming,Sheldon,31121000000000,Fee 1,UL,GD
"Stengel, J.C.",Allegany,Amity,31003000000000,Hills Estate 1,UN,OD
Miller Oil Co.,Cattaraugus,Allegany,31009600000000,Kinley KU7,UL,OD
Maple Gas Co.,Cattaraugus,Red House,31009100000000,Allegany State Park 83,UN,NL
Bolivar Bucher,Allegany,Bolivar,31003600000000,Root U1,UL,NL
Miller Oil Co.,Cattaraugus,Allegany,31009700000000,Kinley k26,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 515,UN,NL
Unknown,Allegany,Bolivar,31003700000000,DF 84,UN,NL
"Sanderson, et al",Yates,Milo,31123000000000,Sanderson 1,UM,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 955,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 53,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 206,UN,NL
Unknown,Allegany,Genesee,31003700000000,PPP 28,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1381,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 416,UN,NL
Unknown,Allegany,Genesee,31003600000000,GPS Unknown 5,UL,OD
"Clancy, I.P.",Steuben,Addison,31101000000000,Hovey 1,UL,DW
"Livingston, Mrs Ira",Schenectady,Princetown,31093000000000,Livingston Ira 1,UN,NL
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 4,UL,OD
Penn York Natural Gas,Steuben,West Union,31101000000000,Nixon 1,UM,GW
Unknown,Allegany,Alma,31003700000000,Balcerak G 24,UM,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead W4,UL,IW
Moore Producing Co.,Allegany,Bolivar,31003500000000,Curtis Farm U47,UL,IW
Reservation Gas,Chautauqua,Hanover,31013000000000,Barbeau Alexis C 1,UN,GD
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 29,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 11,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 63,UN,NL
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Robinson 0,UM,DH
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 177,UL,OD
Unknown,Livingston,York,31051000000000,Retsof Shaft 2,UL,NL
Unknown,Allegany,Wirt,31003700000000,Strawser B 13,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 546,UN,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 70,UL,OD
Unknown,Cattaraugus,Allegany,31009600000000,Fhsog-Wolf U01,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 161,UL,NL
"Crooks, John C",Allegany,Genesee,31003600000000,Childs U9,UL,NL
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Tarbox J B,UN,GD
NY Gas & Elec.,Erie,Alden,31029000000000,Snyder E 2,UN,GD
NYS Natural Gas Corp.,Steuben,Cameron,31101000000000,Boyd 3,UL,GD
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 019,UL,IW
Unknown,Allegany,Wirt,31003700000000,Crockett D 35,UM,NL
Unknown,Erie,Wales,31029000000000,Forge Frank and Nellie 1,UL,GD
Unknown,Erie,UNK,31029000000000,Voided Permit,UN,NL
NY Gas & Elec.,Erie,Alden,31029000000000,Duttweiler Chas,UN,GD
Unknown,Allegany,Alma,31003700000000,Root F 73,UM,NL
"McQueen, A.W.",Chenango,Norwich,31017000000000,Norwich Well 1,UN,DW
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 151,UL,OD
Meridian Gas Co.,Oswego,Schroeppel,31075000000000,Candee 39,UM,DW
Unknown,Allegany,Alma,31003700000000,Balcerak G 90,UN,NL
"Cranston, H.H.",Genesee,Pavilion,31037000000000,Drilling 1,UL,DH
Belmont Quadrangle Drilling,Steuben,West Union,31101000000000,Lewis 2,UM,GD
Unknown,Allegany,Genesee,31003600000000,GPS Unknown 3,UL,OD
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Shriver 3,UM,GD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-36,UL,IW
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 51,UL,IW
Unknown,Jefferson,UNK,31045000000000,Pine Camp Test Hole 7,UM,SG
Unknown,Cattaraugus,Allegany,31009700000000,KC 244,UN,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 2,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Do-7,UN,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 130,UM,NL
Reservation Gas,Chautauqua,Hanover,31013000000000,Burmaster Henry 1,UM,GD
Unknown,Oneida,Verona,31065000000000,Dodge Or Verona Well,UN,DW
Kendall Refining Co.,Cattaraugus,Allegany,31009100000000,Nichols Run 8,UL,OD
Unknown,Allegany,Bolivar,31003700000000,PG 1,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 15,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 353,UN,NL
Belmont Quadrangle Drilling,Tompkins,Groton,31109000000000,Robertson Jas O 1,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 608,UN,NL
Messer Oil Corp.,Cattaraugus,Allegany,31009700000000,Dye m5,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 100,UM,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 23,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 281,UN,NL
Ontario Gas,Ontario,West Bloomfield,31069000000000,Lee 2,UM,GD
Unknown,Allegany,Alma,31003700000000,Root F 86,UM,NL
Unknown,Oneida,Rome,31065000000000,"Kingsley, Dr. J. W.",UM,GD
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Brooks,UM,GD
Unknown,Cattaraugus,Perrysburg,31009000000000,Nenno Frank 1,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 146,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 2,UL,OD
"Kiebler Recreation, LLC, Debtor",Chautauqua,Clymer,31013200000000,Boland 1,UL,GD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 6,UN,NL
Unknown,Jefferson,UNK,31045000000000,Pine Camp Test Hole 13,UM,SG
"Hogan Energy, Inc.",Allegany,Clarksville,31003200000000,Liberty Oil Cr1,UL,OD
"Republic Light, Heat & Power",Genesee,Bethany,31037000000000,Page,UM,DW
Unknown,Allegany,Bolivar,31003700000000,Dunn J 77,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 128,UM,NL
Leiderbach-French,Steuben,Erwin,31101000000000,Platt & Dann 1,UM,DW
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 35,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PG 7,UN,NL
"Dearth, G. et al",Schuyler,Montour,31097000000000,Hines 1,UM,DW
Unknown,Allegany,Bolivar,31003700000000,DF 48,UL,NL
Unknown,Allegany,Bolivar,31003700000000,OR 17,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 57,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Root K 22,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 98,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PG 34,UM,NL
Unknown,Erie,Tonawanda City,31029000000000,None Specified,UM,NL
Moffett & Tate,Steuben,Canisteo,31101000000000,Ordway 1,UL,DW
Tobey Oil Gas & Mineral,Chemung,Big Flats,31015000000000,Tobey 4,UM,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 249,UN,NL
NYS Natural Gas Corp.,Steuben,Erwin,31101000000000,Papa 1,UM,GD
Sinclair Refining,Chemung,Elmira,31015000000000,Gregg 3,UM,DH
Unknown,Allegany,Wirt,31003700000000,Reiman L 52,UN,NL
NYS Natural Gas Corp.,Seneca,Waterloo,31099000000000,Toewe 1,UM,DH
Unknown,Allegany,Wirt,31003700000000,Jakima S 1,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PG 43,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 101,UN,NL
Belmont Quadrangle Drilling,Steuben,Rathbone,31101000000000,McCaig 1,UL,DH
Unknown,Cattaraugus,Allegany,31009700000000,KC 97,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 159,UN,NL
Hadley & Rogers,Cayuga,Conquest,31011000000000,Cato Bank Tinker Lot,UL,DW
Dougherty F.L. & Nelson,Chautauqua,Sheridan,31013000000000,Richter Herbert 2,UM,GD
Unknown,Allegany,UNK,31003700000000,None Specified,UN,NL
"BDH Oil, Inc.",Cattaraugus,Carrollton,31009100000000,Nichols Run Hw-217,UL,IW
Unknown,Allegany,Bolivar,31003700000000,PFG 33,UN,NL
Home Gas Company,Steuben,Wayne,31101000000000,Canfield 1,UL,DW
Unknown,Steuben,Greenwood,31101000000000,Richards,UM,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 342,UL,OD
Unknown,Allegany,Genesee,31003700000000,PPP 51,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1364,UN,IW
Finance Oil & Gas,Erie,Brant,31029100000000,Nancy Halftown R-89,UN,GD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ew-17,UN,OD
Unknown,Seneca,Waterloo,31099000000000,Dowden,UM,DW
Unknown,Allegany,Bolivar,31003700000000,PFG 72,UM,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 24,UL,IW
South Penn Oil Co.,Cattaraugus,Carrollton,31009100000000,Allegany State Park 131,UN,GD
Unknown,Ontario,South Bristol,31069000000000,Randall O K 1,UM,DW
Unknown,Allegany,Alma,31003700000000,Root F 171,UM,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 21,UN,NL
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Betts 2/ Tollner 4,UM,GD
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Tollner 0,UM,DH
Unknown,Cattaraugus,Allegany,31009600000000,Lippert Hollow U01,UL,OD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 85,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 50,UN,NL
Reservation Gas,Chautauqua,Hanover,31013000000000,Dearborn L T 1,UN,GD
Advance Oil & Gas,Chautauqua,Pomfret,31013000000000,Roman Rzescewicz 1,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Bo-3,UL,OD
Page,Ontario,Gorham,31069000000000,Dintruff Peter 0,UM,GD
Unknown,Allegany,Alma,31003700000000,Fisher J 27,UN,NL
Belmont Quadrangle Drilling,Yates,Jerusalem,31123000000000,Russell,UL,DW
C.G.Pipe and Oil Co.,Allegany,Genesee,31003600000000,Camoil(Peary) U2,UL,OD
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Ballard 14a,UL,IW
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 24,UL,OD
Unknown,Allegany,Wirt,31003700000000,Reiman L 68,UN,NL
