CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
41538121,SLICE & CO. BRICK OVEN PIZZA,Manhattan,527,6 AVENUE,10011.0,2122556333,Pizza,D,10F,Cycle Inspection / Initial Inspection,MN23
50059588,MILK & PULL,Brooklyn,307,MALCOLM X BOULEVARD,11233.0,3475338967,Coffee/Tea,D,10I,Cycle Inspection / Re-inspection,BK61
50036511,MATIZ LATIN CUISINE,Queens,11072,QUEENS BLVD,11375.0,3473273740,Latin American,F,06D,Cycle Inspection / Initial Inspection,QN17
50044967,THE BURRITO SHOPPE AND SALAD JUNKIE,Staten Island,100,STUYVESANT PLACE,10301.0,6469635958,Mexican,F,16B,Trans Fat / Initial Inspection,SI22
50073755,LITTLE GIO'S PIZZA,Manhattan,26,1 AVENUE,10009.0,6469619801,Pizza,F,08A,Cycle Inspection / Initial Inspection,MN22
50058155,COCINA LATINA,Manhattan,4986,BROADWAY,10034.0,2125442223,Latin American,U,02B,Cycle Inspection / Initial Inspection,MN01
40803254,PALMA,Manhattan,28,CORNELIA STREET,10014.0,2126912223,Italian,P,06C,Cycle Inspection / Initial Inspection,MN23
50078875,STARBUCKS COFFEE #29719,Brooklyn,225,4 AVENUE,11215.0,5164565160,Coffee/Tea,D,10F,Pre-permit (Operational) / Initial Inspection,BK37
50044443,BEST JOY SIANG RESTAURANT,Queens,4121,NATIONAL ST,11368.0,7188039899,Chinese,G,04L,Cycle Inspection / Initial Inspection,QN26
40586621,PEARL,Manhattan,18,CORNELIA STREET,10014.0,2126918211,Seafood,P,10B,Cycle Inspection / Initial Inspection,MN23
41236123,LA SALLE BAKERY,Bronx,3139,EAST TREMONT AVENUE,10461.0,7188234218,Bakery Products/Desserts,F,02G,Cycle Inspection / Initial Inspection,BX52
41200490,THE GAF,Manhattan,401,WEST   48 STREET,10036.0,2123077536,American,P,04L,Cycle Inspection / Initial Inspection,MN15
50101590,CARIBBEAN FEST,Queens,11614,ROCKAWAY BLVD,11420.0,9178821558,Caribbean,E,06E,Pre-permit (Non-operational) / Initial Inspection,QN55
50070157,A-POU'S TASTE,Brooklyn,963,GRAND STREET,11211.0,7183888111,Asian/Asian Fusion,F,10B,Cycle Inspection / Initial Inspection,BK90
50075448,LITTLE COLLINS,Manhattan,570,LEXINGTON AVENUE,10022.0,6466428193,Italian,D,06C,Pre-permit (Non-operational) / Initial Inspection,MN19
41359238,GT PARADISE CARIBBEAN CUISINE,Brooklyn,4208,CHURCH AVENUE,11203.0,7188561846,Caribbean,D,10F,Cycle Inspection / Initial Inspection,BK91
50038864,HUNAN PARK,Manhattan,721,COLUMBUS AVENUE,10025.0,2122226511,Chinese,D,10C,Cycle Inspection / Re-inspection,MN12
50101925,POPEYES LOUISIANA KITCHEN,Queens,10720,ATLANTIC AVE,11416.0,3479607566,Chicken,D,10I,Pre-permit (Operational) / Initial Inspection,QN54
41505982,TROPICAL JADE GARDEN RESTAURANT,Queens,10801,LIBERTY AVENUE,11419.0,7186414168,Chinese,U,10F,Cycle Inspection / Re-inspection,QN55
50044403,HONG KONG DIM SUN,Brooklyn,777,60 STREET,11220.0,7184390836,Chinese,D,10I,Cycle Inspection / Initial Inspection,BK34
50049783,SIMPLYLIFE BAKERY CAFE INC,Brooklyn,7406,NEW UTRECHT AVENUE,11204.0,7182562138,Chinese,U,04L,Cycle Inspection / Compliance Inspection,BK28
50069755,MUNCHIES,Manhattan,1405,SAINT NICHOLAS AVENUE,10033.0,2127408100,Spanish,U,06D,Cycle Inspection / Initial Inspection,MN35
41249600,GEORGES FAMILY RESTAURANT,Bronx,3000,BUHRE AVENUE,10461.0,7189189807,American,F,06C,Cycle Inspection / Re-inspection,BX10
40559606,THAI SON VIETNAMESE CUISINE,Manhattan,89,BAXTER STREET,10013.0,2127322822,Southeast Asian,D,06F,Cycle Inspection / Re-inspection,MN27
50097900,MIKEYS FAMOUS PIZZA,Queens,1304,BEACH CHANNEL DR,11691.0,9293299609,Pizza,G,02B,Pre-permit (Operational) / Re-inspection,QN15
41136521,"DUNKIN',' BASKIN ROBBINS",Queens,4322,DITMARS BOULEVARD,11105.0,7182042110,Donuts,D,10F,Cycle Inspection / Initial Inspection,QN72
50003531,NEW SPRING GARDEN,Bronx,2066,WALLACE AVENUE,10462.0,7188288953,Chinese,P,06D,Cycle Inspection / Initial Inspection,BX49
50081779,CHIRP,Manhattan,369,WEST   34 STREET,10001.0,5155200657,Peruvian,F,08A,Pre-permit (Operational) / Initial Inspection,MN13
50081955,STAND UP CAFE,Brooklyn,7215,18 AVENUE,11204.0,7182328866,Chinese,F,10F,Cycle Inspection / Initial Inspection,BK28
50064637,MCDONALD'S,Bronx,925,HUNTS POINT AVENUE,10459.0,7182158275,Hamburgers,D,10F,Cycle Inspection / Initial Inspection,BX27
41335375,COPPOLA'S PIZZERIA,Queens,13212,14 AVENUE,11356.0,7187460016,Pizza,P,02B,Cycle Inspection / Initial Inspection,QN49
40897418,NB. NATIONAL BAKERY,Bronx,1193,WALTON AVENUE,10452.0,7185375105,Bakery Products/Desserts,P,10F,Cycle Inspection / Initial Inspection,BX63
41168754,KELLARI TAVERNA,Manhattan,19,WEST   44 STREET,10036.0,2122210144,Greek,F,06D,Cycle Inspection / Initial Inspection,MN17
41687902,STARBUCKS,Manhattan,1301,AVENUE OF THE AMERICAS,10019.0,2129740902,Coffee/Tea,D,10F,Cycle Inspection / Initial Inspection,MN17
41077301,COZY CAFE,Manhattan,43,EAST    1 STREET,10003.0,2124750177,Middle Eastern,F,06F,Cycle Inspection / Initial Inspection,MN22
41630558,TRI TIP GRILL,Manhattan,89,EAST   42 STREET,10017.0,2125571030,American,P,04L,Cycle Inspection / Initial Inspection,MN19
50049379,B.GOOD,Brooklyn,141,MONTAGUE STREET,11201.0,7185224663,American,F,10F,Cycle Inspection / Initial Inspection,BK09
41298037,RAMEN SETAGAYA,Manhattan,34 1/2,ST MARKS PLACE,10003.0,2123877959,Japanese,F,20F,Administrative Miscellaneous / Initial Inspection,
50000768,"BUFFALO WILD WINGS, PEETS COFFEE & TEA, BENTO SUSHI",Queens,NKA,JFK INTERNATIONAL AIRPORT,11430.0,7187514769,Chicken,D,10F,Cycle Inspection / Re-inspection,QN98
41010361,MARLOW AND SONS,Brooklyn,81,BROADWAY,11249.0,7183841441,American,D,10F,Cycle Inspection / Initial Inspection,BK73
50071782,MAD FOR CHICKEN,Queens,15720,NORTHERN BLVD,11354.0,7183213818,Korean,D,06D,Cycle Inspection / Initial Inspection,QN51
50052278,KAN WAH CHINESE RESTAURANT,Queens,5912,MAIN ST,11355.0,7184459799,Chinese,D,10F,Cycle Inspection / Initial Inspection,QN62
50050373,MARGARITA ISLAND,Brooklyn,1105,BOWERY STREET,11224.0,7184491284,Bottled Beverages,O,,Cycle Inspection / Reopening Inspection,BK21
41690830,CHEN'S GARDEN,Bronx,304,WILLIS AVENUE,10454.0,7185858283,Chinese,D,04L,Cycle Inspection / Initial Inspection,BX39
50077130,NEWSFEED CAFE,Brooklyn,1507,NOSTRAND AVENUE,11226.0,7187478486,American,D,06A,Cycle Inspection / Initial Inspection,BK95
41124322,TACO CHULO,Brooklyn,318,GRAND STREET,11211.0,7183022485,Tex-Mex,D,10B,Cycle Inspection / Re-inspection,BK73
50008765,WOL HOE BONG,Queens,16210,CROCHERON AVE,11358.0,7183583333,Korean,F,10F,Cycle Inspection / Initial Inspection,QN51
41578960,BOUCHON BAKERY ROCKEFELLER,Manhattan,1,ROCKEFELLER PLAZA,10020.0,2127823890,American,D,06E,Cycle Inspection / Initial Inspection,MN17
50064071,TADKA INDIAN CUISINE,Queens,1315,43RD AVE,11101.0,7187847444,Indian,D,10F,Pre-permit (Operational) / Compliance Inspection,QN31
50087917,LAS CHELITAS,Brooklyn,7312,13 AVENUE,11228.0,3479097110,Mexican,D,09B,Pre-permit (Operational) / Second Compliance Inspection,BK30
41293456,MERMAID OYSTER BAR,Manhattan,79,MACDOUGAL STREET,10012.0,2122600100,Seafood,F,04H,Cycle Inspection / Initial Inspection,MN23
50070744,WASABI SUSHI BENTO 6TH AVE,Manhattan,1016,6 AVENUE,10018.0,9172614132,Japanese,P,05D,Pre-permit (Operational) / Initial Inspection,MN17
50038892,ODE TO BABEL,Brooklyn,772,DEAN STREET,11238.0,9175350500,American,D,04C,Cycle Inspection / Initial Inspection,BK64
50017978,HOLIDAY COCKTAIL LOUNGE,Manhattan,75,SAINT MARKS PLACE,10003.0,2127779637,American,F,06D,Cycle Inspection / Initial Inspection,MN22
50058023,OLIVER COFFEE,Manhattan,5,OLIVER STREET,10038.0,4153176266,Coffee/Tea,B,,Pre-permit (Operational) / Re-inspection,MN27
50062378,BAR MOGA,Manhattan,128,WEST HOUSTON STREET,10012.0,9293995853,Japanese,P,08A,Cycle Inspection / Initial Inspection,MN23
50066100,GINO SORBILLO,Manhattan,334,BOWERY,10012.0,6467608049,Pizza,F,06C,Cycle Inspection / Initial Inspection,MN23
50071550,NEW KING WAH CHINESE RESTAURANT,Bronx,2713,BRIGGS AVENUE,10458.0,7183652065,Chinese,D,08A,Pre-permit (Operational) / Initial Inspection,BX05
41035387,BAR VELOCE,Manhattan,176,7 AVENUE,10011.0,2122291900,American,P,02G,Cycle Inspection / Initial Inspection,MN13
50086905,KENNEDY FRIED CHICKEN,Queens,13447,SPRINGFIELD BLVD,11413.0,7188493286,Indian,U,10F,Pre-permit (Operational) / Re-inspection,QN66
50045194,BURP BOWL CAFE,Manhattan,134,EAST   27 STREET,10016.0,6464921082,Chinese,G,06A,Cycle Inspection / Initial Inspection,MN21
40373118,GOLDEN DOVE DINER,Staten Island,3281,RICHMOND AVENUE,10312.0,7189671900,American,D,06C,Cycle Inspection / Re-inspection,SI54
41422150,BAGEL WORLD,Brooklyn,339,5 AVENUE,11215.0,7184991143,Bagels/Pretzels,D,10F,Cycle Inspection / Re-inspection,BK37
50007382,MEMORIES BAR SHEVROJA,Brooklyn,2611,BATH AVENUE,11214.0,7187152911,Eastern European,F,15F1,Smoke-Free Air Act / Initial Inspection,BK29
41637206,BASIK,Brooklyn,323,GRAHAM AVENUE,11211.0,3478897597,American,D,06C,Cycle Inspection / Re-inspection,BK90
41231076,MAMA LETI'S,Queens,40-07,JUNCTION BOULEVARD,11368.0,7184763497,Latin American,U,10F,Cycle Inspection / Re-inspection,QN26
50001105,STAGECOACH TAVERN,Manhattan,834,7 AVENUE,10019.0,2129759047,American,P,04N,Cycle Inspection / Initial Inspection,MN17
50039289,ROLLY KIMBAB,Queens,6123,SPRINGFIELD BLVD,11364.0,3474084172,Korean,P,10B,Cycle Inspection / Initial Inspection,QN42
41450604,BAGELS & CO,Queens,188-02,UNION TURNPIKE,11366.0,7182177755,Jewish/Kosher,F,04L,Cycle Inspection / Initial Inspection,QN06
50018680,KATONAH PIZZA,Bronx,4307,KATONAH AVENUE,10470.0,7189948337,Pizza,D,02H,Cycle Inspection / Re-inspection,BX62
50075871,COPINETTE,Manhattan,891,1 AVENUE,10022.0,2129034001,Continental,S,22A,Administrative Miscellaneous / Compliance Inspection,MN19
50083708,COUSINS MAINE LOBSTER,Manhattan,77,LEXINGTON AVENUE,10010.0,9175133582,Seafood,P,08A,Pre-permit (Operational) / Initial Inspection,MN21
41662214,FAIRFIELD INN & SUITES,Queens,2927,40 ROAD,11101.0,7184820100,Continental,U,04N,Cycle Inspection / Re-inspection,QN68
50082639,COUNTRY BAY PIZZA,Bronx,3233,AMPERE AVENUE,10465.0,9297779555,Pizza,D,10F,Pre-permit (Operational) / Re-inspection,BX10
50106157,NO. 1 CHINESE RESTAURANT,Brooklyn,8506,21 AVENUE,11214.0,7183332166,,,,,BK28
50056438,KABAYAN FILIPINO RESTAURANT,Queens,69-12,ROOSEVELT AVENUE,11377.0,7182054010,Filipino,F,08A,Cycle Inspection / Initial Inspection,QN63
41199139,MACCHIATO ESPRESSO BAR,Manhattan,141,EAST   44 STREET,10017.0,2128676772,Coffee/Tea,D,04L,Cycle Inspection / Initial Inspection,MN19
50086652,NEW YEE LI RESTAURANT,Brooklyn,6619,FORT HAMILTON PARKWAY,11219.0,7188338378,Chinese,F,02G,Pre-permit (Operational) / Initial Inspection,BK30
40845757,CAFE STEINHOF,Brooklyn,422,7 AVENUE,11215.0,7183697776,Eastern European,U,02G,Cycle Inspection / Initial Inspection,BK37
41398154,DONA BELLA PIZZA,Manhattan,154,CHURCH STREET,10007.0,2123741130,Pizza,F,04C,Cycle Inspection / Initial Inspection,MN24
41314548,THINK COFFEE,Manhattan,1,BLEECKER STREET,10012.0,2125333366,Coffee/Tea,D,02G,Cycle Inspection / Re-inspection,MN23
40797684,AMERICAS CAFE & GRILL,Manhattan,1159,3 AVENUE,10065.0,2126280740,American,F,10B,Cycle Inspection / Initial Inspection,MN31
41433950,CARIBE RESTAURANT,Bronx,1762,CROSBY AVENUE,10461.0,7188225704,Latin American,P,06D,Cycle Inspection / Initial Inspection,BX10
41402733,THE AMBASSADOR GRILL AND LOUNGE,Manhattan,1,UNITED NATIONS PLAZA,10017.0,6467931036,American,U,06D,Cycle Inspection / Initial Inspection,MN19
50054609,CHINA WOK III,Bronx,2459,WEBSTER AVE,10458.0,7185842488,Chinese,U,08C,Cycle Inspection / Re-inspection,BX05
40393532,J.J. BUBBLES,Brooklyn,7912,THIRD AVENUE,11209.0,9178039417,Bottled Beverages,F,04L,Cycle Inspection / Initial Inspection,BK31
50087427,UNCLE FRANKIE'S,Brooklyn,3007,FORT HAMILTON PARKWAY,11218.0,7188098250,Pizza,D,08A,Cycle Inspection / Initial Inspection,BK40
50057994,MIRROR TEA HOUSE,Brooklyn,575,UNION STREET,11215.0,9179090577,Coffee/Tea,F,05H,Pre-permit (Operational) / Initial Inspection,BK37
41700508,ORANGE HUT,Queens,5317,BROADWAY,11377.0,7182745609,Sandwiches,P,06C,Cycle Inspection / Initial Inspection,QN63
41672745,MANDARIN WOK II,Bronx,1232,EAST GUN HILL ROAD,10469.0,7184051915,Chinese,U,06C,Cycle Inspection / Initial Inspection,BX31
50036660,KIKOO SUSHI,Manhattan,141,1 AVENUE,10003.0,2125333888,Japanese,F,06D,Cycle Inspection / Initial Inspection,MN22
50009471,SHAKE SHACK,Brooklyn,170,FLATBUSH AVENUE,11217.0,6465176145,Hamburgers,D,10F,Cycle Inspection / Initial Inspection,BK37
40386672,FRANK'S SOUP BOWL,Bronx,3580,BRONXWOOD AVENUE,10469.0,7185199277,Caribbean,D,09C,Cycle Inspection / Re-inspection,BX44
41653556,AWASH ETHIOPIAN RESTAURANT,Brooklyn,242,COURT STREET,11201.0,7182432151,Ethiopian,D,04J,Cycle Inspection / Re-inspection,BK33
50046232,PANINI CAFE,Manhattan,589,1 AVENUE,10016.0,2122139199,Sandwiches,F,02G,Cycle Inspection / Initial Inspection,MN20
41562854,EL TUCANAZO BAR,Queens,8317,ROOSEVELT AVENUE,11372.0,3479653206,Latin American,D,06B,Cycle Inspection / Re-inspection,QN28
50066469,DARBAR'S CHICKEN & RIBS,Queens,12609,LIBERTY AVE,11419.0,7185294900,Chicken,F,08A,Cycle Inspection / Initial Inspection,QN55
41555612,KINGSTON PIZZA,Brooklyn,395,KINGSTON AVENUE,11225.0,7187737154,Jewish/Kosher,F,04C,Cycle Inspection / Re-inspection,BK63
50043775,WING HING EXPRESS CHINESE FOOD,Brooklyn,312,ROGERS AVENUE,11225.0,7189535152,Chinese,D,10F,Cycle Inspection / Initial Inspection,BK63
40867120,GINA'S PIZZA,Queens,60-24,QUEENS BOULEVARD,11377.0,7185059390,Pizza,D,10F,Cycle Inspection / Initial Inspection,QN63
41658786,"PIECE-A-CAKE , COOKIE JAR",Staten Island,177,NEW DORP LANE,10306.0,7189802250,Bakery Products/Desserts,D,06D,Cycle Inspection / Re-inspection,SI45
40948362,FRANCHIA,Manhattan,12,PARK AVENUE,10016.0,2122131001,Vegetarian,D,04N,Cycle Inspection / Re-inspection,MN17
41424528,NEW YORK STOCK EXCHANGE,Manhattan,11,WALL STREET,10005.0,2126563815,American,P,10B,Cycle Inspection / Initial Inspection,MN25
50085969,THE KATI ROLL COMPANY,Manhattan,230,PARK AVENUE,10169.0,2127306740,Indian,D,10F,Cycle Inspection / Initial Inspection,MN19
50061076,GOOD HEALTH CAFE,Manhattan,1435,1 AVENUE,10021.0,2125179898,Soups/Salads/Sandwiches,U,02G,Cycle Inspection / Initial Inspection,MN31
50047650,DESI GALLI,Manhattan,172,AVENUE B,10009.0,2124753374,Indian,U,02G,Cycle Inspection / Re-inspection,MN22
40393977,TONY'S PIZZA II,Brooklyn,1107,RUTLAND ROAD,11212.0,7189538163,Pizza,D,08A,Cycle Inspection / Re-inspection,BK81
41223754,PANCA,Manhattan,92,7 AVENUE SOUTH,10014.0,2124883900,Peruvian,F,04M,Cycle Inspection / Initial Inspection,MN23
50047960,EL TRIO GRILL,Queens,10201,44TH AVE,11368.0,7183960555,Mexican,P,04H,Cycle Inspection / Initial Inspection,QN26
50034079,THE RED DOORS BAR AND GRILL,Brooklyn,1205,SURF AVENUE,11224.0,7188727177,American,U,04N,Cycle Inspection / Re-inspection,BK23
40587835,MCLOUGHLINS BAR,Queens,3106,BROADWAY,11106.0,7182789714,Irish,U,04H,Cycle Inspection / Initial Inspection,QN70
50003047,ELI ZABAR,Manhattan,922,MADISON AVENUE,10021.0,6467902333,American,D,06E,Cycle Inspection / Initial Inspection,MN40
50095223,MIA BUNS,Queens,3609,MAIN ST,11354.0,9293622007,Chinese,P,04A,Pre-permit (Operational) / Initial Inspection,QN22
40524837,JIMMY RYAN'S,Bronx,3005,MIDDLETOWN ROAD,10461.0,7188635687,American,P,10B,Cycle Inspection / Initial Inspection,BX10
50058345,KING'S CHEF CHINESE RESTAURANT,Bronx,1095,PROSPECT AVENUE,10459.0,7186172988,Chinese,F,10F,Pre-permit (Operational) / Initial Inspection,BX33
50066879,HK CAFE,Queens,4296,MAIN ST,11355.0,7183586488,Chinese,G,05C,Pre-permit (Operational) / Initial Inspection,QN22
41637941,KENNEDY CHICKEN &SANDWICHES,Bronx,101,EAST  167 STREET,10452.0,3472716218,Chicken,U,09C,Cycle Inspection / Initial Inspection,BX63
50088988,CITY ONE,Manhattan,2726,FREDERICK DOUGLASS BOULEVARD,,2122688819,Chinese,D,06C,Cycle Inspection / Initial Inspection,
41545758,SOL DE QUITO RESTAURANT II,Brooklyn,4417,NEW UTRECHT AVENUE,11219.0,7188530400,Latin American,U,06E,Cycle Inspection / Re-inspection,BK88
41595314,PITA GRILL,Manhattan,1083,2 AVENUE,10022.0,2127501122,Jewish/Kosher,P,04M,Cycle Inspection / Initial Inspection,MN19
41507070,"KING DAVID, MIKIHANA SUSHI",Queens,10110,QUEENS BOULEVARD,11375.0,7188967686,Jewish/Kosher,F,02G,Cycle Inspection / Initial Inspection,QN17
50038360,MINI PICANTERIA EL GUAYAQUILENO,Queens,3317,JUNCTION BLVD,11372.0,9292963578,Latin American,D,10F,Cycle Inspection / Initial Inspection,QN26
41644384,WASABI RESTAURANT,Brooklyn,7222,18 AVENUE,11204.0,7183313933,Japanese,U,10I,Cycle Inspection / Initial Inspection,BK28
50016020,BANHMIGOS,Brooklyn,636,PARK PLACE,11238.0,7184839933,Southeast Asian,U,02G,Cycle Inspection / Initial Inspection,BK61
41706122,NEW HAPPY GARDEN,Bronx,1150,OGDEN AVENUE,10452.0,7185389042,Chinese,D,22G,Cycle Inspection / Initial Inspection,BX26
50091771,PANORAMA,Queens,8708,ASTORIA BLVD,11369.0,7185059162,Latin American,D,06E,Pre-permit (Operational) / Initial Inspection,QN28
40854704,"MANON CAFE, LEONIDAS",Manhattan,120,BROADWAY,10271.0,2127666100,Coffee/Tea,D,10B,Cycle Inspection / Initial Inspection,MN25
40397886,LANDMARK COFFEE SHOP,Manhattan,158,GRAND STREET,10013.0,2123340040,American,D,06F,Cycle Inspection / Initial Inspection,MN24
50092202,BLACK EMPEROR,Manhattan,197,2 AVENUE,10003.0,6465287615,Asian/Asian Fusion,F,06C,Pre-permit (Operational) / Initial Inspection,MN22
40368271,CHERRY TAVERN,Manhattan,441,EAST    6 STREET,10009.0,2127771448,American,D,06F,Cycle Inspection / Re-inspection,MN22
50081611,HOT GINGER,Queens,7332,BELL BLVD,11364.0,6467758828,Japanese,D,02B,Pre-permit (Operational) / Re-inspection,QN42
50072306,GOLDEN STAR KITCHEN,Brooklyn,638,BLAKE AVENUE,11207.0,4694386991,Chinese,O,,Cycle Inspection / Reopening Inspection,BK85
41035487,PADDY DUGGANS PUB,Queens,4714,GREENPOINT AVENUE,11104.0,7184157399,Bottled Beverages,U,04A,Cycle Inspection / Re-inspection,QN31
50063305,LUANNE'S WILD GINGER,Brooklyn,676,FRANKLIN AVENUE,11238.0,7186268663,Vegetarian,F,08A,Cycle Inspection / Initial Inspection,BK61
41025084,BRASS MONKEY,Manhattan,55,LITTLE WEST   12 STREET,10014.0,2126756686,American,D,06C,Cycle Inspection / Initial Inspection,MN23
50055395,NATHAN'S FAMOUS,Brooklyn,5100,KINGS PLAZA,11234.0,7187360999,Hotdogs,D,06C,Cycle Inspection / Initial Inspection,BK45
50067708,MY PIE,Manhattan,690,LEXINGTON AVENUE,10022.0,9173710000,Pizza,D,02G,Cycle Inspection / Re-inspection,MN19
50045642,THAI SLIDERS,Manhattan,150,8TH AVE,10011.0,2126750080,Thai,F,08A,Pre-permit (Operational) / Initial Inspection,MN13
50046837,UNION STREET PUB,Brooklyn,829,FRANKLIN AVENUE,11225.0,3477156312,American,P,06D,Cycle Inspection / Initial Inspection,BK63
50072111,MIS ANTOJOS COFFEE SHOP,Queens,5406,ROOSEVELT AVE,11377.0,3476653088,Spanish,U,02G,Cycle Inspection / Initial Inspection,QN63
50086580,PR Sazon,Bronx,3285,WESTCHESTER AVENUE,10461.0,7188852222,Latin American,T,20D,Administrative Miscellaneous / Re-inspection,BX10
41206802,MORRONE PASTRY SHOP & CAFE,Bronx,2349,ARTHUR AVENUE,10458.0,7187330424,Bakery Products/Desserts,D,06D,Cycle Inspection / Re-inspection,BX06
50083078,"PETITE BOUCHERIE , OMAKASE ROOM",Manhattan,14,CHRISTOPHER STREET,10014.0,2122047111,French,U,04M,Cycle Inspection / Initial Inspection,MN23
41061861,ROCKMEISHA,Manhattan,11,BARROW STREET,10014.0,2126757775,Japanese,D,10F,Cycle Inspection / Re-inspection,MN23
50057389,CHIPOTLE MEXICAN GRILL #2834,Queens,6135,JUNCTION BLVD,11374.0,7185921476,Tex-Mex,P,04A,Pre-permit (Operational) / Initial Inspection,QN18
50075315,I LOVE NY PIZZA,Bronx,1739,EAST  172 STREET,10472.0,7188603446,Pizza,F,08A,Cycle Inspection / Initial Inspection,BX08
41480283,CONNIE'S DELI,Bronx,240,EAST  204 STREET,10458.0,7182206911,Mexican,U,10F,Cycle Inspection / Initial Inspection,BX05
41315113,WHITEHALL BAKERY,Manhattan,4,SOUTH STREET,10004.0,2127422788,Coffee/Tea,F,04L,Cycle Inspection / Initial Inspection,MN25
41108575,SOHO BISTRO,Queens,,JFK INTERNATIONAL AIRPORT,11430.0,7186561012,American,D,08A,Cycle Inspection / Initial Inspection,
50002615,THE NUGGET SPOT,Manhattan,230,EAST   14 STREET,10003.0,6464227346,Chicken,U,02G,Cycle Inspection / Re-inspection,MN22
41685035,HADJA MARLEY RESTAURANT,Brooklyn,1139,FULTON STREET,11238.0,7186367422,African,F,20F,Administrative Miscellaneous / Initial Inspection,BK69
50066100,GINO SORBILLO,Manhattan,334,BOWERY,10012.0,6467608049,Pizza,F,10F,Cycle Inspection / Initial Inspection,MN23
50084881,VIVI BUBBLE TEA,Queens,3154,STEINWAY ST,11103.0,9179151057,Coffee/Tea,D,10F,Pre-permit (Operational) / Initial Inspection,QN70
50065077,RUAMMIT THAI,Brooklyn,742,NOSTRAND AVENUE,11216.0,3475599744,Thai,P,02B,Pre-permit (Operational) / Initial Inspection,BK61
41097313,LA FLOR DEL PARAISO RESTAURANT,Queens,1715,CORNELIA STREET,11385.0,7183812970,Spanish,U,10F,Cycle Inspection / Initial Inspection,QN20
40559439,MANSIONS CATER,Manhattan,80,5 AVENUE,10011.0,2127224422,American,D,04H,Cycle Inspection / Initial Inspection,MN23
50058097,CROWN FRIED CHICKEN,Brooklyn,148,UTICA AVENUE,11213.0,9179662500,Chicken,U,02G,Cycle Inspection / Re-inspection,BK61
41455359,A CAFE,Manhattan,42,WEST   58 STREET,10019.0,6467443104,Coffee/Tea,D,09C,Cycle Inspection / Initial Inspection,MN17
41434693,SANSIMIAN JAMAICAN WEST INDIAN RESTAURANT,Brooklyn,1827,FLATBUSH AVENUE,11210.0,7182588009,Caribbean,U,08A,Cycle Inspection / Re-inspection,BK58
50043795,NEW FRESH PIZZA,Brooklyn,2703,CHURCH AVENUE,11226.0,3474446552,Pizza,F,09B,Cycle Inspection / Initial Inspection,BK60
41470133,COTTON CLUB,Manhattan,664,WEST  125 STREET,10027.0,2126637980,American,U,06A,Cycle Inspection / Re-inspection,MN06
41304987,KING'S WOK,Brooklyn,1473,BEDFORD AVENUE,11216.0,7182215866,Chinese,U,08A,Cycle Inspection / Initial Inspection,BK61
50003047,ELI ZABAR,Manhattan,922,MADISON AVENUE,10021.0,6467902333,American,D,06C,Cycle Inspection / Re-inspection,MN40
50066065,LAND OF PLENTY,Manhattan,204,EAST   58 STREET,10022.0,2123088788,Chinese,F,06C,Pre-permit (Operational) / Initial Inspection,MN19
50041617,ITTADI GARDEN & GRILL,Queens,7307,37TH RD,11372.0,3478662923,Bangladeshi,F,10J,Cycle Inspection / Initial Inspection,QN28
