name,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,address1,address2,address3,longitude,latitude,easting,northing,runtime
National Opera Studio,Wandsworth,http://www.nationaloperastudio.org.uk,0.0,E09000032,Southfields,E05000624,2 Chapel Yard Wandsworth High Stlondon ,,,-0.1950769995706958,51.45692200058106,525496.6773669709,174649.30743526685,04/11/2021
Octagon (formally known as Artspace Studio),Lambeth,www.artspacestudio.co.uk,100000000000.0,E09000022,Brixton Hill,E05000417,Flat 130,Brixton Hill,Lambeth,-0.1213656073733231,51.45289209933938,530628.9646073524,174329.92556528893,04/11/2021
Rms Rehearsal Studios,Hammersmith And Fulham,www.rmsstudios.co.uk,0.0,E09000013,Palace Riverside,E05000259,Arch 57 Putney Station Approach,,,-0.2085481376801998,51.46937317698647,524526.9662670105,176010.92510782048,04/11/2021
Super Unison Studios,Southwark,www.superunisonstudios.com,0.0,E09000028,Rye Lane,E05011113,Unit 2a 1 Copeland Park,133 Copeland Road,Peckham,-0.0668232815561201,51.46974792998616,534368.9635902719,176302.92502630653,04/11/2021
The Music Complex,Lewisham,www.musiccomplex.co.uk,100000000000.0,E09000023,Brockley,E05000439,20 Tanners Hill,Lewisham,,-0.026571574463433,51.47459856908601,537149.9628320308,176916.92486067733,04/11/2021
Music Room London,Lewisham,www.musicroomlondon.com,100000000000.0,E09000023,Telegraph Hill,E05000453,116-118 New Cross Road,Lewisham,,-0.0484478238255408,51.47589120684783,535626.9632487366,177019.92483145633,04/11/2021
The Music Room,Lewisham,www.musicroomlondon.com,100000000000.0,E09000023,Telegraph Hill,E05000453,116-118 New Cross Road,Lewisham,,-0.0484478238255408,51.47589120684783,535626.9632487366,177019.92483145633,04/11/2021
Abbey Music Studios,Greenwich,www.abbeymusicstudios.co.uk,10010234363.0,E09000011,Abbey Wood,E05000214,Goldie Leigh Hospital Lodge Hill,Greenwich,,0.1159980239984225,51.47784068715917,547039.9601477467,177553.92468753463,04/11/2021
Husky Studios,Southwark,www.huskystudios.co.uk,200000000000.0,E09000028,Newington,E05011105,29a Amelia Street,Southwark,,-0.0984392291009657,51.48956363799006,532115.9642027512,178448.9244429404,04/11/2021
Rogue Studios,Southwark,www.roguestudios.co.uk,200000000000.0,E09000028,South Bermondsey,E05011116,Railway Arch 4 Bermondsey Trading Estate,Rotherhithe New Road,Southwark,-0.0552083859642347,51.48926810905729,535117.9633872085,178494.92443379568,04/11/2021
The Boogie Trap,Hounslow,www.theboogietrap.com,10091857586.0,E09000018,Turnham Green,E05000365,111 Power Road,Hounslow,,-0.2791455527473355,51.49455729703535,519557.9676184383,178693.92437883676,04/11/2021
Arch Studios,Hounslow,www.archstudios.co.uk,0.0,E09000018,Chiswick Homefields,E05000348,Arch 196 Prebend Gardens,Stamford Brook,,-0.2469491027636821,51.49489895355055,521791.9670073398,178784.92435342184,04/11/2021
Music Bank,Southwark,www.musicbank.org,200000000000.0,E09000028,North Bermondsey,E05011106,Block C-D Unit Tower Bridge Business Complex,100,Clements Road,-0.0622140543655236,51.49356580673328,534618.9635226115,178959.92430730403,04/11/2021
Bell Studios,Ealing,www.bellstudios.co.uk,12098715.0,E09000009,South Acton,E05000188,42891 Greenock Road,Ealing,,-0.2724150251456051,51.49844209039924,520014.96749218967,179136.9242584384,04/11/2021
Vine Yard Studios,Southwark,www.vineyardstudios.co.uk,0.0,E09000028,Borough & Bankside,E05011095,Virama House 8c Vine Yard,,,-0.0939930259853154,51.50084033460918,532391.964127913,179710.92410097708,04/11/2021
The Miller Pub,Southwark,http://www.themiller.co.uk/rehearsal-studio,200000000000.0,E09000028,London Bridge & West Bermondsey,E05011104,96 Snowsfields,Southwark,,-0.0875731397452068,51.502066764390655,532833.9640090208,179858.92405970726,04/11/2021
Hive London Bridge,Southwark,https://londonbridgehive.org/,0.0,E09000028,London Bridge & West Bermondsey,E05011104,1 Melior Placelondon ,,,-0.0844069999616864,51.50222499957356,533053.239340547,179882.2660330098,04/11/2021
Big Baggy Bounce,Ealing,www.bigbaggybounce.com,12149809.0,E09000009,Southfield,E05000191,54-58 Stanley Gardens,Ealing,,-0.2566562446175,51.50516024965173,521090.967198522,179909.92404823477,04/11/2021
Cartel Studios,Ealing,http://www.cartelstudios.co.uk/,12117050.0,E09000009,Southfield,E05000191,203-205 The Vale,Ealing,,-0.2589957989002652,51.50615719284716,520925.9672439912,180016.9240196566,04/11/2021
Bush Studios,Hammersmith And Fulham,www.bushstudios.co.uk,34156724.0,E09000013,Shepherd's Bush Green,E05000263,151 Railway Arches,Macfarlane Road,Hammersmith And Fulham,-0.2259759943620929,51.50744312874672,523213.9666207314,180214.923963196,04/11/2021
Neville Marriner Rehearsal Room At St. Martin-In-The-Fields,City Of Westminster,http://www.stmartin-in-the-fields.org/venue-hire/rehearsal-space/,100000000000.0,E09000033,St. James's,E05000644,5 St. Martin's Place,City Of Westminster,,-0.1264887193320034,51.50915161696046,530112.964745958,180576.92386555608,04/11/2021
Kluster Rooms,Tower Hamlets,www.klusterrooms.com,6025305.0,E09000030,Shadwell,E05009332,566 Cable Street,Tower Hamlets,,-0.0433053311774586,51.51122824094322,535878.9631811506,180958.92376214976,04/11/2021
The Music Studios,City Of Westminster,www.themusicstudios.co.uk,100000000000.0,E09000033,Marylebone High Street,E05000641,29 Marylebone Lane,City Of Westminster,,-0.1507253812753809,51.51668543307729,528409.9652080187,181371.92365222715,04/11/2021
Bloomsbury Central Baptist Church,Camden,http://www.bloomsbury.org.uk/roomhire,0.0,E09000007,Holborn And Covent Garden,E05000138,235 Shaftesbury Ave London,,,-0.1261389975191643,51.5163080010057,530116.8461533093,181373.3410074241,04/11/2021
Westbourne Rehearsals,City Of Westminster,www.westbournerehearsals.com,10033530632.0,E09000033,Westbourne,E05000648,Rear Of 92-98 Bourne Terrace,City Of Westminster,,-0.190741935867902,51.52091551209836,525621.9659668925,181772.92354178065,04/11/2021
Footes Practice Room,Camden,http://www.footesmusic.com/practice-room-i33,5013080.0,E09000007,Bloomsbury,E05000129,41 Store Street,Camden,,-0.1306378438327861,51.5200900220892,529793.9648328095,181785.9235381797,04/11/2021
Mount Pleasant Studio,Camden,http://www.mountpleasantstudio.com,5088269.0,E09000007,Holborn And Covent Garden,E05000138,51-53 Mount Pleasant,Camden,,-0.1122536544150942,51.52336576123413,531059.9644904137,182182.923430138,04/11/2021
Survival Studios,Ealing,www.survivalstudios.co.uk,12150052.0,E09000009,East Acton,E05000175,Unit B12-B20 Acton Business Centre,School Road,Ealing,-0.2584214971956889,51.52574346186929,520913.9672488991,182195.9234262663,04/11/2021
Panic Music,Ealing,www.panic-music.co.uk,0.0,E09000009,East Acton,E05000175,14 Trading Estate Road ,,,-0.268762740933943,51.52637306517298,520194.9674437261,182248.9234147094,04/11/2021
Peregrine's Pianos,Camden,www.peregrines-pianos.com,5076021.0,E09000007,Holborn And Covent Garden,E05000138,137a Gray's Inn Road,Camden,,-0.1159262871999824,51.52414422231565,530802.9645605804,182262.9234079547,04/11/2021
Arch3 Studios,Newham,www.arch3studios.uk,10023994437.0,E09000025,Canning Town North,E05000477,Unit 3 The Arches,Cranberry Lane,Newham,0.0048242307007625,51.52290652446348,539182.9622801174,182347.92338496348,04/11/2021
Soundstage Studio,Ealing,http://soundstagestudios.co.uk/,12017372.0,E09000009,East Acton,E05000175,Unit 1 Acorn Centre 30-34,Gorst Road,Ealing,-0.2640016488832059,51.52722896938466,520522.96735433023,182351.92338569555,04/11/2021
Engine Rooms Rehearsal Studios,Tower Hamlets,www.engineroomsstudios.com,6074717.0,E09000030,Bromley North,E05009321,30 Bow Triangle Business Centre,Eleanor Street,Tower Hamlets,-0.0231561536533026,51.52390297857962,537238.9628089919,182405.92336859845,04/11/2021
Vatican Studios,Tower Hamlets,www.thevatican.biz,6036377.0,E09000030,Bethnal Green,E05009317,Railway Arch 190 Bancroft Road,Tower Hamlets,,-0.0478671147906991,51.52587230678045,535518.963280077,182578.923322512,04/11/2021
Urdang2,Islington,www.theurdanacademy.com,0.0,E09000019,Clerkenwell,E05000370,Urdang Academy Old Finsbury Town Hall,Rosebery Avenue,,-0.1080509567933945,51.52703004302199,531340.9644147895,182597.92331852327,04/11/2021
Musica Nova,Camden,http://www.musicanova.org.uk/about_us/rehearsal-studios/,5087725.0,E09000007,King's Cross,E05000141,88 Cromer Street,Camden,,-0.1223305875624402,51.52790694353632,530347.9646848051,182669.9232975883,04/11/2021
Rooz Studios,Hackney,www.roozstudios.co.uk,10008332356.0,E09000012,Hoxton West,E05009378,Hackney ,,,-0.0873496012345194,51.52769235678421,532774.9640227263,182708.92328736192,04/11/2021
The Joint,Camden,www.thejoint.org.uk,5136154.0,E09000007,King's Cross,E05000141,42887 Field Street,Camden,,-0.1188281666697976,51.53033283862667,530583.9646210191,182945.92322173656,04/11/2021
Premises Studios,Hackney,www.premisesstudios.com,100000000000.0,E09000012,Haggerston,E05009375,209 Hackney Road,Hackney,,-0.0716008350059047,51.531229084450366,533856.963731251,183130.92317155824,04/11/2021
Hoxton Hall,Hackney,www.hoxtonhall.co.uk,100000000000.0,E09000012,Hoxton East & Shoreditch,E05009377,130 Hoxton Street,Hackney,,-0.079983798059866,51.53177145413536,533273.9638896323,183175.9231599855,04/11/2021
Studio 3 Arts',Barking And Dagenham,www.studio3arts.org.uk,0.0,E09000002,Gascoigne,E05000032,Boundary Road Barking,,,0.0814788115976952,51.530986110834775,544474.96084229,183394.9231002161,04/11/2021
Kafri Studios,Hackney,www.kafristudios.co.uk,10008238318.0,E09000012,Haggerston,E05009375,357 Railway Arches,Laburnum Street,Hackney,-0.0758171397759181,51.53484148248569,533553.9638138097,183524.9230645516,04/11/2021
North London Music Academy,Camden,www.northlondonmusicacademy.com,5088505.0,E09000007,Regent's Park,E05000142,15 Pratt Mews,Camden,,-0.1405218904501557,51.53717138678344,529059.9650340579,183667.9230271573,04/11/2021
The New Rose,Islington,www.thenewrose.co.uk,5300031362.0,E09000019,St. Peter's,E05000380,84-86 Essex Road,Islington,,-0.0989546859609032,51.53842953576909,531938.9642512747,183881.92296952676,04/11/2021
John Henry,Islington,www.johnhenrys.com,0.0,E09000019,Caledonian,E05000368,16-24 Brewery Road ,,,-0.1204943461845008,51.54553025442256,530424.964660906,184632.9227629884,04/11/2021
Rising Tide Trust,Hackney,,100000000000.0,E09000012,Homerton,E05009376,270 Mare Street,Hackney,,-0.0549869630447008,51.544857007857146,534968.9634267092,184676.92275338207,04/11/2021
Lsh Spaces,Hackney,www.lshspaces.com,10091898280.0,E09000012,Hackney Wick,E05009374,Atlas Wharf Berkshire Road,Hackney,,-0.0245914862318053,51.54469128254672,537076.9628535144,184714.92274199196,04/11/2021
Oto Project Space,Hackney,,100023016515.0,E09000012,Dalston,E05009370,1-7 Ashwin Street ,,,-0.0748062419773445,51.54649717771108,533589.9637999487,184822.92271242075,04/11/2021
Resident Studios,Brent,www.residentstudios.com,202030058.0,E09000005,Willesden Green,E05000105,57a Windsor Road,Willesden,,-0.2323353033277748,51.55011006324938,522657.9667735701,184948.92267623183,04/11/2021
New Rose Studios,Camden,www.newrosestudios.com,5079631.0,E09000007,Kentish Town,E05000139,225a Camden Road,Camden,,-0.1297977034656423,51.548673477996665,529770.9648392445,184965.92267419305,04/11/2021
K-Town Studios,Camden,www.ktownstudios.co.uk,0.0,E09000007,Kentish Town,E05000139,Unit 8 Regis Road,Kentish Town,,-0.1458085783191779,51.55078004646803,528654.965144073,185171.92261861823,04/11/2021
Waithe Studios,Camden,www.waithestudios.com,5079631.0,E09000007,Kentish Town,E05000139,225a Camden Road,Camden,,-0.1297977034656423,51.548673477996665,529770.9648392445,184965.92267419305,04/11/2021
The Blue Studios,Hackney,www.thebluestudios.co.uk,100000000000.0,E09000012,Hackney Central,E05009372,160 Dalston Lane,Hackney,,-0.0661268160692971,51.548125776957725,534186.9636371516,185019.9226585853,04/11/2021
Gunfactory Studios,Hackney,www.gunfactorystudios.com,10008340190.0,E09000012,Homerton,E05009376,Unit 2 2a,Barnabas Road,Hackney,-0.0426434410301606,51.548167967152885,535814.9631953763,185067.92264691432,04/11/2021
Vortex Jazz Club,Hackney,www.vortexjazz.co.uk,10091818908.0,E09000012,Dalston,E05009370,11 Gillett Square,Hackney,,-0.076655760914564,51.54881167547437,533454.9638366671,185076.92264354197,04/11/2021
Strummers Studios,Islington,www.strummersstudios.com,5300035125.0,E09000019,Holloway,E05000375,43046 Georges Road,Islington,,-0.1112765738559561,51.55079571149902,531048.9644922336,185234.92260025055,04/11/2021
Islington Arts Factory,Islington,www.islingtonartsfactory.org,5300071066.0,E09000019,Holloway,E05000375,2 Parkhurst Road,Islington,,-0.1231278831890511,51.55372875045816,530218.9647187116,185539.9225182666,04/11/2021
Reel Rebels Music Studios,Hackney,"http://reelrebelsradio.com/studio-hire/
http://reelrebelsmusicstudios.weebly.com/",0.0,E09000012,Stoke Newington,E05009385,7a Bouverie Mews ,,,-0.0786194062049014,51.5624677415932,533278.9638847316,186591.92223164684,04/11/2021
Karma Studios Ltd.,Hackney,,100000000000.0,E09000012,Stoke Newington,E05009385,7a Bouverie Mews,Hackney,,-0.0782233140065302,51.56262311338344,533305.963877347,186609.9222267284,04/11/2021
Storm Rehearsal Studios,Islington,www.stormrehearsalstudios.co.uk,0.0,E09000019,Junction,E05000376,Arches 6 & & 303 Holloway Road,,,-0.1323179745724433,51.564612532620295,529550.9649020332,186733.92219515983,04/11/2021
Audio Underground,Waltham Forest,www.audiounderground.co.uk,10024418697.0,E09000031,Leyton,E05000604,121-123 Railway Arches,Beaumont Road,Waltham Forest,-0.012518954335303,51.5718521656371,537831.9626488409,187757.92191547004,04/11/2021
Hermitage Works Studios,Haringey,www.hermitageworksstudios.com,100000000000.0,E09000014,Seven Sisters,E05000278,Hermitage Works 7,Vale Grove,,-0.0929228822832191,51.57510216991015,532250.9641652661,187970.92185601572,04/11/2021
Apollo Studio London,Haringey,www.apollostudiolondon.com,0.0,E09000014,Seven Sisters,E05000278,Unit 11 Crusader Industrial Estate,Hermitage Road,,-0.0910807781013638,51.57635811536499,532374.9641322317,188113.92181764464,04/11/2021
Bonafide Studio,Haringey,www.bonafidestudio.co.uk,10003975672.0,E09000014,Muswell Hill,E05000274,14 The Viaduct,St. James Lane,,-0.1422170674009748,51.58830286839939,528797.9651044146,189350.92148215775,04/11/2021
